R	Gamma	E
1.00	0	54907.880622
1.00	10	53674.329561
1.00	20	50237.607928
1.00	30	45285.606049
1.00	40	39670.579532
1.00	50	34161.128282
1.00	60	29351.068276
1.00	70	25695.906496
1.00	80	23590.390651
1.00	90	23453.220753
1.00	100	25818.019155
1.00	110	31426.81909
1.00	120	41298.631926
1.00	130	56715.124288
1.00	140	79526.394632
1.00	150	116710.807018
1.00	160	211275.159474
1.00	170	656223.313018
1.10	0	49948.220513
1.10	20	44569.563964
1.10	30	39122.017571
1.10	40	33206.274001
1.10	50	27618.502894
1.10	60	22870.710072
1.10	70	19312.67496
1.10	80	17241.224433
1.10	90	16989.343575
1.10	100	19014.337777
1.10	110	23990.046478
1.10	120	32883.152346
1.10	130	46932.977411
1.10	140	67763.3715
1.10	150	100920.161839
1.10	160	182700.183181
1.10	170	555103.312795
1.20	0	49580.290946
1.20	10	47682.892033
1.20	30	36091.581216
1.20	40	29667.3259
1.20	50	23859.360836
1.20	60	19045.638359
1.20	70	15448.878228
1.20	80	13265.980518
1.20	90	12743.475709
1.20	100	14253.571553
1.20	110	18378.845992
1.20	120	25990.772522
1.20	130	38249.969103
1.20	140	56584.883916
1.20	150	84778.346242
1.20	160	145686.713019
1.20	170	349063.73806
1.20	180	725395.29897
1.30	0	51075.486092
1.30	10	48049.977999
1.30	20	41235.887041
1.30	30	32704.601976
1.30	40	26501.803013
1.30	50	20823.282045
1.30	60	16143.619321
1.30	70	12625.059398
1.30	80	10398.05551
1.30	90	9642.631787
1.30	100	10653.410258
1.30	110	13915.771304
1.30	120	20180.314959
1.30	130	30485.012444
1.30	140	46072.293653
1.30	160	112167.033795
1.30	170	212048.701011
1.30	180	320583.88207
1.40	0	53056.887261
1.40	10	44555.97774
1.40	20	37096.869
1.40	40	22577.596199
1.40	50	17679.956484
1.40	60	13479.769476
1.40	70	10245.623616
1.40	80	8114.985557
1.40	90	7236.591208
1.40	100	7846.534582
1.40	110	10339.99905
1.40	120	15340.083025
1.40	130	23726.073863
1.40	140	36519.259502
1.40	150	55559.40677
1.40	160	85458.195344
1.40	170	137379.976207
1.40	180	179759.525836
1.50	0	54904.363918
1.50	10	34579.785561
1.50	20	30122.993705
1.50	30	24942.339827
1.50	50	14366.678721
1.50	60	10903.98846
1.50	70	8127.037358
1.50	80	6219.325443
1.50	90	5328.484194
1.50	100	5652.164211
1.50	110	7508.763828
1.50	120	11399.724276
1.50	130	18029.339924
1.50	150	43271.845954
1.50	160	64473.380466
1.50	170	93761.165808
1.50	180	120884.454673
1.60	0	56398.413197
1.60	10	25850.32927
1.60	20	23159.735584
1.60	30	19603.233276
1.60	40	15904.636972
1.60	60	8488.737032
1.60	70	6235.401077
1.60	80	4621.729856
1.60	90	3797.920668
1.60	100	3935.743869
1.60	110	5290.546689
1.60	140	21592.792037
1.60	150	32988.893042
1.60	160	48079.437045
1.60	170	65517.199946
1.60	180	75100.809432
1.70	0	19662.52556
