R	0	30	60	90
1.0	54907.880622	45285.606049	29351.068276	23453.220753
1.1	49948.220513	39122.017571	22870.710072	16989.343575
1.2	49580.290946	36091.581216	19045.638359	12743.475709
1.3	51075.486092	32704.601976	16143.619321	9642.631787
1.4	53056.887261		13479.769476	7236.591208
1.5	54904.363918	24942.339827	10903.98846	5328.484194
1.6	56398.413197	19603.233276	8488.737032	3797.920668
1.7	19662.52556	14927.005212		
1.8	14313.900445	11152.161817		
1.9	10373.891304	8222.281243	4061.157268	1411.148861
2.0	7483.237584	5999.6037	2978.338515	937.81306
2.1	5372.604283	4340.378601	2156.809261	605.928369
2.2	3838.640927	3116.146912	1542.653566	375.714305
2.3	2728.609208	2220.973158	1089.659402	218.72683
2.4	1928.765562	1571.322173	759.601822	114.005989
2.5	1354.981522	1103.105794	521.923374	46.149797
2.6	945.313635	767.910292	352.743457	3.904535
2.7	654.313392	529.546715	233.716182	-20.897078
2.8	448.744698	361.201827	150.964685	-34.122652
2.9	304.383262	243.140784	94.137084	-39.919577
3.0	203.637456	160.947048	55.629456	-41.150809
3.1	133.789667	104.158328	29.933069	-39.784611
3.2	85.699849	65.179324	13.110863	-36.933279
3.3	52.847505	38.797949	2.327244	-33.462614
3.4	30.618495	21.100254	-4.240832	-29.831738
3.5	15.770262	9.415173	-8.044101	-26.302731
3.6	6.032429	1.875745	-10.018665	-23.014697
3.7	-0.185022	-2.823779	-10.809158	-20.031959
3.8	-3.998126	-5.597127	-10.855803	-17.374582
3.9	-6.191194	-7.084092	-10.456021	-15.037123
4.0	-7.314047	-7.731284	-9.807725	-13.000005
4.1	-7.749	-7.847728	-9.039885	-11.236429
4.2	-7.757754	-7.643857	-8.234103	-9.716658
4.3	-7.514957	-7.259475	-7.439988	-8.410733
4.4	-7.13302	-6.784312	-6.685874	-7.290234
4.5	-6.681127	-6.273546	-5.986417	-6.329279
4.6	-6.199969	-5.759397	-5.347655	-5.505
4.7	-5.71285	-5.259755	-4.770458	-4.797583
4.8	-5.23341	-4.784094	-4.252711	-4.190033
4.9	-4.770369	-4.337357	-3.790723	-3.667847
5.0	-4.329969	-3.922101	-3.38004	-3.218616
5.1	-3.916944	-3.539599	-3.015977	-2.831712
5.2	-3.5347	-3.190251	-2.693901	-2.498018
5.3	-3.185238	-2.873687	-2.409357	-2.209716
5.4	-2.86913	-2.588836	-2.158201	-1.960121
5.5	-2.585624	-2.333971	-1.936601	-1.743544
5.6	-2.332896	-2.106876	-1.74107	-1.555158
5.7	-2.1084	-1.905004	-1.568461	-1.390887
5.8	-1.909221	-1.725706	-1.415966	-1.247285
5.9	-1.732385	-1.566373	-1.28109	-1.121452
6.0	-1.575088	-1.424591	-1.161638	-1.010919
6.2	-1.309482	-1.185298	-0.961555	-0.827752
6.4	-1.096608	-1.010869	-0.803125	-0.684534
6.6	-0.925261	-0.853486	-0.700787	-0.58094
6.8	-0.787093	-0.726614	-0.595742	-0.491155
7.0	-0.675365	-0.623849	-0.510788	-0.418907
7.2	-0.584469	-0.540062	-0.441585	-0.360359
7.4	-0.509869	-0.471197	-0.384816	-0.312606
7.6	-0.448046	-0.414115	-0.337932	-0.273407
7.8	-0.396373	-0.366436	-0.298952	-0.241018
8.0	-0.352891	-0.326362	-0.266344	-0.214085
8.2	-0.316113	-0.292513	-0.238914	-0.191544
8.4	-0.284881	-0.263787	-0.215711	-0.172569
8.6	-0.258247	-0.23931	-0.195986	-0.156508
8.8	-0.235437	-0.218354	-0.179129	-0.142837
9.0	-0.215808	-0.200328	-0.16465	-0.131149
9.5	-0.177389	-0.165065	-0.1364	-0.108529
10.0	-0.149781	-0.139748	-0.116201	-0.092564
10.5	-0.129332	-0.121017	-0.101309	-0.080944
11.0	-0.113779	-0.106772	-0.090019	-0.072235
11.5	-0.101659	-0.095677	-0.081232	-0.065526
12.0	-0.092011	-0.086835	-0.074231	-0.060227
12.5	-0.084171	-0.079642	-0.068531	-0.05594
13.0	-0.077682	-0.073684	-0.063795	-0.052393
13.5	-0.072226	-0.068662	-0.059792	-0.049407
14.0	-0.067564	-0.064367	-0.056354	-0.04684
14.5	-0.063531	-0.060644	-0.053357	-0.044602
15.0	-0.060002	-0.057375	-0.050716	-0.042625
16.0	-0.054087	-0.051883	-0.04624	-0.039254
17.0	-0.049298	-0.047414	-0.042558	-0.036455
18.0	-0.045309	-0.043679	-0.039442	-0.034057
19.0	-0.041916	-0.040488	-0.036754	-0.03196
20.0	-0.038982	-0.037717	-0.034395	-0.030098
21.0	-0.036273	-0.035192	-0.032315	-0.028427
22.0	-0.03402	-0.033042	-0.030434	-0.026968
23.0	-0.031999	-0.03111	-0.028736	-0.025567
24.0	-0.030174	-0.029361	-0.027188	-0.024283
25.0	-0.028514	-0.02777	-0.025771	-0.023098
50.0	-0.009615	-0.009438	-0.008953	-0.008297
100.0	-0.000649	-0.000607	-0.000487	-0.000324
