R	0	30	60	90
1.0	1346138.708108	238939.74275	86006.312209	51998.05701
1.1	2684298.77298	226805.831361	75825.256116	42445.230771
1.2	6844049.325041	207259.384162	67074.64377	34720.107537
1.3		181762.575829	58481.863714	27985.882256
1.4		154147.977972	49858.451063	22066.457291
1.5	3552800.455641	128290.47899	41515.276841	17001.13703
1.6	1649133.02432	106682.19855	33821.018419	12813.909717
1.7	874293.909686	89946.988228	26994.657591	9446.792242
1.8	529915.619532	77314.74952	21160.898952	6851.483992
1.9	388552.296577	67424.776143	16326.830868	4893.692898
2.0	365632.194965	58963.682574	12441.829665	3441.302494
2.1	444037.957551	51136.079826	9389.288251	2380.600647
2.2	660971.009922	43705.155565	7024.655036	1617.066485
2.3	1141294.352561	36785.602462	5212.172597	1074.022596
2.4	2233936.316708	30586.293065	3834.504739	693.256297
2.5	5274764.999154	25251.606898	2794.876234	430.231247
2.6		20812.386192	2015.893016	251.531571
2.7		17198.842257	1436.489614	132.485226
2.8	4332366.999459	14331.109533	1008.948885	55.081855
2.9	1860578.585003	12062.408737	696.189723	6.335684
3.0	898515.075404	10242.35033	469.595528	-23.001286
3.1	457577.05081	8737.325415	307.194049	-39.42354
3.2	243454.443813	7434.217033	192.239803	-47.423803
3.3	137206.118717	6287.928732	112.050911	-50.059804
3.4	85072.849535	5285.209565	57.096638	-49.379843
3.5	60880.930133	4391.546301	20.270919	-46.744669
3.6	51191.8967	3594.663166	-3.675352	-43.04525
3.7	48854.341918	2893.981381	-18.578339	-38.85749
3.8	50002.864722	2290.789602	-27.211721	-34.551561
3.9	52562.709414	1781.886473	-31.560809	-30.356512
4.0	55458.785316	1362.267542	-33.031923	-26.407991
4.1	58174.685147	1023.315069	-32.61909	-22.773711
4.2	60485.935732	754.672433	-31.020154	-19.480228
4.3	62317.55097	545.734223	-28.722685	-16.526167
4.4	11636.477332	386.190177	-26.068257	-13.891848
4.5	8212.452782	266.440092	-23.2856	-11.554068
4.6	5760.075814	178.210383	-20.527922	-9.48557
4.7	4013.511888	114.413108	-17.890938	-7.661227
4.8	2777.172657	69.198198	-15.4294	-6.054521
4.9	1907.294732	37.872669	-13.165901	-4.644248
5.0	1299.046456	16.745654	-11.106424	-3.406827
5.1	876.527593	2.979097	-9.246629	-2.323414
5.2	585.090677	-5.571336	-7.572432	-1.373828
5.3	385.608556	-10.498537	-6.071074	-0.541599
5.4	250.2155	-12.962355	-4.727061	0.189738
5.5	159.181938	-13.793259	-3.52806	0.833799
5.6	98.620397	-13.577801	-2.460274	1.403808
5.7	58.826739	-12.721356	-1.512635	1.907268
5.8	33.069939	-11.501259	-0.673501	2.352838
5.9	16.724292	-10.102632	0.068649	2.749138
6.0	6.63364	-8.646043	0.723334	3.099373
6.2	-2.633091	-5.849114	1.809985	3.685107
6.4	-4.736248	-3.427504	2.656463	4.142727
6.6	-4.134105	-1.448982	3.318306	4.500576
6.8	-2.712148	0.131566	3.838841	4.780057
7.0	-1.182721	1.385319	4.245685	4.994775
7.2	0.217556	2.372813	4.563821	5.15919
7.4	1.421878	3.142093	4.808965	5.28273
7.6	2.414987	3.733838	4.996018	5.371428
7.8	3.199546	4.185596	5.136505	5.432879
8.0	3.795414	4.527009	5.239883	5.471593
8.2	4.234907	4.783962	5.313141	5.491481
8.4	4.556911	4.97219	5.360824	5.495583
8.6	4.794443	5.107356	5.389033	5.487804
8.8	4.968496	5.198834	5.397717	5.469133
9.0	5.093219	5.258711	5.392616	5.440654
9.5	5.248099	5.309579	5.330281	5.341143
10.0	5.263517	5.270903	5.220424	5.211534
10.5	5.20371	5.174039	5.084522	5.066524
11.0	5.093883	5.04221	4.933978	4.912505
11.5	4.952587	4.891656	4.778078	4.755485
12.0	4.795898	4.732486	4.620708	4.598871
12.5	4.632744	4.570816	4.464959	4.444658
13.0	4.470471	4.412583	4.312219	4.294172
13.5	4.311937	4.257953	4.164102	4.149423
14.0	4.158423	4.108118	4.021637	4.008319
14.5	4.010393	3.964566	3.884608	3.873246
15.0	3.869088	3.826822	3.75352	3.743936
16.0	3.605787	3.56966	3.507962	3.502413
17.0	3.365708	3.335488	3.284203	3.281347
18.0	3.148994	3.123504	3.080547	3.079734
19.0	2.952985	2.93108	2.894381	2.895722
20.0	2.774343	2.75551	2.724449	2.726115
21.0	2.611337	2.595342	2.569217	2.572384
22.0	2.462778	2.448924	2.426162	2.429322
23.0	2.326949	2.314204	2.294702	2.298392
24.0	2.200476	2.190117	2.173128	2.178529
25.0	2.085183	2.075717	2.061533	2.065891
50.0	0.689773	0.68853	0.6891	0.691161
100.0	-0.005063	-0.005216	-0.004679	-0.004004
