R,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
2.5,-2646.9146606120735,881.5521117773443,-744.1717939978615,-3317.0229562138566,-2029.589944016137,815.5943639144274,-679.2302600481371,-2278.235623907145,1805.9314040815707,-2242.4473396284307,754.5092399100022,-2710.229981989557,2189.697337661963,-2853.878016619261,-404.3286598231307,325.03100190553664,-472.59277495447736,746.7341172899378,-1378.6948779688125,625.7018353968383,-1062.9970448868012,379.55117673606367,235.60935742157585,510.4264519824901,-525.3258912416079,703.1045195789084,-1018.2121795723506,1782.9660088199216
2.6,-123.40044964788818,427.94409576775865,-376.3130101538676,-1555.2956255370423,-1061.1683262353156,437.68219688985357,-357.5379660071244,-1176.6091017314236,926.2965405111299,-1140.467236891412,283.1116791945452,-1357.7399015232706,1100.9281513315655,-1439.4762770339112,-271.2289923870328,197.0729397489423,-262.39557961539265,395.916517170192,-713.6583247557937,281.4761981367956,-539.0105122640699,192.7184075472921,118.98260259475592,177.67922870885695,-209.26600614080007,303.2695891515431,-459.0463357636002,824.8426148545333
2.7,805.4968977594449,207.0045432508782,-184.37988090004202,-649.5569865447637,-465.8777377983297,185.8447007087395,-126.58649331235522,-585.3862436361446,457.1613798554805,-557.1965638349178,73.47733032439818,-658.5674901508895,533.5359617867299,-695.9546484860922,-175.86850340594276,117.5051560373094,-143.35391354859158,205.22903410908953,-359.1899409588708,117.36673888379985,-257.83647064744264,94.48086256845694,50.98414360724344,35.600874506297885,-66.47834003682675,115.17996539177413,-189.2488056238663,355.14587067028697
2.8,976.4899470647258,101.89086971600874,-87.18404769318619,-210.91513027861552,-117.89622239967815,29.707917782997583,22.61370726126671,-277.4230049620817,214.56279546696987,-258.2527568606403,-8.305373442890946,-308.14537273318695,246.65108651839685,-316.5398186139356,-110.08652501341246,68.60082304770259,-76.82869243610796,103.66082223790487,-174.95281905180013,43.93779687658048,-111.4299862010914,44.2676408737094,13.054659827165354,-15.290131585172418,-8.917860713845997,33.5878852157532,-67.19062677407524,137.28706628117072
2.9,830.5655639226791,52.113068202454485,-39.695196222351754,-18.569803972915917,71.60012741955384,-58.91756098752496,108.5444234298134,-122.94513742774141,93.92107859581878,-111.18044973470101,-31.950476189413543,-138.80388301832681,106.80421722158007,-129.97856363641975,-66.24363634429479,38.965740150446095,-40.201318149972984,50.78844739742653,-81.97102132094884,13.951162738422784,-38.20839471145447,19.44561980193463,-6.702525127295836,-26.23802221368531,9.477577506866167,2.70746367348087,-17.10829637520694,43.914684955507866
3.0,587.9404384963125,27.590875996786696,-17.47758939424793,50.08575736761577,163.2964662409439,-102.78697113754461,150.09724887182176,-49.19953898517102,36.94082780877183,-42.647918515056226,-32.133681713863,-60.385876895318766,41.649426180938214,-42.60392582886579,-37.997251871467064,21.319656047523438,-20.373322326649667,23.97017021020975,-36.63785806281426,3.3739392329115176,-3.6775427725811163,7.653732275779074,-15.799628547256837,-22.291720573727066,11.76000952070667,-5.918666875248579,0.15664178897174352,8.631529925850755
3.1,349.32570192208595,14.130356702281063,-7.616525296492913,61.194017727103756,197.37296155734828,-118.7851320219635,163.0196114002976,-16.331308096417942,11.897933592327476,-13.067009927392348,-24.996970305768915,-25.78140376834185,12.999830583211658,-4.4213359180809775,-20.443589040932594,11.043574034373108,-9.849054466649662,10.758955434441432,-15.413067481753238,0.5822595159088131,11.086358205245881,2.311250307405741,-18.895658919509494,-14.755034412781612,8.750338427796791,-6.05943212368944,3.932131346934394,-1.7595193100107505
3.2,153.4049602500612,5.4911177680867205,-3.5052321728302474,49.05207215086898,199.58142127735178,-118.67612502360709,159.0667558392141,-3.130161427738905,2.0416663588250614,-1.73571732394187,-17.2825258454355,-11.235182588886147,1.34709119825418,10.470430043351044,-9.9765504879324,5.231466134192473,-4.395081906569793,4.459590260148701,-5.929782868199624,0.35151554006619534,16.205425500524484,0.022857786577720973,-18.816326804264648,-8.053084406802967,5.029084230097162,-3.8684390521736916,3.149189000570235,-2.9179163445687113
3.3,8.651220195902205,-0.8125251689424928,-1.901064541732394,30.43317726910037,185.83395584716615,-110.21251425680623,146.34113817380887,1.275844372253566,-1.1311379907230688,1.7285844464829125,-11.2446661161143,-5.3024530399082295,-2.8717069748058215,14.999641476838866,-4.047769720008418,2.073430663595964,-1.654896123779828,1.5617144786236636,-1.9045905893540152,0.5977886797845393,16.924478080545825,-0.895593353114486,-17.226677771542192,-3.403975170922905,2.1741455692259066,-1.7422777810784602,1.522317329896758,-1.606005142536283
3.4,-89.64358258198928,-5.642864639143399,-1.2973716750944604,12.77711458475319,165.53286124635375,-98.21916676677887,130.04098900183197,2.1812941259878897,-1.7096063286994863,2.2394801579334853,-7.192442460944833,-2.793744895782659,-4.0977775361411855,15.315906282214478,-0.9181492416653327,0.4560963720511282,-0.33765967923462625,0.2797347600347706,-0.27647602194298315,0.6702702388905278,15.850513140085532,-1.2379370064462059,-15.06983419382781,-0.7013752609030561,0.4469740164559468,-0.35657701010207177,0.3089359736774089,-0.32084974750170314
