R	Gamma	E
2.50	0	-78.254036757811
2.50	5	-78.253795733646
2.50	10	-78.253267064347
2.50	15	-78.252816544604
2.50	20	-78.252694411437
2.50	25	-78.252977494892
2.50	30	-78.253624392315
2.50	35	-78.254536129514
2.50	40	-78.255599446945
2.50	45	-78.256711829332
2.50	50	-78.257793558827
2.50	55	-78.258789775728
2.50	60	-78.259667534889
2.50	65	-78.260410261544
2.50	70	-78.261012586382
2.50	75	-78.26147505571
2.50	80	-78.261801021182
2.50	85	-78.261994774504
2.50	90	-78.262059070111
2.60	0	-78.257177871654
2.60	5	-78.257102137538
2.60	10	-78.256938671594
2.60	15	-78.25682456697
2.60	20	-78.256878776444
2.60	25	-78.257154121293
2.60	30	-78.257640064667
2.60	35	-78.258286442488
2.60	40	-78.259027984235
2.60	45	-78.259801570594
2.60	50	-78.260555716902
2.60	55	-78.261253421807
2.60	60	-78.261871523292
2.60	65	-78.262397233771
2.60	70	-78.262825381437
2.60	75	-78.263155163402
2.60	80	-78.263388409423
2.60	85	-78.263527157567
2.60	90	-78.263573230208
2.70	0	-78.259746532223
2.70	5	-78.259729370786
2.70	10	-78.259702257686
2.70	15	-78.259721933787
2.70	20	-78.259842102779
2.70	25	-78.260090027014
2.70	30	-78.260460921842
2.70	35	-78.2609273654
2.70	40	-78.261451196726
2.70	45	-78.261993711643
2.70	50	-78.262522384597
2.70	55	-78.263012687532
2.70	60	-78.263448535777
2.70	65	-78.263820520413
2.70	70	-78.264124665959
2.70	75	-78.264359637139
2.70	80	-78.264526011594
2.70	85	-78.264625205869
2.70	90	-78.264658129617
2.80	0	-78.261758428928
2.80	5	-78.261761947374
2.80	10	-78.261783014795
2.80	15	-78.261845733761
2.80	20	-78.261974151031
2.80	25	-78.262180407753
2.80	30	-78.262460412684
2.80	35	-78.262797811753
2.80	40	-78.263169498614
2.80	45	-78.263551584401
2.80	50	-78.263923165477
2.80	55	-78.264268232691
2.80	60	-78.264575662534
2.80	65	-78.264839024359
2.80	70	-78.265054792622
2.80	75	-78.265221818415
2.80	80	-78.265340410388
2.80	85	-78.265411118958
2.80	90	-78.265434605
2.90	0	-78.263288689838
2.90	5	-78.263298422705
2.90	10	-78.26333208047
2.90	15	-78.263400222448
2.90	20	-78.263513136204
2.90	25	-78.263675407518
2.90	30	-78.263883428874
2.90	35	-78.264126424476
2.90	40	-78.264390107158
2.90	45	-78.264659257619
2.90	50	-78.264920725365
2.90	55	-78.26516370539
2.90	60	-78.265380649906
2.90	65	-78.265566733576
2.90	70	-78.265719669549
2.90	75	-78.265838308109
2.90	80	-78.265922594781
2.90	85	-78.265972902149
2.90	90	-78.26598961348
3.00	0	-78.264428820712
3.00	5	-78.264439075091
3.00	10	-78.264471770327
3.00	15	-78.264531413128
3.00	20	-78.264622162456
3.00	25	-78.264745069025
3.00	30	-78.264897045904
3.00	35	-78.265070910349
3.00	40	-78.265257515213
3.00	45	-78.265447148258
3.00	50	-78.265631005518
3.00	55	-78.265801857127
3.00	60	-78.265954770001
3.00	65	-78.266086236604
3.00	70	-78.266194389269
3.00	75	-78.26627841684
3.00	80	-78.26633818413
3.00	85	-78.266373876055
3.00	90	-78.266385738356
3.10	0	-78.265265526575
3.10	5	-78.265274357171
3.10	10	-78.26530164575
3.10	15	-78.265349230563
3.10	20	-78.265418533306
3.10	25	-78.265509249073
3.10	30	-78.265618729169
3.10	35	-78.265742246018
3.10	40	-78.265873803394
3.10	45	-78.266007058032
3.10	50	-78.266136173314
3.10	55	-78.266256307491
3.10	60	-78.26636388055
3.10	65	-78.266456506685
3.10	70	-78.266532817383
3.10	75	-78.266592180306
3.10	80	-78.26663443753
3.10	85	-78.266659686232
3.10	90	-78.266668077424
3.20	0	-78.265872543744
3.20	5	-78.265879508748
3.20	10	-78.265900722709
3.20	15	-78.265936824666
3.20	20	-78.26598808451
3.20	25	-78.266053762883
3.20	30	-78.266131793834
3.20	35	-78.266218968473
3.20	40	-78.266311323422
3.20	45	-78.266404696386
3.20	50	-78.266495154952
3.20	55	-78.266579405731
3.20	60	-78.2666549367
3.20	65	-78.266720064858
3.20	70	-78.266773785394
3.20	75	-78.266815616094
3.20	80	-78.266845409017
3.20	85	-78.266863213706
3.20	90	-78.266869132677
3.30	0	-78.266309022041
3.30	5	-78.266314269039
3.30	10	-78.266330103395
3.30	15	-78.266356656789
3.30	20	-78.266393763066
3.30	25	-78.266440624174
3.30	30	-78.266495706219
3.30	35	-78.266556829065
3.30	40	-78.266621385012
3.30	45	-78.266686599613
3.30	50	-78.266749829257
3.30	55	-78.266808792007
3.30	60	-78.266861735753
3.30	65	-78.266907450925
3.30	70	-78.266945202318
3.30	75	-78.266974616956
3.30	80	-78.266995574872
3.30	85	-78.267008099468
3.30	90	-78.267012262115
3.40	0	-78.266620718125
3.40	5	-78.266624553714
3.40	10	-78.266636064527
3.40	15	-78.266655183134
3.40	20	-78.266681601491
3.40	25	-78.266714638143
3.40	30	-78.266753189976
3.40	35	-78.266795791427
3.40	40	-78.266840719744
3.40	45	-78.266886130571
3.40	50	-78.266930225494
3.40	55	-78.266971427644
3.40	60	-78.267008496501
3.40	65	-78.267040558182
3.40	70	-78.267067063957
3.40	75	-78.267087725106
3.40	80	-78.267102515861
3.40	85	-78.267111316703
3.40	90	-78.267114377609
3.50	0	-78.266842126622
3.50	5	-78.266844974283
3.50	10	-78.266853063805
3.50	15	-78.266866580763
3.50	20	-78.266885121598
3.50	25	-78.266908156865
3.50	30	-78.266934922443
3.50	35	-78.266964445198
3.50	40	-78.26699559198
3.50	45	-78.267027129108
3.50	50	-78.267057831521
3.50	55	-78.26708659941
3.50	60	-78.2671125487
3.50	65	-78.267135035106
3.50	70	-78.26715371602
3.50	75	-78.267168231707
3.50	80	-78.267178899912
3.50	85	-78.267184972078
3.50	90	-78.267186872287
3.60	0	-78.266998734061
3.60	5	-78.267000973849
3.60	10	-78.267006368229
3.60	15	-78.267015756939
3.60	20	-78.267028579037
3.60	25	-78.267044463185
3.60	30	-78.26706289821
3.60	35	-78.26708324958
3.60	40	-78.267104769194
3.60	45	-78.267126628144
3.60	50	-78.267147985941
3.60	55	-78.267168069775
3.60	60	-78.26718624039
3.60	65	-78.267202101695
3.60	70	-78.267215526011
3.60	75	-78.267225547018
3.60	80	-78.267232684269
3.60	85	-78.267236943372
3.60	90	-78.267238345328
3.70	0	-78.2671090844
3.70	5	-78.267110557243
3.70	10	-78.267114391413
3.70	15	-78.267120688168
3.70	20	-78.267129419611
3.70	25	-78.267140247172
3.70	30	-78.267152847079
3.70	35	-78.267166808879
3.70	40	-78.267181634027
3.70	45	-78.267196761759
3.70	50	-78.267211607835
3.70	55	-78.267225708161
3.70	60	-78.267238865269
3.70	65	-78.267249752063
3.70	70	-78.267258785665
3.70	75	-78.267265820785
3.70	80	-78.267270812403
3.70	85	-78.267273780867
3.70	90	-78.267274758367
3.80	0	-78.267186534669
3.80	5	-78.26718748817
3.80	10	-78.267190303111
3.80	15	-78.267194856999
3.80	20	-78.267200194526
3.80	25	-78.26720741096
3.80	30	-78.267215960318
3.80	35	-78.267225495657
3.80	40	-78.267235759306
3.80	45	-78.267246217582
3.80	50	-78.267256977578
3.80	55	-78.267266590462
3.80	60	-78.267275356181
3.80	65	-78.267283000197
3.80	70	-78.267289328093
3.80	75	-78.267294235465
3.80	80	-78.267297700286
3.80	85	-78.267299751842
3.80	90	-78.26730042668
3.90	0	-78.267240656555
3.90	5	-78.267241259996
3.90	10	-78.267243052845
3.90	15	-78.267245984132
3.90	20	-78.267249977109
3.90	25	-78.267254932776
3.90	30	-78.267260722638
3.90	35	-78.26726717717
3.90	40	-78.26727408328
3.90	45	-78.267281189821
3.90	50	-78.267288227602
3.90	55	-78.26729492756
3.90	60	-78.267301043962
3.90	65	-78.267306372941
3.90	70	-78.267310770472
3.90	75	-78.267314164245
3.90	80	-78.267316546466
3.90	85	-78.267317949659
3.90	90	-78.267318410556
4.00	0	-78.267278296227
4.00	5	-78.267278668476
4.00	10	-78.26727978374
4.00	15	-78.267281636131
4.00	20	-78.267284209698
4.00	25	-78.267287467855
4.00	30	-78.267291340371
4.00	35	-78.267295714118
4.00	40	-78.267300435282
4.00	45	-78.267305320939
4.00	50	-78.267310175598
4.00	55	-78.267314805822
4.00	60	-78.26731903419
4.00	65	-78.267322712899
4.00	70	-78.267325738948
4.00	75	-78.267328062966
4.00	80	-78.26732968524
4.00	85	-78.267330635447
4.00	90	-78.267330947213
4.10	0	-78.267304345025
4.10	5	-78.267304567579
4.10	10	-78.267305243534
4.10	15	-78.267306391302
4.10	20	-78.267308027843
4.10	25	-78.267310150569
4.10	30	-78.267312722903
4.10	35	-78.267315667264
4.10	40	-78.267318871177
4.10	45	-78.267322200697
4.10	50	-78.267325515617
4.10	55	-78.267328680071
4.10	60	-78.267331570108
4.10	65	-78.267334082612
4.10	70	-78.267336145308
4.10	75	-78.267337724306
4.10	80	-78.267338821808
4.10	85	-78.26733946148
4.10	90	-78.26733967166
4.20	0	-78.267322290388
4.20	5	-78.267322418541
4.20	10	-78.267322814622
4.20	15	-78.267323508655
4.20	20	-78.267324532033
4.20	25	-78.267325898576
4.20	30	-78.267327590187
4.20	35	-78.267329552773
4.20	40	-78.267331703779
4.20	45	-78.2673339464
4.20	50	-78.267336182495
4.20	55	-78.267338319302
4.20	60	-78.267340273753
4.20	65	-78.267341975816
4.20	70	-78.267343374904
4.20	75	-78.267344446137
4.20	80	-78.267345189889
4.20	85	-78.267345622235
4.20	90	-78.267345765175
4.30	0	-78.267334606662
