	0	1	2	3	4	5	6	7
7965	32.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.5588620000
123713	32.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.1212200000
7980	33.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.5595640000
123768	33.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.1248600000
7995	34.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.5607740000
123823	34.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.1287620000
8010	35.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.5624560000
123878	35.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.1329040000
8025	36.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.5645740000
123933	36.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.1372700000
8040	37.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.5670970000
123988	37.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.1418520000
8055	38.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.5699930000
124043	38.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.1466400000
8070	39.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.5732310000
124098	39.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.1516120000
8085	40.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.5767860000
124153	40.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.1567640000
8100	41.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.5806300000
124208	41.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.1620810000
8115	42.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.5847410000
124263	42.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.1675580000
8130	43.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.5890920000
124318	43.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.1731720000
8145	44.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.5936710000
124373	44.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.1789210000
8160	45.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.5984490000
124428	45.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.1847980000
8175	46.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.6034110000
124483	46.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.1907870000
8190	47.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.6085410000
124538	47.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.1968780000
8205	48.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.6138210000
124593	48.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.2030710000
8220	49.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.6192420000
124648	49.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.2093550000
8235	50.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.6247840000
124703	50.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.2157180000
8250	51.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.6304330000
124758	51.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.2221620000
8265	52.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.6361850000
124813	52.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.2286680000
8280	53.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.6420270000
124868	53.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.2352360000
8295	54.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.6479430000
124923	54.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.2418620000
8310	55.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.6539330000
124978	55.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.2485380000
8325	56.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.6599770000
125033	56.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.2552530000
8340	57.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.6660770000
125088	57.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.2620130000
8355	58.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.6722190000
125143	58.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.2688050000
8370	59.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.6783980000
125198	59.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.2756290000
8385	60.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.6846130000
125253	60.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.2824790000
8400	61.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.6908500000
125308	61.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.2893480000
8415	62.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.6971070000
125363	62.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.2962360000
8430	63.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.7033750000
125418	63.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.3031360000
8445	64.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.7096550000
125473	64.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.3100540000
8460	65.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.7159430000
125528	65.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.3169700000
8475	66.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.7222300000
125583	66.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.3238970000
8490	67.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.7285170000
125638	67.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.3308200000
8505	68.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.7347980000
125693	68.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.3377470000
8520	69.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.7410700000
125748	69.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.3446700000
8535	70.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.7473280000
125803	70.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.3515880000
8550	71.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.7535750000
125858	71.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.3585010000
8565	72.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.7598030000
125913	72.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.3654010000
8580	73.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.7660150000
125968	73.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.3722870000
8595	74.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.7722030000
126023	74.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.3791660000
8610	75.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.7783690000
126078	75.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.3860220000
8625	76.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.7845090000
126133	76.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.3928710000
8640	77.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.7906230000
126188	77.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.3996950000
8655	78.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.7967090000
126243	78.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.4065030000
8670	79.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.8027660000
126298	79.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.4132840000
8685	80.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.8087950000
126353	80.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.4200470000
8700	81.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.8147890000
126408	81.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.4267910000
8715	82.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.8207530000
126463	82.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.4335070000
8730	83.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.8266810000
126518	83.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.4402020000
8745	84.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.8325770000
126573	84.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.4468680000
8760	85.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.8384400000
126628	85.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.4535030000
8775	86.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.8442650000
126683	86.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.4601230000
8790	87.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.8500550000
126738	87.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.4667020000
8805	88.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.8558100000
126793	88.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.4732660000
8820	89.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.8615290000
126848	89.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.4797950000
8835	90.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.8672100000
126903	90.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.4862890000
8850	91.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.8728540000
126958	91.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.4927650000
8865	92.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.8784590000
127013	92.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.4992040000
8880	93.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.8840250000
127068	93.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.5056050000
8895	94.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.8895600000
127123	94.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.5119860000
8910	95.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.8950540000
127178	95.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.5183350000
8925	96.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.9005060000
127233	96.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.5246540000
8940	97.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.9059250000
127288	97.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.5309310000
8955	98.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.9113050000
127343	98.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.5371850000
8970	99.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.9166510000
127398	99.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.5434040000
8985	100.0000000000	14.4599000000	3.0614000000	1.0000000000	0.0000000000	0.0000000000	2.0000000000	-26.9219560000
127453	100.0000000000	0.0283000000	3.8267000000	9.0000000000	0.0000000000	0.0000000000	3.0000000000	-27.5495980000
122052	1.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.6196260000
36504	1.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-36.1281130000
122107	2.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.4816220000
36519	2.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-36.1833550000
122164	3.0000000000	0.0283000000	3.8267000000	10.0000000000	9.0000000000	0.0000000000	3.0000000000	-21.4065970000
36534	3.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-36.2382050000
122219	4.0000000000	0.0283000000	3.8267000000	10.0000000000	9.0000000000	0.0000000000	3.0000000000	-21.3537120000
36549	4.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-36.2589170000
122274	5.0000000000	0.0283000000	3.8267000000	10.0000000000	9.0000000000	0.0000000000	3.0000000000	-21.3172410000
36564	5.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-36.2623300000
122329	6.0000000000	0.0283000000	3.8267000000	10.0000000000	9.0000000000	0.0000000000	3.0000000000	-21.2922240000
36579	6.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-36.2538580000
122384	7.0000000000	0.0283000000	3.8267000000	10.0000000000	9.0000000000	0.0000000000	3.0000000000	-21.2758650000
36594	7.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-36.2360460000
122439	8.0000000000	0.0283000000	3.8267000000	10.0000000000	9.0000000000	0.0000000000	3.0000000000	-21.2662790000
36609	8.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-36.2108190000
122494	9.0000000000	0.0283000000	3.8267000000	10.0000000000	9.0000000000	0.0000000000	3.0000000000	-21.2620350000
36624	9.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-36.1797570000
122549	10.0000000000	0.0283000000	3.8267000000	10.0000000000	9.0000000000	0.0000000000	3.0000000000	-21.2619890000
36639	10.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-36.1441770000
122604	11.0000000000	0.0283000000	3.8267000000	10.0000000000	9.0000000000	0.0000000000	3.0000000000	-21.2652240000
36654	11.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-36.1051550000
122659	12.0000000000	0.0283000000	3.8267000000	10.0000000000	9.0000000000	0.0000000000	3.0000000000	-21.2710060000
36669	12.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-36.0635840000
122714	13.0000000000	0.0283000000	3.8267000000	10.0000000000	9.0000000000	0.0000000000	3.0000000000	-21.2787470000
36684	13.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-36.0202650000
122767	14.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.2874780000
36699	14.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.9758970000
122822	15.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.2972760000
36714	15.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.9311130000
122877	16.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.3079590000
36729	16.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.8864620000
