	0	1	2	3	4	5	6	7
122932	17.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.3192990000
36744	17.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.8424330000
122987	18.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.3311220000
36759	18.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.7994180000
123042	19.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.3432950000
36774	19.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.7577440000
123097	20.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.3557130000
36789	20.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.7176500000
123152	21.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.3682970000
36804	21.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.6793210000
123207	22.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.3809860000
36819	22.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.6428740000
123262	23.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.3937320000
36834	23.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.6083790000
123317	24.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.4065000000
36849	24.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.5758660000
123372	25.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.4192690000
36864	25.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.5453310000
123427	26.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.4320140000
36879	26.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.5167510000
123482	27.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.4447220000
36894	27.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.4900750000
123537	28.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.4573850000
36909	28.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.4652460000
123592	29.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.4699930000
36924	29.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.4421930000
123647	30.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.4825420000
36939	30.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.4208420000
123702	31.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.4950300000
36954	31.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.4011120000
123757	32.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.5074500000
36969	32.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.3829210000
123812	33.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.5198040000
36984	33.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.3661910000
123867	34.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.5320890000
36999	34.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.3508450000
123922	35.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.5443080000
37014	35.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.3368020000
123977	36.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.5564570000
37029	36.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.3239880000
124032	37.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.5685370000
37044	37.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.3123340000
124087	38.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.5805470000
37059	38.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.3017690000
124142	39.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.5924920000
37074	39.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2922280000
124197	40.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.6043660000
37089	40.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2836510000
124252	41.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.6161750000
37104	41.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2759800000
124307	42.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.6279150000
37119	42.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2691600000
124362	43.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.6395870000
37134	43.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2631380000
124417	44.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.6511910000
37149	44.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2578650000
124472	45.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.6627310000
37164	45.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2532980000
124527	46.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.6742020000
37179	46.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2493950000
124582	47.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.6856080000
37194	47.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2461120000
124637	48.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.6969470000
37209	48.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2434130000
124692	49.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.7082210000
37224	49.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2412650000
124747	50.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.7194250000
37239	50.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2396310000
124802	51.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.7305680000
37254	51.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2384810000
124857	52.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.7416420000
37269	52.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2377890000
124912	53.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.7526500000
37284	53.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2375250000
124967	54.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.7635930000
37299	54.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2376640000
125022	55.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.7744720000
37314	55.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2381830000
125077	56.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.7852850000
37329	56.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2390590000
125132	57.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.7960320000
37344	57.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2402680000
125187	58.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.8067130000
37359	58.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2417960000
125242	59.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.8173290000
37374	59.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2436200000
125297	60.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.8278820000
37389	60.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2457240000
125352	61.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.8383670000
37404	61.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2480940000
125407	62.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.8487910000
37419	62.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2507090000
125462	63.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.8591470000
37434	63.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2535600000
125517	64.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.8694420000
37449	64.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2566300000
125572	65.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.8796710000
37464	65.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2599070000
125627	66.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.8898370000
37479	66.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2633810000
125682	67.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.8999410000
37494	67.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2670390000
125737	68.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.9099820000
37509	68.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2708700000
125792	69.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.9199550000
37524	69.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2748640000
125847	70.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.9298690000
37539	70.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2790110000
125902	71.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.9397200000
37554	71.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2833050000
125957	72.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.9495120000
37569	72.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2877340000
126012	73.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.9592390000
37584	73.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2922920000
126067	74.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.9689050000
37599	74.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.2969700000
126122	75.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.9785070000
37614	75.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.3017630000
126177	76.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.9880510000
37629	76.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.3066620000
126232	77.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-21.9975360000
37644	77.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.3116620000
126287	78.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-22.0069570000
37659	78.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.3167580000
126342	79.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-22.0163210000
37674	79.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.3219420000
126397	80.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-22.0256270000
37689	80.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.3272110000
126452	81.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-22.0348720000
37704	81.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.3325550000
126507	82.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-22.0440570000
37719	82.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.3379780000
126562	83.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-22.0531870000
37734	83.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.3434650000
126617	84.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-22.0622570000
37749	84.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.3490220000
126672	85.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-22.0712710000
37764	85.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.3546360000
126727	86.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-22.0802310000
37779	86.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.3603090000
126782	87.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-22.0891300000
37794	87.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.3660360000
126837	88.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-22.0979720000
37809	88.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.3718110000
126892	89.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-22.1067600000
37824	89.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.3776320000
126947	90.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-22.1154940000
37839	90.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.3834980000
127002	91.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-22.1241740000
37854	91.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.3894030000
127057	92.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-22.1328000000
37869	92.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.3953460000
127112	93.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-22.1413690000
37884	93.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.4013250000
127167	94.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-22.1498860000
37899	94.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.4073370000
127222	95.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-22.1583510000
37914	95.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.4133780000
127277	96.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-22.1667610000
37929	96.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.4194470000
127332	97.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-22.1751190000
37944	97.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.4255400000
127387	98.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-22.1834310000
37959	98.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.4316560000
127442	99.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-22.1916860000
37974	99.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.4377950000
127497	100.0000000000	0.0283000000	3.8267000000	9.0000000000	8.0000000000	0.0000000000	3.0000000000	-22.1998920000
37989	100.0000000000	13.7000000000	3.0614000000	5.0000000000	0.0000000000	-1.0000000000	3.0000000000	-35.4439520000
6014	1.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.2139390000
89000	1.0000000000	0.0459000000	3.7947000000	1.0000000000	0.0000000000	1.0000000000	3.0000000000	-29.9896380000
6029	2.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.3054100000
65515	2.0000000000	14.1776000000	3.0614000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	-27.7370650000
6044	3.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.3421130000
65530	3.0000000000	14.1776000000	3.0614000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	-27.2842590000
6059	4.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.3551540000
65545	4.0000000000	14.1776000000	3.0614000000	1.0000000000	0.0000000000	1.0000000000	1.0000000000	-26.8558750000
6074	5.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.3581650000
6089	6.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.3579550000
6104	7.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.3577860000
6119	8.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.3590220000
6134	9.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.3620450000
6149	10.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.3667780000
6164	11.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.3729740000
6179	12.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.3803300000
6194	13.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.3885710000
6209	14.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.3974560000
6224	15.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.4067860000
6239	16.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.4164220000
6254	17.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.4262450000
6269	18.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.4361770000
6284	19.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.4461520000
6299	20.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.4561430000
6314	21.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.4661150000
6329	22.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.4760550000
6344	23.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.4859540000
6359	24.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.4958170000
6374	25.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.5056360000
6389	26.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.5154130000
6404	27.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.5251600000
6419	28.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.5348810000
6434	29.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.5445740000
6449	30.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.5542420000
6464	31.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.5638920000
6479	32.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.5735340000
6494	33.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.5831540000
6509	34.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.5927710000
6524	35.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.6023820000
6539	36.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.6119810000
6554	37.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.6215800000
6569	38.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.6311640000
6584	39.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.6407450000
6599	40.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.6503230000
6614	41.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.6598890000
6629	42.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.6694430000
6644	43.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.6789900000
6659	44.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.6885290000
6674	45.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.6980520000
6689	46.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.7075570000
6704	47.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.7170510000
6719	48.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.7265240000
6734	49.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.7359840000
6749	50.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.7454130000
6764	51.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.7548240000
6779	52.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.7642180000
6794	53.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.7735760000
6809	54.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.7829130000
6824	55.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.7922190000
6839	56.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.8015000000
6854	57.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.8107400000
6869	58.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.8199590000
6884	59.0000000000	0.0485000000	3.7920000000	11.0000000000	9.0000000000	0.0000000000	3.0000000000	-22.8291330000
