R	Gamma	E
2.50	0	-152.833005768816
2.50	5	-153.075682508328
2.50	10	-153.505203633132
2.50	15	-153.794952901344
2.50	20	-153.928325095938
2.50	25	-153.985623877014
2.50	30	-154.018711136071
2.50	35	-154.043354915519
2.50	40	-154.061662603219
2.50	45	-154.074033248429
2.50	55	-153.990901476479
2.50	60	-153.979362158945
2.50	65	-153.982488830465
2.50	70	-153.984429241185
2.50	75	-153.985621877474
2.50	80	-153.986329583721
2.50	85	-153.987255293355
2.50	90	-153.987479634567
2.60	0	-153.382969775337
2.60	5	-153.495666797718
2.60	10	-153.709109458446
2.60	15	-153.867610530618
2.60	20	-153.950800095154
2.60	25	-153.996037952406
2.60	30	-154.02788793343
2.60	35	-154.051859691522
2.60	40	-154.068851939036
2.60	55	-153.995437450489
2.60	60	-153.982225546118
2.60	65	-153.9846326589
2.60	70	-153.986108612722
2.60	75	-153.987006231635
2.60	80	-153.987534099934
2.60	85	-153.988219929862
2.60	90	-153.988389606637
2.70	0	-153.651950777196
2.70	5	-153.706760605826
2.70	10	-153.816230423722
2.70	15	-153.90646368303
2.70	20	-153.964138599834
2.70	25	-154.004732622759
2.70	30	-154.036263321991
2.70	35	-153.978261443657
2.70	50	-153.994210292293
2.70	55	-153.998767002631
2.70	60	-153.984369022833
2.70	65	-153.986205679975
2.70	70	-153.987317769621
2.70	75	-153.987986046151
2.70	80	-153.98837515284
2.70	85	-153.988879054277
2.70	90	-153.98900657428
2.80	0	-153.776803374182
2.80	5	-153.805870695548
2.80	10	-153.867340841293
2.80	15	-153.926013845409
2.80	20	-153.973738256116
2.80	25	-153.943054485623
2.80	30	-153.966135324757
2.80	50	-153.997927155904
2.80	55	-154.001210263012
2.80	60	-153.985957867367
2.80	65	-153.987349137328
2.80	70	-153.988179350637
2.80	75	-153.988671589408
2.80	80	-153.988955153832
2.80	85	-153.989322494292
2.80	90	-153.98941759837
2.90	0	-153.827238586648
2.90	5	-153.847150813428
2.90	10	-153.890269660313
2.90	15	-153.937997189882
2.90	20	-153.925304412842
2.90	25	-153.951844481589
2.90	45	-153.996626545792
2.90	50	-154.00059644654
2.90	55	-154.002999322641
2.90	60	-153.987127302101
2.90	65	-153.9881725319
2.90	70	-153.988786425707
2.90	75	-153.989145208583
2.90	80	-153.989349299675
2.90	85	-153.989614961366
2.90	90	-153.989685492302
3.00	0	-153.840181811068
3.00	5	-153.866212110151
3.00	10	-153.905202305043
3.00	20	-153.937576805312
3.00	25	-153.961149155758
3.00	45	-153.999664844933
3.00	50	-154.002529717607
3.00	55	-154.004299397036
3.00	60	-153.987980399961
3.00	65	-153.988759233585
3.00	70	-153.989208729402
3.00	75	-153.98946745648
3.00	80	-153.98961262817
3.00	85	-153.989803171104
3.00	90	-153.989855169327
3.10	0	-153.835549114997
3.10	5	-153.888148801355
3.10	10	-153.923671270655
3.10	15	-153.922493687452
3.10	20	-153.949959877923
3.10	25	-153.969964171678
3.10	40	-153.998300985362
3.10	45	-154.001820356659
3.10	50	-154.003945712042
3.10	55	-153.987580572776
3.10	60	-153.988597381813
3.10	65	-153.989172621156
3.10	70	-153.989498655195
3.10	75	-153.989682813116
3.10	80	-153.989784750067
3.10	85	-153.989920299459
3.10	90	-153.989958408916
3.20	0	-153.823996588811
3.20	5	-153.89165535201
3.20	10	-153.915067430335
3.20	15	-153.939936372353
3.20	20	-153.96183098685
3.20	25	-153.97821398116
3.20	30	-153.989244453009
3.20	35	-153.996349597719
3.20	40	-154.000750963276
3.20	45	-154.003400187254
3.20	50	-154.004975275186
3.20	55	-153.988280362089
3.20	60	-153.989038854635
3.20	65	-153.989460018273
3.20	70	-153.989694023547
3.20	75	-153.989823700895
3.20	80	-153.989894110211
3.20	85	-153.989929991277
3.20	90	-153.990017432674
3.30	5	-153.923816844917
3.30	10	-153.939388792533
3.30	15	-153.957614870462
3.30	20	-153.972664226377
3.30	25	-153.985413989271
3.30	30	-153.993470768639
3.30	35	-153.9991575292
3.30	40	-154.002563697862
3.30	45	-154.004560902768
3.30	50	-154.005719412771
3.30	55	-153.988789804027
3.30	60	-153.98935136713
3.30	65	-153.989656940557
3.30	70	-153.989823000652
3.30	75	-153.989913015105
3.30	80	-153.989960780285
3.30	85	-153.989984754425
3.30	90	-153.990047539407
3.40	0	-153.943350770341
3.40	5	-153.947929750323
3.40	10	-153.958716405254
3.40	15	-153.969137193912
3.40	20	-153.981859356666
3.40	25	-153.989389860615
3.40	30	-153.996852568751
3.40	35	-154.001310280772
3.40	40	-154.003918609614
3.40	45	-154.00541019089
3.40	50	-153.988395924552
3.40	55	-153.989159768682
3.40	60	-153.989569966512
3.40	65	-153.989789293171
3.40	70	-153.989905870542
3.40	75	-153.989967184885
3.40	80	-153.989998772394
3.40	85	-153.990014225268
3.40	90	-153.990059105592
3.50	0	-153.962870771188
3.50	5	-153.965995587297
3.50	10	-153.973687287386
3.50	15	-153.980000650275
3.50	20	-153.99025238318
3.50	25	-153.99378449807
3.50	30	-153.999531686219
3.50	35	-154.00295889019
3.50	40	-154.004925997822
3.50	45	-154.006023958671
3.50	50	-153.988856868578
3.50	55	-153.989422182917
3.50	60	-153.989720404741
3.50	65	-153.989876241706
3.50	70	-153.989956708379
3.50	75	-153.98999764012
3.50	80	-153.990017765496
3.50	85	-153.990027206874
3.50	90	-153.990059072231
3.60	0	-153.977523026181
3.60	5	-153.979675925506
3.60	10	-153.984996434437
3.60	15	-153.988229194522
3.60	20	-153.995749286227
3.60	25	-154.086714905041
3.60	30	-154.090902107693
3.60	35	-154.004203682724
3.60	40	-154.005668728314
3.60	45	-154.006464901201
3.60	50	-153.989192570695
3.60	55	-153.989607299534
3.60	60	-153.989822095625
3.60	65	-153.989931438173
3.60	70	-153.989986003304
3.60	75	-153.990012294387
3.60	80	-153.990024408216
3.60	85	-153.990029611579
3.60	90	-153.990052035138
3.70	0	-153.988152718916
3.70	5	-153.989603611838
3.70	15	-153.994476476966
3.70	20	-154.086095937553
3.70	25	-154.089985588369
3.70	30	-154.093029420932
3.70	35	-154.005136055223
3.70	40	-154.006206992832
3.70	45	-153.988862396514
3.70	50	-153.989436484382
3.70	55	-153.989736343045
3.70	60	-153.989889216359
3.70	65	-153.989964766346
3.70	70	-153.990000731306
3.70	75	-153.990016665513
3.70	80	-153.990023143973
3.70	85	-153.990025447071
3.70	90	-153.990041034525
3.80	0	-153.995858275927
3.80	5	-153.99685515745
3.80	15	-154.086504025245
3.80	20	-154.089654255093
3.80	25	-154.09243310057
3.80	30	-154.094600314453
3.80	35	-154.005821819028
3.80	40	-154.006592546463
3.80	45	-153.989188406823
3.80	50	-153.989607921214
3.80	55	-153.989824101304
3.80	60	-153.989931965902
3.80	65	-153.989983126843
3.80	70	-153.990005784238
3.80	75	-153.990014486609
3.80	80	-153.990017069071
3.80	85	-153.990017423425
3.80	90	-153.990028073148
3.90	0	-154.001474360718
3.90	5	-154.002158552935
3.90	15	-154.090050850655
3.90	20	-154.092256166056
3.90	25	-154.094206293933
3.90	30	-154.095745794064
3.90	35	-154.006319443301
3.90	40	-153.988858387196
3.90	45	-153.989426663601
3.90	50	-153.98972889632
3.90	55	-153.989883151488
3.90	60	-153.98995776104
3.90	65	-153.989991375157
3.90	70	-153.990004618164
3.90	75	-153.990008320327
3.90	80	-153.990008299986
3.90	85	-153.990007375172
3.90	90	-153.990014480071
4.00	0	-154.005537879461
4.00	5	-154.090106996096
4.00	10	-154.09115921144
4.00	15	-154.092608308073
4.00	20	-154.094140262142
4.00	25	-154.095503232667
4.00	30	-154.005956530886
4.00	35	-154.006672451722
4.00	40	-153.989182017243
4.00	45	-153.989595184672
4.00	50	-153.989812565877
4.00	55	-153.989921314049
4.00	60	-153.989971978242
4.00	65	-153.989992968394
4.00	70	-153.9899995425
4.00	75	-153.989999909635
4.00	80	-153.989999061738
4.00	85	-153.989996529456
4.00	90	-153.990001112016
4.10	0	-154.092465747067
4.10	5	-154.092729320725
4.10	10	-154.093446539082
4.10	15	-154.094437818111
4.10	20	-154.095481550131
4.10	25	-154.096425898636
4.10	30	-154.006420131919
4.10	35	-153.988886890805
4.10	40	-153.989417054321
4.10	45	-153.989714670665
4.10	50	-153.989869294325
4.10	55	-153.989944958043
4.10	60	-153.989978266259
4.10	65	-153.989990270873
4.10	70	-153.98999231817
4.10	75	-153.989990478516
4.10	80	-153.989988470742
4.10	85	-153.98998568921
4.10	90	-153.98998849694
4.20	0	-154.094401429736
4.20	5	-154.094574856995
4.20	10	-154.095051421301
4.20	15	-154.09572402443
4.20	20	-154.096439907411
4.20	25	-154.097073587777
4.20	30	-153.988566016232
4.20	35	-153.989202483781
4.20	40	-153.989584548822
4.20	45	-153.989797767304
4.20	50	-153.989906890276
4.20	55	-153.989958182314
4.20	60	-153.989979166389
4.20	65	-153.989984962592
4.20	70	-153.989983993506
4.20	75	-153.989980804858
4.20	80	-153.989978010037
4.20	85	-153.989975343149
4.20	90	-153.989976923182
4.30	0	-154.09574959967
4.30	5	-154.095868135612
4.30	10	-154.09618709619
4.30	15	-154.096631070593
4.30	20	-154.097101545196
4.30	25	-154.006553402137
4.30	30	-153.988973948715
4.30	35	-153.989430058065
4.30	40	-153.989705056601
4.30	45	-153.989854660787
4.30	50	-153.989930587635
4.30	55	-153.989964603954
4.30	60	-153.9899766831
4.30	65	-153.989978138848
4.30	70	-153.98997533211
4.30	75	-153.989971425647
4.30	80	-153.989968269635
4.30	85	-153.989965762893
4.30	90	-153.989966507142
4.40	0	-154.096675807173
4.40	5	-154.096752697738
4.40	10	-154.09696113429
4.40	15	-154.097248818946
4.40	20	-154.006387782984
4.40	25	-153.988769782841
4.40	30	-153.989266765187
4.40	35	-153.989592959935
4.40	40	-153.989787585632
4.40	45	-153.989892848939
4.40	50	-153.98994441225
4.40	55	-153.989966161086
4.40	60	-153.989972108501
4.40	65	-153.989970751745
4.40	70	-153.989966867136
4.40	75	-153.989963672462
4.40	80	-153.98995938898
4.40	85	-153.989957062323
4.40	90	-153.989957251836
4.50	0	-154.09730183571
4.50	5	-154.097350385281
4.50	10	-154.097482272007
4.50	15	-154.097666109863
4.50	20	-153.98864255097
4.50	25	-153.989123398216
4.50	30	-153.989476208625
4.50	35	-153.989708288867
4.50	40	-153.989844265913
4.50	45	-153.989917338725
4.50	50	-153.989951844994
4.50	55	-153.989964628711
4.50	60	-153.989966377309
4.50	65	-153.989963301273
4.50	70	-153.989958847056
4.50	75	-153.989955378666
4.50	80	-153.989951407432
4.50	85	-153.989949261041
4.50	90	-153.989949096926
4.60	0	-154.097716992505
4.60	5	-154.09774668479
4.60	10	-154.097829427148
4.60	15	-153.988633036686
4.60	20	-153.989036099934
4.60	25	-153.989375507599
4.60	30	-153.989624107715
4.60	35	-153.989787634516
4.60	40	-153.989882609693
4.60	45	-153.989932394287
4.60	50	-153.989954486168
4.60	55	-153.989961140984
4.60	60	-153.989960078747
4.60	65	-153.989956092216
4.60	70	-153.989951450166
4.60	75	-153.989947811153
4.60	80	-153.989944296652
4.60	85	-153.989942323432
4.60	90	-153.989941947874
4.70	0	-153.988464488959
4.70	5	-153.988543192055
4.70	10	-153.98875301263
4.70	15	-153.989032983708
4.70	20	-153.989315315211
4.70	25	-153.989553356162
4.70	30	-153.989727714807
4.70	35	-153.989843177814
4.70	40	-153.989907534044
4.70	45	-153.989940826578
4.70	50	-153.989954166355
4.70	55	-153.989956555502
4.70	60	-153.989953768111
4.70	65	-153.989949318111
4.70	70	-153.989945834049
4.70	75	-153.989941129397
4.70	80	-153.989937997001
4.70	85	-153.989936188499
4.70	90	-153.989935700174
4.80	0	-153.988918666821
4.80	5	-153.98897304573
4.80	10	-153.989119484261
4.80	15	-153.989314993425
4.80	20	-153.989512455496
4.80	25	-153.989678083383
4.80	30	-153.989800190878
4.80	35	-153.989878669274
4.80	40	-153.989923288584
4.80	45	-153.989944573818
4.80	50	-153.989951868193
4.80	55	-153.989951417887
4.80	60	-153.989947703517
4.80	65	-153.989943084103
4.80	70	-153.989939557069
4.80	75	-153.989935268647
4.80	80	-153.989932433449
4.80	85	-153.989930780953
4.80	90	-153.989930249458
4.90	0	-153.989237342764
4.90	5	-153.989275164079
4.90	10	-153.989376566619
4.90	15	-153.989512200637
4.90	20	-153.989649395648
4.90	25	-153.989764746872
4.90	30	-153.989849107086
4.90	35	-153.989902693941
4.90	40	-153.989932329938
4.90	45	-153.989945398505
4.90	50	-153.989948407114
4.90	55	-153.989946172783
4.90	60	-153.989941985657
4.90	65	-153.989937427175
4.90	70	-153.989933820463
4.90	75	-153.989930068741
4.90	80	-153.989927532056
4.90	85	-153.989926031749
4.90	90	-153.989925502502
5.00	0	-153.989459566018
5.00	5	-153.989486228961
5.00	10	-153.989555640035
5.00	15	-153.989649347646
5.00	20	-153.989743835232
5.00	25	-153.989824269244
5.00	30	-153.989881738875
5.00	35	-153.989918026947
5.00	40	-153.989936868095
5.00	45	-153.989944251604
5.00	50	-153.989944326218
5.00	55	-153.989941071134
5.00	60	-153.989936710122
5.00	65	-153.989933407779
5.00	70	-153.9899288104
5.00	75	-153.989925501464
5.00	80	-153.989923223322
5.00	85	-153.989921827271
5.00	90	-153.989921369218
5.10	0	-153.989613740219
5.10	5	-153.989631612287
5.10	10	-153.989679828588
5.10	15	-153.989745665322
5.10	20	-153.989809692187
5.10	25	-153.989864081568
5.10	30	-153.989903332035
5.10	35	-153.98992675194
5.10	40	-153.989938539883
5.10	45	-153.989941713882
5.10	50	-153.989940034958
5.10	55	-153.989936282964
5.10	60	-153.989931894139
5.10	65	-153.989928490656
5.10	70	-153.989924420636
5.10	75	-153.989921240941
5.10	80	-153.989919451465
5.10	85	-153.989918321285
5.10	90	-153.989917771231
5.20	0	-153.989720061448
5.20	5	-153.989732522957
5.20	10	-153.98976648165
5.20	15	-153.989809702358
5.20	20	-153.989853766221
5.20	25	-153.989890710575
5.20	30	-153.989916483521
5.20	35	-153.989931572553
5.20	40	-153.989938051442
5.20	45	-153.989938519178
5.20	50	-153.989935767237
5.20	55	-153.989931768164
5.20	60	-153.989927542217
5.20	65	-153.989924116968
5.20	70	-153.989920564364
5.20	75	-153.989917946392
5.20	80	-153.989916113125
5.20	85	-153.989915032828
5.20	90	-153.989914635968
5.30	0	-153.989793034464
5.30	5	-153.989801987228
5.30	10	-153.989824206747
5.30	15	-153.989853494143
5.30	20	-153.989883187554
5.30	25	-153.989907650054
5.30	30	-153.989924280372
5.30	35	-153.989933464627
5.30	40	-153.98993627122
5.30	45	-153.989935016884
5.30	50	-153.989931712359
5.30	55	-153.989927628307
5.30	60	-153.989924492483
5.30	65	-153.989920306791
5.30	70	-153.989917173439
5.30	75	-153.989914835153
5.30	80	-153.989913199086
5.30	85	-153.989912212713
5.30	90	-153.98991189951
5.40	0	-153.989843051882
5.40	5	-153.989848150933
5.40	10	-153.989862884206
5.40	15	-153.989882515077
5.40	20	-153.989902187699
5.40	25	-153.989917944106
5.40	30	-153.989928557339
5.40	35	-153.989933322466
5.40	40	-153.989933758558
5.40	45	-153.989931436978
5.40	50	-153.989927844304
5.40	55	-153.989923865195
5.40	60	-153.989920610466
5.40	65	-153.989916972521
5.40	70	-153.989914188033
5.40	75	-153.989912101793
5.40	80	-153.989910641958
5.40	85	-153.989909767913
5.40	90	-153.989909506288
5.50	0	-153.989875462734
5.50	5	-153.989878843673
5.50	10	-153.989888423756
5.50	15	-153.989901338598
5.50	20	-153.98991394006
5.50	25	-153.989924089843
5.50	30	-153.989930004216
5.50	35	-153.989931949825
5.50	40	-153.989930855037
5.50	45	-153.989928018586
5.50	50	-153.989924252246
5.50	55	-153.989921469436
5.50	60	-153.989917248182
5.50	65	-153.989914042491
5.50	70	-153.989911561769
5.50	75	-153.989909699196
5.50	80	-153.989908402253
5.50	85	-153.989907639492
5.50	90	-153.9899074085
5.60	0	-153.989896676685
5.60	5	-153.989898873263
5.60	10	-153.989904987461
5.60	15	-153.989913113519
5.60	20	-153.989921112246
5.60	25	-153.989926889662
5.60	30	-153.989929834877
5.60	35	-153.989929849999
5.60	40	-153.989927843209
5.60	45	-153.9899246184
5.60	50	-153.989920959273
5.60	55	-153.989917914039
5.60	60	-153.989914310322
5.60	65	-153.989911464601
5.60	70	-153.989909249129
5.60	75	-153.989907586272
5.60	80	-153.98990655205
5.60	85	-153.989905769251
5.60	90	-153.989905563464
5.70	0	-153.989910105208
5.70	5	-153.989911514945
5.70	10	-153.989915310041
5.70	15	-153.989920230265
5.70	20	-153.989924811209
5.70	25	-153.989927737252
5.70	30	-153.989928550804
5.70	35	-153.989927354375
5.70	40	-153.989924824426
5.70	45	-153.989921474432
5.70	50	-153.989918963552
5.70	55	-153.989914905992
5.70	60	-153.98991172905
5.70	65	-153.989909192469
5.70	70	-153.989907211991
5.70	75	-153.989905727004
5.70	80	-153.989904848529
5.70	85	-153.989904124593
5.70	90	-153.989903936283
5.80	0	-153.989918147762
5.80	5	-153.989918988965
5.80	10	-153.98992113863
5.80	15	-153.989923893844
5.80	20	-153.989926134104
5.80	25	-153.989927158619
5.80	30	-153.989926631805
5.80	35	-153.989924760256
5.80	40	-153.989921867786
5.80	45	-153.989918565317
5.80	50	-153.98991573683
5.80	55	-153.989912278391
5.80	60	-153.989909454003
5.80	65	-153.989907187192
5.80	70	-153.989905416712
5.80	75	-153.989903863679
5.80	80	-153.989903349667
5.80	85	-153.989902676262
5.80	90	-153.989902496993
5.90	0	-153.989922546037
5.90	5	-153.989922965507
5.90	10	-153.989924017227
5.90	15	-153.989925235331
5.90	20	-153.98992597939
5.90	25	-153.98992575322
5.90	30	-153.989924391576
5.90	35	-153.989922048548
5.90	40	-153.989919088471
5.90	45	-153.98991668424
5.90	50	-153.989913025247
5.90	55	-153.989909965695
5.90	60	-153.989907443537
5.90	65	-153.989905416057
5.90	70	-153.989903831284
5.90	75	-153.989902418435
5.90	80	-153.989902023739
5.90	85	-153.989901390532
5.90	90	-153.989901220442
6.00	0	-153.989924486188
6.00	5	-153.989925019611
6.00	10	-153.989924962939
6.00	15	-153.989925145565
6.00	20	-153.989924880789
6.00	25	-153.989923854941
6.00	30	-153.989921983422
6.00	35	-153.989919437062
6.00	40	-153.989917551027
6.00	45	-153.989913866785
6.00	50	-153.989910650133
6.00	55	-153.989907921148
6.00	60	-153.989905663778
6.00	65	-153.989903848297
6.00	70	-153.989902426521
6.00	75	-153.989901437343
6.00	80	-153.989900848778
6.00	85	-153.989900251244
6.00	90	-153.989900087789
6.20	0	-153.989923979366
6.20	5	-153.989925030215
6.20	10	-153.989923423751
6.20	15	-153.989922549113
6.20	20	-153.989921256843
6.20	25	-153.989919458006
6.20	30	-153.989917352905
6.20	35	-153.989915305108
6.20	40	-153.989912165249
6.20	45	-153.989909263219
6.20	50	-153.989906692852
6.20	55	-153.989904499123
6.20	60	-153.989902685008
6.20	65	-153.989901222709
6.20	70	-153.989900165329
6.20	75	-153.98989931303
6.20	80	-153.989898868305
6.20	85	-153.989898411649
6.20	90	-153.989898179992
6.40	0	-153.989920784888
6.40	5	-153.989920670504
6.40	10	-153.989920234492
6.40	15	-153.989919279972
6.40	20	-153.989917703728
6.40	25	-153.989915588547
6.40	30	-153.989913128662
6.40	35	-153.989910535919
6.40	40	-153.989907993917
6.40	45	-153.989905639867
6.40	50	-153.989903561016
6.40	55	-153.989901790081
6.40	60	-153.989900325678
6.40	65	-153.98989926003
6.40	70	-153.989898333622
6.40	75	-153.989897633267
6.40	80	-153.989897274078
6.40	85	-153.989896820644
6.40	90	-153.98989665741
6.60	0	-153.989916608154
6.60	5	-153.989916365014
6.60	10	-153.989915648363
6.60	15	-153.989914480518
6.60	20	-153.989912903153
6.60	25	-153.989911001542
6.60	30	-153.989908902805
6.60	35	-153.989906747261
6.60	40	-153.989904662525
6.60	45	-153.989902748358
6.60	50	-153.989901063085
6.60	55	-153.989899629123
6.60	60	-153.989898572083
6.60	65	-153.989897623525
6.60	70	-153.989896882769
6.60	75	-153.989896319429
6.60	80	-153.989895982328
6.60	85	-153.989895579531
6.60	90	-153.989895431151
6.80	0	-153.989912360488
6.80	5	-153.989912109761
6.80	10	-153.989911391935
6.80	15	-153.989910279791
6.80	20	-153.989908857179
6.80	25	-153.989907214253
6.80	30	-153.989905454572
6.80	35	-153.989903681816
6.80	40	-153.98990198179
6.80	45	-153.98990042681
6.80	50	-153.989899058086
6.80	55	-153.98989801348
6.80	60	-153.989897073466
6.80	65	-153.98989629149
6.80	70	-153.98989567826
6.80	75	-153.989895507067
6.80	80	-153.989894921833
6.80	85	-153.989894635662
6.80	90	-153.989894437937
7.00	0	-153.989908457262
7.00	5	-153.989908238211
7.00	10	-153.989907609555
7.00	15	-153.989906650126
7.00	20	-153.989905447471
7.00	25	-153.989904083573
7.00	30	-153.989902642681
7.00	35	-153.989901198124
7.00	40	-153.989899817612
7.00	45	-153.989898602562
7.00	50	-153.989897532599
7.00	55	-153.989896617155
7.00	60	-153.989895845146
7.00	65	-153.989895201401
7.00	70	-153.989894742461
7.00	75	-153.989894529545
7.00	80	-153.989894041185
7.00	85	-153.98989378768
7.00	90	-153.989893624501
7.20	0	-153.98990509568
7.20	5	-153.989904914672
7.20	10	-153.989904399585
7.20	15	-153.989903613936
7.20	20	-153.989902633757
7.20	25	-153.989901529048
7.20	30	-153.989900361577
7.20	35	-153.989899189333
7.20	40	-153.989898092888
7.20	45	-153.989897095556
7.20	50	-153.989896224576
7.20	55	-153.98989547928
7.20	60	-153.989894848941
7.20	65	-153.989894336101
7.20	70	-153.98989419709
7.20	75	-153.989893715623
7.20	80	-153.98989330575
7.20	85	-153.989893039522
7.20	90	-153.989892956177
7.40	0	-153.98990232168
7.40	5	-153.9899021764
7.40	10	-153.989901765058
7.40	15	-153.989901136019
7.40	20	-153.989900348216
7.40	25	-153.989899458039
7.40	30	-153.989898511125
7.40	35	-153.989897571435
7.40	40	-153.989896683262
7.40	45	-153.989895964197
7.40	50	-153.989895492236
7.40	55	-153.989894855182
7.40	60	-153.98989434835
7.40	65	-153.989893890727
7.40	70	-153.98989344675
7.40	75	-153.989893036329
7.40	80	-153.989892692512
7.40	85	-153.989892470295
7.40	90	-153.989892402439
7.60	0	-153.989900080849
7.60	5	-153.989899966599
7.60	10	-153.989899637913
7.60	15	-153.98989913413
7.60	20	-153.989898498477
7.60	25	-153.98989777552
7.60	30	-153.989897037145
7.60	35	-153.989896571822
7.60	40	-153.989895636658
7.60	45	-153.989894916929
7.60	50	-153.989894350266
7.60	55	-153.989893905259
7.60	60	-153.989893530532
7.60	65	-153.989893170352
7.60	70	-153.989892805102
7.60	75	-153.989892472299
7.60	80	-153.989892179416
7.60	85	-153.989891996145
7.60	90	-153.989891941709
7.80	0	-153.989898277322
7.80	5	-153.989898185965
7.80	10	-153.989897920384
7.80	15	-153.989897510804
7.80	20	-153.989896993673
7.80	25	-153.989896517285
7.80	30	-153.989895797344
7.80	35	-153.989895138629
7.80	40	-153.989894531489
7.80	45	-153.989893982839
7.80	50	-153.989893529818
7.80	55	-153.989893174844
7.80	60	-153.989892871604
7.80	65	-153.989892573287
7.80	70	-153.989892267353
7.80	75	-153.989891967661
7.80	80	-153.989891749538
7.80	85	-153.989891600078
7.80	90	-153.989891555898
8.00	0	-153.9898968143
8.00	5	-153.989896741513
8.00	10	-153.98989652546
8.00	15	-153.989896186849
8.00	20	-153.989895762591
8.00	25	-153.989895297891
8.00	30	-153.989894809851
8.00	35	-153.989894288513
8.00	40	-153.989893756253
8.00	45	-153.989893271329
8.00	50	-153.989892881997
8.00	55	-153.989892583783
8.00	60	-153.989892328468
8.00	65	-153.989892072828
8.00	70	-153.989891815363
8.00	75	-153.989891572834
8.00	80	-153.989891386983
8.00	85	-153.989891265246
8.00	90	-153.989891231417
8.20	0	-153.989895615411
8.20	5	-153.989895559239
8.20	10	-153.989895401212
8.20	15	-153.989895162826
8.20	20	-153.989894862272
8.20	25	-153.989894502723
8.20	30	-153.989894078551
8.20	35	-153.989893597566
8.20	40	-153.989893110695
8.20	45	-153.989892681249
8.20	50	-153.989892347635
8.20	55	-153.989892093125
8.20	60	-153.989891871476
8.20	65	-153.989891325009
8.20	70	-153.989891434322
8.20	75	-153.989891234322
8.20	80	-153.989891081669
8.20	85	-153.989890982994
8.20	90	-153.989890956823
8.40	0	-153.989894628866
8.40	5	-153.989894596652
8.40	10	-153.989894502735
8.40	15	-153.989894345094
8.40	20	-153.989894118555
8.40	25	-153.989893809239
8.40	30	-153.989893420047
8.40	35	-153.989892981419
8.40	40	-153.9898925497
8.40	45	-153.989892182403
8.40	50	-153.989891899132
8.40	55	-153.989891678237
8.40	60	-153.989891485481
8.40	65	-153.989890989573
8.40	70	-153.989891112849
8.40	75	-153.989890946368
8.40	80	-153.989890821111
8.40	85	-153.989890741441
8.40	90	-153.989890721445
8.60	0	-153.989893812831
8.60	5	-153.989893796902
8.60	10	-153.989893741433
8.60	15	-153.989893629721
8.60	20	-153.989893443083
8.60	25	-153.989893169725
8.60	30	-153.989892821446
8.60	35	-153.989892435293
