R	Gamma	E
1.00	0	-40.731475726212
1.00	10	-40.735279179219
1.00	20	-40.74667778114
1.00	30	-40.764567289592
1.00	40	-40.786231052707
1.00	50	-40.808426107989
1.00	60	-40.828295745959
1.00	70	-40.843543118371
1.00	80	-40.852210796437
1.00	90	-40.852341505979
1.00	100	-40.841593302086
1.00	110	-40.816852604724
1.00	120	-40.773884121355
1.00	130	-40.707077700014
1.00	140	-40.607446288277
1.00	150	-40.4421843581
1.00	160	-40.020523033084
1.00	170	-38.063024778766
1.10	0	-40.760338982097
1.10	10	-40.764731730152
1.10	20	-40.777681772112
1.10	30	-40.797349124595
1.10	40	-40.820193788905
1.10	50	-40.84268064539
1.10	60	-40.862161235997
1.10	70	-40.876756672085
1.10	80	-40.884956327558
1.10	90	-40.885219382886
1.10	100	-40.875591952425
1.10	110	-40.853326879204
1.10	120	-40.814570041174
1.10	130	-40.754240498193
1.10	140	-40.664808764772
1.10	150	-40.519197299306
1.10	160	-40.149134851814
1.10	170	-38.406160884877
1.20	0	-40.766010557439
1.20	10	-40.771926104388
1.20	20	-40.788603113882
1.20	30	-40.812170970281
1.20	40	-40.837607767952
1.20	50	-40.861296644893
1.20	60	-40.881122743684
1.20	70	-40.895781865394
1.20	80	-40.904253374419
1.20	90	-40.905426577749
1.20	100	-40.897766061377
1.20	110	-40.878968282762
1.20	120	-40.84567937391
1.20	130	-40.793451919781
1.20	140	-40.716246818411
1.20	150	-40.595214571673
1.20	160	-40.319963431777
1.20	170	-39.339523700862
1.20	180	-37.343860426617
1.30	0	-40.761330681326
1.30	10	-40.770482503509
1.30	20	-40.793970224493
1.30	30	-40.822370195337
1.30	40	-40.849823835473
1.30	50	-40.873903161095
1.30	60	-40.893471019635
1.30	70	-40.90784455849
1.30	80	-40.916434362087
1.30	90	-40.918494320775
1.30	100	-40.912870653177
1.30	110	-40.897710222696
1.30	120	-40.870211908899
1.30	130	-40.826609205519
1.30	140	-40.762143115901
1.30	150	-40.665087221131
1.30	160	-40.476432198144
1.30	170	-39.997137502552
1.30	180	-39.440855227976
1.40	0	-40.757794194726
1.40	10	-40.778937523474
1.40	20	-40.806687131166
1.40	30	-40.836017616486
1.40	40	-40.862401957324
1.40	50	-40.884908595823
1.40	60	-40.903016052087
1.40	70	-40.916364979701
1.40	80	-40.924600152472
1.40	90	-40.927211795733
1.40	100	-40.923343478902
1.40	110	-40.911549408897
1.40	120	-40.889577562708
1.40	130	-40.854364379075
1.40	140	-40.802250973689
1.40	150	-40.726477976283
1.40	160	-40.599795294189
1.40	170	-40.36040784027
1.40	180	-40.153804007015
1.50	0	-40.842585908748
1.50	10	-40.814468667698
1.50	20	-40.832315645008
1.50	30	-40.854768887346
1.50	40	-40.876512279769
1.50	50	-40.895587955252
1.50	60	-40.911180355313
1.50	70	-40.922858332368
1.50	80	-40.930293189202
1.50	90	-40.933083900685
1.50	100	-40.930580997011
1.50	110	-40.921678658513
1.50	120	-40.904629215313
1.50	130	-40.877051442495
1.50	140	-40.836256504142
1.50	150	-40.778676197809
1.50	160	-40.693763904981
1.50	170	-40.56766383778
1.50	180	-40.46512162247
1.60	0	-40.750532572939
1.60	10	-40.84850680549
1.60	20	-40.859467793966
1.60	30	-40.874638842232
1.60	40	-40.890750962407
1.60	50	-40.905675933357
1.60	60	-40.918282801677
1.60	70	-40.92796370892
1.60	80	-40.93432762561
1.60	90	-40.937007721476
1.60	100	-40.935492458146
1.60	110	-40.928946253088
1.60	120	-40.916054531506
1.60	130	-40.89504394025
1.60	140	-40.864048472353
1.60	150	-40.821442684892
1.60	160	-40.764602910173
1.60	170	-40.695225780043
1.60	180	-40.65570158074
1.70	0	-40.87265379235
1.70	10	-40.875112114918
1.70	20	-40.882044676991
1.70	30	-40.892108641843
1.70	40	-40.903480960582
1.70	50	-40.914566913895
1.70	60	-40.924283859511
