    1     0.000000000000
    2     0.092464000000
    3     0.277392000000
    4     0.554784000000
    5     0.924640000000
    6     1.386960000000
    7     1.941744000000
    8     2.588992000000
    9     3.328704000000
   10     4.160880000000
   11     5.085520000000
   12     6.102624000000
   13     7.212192000000
   14     8.414224000000
   15     9.708720000000
   16    11.095680000000
   17    12.575104000000
   18    14.146992000000
   19    15.811344000000
   20    17.568160000000
   21    19.417440000000
   22    21.359184000000
