R	Gamma	E
1.00	0	1471087.115231
1.00	10	984655.313125
1.00	20	455060.910323
1.00	30	235031.975885
1.00	40	159595.966368
1.00	50	128016.180148
1.00	60	106389.980777
1.00	70	90480.904541
1.00	80	81771.593023
1.00	90	79949.730876
1.00	100	83916.262857
1.00	110	94179.854648
1.00	120	111587.752943
1.00	130	135007.250539
1.00	140	167887.655618
1.00	150	242674.384745
1.00	160	459300.231188
1.00	170	961257.385062
1.00	180	1408844.55265
1.10	0	3005628.016923
1.10	10	1528903.849898
1.10	20	518837.253686
1.10	30	220477.614775
1.10	40	137811.591987
1.10	50	107916.504328
1.10	60	88149.06034
1.10	70	73578.859582
1.10	80	65310.07062
1.10	90	63147.669438
1.10	100	66893.538467
1.10	110	76866.943029
1.10	120	93494.632888
1.10	130	115388.205267
1.10	140	146038.265202
1.10	150	226968.699021
1.10	160	517421.803984
1.10	170	1480841.64561
1.10	180	2837236.978511
1.20	0	8079459.031019
1.20	10	2174465.544184
1.20	20	549904.805757
1.20	30	201424.559937
1.20	40	118322.855698
1.20	50	90132.246344
1.20	60	71675.503245
1.20	70	58464.856531
1.20	80	51040.521468
1.20	90	49066.137761
1.20	100	52417.629541
1.20	110	61510.664192
1.20	120	76949.309866
1.20	130	97677.722614
1.20	140	126335.722308
1.20	150	213236.238347
1.20	160	548237.442036
1.20	170	2118779.68966
1.20	180	7356655.607738
1.30	10	2427157.297115
1.30	20	523291.983359
1.30	30	178320.560845
1.30	40	101542.18877
1.30	50	74937.825232
1.30	60	57542.103113
1.30	70	45689.501488
1.30	80	39215.092488
1.30	90	37536.03307
1.30	100	40420.186922
1.30	110	48444.573648
1.30	120	62546.731962
1.30	130	82315.455917
1.30	140	109325.472793
1.30	150	185380.556695
1.30	160	523718.707606
1.30	170	2411910.851554
1.40	10	1979137.143619
1.40	20	448100.355169
1.40	30	154436.846345
1.40	40	87709.691207
1.40	50	62262.136896
1.40	60	45778.270023
1.40	70	35230.063097
1.40	80	29707.698883
1.40	90	28317.740964
1.40	100	30735.385285
1.40	110	37628.674974
1.40	120	50319.220374
1.40	130	69378.806489
1.40	140	95358.884182
1.40	150	160055.941783
1.40	160	449902.382725
1.40	170	2006234.471839
1.50	0	3247069.047223
1.50	10	1326336.777701
1.50	20	357932.766013
1.50	30	133622.187063
1.50	40	76736.833419
1.50	50	51782.13291
1.50	60	36132.474297
1.50	70	26840.339311
1.50	80	22229.453105
1.50	90	21100.327508
1.50	100	23086.437634
1.50	110	28860.745988
1.50	120	40039.138828
1.50	130	58520.483565
1.50	140	84400.164272
1.50	150	137234.06641
1.50	160	358320.478145
1.50	170	1352799.350953
1.50	180	3445625.178749
1.60	0	1591571.495074
1.60	10	851701.81203
1.60	20	281705.436298
1.60	30	118327.037301
1.60	40	68172.059109
1.60	50	43054.633947
1.60	60	28281.521163
1.60	70	20218.892078
1.60	80	16442.995623
1.60	90	15541.559102
1.60	100	17145.316784
1.60	110	21874.2821
1.60	120	31503.186058
1.60	130	49053.469658
1.60	140	79445.302753
1.60	150	119180.484964
1.60	160	277934.120122
1.60	170	854383.215727
1.60	180	1647090.501278
1.70	10	569549.803281
1.70	20	230975.69147
1.70	30	116433.434781
1.70	40	61304.128208
1.70	50	35626.274091
1.70	60	21925.665835
1.70	70	15061.92208
1.70	80	12009.360304
1.70	90	11299.354305
1.70	100	12574.910665
1.70	110	16390.4246
1.70	120	24512.654602
1.70	130	40446.171295
1.70	140	69946.982831
1.70	150	106260.202073
1.70	160	221027.127407
1.70	170	558116.828909
1.70	180	927475.096935
1.80	0	625880.473514
1.80	10	426987.130605
1.80	20	198921.985445
1.80	30	102334.276545
1.80	40	55323.461
1.80	50	29218.931447
1.80	60	16860.902886
1.80	70	11131.133845
1.80	80	8693.220453
1.80	90	8139.719515
1.80	100	9140.338035
1.80	110	12181.899123
1.80	120	18911.294562
1.80	130	32909.660984
1.80	140	60638.46599
1.80	150	97458.3536
1.80	160	186819.81668
1.80	170	403985.476647
1.90	0	548436.517172
1.90	10	368077.292348
1.90	20	182417.199068
1.90	30	95437.818009
1.90	40	48918.501185
1.90	50	23691.81351
1.90	60	12857.034994
1.90	70	8159.123332
1.90	80	6235.632276
1.90	90	5809.423239
1.90	100	6586.477324
1.90	110	8986.388806
1.90	120	14473.95634
1.90	130	26544.505668
1.90	140	51940.610135
1.90	150	91069.513457
1.90	160	168781.497984
1.90	170	335908.938499
1.90	180	485669.584141
2.00	0	646178.876867
2.00	10	360844.342316
2.00	20	173464.966346
2.00	30	88933.777467
2.00	40	41838.268517
2.00	50	19004.782516
2.00	60	9735.281437
2.00	70	5929.677945
2.00	80	4428.68821
2.00	90	4104.068984
2.00	100	4701.768013
2.00	110	6577.974215
2.00	120	11010.071368
2.00	130	21267.71013
2.00	140	44217.431836
2.00	150	85414.895858
2.00	160	159374.482549
2.00	170	318801.191413
2.00	180	502024.604107
2.10	0	972853.844245
2.10	10	393108.176334
2.10	20	165455.747277
2.10	30	81458.003755
2.10	40	35224.469241
2.10	50	15090.69683
2.10	60	7317.808444
2.10	70	4270.818999
2.10	80	3111.589863
2.10	90	2867.016287
2.10	100	3322.656868
2.10	110	4777.154156
2.10	120	8329.666386
2.10	130	16937.273779
2.10	140	37369.946918
2.10	150	79300.466044
2.10	160	152256.845651
2.10	170	333519.242684
2.10	180	663404.063737
2.20	0	1790912.703812
2.20	10	458804.786333
2.20	20	153561.777634
2.20	30	72968.051733
2.20	40	29319.013508
2.20	50	11868.306809
2.20	60	5458.474091
2.20	70	3045.929723
2.20	80	2159.557943
2.20	90	1977.369554
2.20	100	2321.669414
2.20	110	3440.338537
2.20	120	6266.025562
2.20	130	13398.196045
2.20	140	31337.472157
2.20	150	72172.85412
2.20	160	142100.265056
2.20	170	375942.398542
2.20	180	1052820.430723
2.30	0	3939571.710573
2.30	10	538208.053751
2.30	20	139045.876136
2.30	30	64165.843363
2.30	40	24158.716648
2.30	50	9266.762055
2.30	60	4038.973778
2.30	70	2148.286247
2.30	80	1477.334167
2.30	90	1343.229155
2.30	100	1601.111878
2.30	110	2454.746214
2.30	120	4686.139561
2.30	130	10549.146041
2.30	140	26071.759327
2.30	150	64228.547449
2.30	160	127962.824302
2.30	170	441151.753262
2.30	180	1966493.713271
2.40	10	589806.063028
2.40	20	124722.906062
2.40	30	55554.660623
2.40	40	19707.101104
2.40	50	7181.332411
2.40	60	2962.924586
2.40	70	1495.625073
2.40	80	992.986643
2.40	90	895.543883
2.40	100	1086.961663
2.40	110	1733.137785
2.40	120	3482.978891
2.40	130	8268.284505
2.40	140	21513.528082
2.40	150	56064.412025
2.40	160	113860.246358
2.40	170	507567.619544
2.40	180	4342545.988292
2.50	10	573305.95284
2.50	20	111433.357333
2.50	30	47461.204021
2.50	40	15932.96151
2.50	50	5522.540253
2.50	60	2152.84922
2.50	70	1025.077419
2.50	80	652.634877
2.50	90	582.838368
2.50	100	723.603983
2.50	110	1208.660449
2.50	120	2571.302696
2.50	130	6447.674311
2.50	140	17606.827235
2.50	150	48202.259027
2.50	160	101023.371353
2.50	170	539421.205319
2.60	0	8062985.880194
2.60	10	488698.721312
2.60	20	99422.62387
2.60	30	40066.769846
2.60	40	12782.65629
2.60	50	4213.585236
2.60	60	1547.254991
2.60	70	688.946655
2.60	80	416.185907
2.60	90	367.016971
2.60	100	469.517339
2.60	110	830.456921
2.60	120	1883.940501
2.60	130	5000.971335
2.60	140	14321.181954
2.60	150	40974.176257
2.60	160	89699.428255
2.60	170	511452.078317
2.70	0	2949727.930904
2.70	10	375137.511249
2.70	20	88712.735681
2.70	30	33460.00695
2.70	40	10173.520499
2.70	50	3188.369302
2.70	60	1097.839128
2.70	70	451.271801
2.70	80	254.048424
2.70	90	220.090659
2.70	100	293.944007
2.70	110	560.051124
2.70	120	1368.401726
2.70	130	3856.72167
2.70	140	11575.875465
2.70	150	34526.401855
2.70	160	79975.631202
2.70	170	433559.585001
2.70	180	5399199.950743
2.80	0	1333583.978447
2.80	10	271863.538403
2.80	20	79052.269621
2.80	30	27679.254574
2.80	40	8032.31681
2.80	50	2391.087991
2.80	60	766.985697
2.80	70	285.140523
2.80	80	144.552647
2.80	90	121.669416
2.80	100	174.269441
2.80	110	368.532478
2.80	120	983.93881
2.80	130	2955.873394
2.80	140	9298.21499
2.80	150	28927.443887
2.80	160	71837.782355
2.80	170	339926.933095
2.80	180	2259589.36405
2.90	0	664673.590775
2.90	10	196152.912628
2.90	20	69917.658432
2.90	30	22675.984494
2.90	40	6290.263798
2.90	50	1775.516714
2.90	60	525.543355
2.90	70	170.556143
2.90	80	71.965733
2.90	90	57.033183
2.90	100	94.00778
2.90	110	234.316981
2.90	120	698.99551
2.90	130	2250.082248
2.90	140	7421.879172
2.90	150	24118.820967
2.90	160	65085.182219
2.90	170	259525.127793
2.90	180	1134601.33625
3.00	0	363619.659878
3.00	10	147968.566915
3.00	20	60648.369318
3.00	30	18397.244876
3.00	40	4884.493144
3.00	50	1303.828351
3.00	60	351.069695
3.00	70	92.777644
3.00	80	24.968511
3.00	90	15.650119
3.00	100	41.247997
3.00	110	141.401416
3.00	120	489.254754
3.00	130	1700.013447
3.00	140	5886.345499
3.00	150	20009.871641
3.00	160	59303.740965
3.00	170	203875.363195
3.00	180	644984.651779
3.10	10	120216.603008
3.10	20	51345.682539
3.10	30	14783.32213
3.10	40	3759.139369
3.10	50	945.273644
3.10	60	226.364007
3.10	70	41.010308
3.10	80	-4.507268
3.10	90	-9.935329
3.10	100	7.466232
3.10	110	78.005183
3.10	120	336.021747
3.10	130	1273.714519
3.10	140	4637.593181
3.10	150	16509.031481
3.10	160	53887.784425
3.10	170	171862.300248
3.10	180	469393.536923
3.20	10	104402.47096
3.20	20	42586.407327
3.20	30	11742.423374
3.20	40	2865.579024
3.20	50	675.058402
3.20	60	138.346372
3.20	70	7.425342
3.20	80	-22.157622
3.20	90	-24.936569
3.20	100	-13.380333
3.20	110	35.512314
3.20	120	225.007285
3.20	130	945.346101
3.20	140	3628.302392
3.20	150	13527.879384
3.20	160	48392.843386
3.20	170	156946.972151
3.20	180	387113.393923
3.30	10	91471.048376
3.30	20	34637.108412
3.30	30	9209.579625
3.30	40	2161.989269
3.30	50	473.291841
3.30	60	77.129077
3.30	70	-13.608046
3.30	80	-31.948671
3.30	90	-32.961321
3.30	100	-25.528873
3.30	110	7.680083
3.30	120	145.337242
3.30	130	694.043317
3.30	140	2817.520503
3.30	150	10996.910577
3.30	160	42720.424188
3.30	170	151185.514359
3.30	180	419053.8986
3.40	0	127768.278246
3.40	10	75987.08848
3.40	20	27619.940746
