R	0	30	60	90
1.0	1471087.115231	235031.975885	106389.980777	79949.730876
1.1	3005628.016923	220477.614775	88149.06034	63147.669438
1.2	8079459.031019	201424.559937	71675.503245	49066.137761
1.3		178320.560845	57542.103113	37536.03307
1.4		154436.846345	45778.270023	28317.740964
1.5	3247069.047223	133622.187063	36132.474297	21100.327508
1.6	1591571.495074	118327.037301	28281.521163	15541.559102
1.7		116433.434781	21925.665835	11299.354305
1.8	625880.473514	102334.276545	16860.902886	8139.719515
1.9	548436.517172	95437.818009	12857.034994	5809.423239
2.0	646178.876867	88933.777467	9735.281437	4104.068984
2.1	972853.844245	81458.003755	7317.808444	2867.016287
2.2	1790912.703812	72968.051733	5458.474091	1977.369554
2.3	3939571.710573	64165.843363	4038.973778	1343.229155
2.4		55554.660623	2962.924586	895.543883
2.5		47461.204021	2152.84922	582.838368
2.6	8062985.880194	40066.769846	1547.254991	367.016971
2.7	2949727.930904	33460.00695	1097.839128	220.090659
2.8	1333583.978447	27679.254574	766.985697	121.669416
2.9	664673.590775	22675.984494	525.543355	57.033183
3.0	363619.659878	18397.244876	351.069695	15.650119
3.1		14783.32213	226.364007	-9.935329
3.2		11742.423374	138.346372	-24.936569
3.3		9209.579625	77.129077	-32.961321
3.4	127768.278246	7135.402999	35.312739	-36.465522
3.5	128571.193913	5463.614902	7.397854	-37.111307
3.6	76103.506739	4134.934419	-10.654379	-36.011069
3.7	66200.774038	3092.309569	-21.789114	-33.90366
3.8	59555.803347	2284.086093	-28.135034	-31.276775
3.9	29797.913913	1665.071526	-31.217234	-28.451006
4.0	20904.416181	1196.635821	-32.123599	-25.627306
4.1	14607.18093	846.429571	-31.623646	-22.927666
4.2	10131.742661	587.834306	-30.257789	-20.419979
4.3	6985.140043	399.327928	-28.403493	-18.133889
4.4	4788.385809	263.748442	-26.314297	-16.077646
4.5	3260.691222	167.610183	-24.159977	-14.243801
4.6	2202.292897	100.472477	-22.045329	-12.618839
4.7	1472.429122	54.383741	-20.031784	-11.186258
4.8	971.961816	23.38842	-18.152424	-9.929398
4.9	631.13873	3.09346	-16.41972	-8.830531
5.0	400.957688	-9.708763	-14.837466	-7.872996
5.1	247.023274	-17.345815	-13.40044	-7.039984
5.2	145.251273	-21.489582	-12.106438	-6.317021
5.3	78.87064	-23.328975	-10.946741	-5.689109
5.4	36.304151	-23.696368	-9.912588	-5.143106
5.5	9.635482	-23.160895	-8.994526	-4.666211
5.6	-6.522433	-22.102677	-8.181921	-4.248721
5.7	-15.81619	-20.767888	-7.465828	-3.882591
5.8	-20.705137	-19.312632	-6.835292	-3.560806
5.9	-22.833782	-17.834927	-6.279196	-3.275703
6.0	-23.284326	-16.396923	-5.78754	-3.023842
6.2	-21.674156	-13.76396	-4.964253	-2.602739
6.4	-18.855317	-11.539742	-4.30977	-2.266778
6.6	-15.952849	-9.732988	-3.782833	-1.99816
6.8	-13.364983	-8.294101	-3.354745	-1.779092
7.0	-11.205991	-7.145428	-3.004211	-1.599208
7.2	-9.473894	-6.212174	-2.71562	-1.449876
7.4	-8.101587	-5.440588	-2.475867	-1.323812
7.6	-6.999082	-4.796904	-2.273533	-1.217832
7.8	-6.093193	-4.260078	-2.101945	-1.126637
8.0	-5.340031	-3.812393	-1.951545	-1.048308
8.2	-4.715791	-3.438442	-1.821545	-0.979839
8.4	-4.200101	-3.123433	-1.706254	-0.921158
8.6	-3.774287	-2.856062	-1.604614	-0.869101
8.8	-3.418536	-2.625801	-1.514232	-0.823272
9.0	-3.116598	-2.429089	-1.433034	-0.783146
9.5	-2.535659	-2.039879	-1.264447	-0.700089
10.0	-2.128421	-1.758025	-1.133538	-0.635968
10.5	-1.834844	-1.547426	-1.028889	-0.585369
11.0	-1.614831	-1.382742	-0.943053	-0.544226
11.5	-1.442353	-1.251216	-0.870998	-0.509704
12.0	-1.304321	-1.141445	-0.809411	-0.479421
12.5	-1.190222	-1.051045	-0.755399	-0.453775
13.0	-1.093962	-0.972762	-0.70904	-0.431556
13.5	-1.012825	-0.904943	-0.66788	-0.410517
14.0	-0.941958	-0.84682	-0.630551	-0.392307
14.5	-0.880251	-0.794158	-0.597065	-0.37564
15.0	-0.826034	-0.748547	-0.567067	-0.359842
16.0	-0.734234	-0.669331	-0.514354	-0.333168
17.0	-0.659383	-0.604232	-0.470376	-0.309407
18.0	-0.597558	-0.550102	-0.432034	-0.288694
19.0	-0.5443	-0.5031	-0.399091	-0.270636
20.0	-0.499184	-0.462939	-0.370083	-0.254408
21.0	-0.460453	-0.427949	-0.34527	-0.239733
22.0	-0.426429	-0.397763	-0.322389	-0.226543
23.0	-0.396539	-0.370554	-0.301853	-0.214894
24.0	-0.369949	-0.345663	-0.28466	-0.203371
25.0	-0.346401	-0.324564	-0.268301	-0.193646
50.0	-0.107945	-0.10432	-0.089974	-0.071422
100.0	-0.019228	-0.018697	-0.014764	-0.010906
