R,phi,th2,th1,E_cm
11.0,0.0,0.0,0.0,0.2355039583274099
11.5,0.0,0.0,0.0,0.19394380386231333
12.0,0.0,0.0,0.0,0.16061789686868352
12.5,0.0,0.0,0.0,0.13391573514637004
13.0,0.0,0.0,0.0,0.11220289124394213
13.5,0.0,0.0,0.0,0.09445902539734106
14.0,0.0,0.0,0.0,0.08001693779508429
14.5,0.0,0.0,0.0,0.06804591289776951
15.0,0.0,0.0,0.0,0.05808286251163509
16.0,0.0,0.0,0.0,0.042878098655164364
17.0,0.0,0.0,0.0,0.04620247972782678
18.0,0.0,0.0,0.0,0.03720204721480542
19.0,0.0,0.0,0.0,0.02993458137742934
20.0,0.0,0.0,0.0,0.0241226759290835
21.0,0.0,0.0,0.0,0.019236731662637396
22.0,0.0,0.0,0.0,0.015353564510014196
23.0,0.0,0.0,0.0,0.012085367699711753
24.0,0.0,0.0,0.0,0.009580723560727904
25.0,0.0,0.0,0.0,0.0075196400443590505
50.0,0.0,0.0,0.0,-9.459378778259975e-05
100.0,0.0,0.0,0.0,0.0
2.7,30.0,0.0,0.0,620.0461389766072
2.8,30.0,0.0,0.0,637.5854985869901
2.9,30.0,0.0,0.0,581.3364459635017
3.0,30.0,0.0,0.0,487.42495666610637
3.1,30.0,0.0,0.0,384.16904265479207
3.2,30.0,0.0,0.0,287.833400762581
3.3,30.0,0.0,0.0,205.28606945694014
3.4,30.0,0.0,0.0,139.08136230046333
3.5,30.0,0.0,0.0,88.7173897562609
3.6,30.0,0.0,0.0,51.95254045074485
3.7,30.0,0.0,0.0,25.01617702923487
3.8,30.0,0.0,0.0,8.891868904817954
3.9,30.0,0.0,0.0,-1.9823437989982307
4.0,30.0,0.0,0.0,-8.450505859106341
4.1,30.0,0.0,0.0,-11.735157466045939
4.2,30.0,0.0,0.0,-13.846204264625253
4.3,30.0,0.0,0.0,-12.98411647671248
4.4,30.0,0.0,0.0,-12.228913711852869
4.5,30.0,0.0,0.0,-11.553326248716333
4.6,30.0,0.0,0.0,-9.644889649957522
4.7,30.0,0.0,0.0,-8.23607892746385
4.8,30.0,0.0,0.0,-6.836783746178347
4.9,30.0,0.0,0.0,-5.817515253881207
5.0,30.0,0.0,0.0,-4.673938522825565
5.1,30.0,0.0,0.0,-4.078061391848981
5.2,30.0,0.0,0.0,-2.9002538609364636
5.3,30.0,0.0,0.0,-2.134468908468498
5.4,30.0,0.0,0.0,-1.4281214162745264
5.5,30.0,0.0,0.0,-0.90763030996619
5.6,30.0,0.0,0.0,-0.418139991667459
5.7,30.0,0.0,0.0,-0.0275690848281495
5.8,30.0,0.0,0.0,0.2795169641114198
5.9,30.0,0.0,0.0,1.240726079380192
6.0,30.0,0.0,0.0,1.3863694418636285
6.2,30.0,0.0,0.0,1.5553877343019347
6.4,30.0,0.0,0.0,1.6083504714016237
6.6,30.0,0.0,0.0,1.585725052730866
6.8,30.0,0.0,0.0,1.5164173799053886
7.0,30.0,0.0,0.0,1.4218446635603654
7.2,30.0,0.0,0.0,1.3145869729834787
7.4,30.0,0.0,0.0,1.2041749917495954
7.6,30.0,0.0,0.0,1.0965918198211433
7.8,30.0,0.0,0.0,0.9950123795246824
8.0,30.0,0.0,0.0,0.9011896079939401
8.2,30.0,0.0,0.0,0.8159463205386885
8.4,30.0,0.0,0.0,0.7392013097847151
8.6,30.0,0.0,0.0,0.6704726087029041
8.8,30.0,0.0,0.0,0.6090921379457466
9.0,30.0,0.0,0.0,0.5543595560357312
9.5,30.0,0.0,0.0,0.4412996130743382
10.0,30.0,0.0,0.0,0.35490320710421247
10.5,30.0,0.0,0.0,0.28804377271189124
11.0,30.0,0.0,0.0,0.23550439809542326
11.5,30.0,0.0,0.0,0.1939442436303267
12.0,30.0,0.0,0.0,0.16061811831215125
12.5,30.0,0.0,0.0,0.13391595658983776
13.0,30.0,0.0,0.0,0.11220289436286422
13.5,30.0,0.0,0.0,0.0944592468408088
14.0,30.0,0.0,0.0,0.08001737756309765
14.5,30.0,0.0,0.0,0.06804591601669159
15.0,30.0,0.0,0.0,0.058083302279648454
17.0,30.0,0.0,0.0,0.046202701171294505
18.0,30.0,0.0,0.0,0.03720226865827314
19.0,30.0,0.0,0.0,0.029934802820897062
20.0,30.0,0.0,0.0,0.024122897372551223
21.0,30.0,0.0,0.0,0.01923695310610512
22.0,30.0,0.0,0.0,0.015353785953481918
23.0,30.0,0.0,0.0,0.012085589143179476
24.0,30.0,0.0,0.0,0.009580945004195627
25.0,30.0,0.0,0.0,0.007519861487826774
50.0,30.0,0.0,0.0,-9.437234431487695e-05
100.0,30.0,0.0,0.0,0.0
2.7,60.0,0.0,0.0,620.0461389766072
2.8,60.0,0.0,0.0,637.5854988084335
2.9,60.0,0.0,0.0,581.3364459635017
3.0,60.0,0.0,0.0,487.4249571058744
3.1,60.0,0.0,0.0,384.1690428762355
3.2,60.0,0.0,0.0,287.833400762581
3.3,60.0,0.0,0.0,205.28606967526468
3.4,60.0,0.0,0.0,139.08136207901984
3.5,60.0,0.0,0.0,88.71738997458544
3.6,60.0,0.0,0.0,51.95254045074485
3.7,60.0,0.0,0.0,25.016176810910324
3.8,60.0,0.0,0.0,8.8918691231425
3.9,60.0,0.0,0.0,-1.9823440204416982
4.0,60.0,0.0,0.0,-8.450505859106341
4.1,60.0,0.0,0.0,-11.735157029396847
4.2,60.0,0.0,0.0,-13.846204043181785
4.3,60.0,0.0,0.0,-12.984116695037024
4.4,60.0,0.0,0.0,-12.228913493528323
4.5,60.0,0.0,0.0,-11.55332580894832
4.6,60.0,0.0,0.0,-9.644889649957522
4.7,60.0,0.0,0.0,-8.236079145788397
4.8,60.0,0.0,0.0,-6.836783967621815
4.9,60.0,0.0,0.0,-5.817515032437739
5.0,60.0,0.0,0.0,-4.673938304501019
5.1,60.0,0.0,0.0,-4.078061391848981
5.2,60.0,0.0,0.0,-2.9002538609364636
5.3,60.0,0.0,0.0,-2.134468908468498
5.4,60.0,0.0,0.0,-1.4281214162745264
5.5,60.0,0.0,0.0,-0.90763030996619
5.6,60.0,0.0,0.0,-0.4181395518994457
5.7,60.0,0.0,0.0,-0.0275690848281495
5.8,60.0,0.0,0.0,0.2795169641114198
5.9,60.0,0.0,0.0,1.240726079380192
6.0,60.0,0.0,0.0,1.3863694418636285
6.2,60.0,0.0,0.0,1.5553875128584669
6.4,60.0,0.0,0.0,1.6083504714016237
6.6,60.0,0.0,0.0,1.5857252710554115
6.8,60.0,0.0,0.0,1.5164175982299342
7.0,60.0,0.0,0.0,1.4218444452358197
7.2,60.0,0.0,0.0,1.3145871913080245
7.4,60.0,0.0,0.0,1.2041747734250496
7.6,60.0,0.0,0.0,1.0965920412646109
7.8,60.0,0.0,0.0,0.9950121580812146
8.0,60.0,0.0,0.0,0.9011893865504723
8.2,60.0,0.0,0.0,0.8159463205386885
8.4,60.0,0.0,0.0,0.7392013097847151
8.6,60.0,0.0,0.0,0.6704728270274498
8.8,60.0,0.0,0.0,0.6090919196212009
9.0,60.0,0.0,0.0,0.5543593377111856
9.5,60.0,0.0,0.0,0.4412993947497925
10.0,60.0,0.0,0.0,0.3549029887796668
10.5,60.0,0.0,0.0,0.28804377271189124
11.0,60.0,0.0,0.0,0.23550417977087762
11.5,60.0,0.0,0.0,0.19394402530578106
12.0,60.0,0.0,0.0,0.16061811831215125
12.5,60.0,0.0,0.0,0.13391595658983776
13.0,60.0,0.0,0.0,0.11220289436286422
13.5,60.0,0.0,0.0,0.0944592468408088
14.0,60.0,0.0,0.0,0.08001715923855202
14.5,60.0,0.0,0.0,0.06804591601669159
15.0,60.0,0.0,0.0,0.058083302279648454
16.0,60.0,0.0,0.0,0.042878320098632086
17.0,60.0,0.0,0.0,0.046202701171294505
18.0,60.0,0.0,0.0,0.03720226865827314
19.0,60.0,0.0,0.0,0.029934584496351422
20.0,60.0,0.0,0.0,0.024122897372551223
21.0,60.0,0.0,0.0,0.019236731662637396
22.0,60.0,0.0,0.0,0.015354007396949641
23.0,60.0,0.0,0.0,0.012085370818633834
24.0,60.0,0.0,0.0,0.009580945004195627
25.0,60.0,0.0,0.0,0.007519861487826774
50.0,60.0,0.0,0.0,-9.437234431487695e-05
100.0,60.0,0.0,0.0,0.0
2.7,90.0,0.0,0.0,620.0461391980506
2.8,90.0,0.0,0.0,637.5854988084335
2.9,90.0,0.0,0.0,581.3364457451771
3.0,90.0,0.0,0.0,487.42495666610637
3.1,90.0,0.0,0.0,384.16904309456004
3.2,90.0,0.0,0.0,287.83340098090554
3.3,90.0,0.0,0.0,205.28606923549668
3.4,90.0,0.0,0.0,139.08136230046333
3.5,90.0,0.0,0.0,88.7173897562609
3.6,90.0,0.0,0.0,51.95254001097683
3.7,90.0,0.0,0.0,25.016176810910324
3.8,90.0,0.0,0.0,8.8918691231425
3.9,90.0,0.0,0.0,-1.9823440204416982
4.0,90.0,0.0,0.0,-8.450505640781795
4.1,90.0,0.0,0.0,-11.735157029396847
4.2,90.0,0.0,0.0,-13.846204043181785
4.3,90.0,0.0,0.0,-12.984116258387933
4.4,90.0,0.0,0.0,-12.228913493528323
4.5,90.0,0.0,0.0,-11.553326027272867
4.6,90.0,0.0,0.0,-9.644889649957522
4.7,90.0,0.0,0.0,-8.23607892746385
4.8,90.0,0.0,0.0,-6.836783746178347
4.9,90.0,0.0,0.0,-5.817514814113194
5.0,90.0,0.0,0.0,-4.673938304501019
5.1,90.0,0.0,0.0,-4.078061391848981
5.2,90.0,0.0,0.0,-2.9002538609364636
5.3,90.0,0.0,0.0,-2.134468908468498
5.4,90.0,0.0,0.0,-1.4281214162745264
5.5,90.0,0.0,0.0,-0.90763030996619
5.6,90.0,0.0,0.0,-0.41813977334291336
5.7,90.0,0.0,0.0,-0.027569524596162864
5.8,90.0,0.0,0.0,0.2795169641114198
5.9,90.0,0.0,0.0,1.240726079380192
6.0,90.0,0.0,0.0,1.3863694418636285
6.2,90.0,0.0,0.0,1.5553877343019347
6.4,90.0,0.0,0.0,1.6083504714016237
6.6,90.0,0.0,0.0,1.5857252710554115
6.8,90.0,0.0,0.0,1.5164175982299342
7.0,90.0,0.0,0.0,1.4218446635603654
7.2,90.0,0.0,0.0,1.3145871913080245
7.4,90.0,0.0,0.0,1.2041749917495954
7.6,90.0,0.0,0.0,1.0965920412646109
7.8,90.0,0.0,0.0,0.9950123795246824
8.0,90.0,0.0,0.0,0.9011896079939401
8.2,90.0,0.0,0.0,0.8159463205386885
8.4,90.0,0.0,0.0,0.7392010883412473
8.6,90.0,0.0,0.0,0.6704726087029041
8.8,90.0,0.0,0.0,0.6090921379457466
9.0,90.0,0.0,0.0,0.5543595560357312
9.5,90.0,0.0,0.0,0.4412996130743382
10.0,90.0,0.0,0.0,0.35490320710421247
10.5,90.0,0.0,0.0,0.28804377271189124
11.0,90.0,0.0,0.0,0.23550439809542326
11.5,90.0,0.0,0.0,0.19394402530578106
12.0,90.0,0.0,0.0,0.16061811831215125
12.5,90.0,0.0,0.0,0.13391595658983776
13.0,90.0,0.0,0.0,0.11220289436286422
13.5,90.0,0.0,0.0,0.0944592468408088
14.0,90.0,0.0,0.0,0.08001737756309765
14.5,90.0,0.0,0.0,0.06804591601669159
15.0,90.0,0.0,0.0,0.058083523723116176
16.0,90.0,0.0,0.0,0.042878320098632086
17.0,90.0,0.0,0.0,0.046202701171294505
18.0,90.0,0.0,0.0,0.037202486982818785
19.0,90.0,0.0,0.0,0.029934802820897062
20.0,90.0,0.0,0.0,0.024123115697096863
21.0,90.0,0.0,0.0,0.019237171430650762
22.0,90.0,0.0,0.0,0.015353785953481918
23.0,90.0,0.0,0.0,0.012085589143179476
24.0,90.0,0.0,0.0,0.009580945004195627
25.0,90.0,0.0,0.0,0.007519861487826774
50.0,90.0,0.0,0.0,-9.437234431487695e-05
100.0,90.0,0.0,0.0,0.0
2.8,0.0,30.0,0.0,532.3889762894175
2.9,0.0,30.0,0.0,477.0302095566376
3.0,0.0,30.0,0.0,383.77682525027285
3.1,0.0,30.0,0.0,293.8715799782272
3.2,0.0,30.0,0.0,207.79401746696507
3.3,0.0,30.0,0.0,136.8133130095884
3.4,0.0,30.0,0.0,81.45174160795986
3.5,0.0,30.0,0.0,40.403623007357226
3.6,0.0,30.0,0.0,12.12179253649545
3.7,0.0,30.0,0.0,-6.7923337700540785
3.8,0.0,30.0,0.0,-18.605303114697648
3.9,0.0,30.0,0.0,-28.82966965517963
4.0,0.0,30.0,0.0,-28.554301421960307
4.1,0.0,30.0,0.0,-29.059675774155444
4.2,0.0,30.0,0.0,-28.064425707816845
4.3,0.0,30.0,0.0,-26.229659062251542
4.4,0.0,30.0,0.0,-25.351097508417517
4.5,0.0,30.0,0.0,-21.625628255432698
4.6,0.0,30.0,0.0,-19.164166069849873
4.7,0.0,30.0,0.0,-16.709307655961357
4.8,0.0,30.0,0.0,-14.569746714212094
4.9,0.0,30.0,0.0,-13.25743832901412
5.0,0.0,30.0,0.0,-11.439206243399264
5.1,0.0,30.0,0.0,-9.826447624761487
5.2,0.0,30.0,0.0,-8.50971704470231
5.3,0.0,30.0,0.0,-7.196158530037065
5.4,0.0,30.0,0.0,-6.067101145402538
5.5,0.0,30.0,0.0,-5.103058174412408
5.6,0.0,30.0,0.0,-4.284097368898986
5.7,0.0,30.0,0.0,-2.875233534281206
5.8,0.0,30.0,0.0,-2.3447383325721542
5.9,0.0,30.0,0.0,-1.8993104019507356
6.0,0.0,30.0,0.0,-1.5048293368071173
6.2,0.0,30.0,0.0,-0.9316831906569537
6.4,0.0,30.0,0.0,-0.5316101321419708
6.6,0.0,30.0,0.0,-0.25585496233040755
6.8,0.0,30.0,0.0,-0.0682023985753196
7.0,0.0,30.0,0.0,0.0571854332289287
7.2,0.0,30.0,0.0,0.1386149090018634
7.4,0.0,30.0,0.0,0.18882741180009774
7.6,0.0,30.0,0.0,0.2177355122558916
7.8,0.0,30.0,0.0,0.2319537392258131
8.0,0.0,30.0,0.0,0.23635135074317717
8.2,0.0,30.0,0.0,0.2342781938794343
8.4,0.0,30.0,0.0,0.22837761747633692
8.6,0.0,30.0,0.0,0.22009091597331862
8.8,0.0,30.0,0.0,0.21053367165801348
9.0,0.0,30.0,0.0,0.2006498512494926
9.5,0.0,30.0,0.0,0.1758132259858604
10.0,0.0,30.0,0.0,0.1530760937640197
10.5,0.0,30.0,0.0,0.13327070151411433
11.0,0.0,30.0,0.0,0.09927232684960785
11.5,0.0,30.0,0.0,0.084703819978658
12.0,0.0,30.0,0.0,0.08885759728668262
12.5,0.0,30.0,0.0,0.07809017065811659
13.0,0.0,30.0,0.0,0.06895015078737786
13.5,0.0,30.0,0.0,0.06098892751700291
14.0,0.0,30.0,0.0,0.05422910991315405
14.5,0.0,30.0,0.0,0.04833533587911447
15.0,0.0,30.0,0.0,0.0432016057290528
16.0,0.0,30.0,0.0,0.034547501442783644
17.0,0.0,30.0,0.0,0.027505876753264005
18.0,0.0,30.0,0.0,0.021725793666906554
19.0,0.0,30.0,0.0,0.017008186981916824
20.0,0.0,30.0,0.0,0.013177476979767278
21.0,0.0,30.0,0.0,0.010189109858536511
22.0,0.0,30.0,0.0,0.0077705011851460885
23.0,0.0,30.0,0.0,0.006079228259874299
24.0,0.0,30.0,0.0,0.004745920259637444
25.0,0.0,30.0,0.0,0.0036136517388720792
50.0,0.0,30.0,0.0,-0.00011566210643707109
100.0,0.0,30.0,0.0,0.0
2.8,30.0,30.0,0.0,532.388976071093
2.9,30.0,30.0,0.0,477.0302095566376
3.0,30.0,30.0,0.0,383.77682525027285
3.1,30.0,30.0,0.0,293.8715799782272
3.2,30.0,30.0,0.0,207.79401746696507
3.3,30.0,30.0,0.0,136.8133130095884
3.4,30.0,30.0,0.0,81.4517418262844
3.5,30.0,30.0,0.0,40.40362322880069
3.6,30.0,30.0,0.0,12.121792754819994
3.7,30.0,30.0,0.0,-6.792333551729533
3.8,30.0,30.0,0.0,-18.605303333022192
3.9,30.0,30.0,0.0,-28.829669873504177
4.0,30.0,30.0,0.0,-28.554301861728323
4.1,30.0,30.0,0.0,-29.059675995598912
4.2,30.0,30.0,0.0,-28.06442592614139
4.3,30.0,30.0,0.0,-26.229659062251542
4.4,30.0,30.0,0.0,-25.351097290092973
4.5,30.0,30.0,0.0,-21.625628255432698
4.6,30.0,30.0,0.0,-19.164166069849873
4.7,30.0,30.0,0.0,-16.709307655961357
4.8,30.0,30.0,0.0,-14.569747153980108
4.9,30.0,30.0,0.0,-13.257438768782134
5.0,30.0,30.0,0.0,-11.43920646172381
5.1,30.0,30.0,0.0,-9.826447624761487
5.2,30.0,30.0,0.0,-8.509717263026856
5.3,30.0,30.0,0.0,-7.196158530037065
5.4,30.0,30.0,0.0,-6.067101145402538
5.5,30.0,30.0,0.0,-5.103058174412408
5.6,30.0,30.0,0.0,-4.28409715057444
5.7,30.0,30.0,0.0,-2.8752337557246737
5.8,30.0,30.0,0.0,-2.3447383325721542
5.9,30.0,30.0,0.0,-1.8993104019507356
6.0,30.0,30.0,0.0,-1.5048295551316628
6.2,30.0,30.0,0.0,-0.931682972332408
6.4,30.0,30.0,0.0,-0.5316103504665165
6.6,30.0,30.0,0.0,-0.25585496233040755
6.8,30.0,30.0,0.0,-0.0682023985753196
7.0,30.0,30.0,0.0,0.0571854332289287
7.2,30.0,30.0,0.0,0.13861469067731777
7.4,30.0,30.0,0.0,0.18882741180009774
7.6,30.0,30.0,0.0,0.2177355122558916
7.8,30.0,30.0,0.0,0.2319537392258131
8.0,30.0,30.0,0.0,0.23635113241863154
8.2,30.0,30.0,0.0,0.2342781938794343
8.4,30.0,30.0,0.0,0.22837761747633692
8.6,30.0,30.0,0.0,0.2200906945298509
8.8,30.0,30.0,0.0,0.21053367165801348
9.0,30.0,30.0,0.0,0.2006498512494926
9.5,30.0,30.0,0.0,0.17581300766131477
10.0,30.0,30.0,0.0,0.15307631208856534
10.5,30.0,30.0,0.0,0.13327070151411433
11.0,30.0,30.0,0.0,0.09927232684960785
11.5,30.0,30.0,0.0,0.084703819978658
12.0,30.0,30.0,0.0,0.08885715751866925
12.5,30.0,30.0,0.0,0.07809039210158432
13.0,30.0,30.0,0.0,0.0689503691119235
13.5,30.0,30.0,0.0,0.06098892751700291
14.0,30.0,30.0,0.0,0.05422910991315405
14.5,30.0,30.0,0.0,0.04833555732258219
15.0,30.0,30.0,0.0,0.0432016057290528
16.0,30.0,30.0,0.0,0.03454794121079701
17.0,30.0,30.0,0.0,0.027505876753264005
18.0,30.0,30.0,0.0,0.021726015110374277
19.0,30.0,30.0,0.0,0.01700796865737118
20.0,30.0,30.0,0.0,0.013177476979767278
21.0,30.0,30.0,0.0,0.010189331302004235
22.0,30.0,30.0,0.0,0.007770279741678365
23.0,30.0,30.0,0.0,0.006079228259874299
24.0,30.0,30.0,0.0,0.004746138584183086
25.0,30.0,30.0,0.0,0.0036134302954043563
50.0,30.0,30.0,0.0,-0.00011544378189142891
100.0,30.0,30.0,0.0,0.0
2.8,60.0,30.0,0.0,532.3889762894175
2.9,60.0,30.0,0.0,477.0302093351941
3.0,60.0,30.0,0.0,383.7768250319483
3.1,60.0,30.0,0.0,293.8715799782272
3.2,60.0,30.0,0.0,207.79401746696507
3.3,60.0,30.0,0.0,136.8133130095884
3.4,60.0,30.0,0.0,81.45174160795986
3.5,60.0,30.0,0.0,40.403623007357226
3.6,60.0,30.0,0.0,12.12179253649545
3.7,60.0,30.0,0.0,-6.792333551729533
3.8,60.0,30.0,0.0,-18.605303333022192
3.9,60.0,30.0,0.0,-28.829670094947645
4.0,60.0,30.0,0.0,-28.554301640284855
4.1,60.0,30.0,0.0,-29.059675774155444
4.2,60.0,30.0,0.0,-28.06442592614139
4.3,60.0,30.0,0.0,-26.229659062251542
4.4,60.0,30.0,0.0,-25.351097290092973
4.5,60.0,30.0,0.0,-21.625628255432698
4.6,60.0,30.0,0.0,-19.164166069849873
4.7,60.0,30.0,0.0,-16.709307655961357
4.8,60.0,30.0,0.0,-14.569746935655562
4.9,60.0,30.0,0.0,-13.25743832901412
5.0,60.0,30.0,0.0,-11.439206683167276
5.1,60.0,30.0,0.0,-9.826447624761487
5.2,60.0,30.0,0.0,-8.509716823258842
5.3,60.0,30.0,0.0,-7.196158308593597
5.4,60.0,30.0,0.0,-6.067101145402538
5.5,60.0,30.0,0.0,-5.103058174412408
5.6,60.0,30.0,0.0,-4.28409715057444
5.7,60.0,30.0,0.0,-2.875233534281206
5.8,60.0,30.0,0.0,-2.3447381142476087
5.9,60.0,30.0,0.0,-1.8993101836261899
6.0,60.0,30.0,0.0,-1.5048293368071173
6.2,60.0,30.0,0.0,-0.9316831906569537
6.4,60.0,30.0,0.0,-0.5316103504665165
6.6,60.0,30.0,0.0,-0.25585474400586194
6.8,60.0,30.0,0.0,-0.0682023985753196
7.0,60.0,30.0,0.0,0.05718521178546098
7.2,60.0,30.0,0.0,0.1386149090018634
7.4,60.0,30.0,0.0,0.18882741180009774
7.6,60.0,30.0,0.0,0.2177355122558916
7.8,60.0,30.0,0.0,0.23195395755035875
8.0,60.0,30.0,0.0,0.23635135074317717
8.2,60.0,30.0,0.0,0.2342781938794343
8.4,60.0,30.0,0.0,0.22837739915179128
8.6,60.0,30.0,0.0,0.22009091597331862
8.8,60.0,30.0,0.0,0.21053367165801348
9.0,60.0,30.0,0.0,0.2006498512494926
9.5,60.0,30.0,0.0,0.17581300766131477
10.0,60.0,30.0,0.0,0.1530760937640197
10.5,60.0,30.0,0.0,0.13327092295758206
11.0,60.0,30.0,0.0,0.09927210540614013
11.5,60.0,30.0,0.0,0.08470360165411236
12.0,60.0,30.0,0.0,0.0888573758432149
12.5,60.0,30.0,0.0,0.07809017065811659
13.0,60.0,30.0,0.0,0.0689503691119235
13.5,60.0,30.0,0.0,0.06098914584154855
14.0,60.0,30.0,0.0,0.05422888846968633
14.5,60.0,30.0,0.0,0.04833555732258219
15.0,60.0,30.0,0.0,0.0432016057290528
16.0,60.0,30.0,0.0,0.034547501442783644
17.0,60.0,30.0,0.0,0.02750565842871836
18.0,60.0,30.0,0.0,0.021725793666906554
19.0,60.0,30.0,0.0,0.017008186981916824
20.0,60.0,30.0,0.0,0.013177476979767278
21.0,60.0,30.0,0.0,0.010189549626549877
22.0,60.0,30.0,0.0,0.007770279741678365
23.0,60.0,30.0,0.0,0.006079228259874299
24.0,60.0,30.0,0.0,0.004745920259637444
25.0,60.0,30.0,0.0,0.0036134302954043563
50.0,60.0,30.0,0.0,-0.00011566210643707109
100.0,60.0,30.0,0.0,0.0
2.8,90.0,30.0,0.0,532.3889760679741
2.9,90.0,30.0,0.0,477.03020911375063
3.0,90.0,30.0,0.0,383.7768248105048
3.1,90.0,30.0,0.0,293.8715799782272
3.2,90.0,30.0,0.0,207.7940172455216
3.3,90.0,30.0,0.0,136.81331278814494
3.4,90.0,30.0,0.0,81.45174138651639
3.5,90.0,30.0,0.0,40.403623007357226
3.6,90.0,30.0,0.0,12.121792533376528
3.7,90.0,30.0,0.0,-6.7923337731730005
3.8,90.0,30.0,0.0,-18.60530355446566
3.9,90.0,30.0,0.0,-28.829669876623097
4.0,90.0,30.0,0.0,-28.55430208317179
4.1,90.0,30.0,0.0,-29.05967621704238
4.2,90.0,30.0,0.0,-28.064426147584857
4.3,90.0,30.0,0.0,-26.229659062251542
4.4,90.0,30.0,0.0,-25.351097729860985
4.5,90.0,30.0,0.0,-21.625628476876166
4.6,90.0,30.0,0.0,-19.16416629129334
4.7,90.0,30.0,0.0,-16.709307877404825
4.8,90.0,30.0,0.0,-14.569747375423576
4.9,90.0,30.0,0.0,-13.257438550457588
5.0,90.0,30.0,0.0,-11.439206683167276
5.1,90.0,30.0,0.0,-9.826447846204955
5.2,90.0,30.0,0.0,-8.509717266145778
5.3,90.0,30.0,0.0,-7.1961587514805325
5.4,90.0,30.0,0.0,-6.067101366846006
5.5,90.0,30.0,0.0,-5.103058614180422
5.6,90.0,30.0,0.0,-4.284097372017908
5.7,90.0,30.0,0.0,-2.875233977168141
5.8,90.0,30.0,0.0,-2.3447385540156223
5.9,90.0,30.0,0.0,-1.8993104050696576
6.0,90.0,30.0,0.0,-1.5048297765751306
6.2,90.0,30.0,0.0,-0.9316831937758758
6.4,90.0,30.0,0.0,-0.5316107902345298
6.6,90.0,30.0,0.0,-0.2558549654493297
6.8,90.0,30.0,0.0,-0.06820284146225504
7.0,90.0,30.0,0.0,0.05718521178546098
7.2,90.0,30.0,0.0,0.13861446923385004
7.4,90.0,30.0,0.0,0.18882697203208437
7.6,90.0,30.0,0.0,0.2177355122558916
7.8,90.0,30.0,0.0,0.23195351778234538
8.0,90.0,30.0,0.0,0.2363509109751638
8.2,90.0,30.0,0.0,0.23427797243596657
8.4,90.0,30.0,0.0,0.22837761747633692
8.6,90.0,30.0,0.0,0.2200906945298509
8.8,90.0,30.0,0.0,0.21053345021454575
9.0,90.0,30.0,0.0,0.20064962980602488
9.5,90.0,30.0,0.0,0.17581278621784704
10.0,90.0,30.0,0.0,0.1530760906450976
10.5,90.0,30.0,0.0,0.13327070151411433
11.0,90.0,30.0,0.0,0.0992718839626724
11.5,90.0,30.0,0.0,0.08470338021064464
12.0,90.0,30.0,0.0,0.0888573758432149
