R	phi	theta2	theta1	E
2.50	0	0	0	-76.537855959727
2.50	0	0	30	-76.525875974603
2.50	0	0	60	-76.529389794185
2.50	0	0	90	-76.532712925325
2.50	0	0	120	-76.529389794133
2.50	0	0	150	-76.525875974574
2.50	0	0	180	-76.537855959691
2.50	0	30	30	-76.562781234848
2.50	0	30	60	-76.530409151754
2.50	0	30	90	-76.532581693496
2.50	0	30	120	-76.52852971134
2.50	0	30	150	-76.524259449343
2.50	0	60	0	-76.545486195773
2.50	0	60	30	-76.566483889912
2.50	0	60	60	-76.53057655919
2.50	0	60	90	-76.53235767452
2.50	0	60	120	-76.52876821174
2.50	0	60	150	-76.569912413111
2.50	0	60	180	-76.545486195763
2.50	0	90	0	-76.545359877608
2.50	0	90	30	-76.56948695896
2.50	0	90	60	-76.529790298831
2.50	0	90	90	-76.532267081925
2.50	0	90	120	-76.529790298865
2.50	0	90	150	-76.569486958901
2.50	0	90	180	-76.545359877611
2.50	30	0	0	-76.537855959727
2.50	30	0	30	-76.525875844474
2.50	30	0	60	-76.529390148137
2.50	30	0	90	-76.532711699311
2.50	30	0	120	-76.529390148128
2.50	30	0	150	-76.525875844531
2.50	30	0	180	-76.537855959691
2.50	30	30	30	-76.562992671821
2.50	30	30	60	-76.530344180851
2.50	30	30	90	-76.532637001129
2.50	30	30	120	-76.528714180982
2.50	30	30	150	-76.524514774352
2.50	30	60	0	-76.545486195773
2.50	30	60	30	-76.566499833139
2.50	30	60	60	-76.530613920862
2.50	30	60	90	-76.532513902134
2.50	30	60	120	-76.529046114102
2.50	30	60	150	-76.56946809526
2.50	30	60	180	-76.545486195763
2.50	30	90	0	-76.545359877608
2.50	30	90	30	-76.569218403856
2.50	30	90	60	-76.529990070987
2.50	30	90	90	-76.532468215272
2.50	30	90	120	-76.529990071037
2.50	30	90	150	-76.569218403886
2.50	30	90	180	-76.545359877612
2.50	60	0	0	-76.537855959728
2.50	60	0	30	-76.525875830516
2.50	60	0	60	-76.529389463015
2.50	60	0	90	-76.532711587793
2.50	60	0	120	-76.529389441332
2.50	60	0	150	-76.525875830542
2.50	60	0	180	-76.537855959691
2.50	60	30	30	-76.563610454955
2.50	60	30	60	-76.530115856717
2.50	60	30	90	-76.532749547312
2.50	60	30	120	-76.529174636366
2.50	60	30	150	-76.525169741764
2.50	60	60	0	-76.545486195773
2.50	60	60	30	-76.566690261082
2.50	60	60	60	-76.530600204348
2.50	60	60	90	-76.5328263867
2.50	60	60	120	-76.529693221036
2.50	60	60	150	-76.568404514235
2.50	60	60	180	-76.545486195764
2.50	60	90	0	-76.545359877608
2.50	60	90	30	-76.568672446694
2.50	60	90	60	-76.530392282132
2.50	60	90	90	-76.532867767681
2.50	60	90	120	-76.530392261013
2.50	60	90	150	-76.568672446692
2.50	60	90	180	-76.545359877612
2.50	90	0	0	-76.537855959728
2.50	90	0	30	-76.525875781066
2.50	90	0	60	-76.529389344852
2.50	90	0	90	-76.532711126557
2.50	90	0	120	-76.529389344868
2.50	90	0	150	-76.525875781019
2.50	90	0	180	-76.53785595969
2.50	90	30	30	-76.525924717084
2.50	90	30	60	-76.529705574239
2.50	90	30	90	-76.532805199205
2.50	90	30	120	-76.529705574251
2.50	90	30	150	-76.525924717077
2.50	90	60	0	-76.545486195773
2.50	90	60	30	-76.567331167416
2.50	90	60	60	-76.530306694966
2.50	90	60	90	-76.532980885734
2.50	90	60	120	-76.530306694884
2.50	90	60	150	-76.567331167419
2.50	90	60	180	-76.545486195764
2.50	90	90	0	-76.545359877608
2.50	90	90	30	-76.568399552977
2.50	90	90	60	-76.530595927612
2.50	90	90	90	-76.533064674136
2.50	90	90	120	-76.530595927602
2.50	90	90	150	-76.568399552957
2.50	90	90	180	-76.545359877611
2.60	0	0	0	-76.537074695488
2.60	0	0	30	-76.530538778524
2.60	0	0	60	-76.533018680051
2.60	0	0	90	-76.535567765935
2.60	0	0	120	-76.533018680033
2.60	0	0	150	-76.530538778554
2.60	0	0	180	-76.53707469549
2.60	0	30	0	-76.538341245701
2.60	0	30	30	-76.531999739841
2.60	0	30	60	-76.533905199343
2.60	0	30	90	-76.535385927504
2.60	0	30	120	-76.532182947727
2.60	0	30	150	-76.529245008356
2.60	0	30	180	-76.538341245653
2.60	0	60	0	-76.541120016312
2.60	0	60	30	-76.532084578142
2.60	0	60	60	-76.533963338726
2.60	0	60	90	-76.535070385468
2.60	0	60	120	-76.532321306631
2.60	0	60	150	-76.529555841408
2.60	0	60	180	-76.541120016296
2.60	0	90	0	-76.542791066431
2.60	0	90	30	-76.530955530583
2.60	0	90	60	-76.533210600607
2.60	0	90	90	-76.534936471392
2.60	0	90	120	-76.533210600614
2.60	0	90	150	-76.530955530564
2.60	0	90	180	-76.542791066449
2.60	30	0	0	-76.537074695488
2.60	30	0	30	-76.530538424774
2.60	30	0	60	-76.533019038721
2.60	30	0	90	-76.535566632802
2.60	30	0	120	-76.533019038655
2.60	30	0	150	-76.530538424776
2.60	30	0	180	-76.53707469549
2.60	30	30	0	-76.538341245701
2.60	30	30	30	-76.531878994929
2.60	30	30	60	-76.53383851365
2.60	30	30	90	-76.53543127653
2.60	30	30	120	-76.532346062233
2.60	30	30	150	-76.529477645626
2.60	30	30	180	-76.538341245654
2.60	30	60	0	-76.541120016313
2.60	30	60	30	-76.532093134622
2.60	30	60	60	-76.533983166133
2.60	30	60	90	-76.535197519565
2.60	30	60	120	-76.532559110889
2.60	30	60	150	-76.529875171844
2.60	30	60	180	-76.541120016296
2.60	30	90	0	-76.542791066431
2.60	30	90	30	-76.531169956912
2.60	30	90	60	-76.533374110078
2.60	30	90	90	-76.535099414661
2.60	30	90	120	-76.533374110032
2.60	30	90	150	-76.531169956923
2.60	30	90	180	-76.542791066449
2.60	60	0	0	-76.537074695488
2.60	60	0	30	-76.530538387026
2.60	60	0	60	-76.533018344426
2.60	60	0	90	-76.535566529675
2.60	60	0	120	-76.533018322545
2.60	60	0	150	-76.530538387004
2.60	60	0	180	-76.53707469549
2.60	60	30	0	-76.538341245701
2.60	60	30	30	-76.531488874499
2.60	60	30	60	-76.533618454847
2.60	60	30	90	-76.535523859793
2.60	60	30	120	-76.532755536778
2.60	60	30	150	-76.530088437387
2.60	60	30	180	-76.538341245654
2.60	60	60	0	-76.541120016312
2.60	60	60	30	-76.53197737068
2.60	60	60	60	-76.533939587848
2.60	60	60	90	-76.535452231125
2.60	60	60	120	-76.533115115189
2.60	60	60	150	-76.530665398493
2.60	60	60	180	-76.541120016296
2.60	60	90	0	-76.542791066431
2.60	60	90	30	-76.531612305526
