E (cm-1),1->0	,E (cm-1),2->0	,E (cm-1),3->0	,E (cm-1),4->0	,E (cm-1),5->0	,E (cm-1),6->0	,E (cm-1),7->0	,E (cm-1),8->0	,E (cm-1),9->0	,E (cm-1),10->0	,E (cm-1),2->1	,E (cm-1),3->1	,E (cm-1),4->1	,E (cm-1),5->1	,E (cm-1),6->1	,E (cm-1),7->1	,E (cm-1),8->1	,E (cm-1),9->1	,E (cm-1),10->1	,E (cm-1),3->2	,E (cm-1),4->2	,E (cm-1),5->2	,E (cm-1),6->2	,E (cm-1),7->2	,E (cm-1),8->2	,E (cm-1),9->2	,E (cm-1),10->2	,E (cm-1),4->3	,E (cm-1),5->3	,E (cm-1),6->3	,E (cm-1),7->3	,E (cm-1),8->3	,E (cm-1),9->3	,E (cm-1),10->3	,E (cm-1),5->4	,E (cm-1),6->4	,E (cm-1),7->4	,E (cm-1),8->4	,E (cm-1),9->4	,E (cm-1),10->4	,E (cm-1),6->5	,E (cm-1),7->5	,E (cm-1),8->5	,E (cm-1),9->5	,E (cm-1),10->5	,E (cm-1),7->6	,E (cm-1),8->6	,E (cm-1),9->6	,E (cm-1),10->6	,E (cm-1),8->7	,E (cm-1),9->7	,E (cm-1),10->7	,E (cm-1),9->8	,E (cm-1),10->8	,E (cm-1),10->9	
0.030587999999999838,75.586,0.0417639999999988,69.6919,0.033528000000000446,0.824966,0.005879999999997665,51.0051,0.05882000000000431,0.309432,0.042347999999996944,2.47402,0.0564640000000054,0.237061,0.10116800000000126,0.543759,0.3764600000000087,0.05569566,0.6823400000000106,0.06907925,0.0417639999999988,98.7253,0.033528000000000446,195.905,0.005879999999997665,4.27895,0.05882000000000431,21.8913,0.042347999999996944,1.02963,0.0564640000000054,5.13386,0.10116800000000126,0.486449,0.3764600000000087,0.673526,0.6823400000000106,0.09956863,0.033528000000000446,3.08762,0.005879999999997665,1259.26,0.05882000000000431,1.1554,0.042347999999996944,36.9034,0.0564640000000054,1.52446,0.10116800000000126,6.5096,0.3764600000000087,0.390809,0.6823400000000106,0.787022,0.005879999999997665,12.3374,0.05882000000000431,198.39,0.042347999999996944,2.17752,0.0564640000000054,40.2817,0.10116800000000126,1.74089,0.3764600000000087,4.4825,0.6823400000000106,0.415387,0.05882000000000431,1.14054,0.042347999999996944,245.301,0.0564640000000054,2.92411,0.10116800000000126,37.7665,0.3764600000000087,1.23329,0.6823400000000106,4.04915,0.042347999999996944,2.53264,0.0564640000000054,203.813,0.10116800000000126,3.47744,0.3764600000000087,20.436,0.6823400000000106,1.20828,0.0564640000000054,3.31361,0.10116800000000126,156.154,0.3764600000000087,2.50556,0.6823400000000106,15.665,0.10116800000000126,4.07245,0.3764600000000087,70.1813,0.6823400000000106,2.52599,0.3764600000000087,2.8922,0.6823400000000106,48.8593,0.6823400000000106,2.8873
0.08058799999999966,41.2983,0.09176399999999951,57.8413,0.0835279999999976,0.553851,0.055879999999998375,9.64206,0.15882000000000573,0.213415,0.14234799999999836,1.62792,0.15646399999999971,0.167875,1.1011680000000013,0.169091,1.3764600000000087,0.03129813,1.6823400000000106,0.04860639,0.09176399999999951,44.6271,0.0835279999999976,121.488,0.055879999999998375,0.805975,0.15882000000000573,15.0688,0.14234799999999836,0.67794,0.15646399999999971,3.64083,1.1011680000000013,0.154108,1.3764600000000087,0.376132,1.6823400000000106,0.07057933,0.0835279999999976,1.78991,0.055879999999998375,180.742,0.15882000000000573,0.796013,0.14234799999999836,23.8781,0.15646399999999971,1.07405,1.1011680000000013,2.02085,1.3764600000000087,0.219941,1.6823400000000106,0.55969,0.055879999999998375,1.14897,0.15882000000000573,133.31,0.14234799999999836,1.39872,0.15646399999999971,28.1326,1.1011680000000013,0.546742,1.3764600000000087,2.52537,1.6823400000000106,0.294741,0.15882000000000573,0.786402,0.14234799999999836,147.889,0.15646399999999971,2.05322,1.1011680000000013,11.4728,1.3764600000000087,0.692536,1.6823400000000106,2.91253,0.14234799999999836,1.53993,0.15646399999999971,136.924,1.1011680000000013,1.07127,1.3764600000000087,11.5588,1.6823400000000106,0.859549,0.15646399999999971,2.33685,1.1011680000000013,44.6771,1.3764600000000087,1.41217,1.6823400000000106,11.3664,1.1011680000000013,1.26637,1.3764600000000087,39.6313,1.6823400000000106,1.8138,1.3764600000000087,1.65798,1.6823400000000106,35.6531,1.6823400000000106,2.08601
0.13058799999999993,37.6287,0.14176400000000022,46.9128,0.13352799999999831,0.47455,0.10587999999999909,8.16313,0.25882000000000005,0.142712,0.24234799999999979,1.11309,0.25646400000000824,0.120576,2.1011680000000013,0.138282,2.3764600000000087,0.02798105,2.6823400000000106,0.04553201,0.14176400000000022,32.8301,0.13352799999999831,103.972,0.10587999999999909,0.674885,0.25882000000000005,10.063,0.24234799999999979,0.463392,0.25646400000000824,2.61498,2.1011680000000013,0.127652,2.3764600000000087,0.337706,2.6823400000000106,0.0667451,0.13352799999999831,1.55727,0.10587999999999909,148.89,0.25882000000000005,0.530515,0.24234799999999979,16.1579,0.25646400000000824,0.767932,2.1011680000000013,1.69724,2.3764600000000087,0.197825,2.6823400000000106,0.534699,0.10587999999999909,0.877088,0.25882000000000005,87.5478,0.24234799999999979,0.939412,0.25646400000000824,19.9442,2.1011680000000013,0.451764,2.3764600000000087,2.34161,2.6823400000000106,0.280654,0.25882000000000005,0.525149,0.24234799999999979,97.9324,0.25646400000000824,1.46071,2.1011680000000013,10.0832,2.3764600000000087,0.6292,2.6823400000000106,2.85664,0.24234799999999979,1.01159,0.25646400000000824,94.3288,2.1011680000000013,0.885405,2.3764600000000087,11.345,2.6823400000000106,0.828485,0.25646400000000824,1.66924,2.1011680000000013,42.7566,2.3764600000000087,1.31491,2.6823400000000106,11.6316,2.1011680000000013,1.05933,2.3764600000000087,47.2808,2.6823400000000106,1.80188,2.3764600000000087,1.59248,2.6823400000000106,46.0056,2.6823400000000106,2.1695
0.18058799999999975,27.5661,0.19176399999999916,33.3584,0.18352799999999903,0.351391,0.1558799999999998,6.54686,0.35882000000000147,0.120081,0.3423480000000012,0.925636,0.35646400000000256,0.102729,3.1011680000000013,0.12297,3.3764600000000087,0.02472713,3.6823400000000106,0.0396651,0.19176399999999916,24.716,0.18352799999999903,78.0457,0.1558799999999998,0.535046,0.35882000000000147,8.46979,0.3423480000000012,0.3861,0.35646400000000256,2.22732,3.1011680000000013,0.114856,3.3764600000000087,0.296734,3.6823400000000106,0.05837547,0.18352799999999903,1.1983,0.1558799999999998,120.307,0.35882000000000147,0.443996,0.3423480000000012,13.3638,0.35646400000000256,0.65228,3.1011680000000013,1.51856,3.3764600000000087,0.174293,3.6823400000000106,0.463851,0.1558799999999998,0.740578,0.35882000000000147,72.5869,0.3423480000000012,0.77237,0.35646400000000256,16.9022,3.1011680000000013,0.403962,3.3764600000000087,2.04934,3.6823400000000106,0.244375,0.35882000000000147,0.43762,0.3423480000000012,79.4522,0.35646400000000256,1.23761,3.1011680000000013,8.99998,3.3764600000000087,0.549999,3.6823400000000106,2.46186,0.3423480000000012,0.818622,0.35646400000000256,78.5714,3.1011680000000013,0.782229,3.3764600000000087,9.72259,3.6823400000000106,0.716688,0.35646400000000256,1.42096,3.1011680000000013,38.0671,3.3764600000000087,1.13774,3.6823400000000106,9.86034,3.1011680000000013,0.973348,3.3764600000000087,35.4923,3.6823400000000106,1.54258,3.3764600000000087,1.36564,3.6823400000000106,32.3982,3.6823400000000106,1.8112
0.23058800000000002,20.6852,0.24176399999999987,25.6322,0.23352799999999974,0.271654,0.20587999999999695,5.00513,0.4588200000000029,0.105889,0.4423479999999955,0.820396,0.4564639999999969,0.09136657,4.101168000000001,0.112142,4.376460000000009,0.02361632,4.682340000000011,0.03987419,0.24176399999999987,19.5101,0.23352799999999974,60.2009,0.20587999999999695,0.406767,0.4588200000000029,7.48811,0.4423479999999955,0.343189,0.4564639999999969,1.98278,4.101168000000001,0.105701,4.376460000000009,0.281386,4.682340000000011,0.05898909,0.23352799999999974,0.947713,0.20587999999999695,92.4752,0.4588200000000029,0.39085,0.4423479999999955,11.8583,0.4564639999999969,0.579684,4.101168000000001,1.38514,4.376460000000009,0.165371,4.682340000000011,0.474252,0.20587999999999695,0.579925,0.4588200000000029,64.2567,0.4423479999999955,0.681976,0.4564639999999969,15.0607,4.101168000000001,0.369033,4.376460000000009,1.95881,4.682340000000011,0.247026,0.4588200000000029,0.390042,0.4423479999999955,70.3764,0.4564639999999969,1.10045,4.101168000000001,8.23531,4.376460000000009,0.51758,4.682340000000011,2.5702,0.4423479999999955,0.71829,0.4564639999999969,69.9194,4.101168000000001,0.703971,4.376460000000009,9.38081,4.682340000000011,0.727312,0.4564639999999969,1.27026,4.101168000000001,34.2525,4.376460000000009,1.06835,4.682340000000011,10.5342,4.101168000000001,0.845121,4.376460000000009,34.0943,4.682340000000011,1.59809,4.376460000000009,1.2684,4.682340000000011,34.9855,4.682340000000011,1.8773
0.28058799999999984,17.4623,0.2917639999999988,22.0299,0.28352800000000045,0.232554,0.25587999999999766,4.10137,0.5588200000000043,0.0936108,0.5423479999999969,0.728853,0.5564640000000054,0.0818267,5.101168000000001,0.120605,5.376460000000009,0.0248243,5.682340000000011,0.03831928,0.2917639999999988,16.4537,0.28352800000000045,50.8487,0.25587999999999766,0.332574,0.5588200000000043,6.63485,0.5423479999999969,0.305904,0.5564640000000054,1.77596,5.101168000000001,0.11667,5.376460000000009,0.29546,5.682340000000011,0.0572363,0.28352800000000045,0.823814,0.25587999999999766,75.6526,0.5588200000000043,0.344353,0.5423479999999969,10.5592,0.5564640000000054,0.51877,5.101168000000001,1.56343,5.376460000000009,0.175304,5.682340000000011,0.460257,0.25587999999999766,0.471379,0.5588200000000043,57.2193,0.5423479999999969,0.605763,0.5564640000000054,13.5112,5.101168000000001,0.40865,5.376460000000009,2.13872,5.682340000000011,0.240905,0.5588200000000043,0.347133,0.5423479999999969,62.8639,0.5564640000000054,0.983686,5.101168000000001,10.0808,5.376460000000009,0.553637,5.682340000000011,2.53853,0.5423479999999969,0.637581,0.5564640000000054,62.8246,5.101168000000001,0.770007,5.376460000000009,10.9899,5.682340000000011,0.71315,0.5564640000000054,1.13925,5.101168000000001,46.8535,5.376460000000009,1.1628,5.682340000000011,10.8596,5.101168000000001,0.930447,5.376460000000009,45.791,5.682340000000011,1.58459,5.376460000000009,1.41329,5.682340000000011,41.2603,5.682340000000011,1.90332
0.33058799999999966,16.107,0.3417639999999995,20.307,0.3335279999999976,0.213345,0.3058799999999984,3.64207,0.6588200000000057,0.08444757,0.6423479999999984,0.659278,0.6564639999999997,0.0747441,6.101168000000001,0.102388,6.376460000000009,0.02124311,6.682340000000011,0.03322765,0.3417639999999995,14.6366,0.3335279999999976,46.0487,0.3058799999999984,0.294874,0.6588200000000057,5.99401,0.6423479999999984,0.277749,0.6564639999999997,1.62112,6.101168000000001,0.0983477,6.376460000000009,0.249354,6.682340000000011,0.04981897,0.3335279999999976,0.765351,0.3058799999999984,66.8673,0.6588200000000057,0.308884,0.6423479999999984,9.56867,0.6564639999999997,0.473275,6.101168000000001,1.29102,6.376460000000009,0.149175,6.682340000000011,0.392777,0.3058799999999984,0.413399,0.6588200000000057,51.8526,0.6423479999999984,0.548396,0.6564639999999997,12.3453,6.101168000000001,0.342873,6.376460000000009,1.75365,6.682340000000011,0.207736,0.6588200000000057,0.31305,0.6423479999999984,57.0579,0.6564639999999997,0.894731,6.101168000000001,7.98012,6.376460000000009,0.465601,6.682340000000011,2.11872,0.6423479999999984,0.578156,0.6564639999999997,57.4122,6.101168000000001,0.645648,6.376460000000009,8.59811,6.682340000000011,0.605071,0.6564639999999997,1.03751,6.101168000000001,37.2338,6.376460000000009,0.95078,6.682340000000011,8.71936,6.101168000000001,0.816642,6.376460000000009,33.91,6.682340000000011,1.30243,6.376460000000009,1.15643,6.682340000000011,30.4049,6.682340000000011,1.53546
0.3805879999999999,15.3509,0.3917640000000002,19.1141,0.3835279999999983,0.200491,0.4058799999999998,3.1711,0.75882,0.07778778,0.7423479999999998,0.608346,0.7564640000000082,0.06955891,7.101168000000001,0.09352122,7.376460000000009,0.01994923,7.682340000000011,0.03194214,0.3917640000000002,13.4954,0.3835279999999983,42.9659,0.4058799999999998,0.256781,0.75882,5.52625,0.7423479999999998,0.257298,0.7564640000000082,1.50706,7.101168000000001,0.08989107,7.376460000000009,0.232202,7.682340000000011,0.04818476,0.3835279999999983,0.729772,0.4058799999999998,58.0763,0.75882,0.282635,0.7423479999999998,8.84487,0.7564640000000082,0.439822,7.101168000000001,1.16385,7.376460000000009,0.139383,7.682340000000011,0.377799,0.4058799999999998,0.364089,0.75882,47.9071,0.7423479999999998,0.506635,0.7564640000000082,11.4877,7.101168000000001,0.309656,7.376460000000009,1.62345,7.682340000000011,0.199817,0.75882,0.287428,0.7423479999999998,52.7753,0.7564640000000082,0.828411,7.101168000000001,7.05992,7.376460000000009,0.430942,7.682340000000011,2.03849,0.7423479999999998,0.535635,0.7564640000000082,53.4051,7.101168000000001,0.573286,7.376460000000009,7.88268,7.682340000000011,0.57736,0.7564640000000082,0.960662,7.101168000000001,30.7918,7.376460000000009,0.867496,7.682340000000011,8.36673,7.101168000000001,0.690491,7.376460000000009,29.7051,7.682340000000011,1.23673,7.376460000000009,1.02927,7.682340000000011,28.3763,7.682340000000011,1.44066
0.43058799999999975,14.6309,0.44176399999999916,17.9443,0.433527999999999,0.188655,0.5058799999999977,2.78193,0.8588200000000015,0.07279734,0.8423480000000012,0.569739,0.8564640000000026,0.06560125,8.101168000000001,0.09426025,8.376460000000009,0.02034005,8.68234000000001,0.03189336,0.44176399999999916,12.7114,0.433527999999999,40.2975,0.5058799999999977,0.2274,0.8588200000000015,5.17358,0.8423480000000012,0.241882,0.8564640000000026,1.41959,8.101168000000001,0.0921295,8.376460000000009,0.235526,8.68234000000001,0.04851397,0.433527999999999,0.699018,0.5058799999999977,51.2864,0.8588200000000015,0.262667,0.8423480000000012,8.29991,0.8564640000000026,0.414251,8.101168000000001,1.18766,8.376460000000009,0.142,8.68234000000001,0.380593,0.5058799999999977,0.333224,0.8588200000000015,44.9529,0.8423480000000012,0.475159,0.8564640000000026,10.8351,8.101168000000001,0.313145,8.376460000000009,1.67339,8.68234000000001,0.201415,0.8588200000000015,0.267904,0.8423480000000012,49.5666,0.8564640000000026,0.777289,8.101168000000001,7.34523,8.376460000000009,0.436811,8.68234000000001,2.08244,0.8423480000000012,0.504118,0.8564640000000026,50.3778,8.101168000000001,0.561581,8.376460000000009,8.30713,8.68234000000001,0.581887,0.8564640000000026,0.900913,8.101168000000001,32.3429,8.376460000000009,0.875723,8.68234000000001,8.73415,8.101168000000001,0.663762,8.376460000000009,31.8746,8.68234000000001,1.25409,8.376460000000009,1.03443,8.68234000000001,30.418,8.68234000000001,1.46764
0.480588,13.8517,0.49176399999999987,16.771,0.48352799999999974,0.177344,0.6058799999999991,2.46682,0.9588200000000029,0.06892306,0.9423479999999955,0.539201,0.9564639999999969,0.06244796,9.101168000000001,0.0897251,9.376460000000009,0.01911129,9.68234000000001,0.02964204,0.49176399999999987,12.0762,0.48352799999999974,37.7596,0.6058799999999991,0.204879,0.9588200000000029,4.89673,0.9423479999999955,0.229713,0.9564639999999969,1.34963,9.101168000000001,0.08813238,9.376460000000009,0.220113,9.68234000000001,0.04527539,0.48352799999999974,0.669661,0.6058799999999991,45.7421,0.9588200000000029,0.24696,0.9423479999999955,7.87261,0.9564639999999969,0.393885,9.101168000000001,1.13213,9.376460000000009,0.133472,9.68234000000001,0.350625,0.6058799999999991,0.30799,0.9588200000000029,42.6696,0.9423479999999955,0.45036,0.9564639999999969,10.3184,9.101168000000001,0.300153,9.376460000000009,1.55604,9.68234000000001,0.187436,0.9588200000000029,0.252661,0.9423479999999955,47.0877,0.9564639999999969,0.736383,9.101168000000001,7.07668,9.376460000000009,0.410222,9.68234000000001,1.90123,0.9423479999999955,0.479643,0.9564639999999969,48.0192,9.101168000000001,0.535546,9.376460000000009,7.74164,9.68234000000001,0.537799,0.9564639999999969,0.85282,9.101168000000001,32.3415,9.376460000000009,0.815699,9.68234000000001,7.9304,9.101168000000001,0.640897,9.376460000000009,30.5354,9.68234000000001,1.1394,9.376460000000009,0.968609,9.68234000000001,28.0393,9.68234000000001,1.33301
