R	Gamma	E
1.00	0	705307.460017
1.00	10	608699.517036
1.00	20	418800.270305
1.00	30	262927.297556
1.00	40	172243.291446
1.00	50	130025.831665
1.00	60	115904.94876
1.00	70	116412.673834
1.00	80	117649.369811
1.00	90	111017.427906
1.00	100	99361.086246
1.00	110	92294.794263
1.00	120	96022.91751
1.00	130	117281.910294
1.00	140	166683.373648
1.00	150	258156.49261
1.00	160	398898.294377
1.00	170	559484.443578
1.00	180	679429.930245
1.10	0	389973.127343
1.10	10	347031.464251
1.10	20	258078.891165
1.10	30	179360.691756
1.10	40	130453.693454
1.10	50	106186.212698
1.10	60	96403.608334
1.10	70	92610.791551
1.10	80	88777.164957
1.10	90	83316.150446
1.10	100	77195.388762
1.10	110	73482.867726
1.10	120	76443.906442
1.10	130	91312.024436
1.10	140	125171.951435
1.10	150	186367.760287
1.10	160	278979.117389
1.10	170	386406.111421
1.10	180	472506.974269
1.20	0	243698.295875
1.20	10	222546.734678
1.20	20	177298.278303
1.20	30	134554.877843
1.20	40	105092.285025
1.20	50	87448.606229
1.20	60	77078.422385
1.20	70	70362.822142
1.20	80	65352.819952
1.20	90	61283.217892
1.20	100	58213.864852
1.20	110	57272.6086
1.20	120	61010.658424
1.20	130	73517.778197
1.20	140	100471.024437
1.20	150	148605.835593
1.20	160	223382.257299
1.20	170	320642.858694
1.20	180	399836.812425
1.30	0	176697.400683
1.30	10	164467.729903
1.30	20	137267.820773
1.30	30	109060.224666
1.30	40	86542.974961
1.30	50	70484.760984
1.30	60	59548.839854
1.30	70	52260.299116
1.30	80	47509.034282
1.30	90	44550.84009
1.30	100	43126.776679
1.30	110	43766.328646
1.30	120	48224.053236
1.30	130	59881.287919
1.30	140	83996.960852
1.30	150	127633.270786
1.30	160	199813.065769
1.30	170	315906.850127
1.30	180	431310.370561
1.40	0	148257.694545
1.40	10	137686.113095
1.40	20	114706.086005
1.40	30	90474.337618
1.40	40	70235.767295
1.40	50	55230.514559
1.40	60	44909.099275
1.40	70	38237.163754
1.40	80	34221.510897
1.40	90	32108.285741
1.40	100	31559.25092
1.40	110	32908.124092
1.40	120	37549.420217
1.40	130	48459.238422
1.40	140	70791.961786
1.40	150	112461.591983
1.40	160	186673.72501
1.40	170	338024.284768
1.40	180	594584.83574
1.50	0	138480.700157
1.50	10	119071.684582
1.50	20	95652.897281
1.50	30	73468.191116
1.50	40	55422.026686
1.50	50	42199.627447
1.50	60	33264.774619
1.50	70	27663.965958
1.50	80	24467.057901
1.50	90	22976.962452
1.50	100	22874.528873
1.50	110	24416.560204
1.50	120	28774.254404
1.50	130	38592.228513
1.50	140	58792.737986
1.50	150	97499.676524
1.50	160	168682.860627
1.50	170	358690.429337
1.50	180	1336202.782911
1.60	0	133875.521881
1.60	10	96162.567793
1.60	20	76327.285915
1.60	30	57619.602831
1.60	40	42520.676842
1.60	50	31573.233204
1.60	60	24292.162218
1.60	70	19831.623235
1.60	80	17378.685878
1.60	90	16338.891553
1.60	100	16445.620538
1.60	110	17911.14883
1.60	120	21717.798146
1.60	130	30156.611784
1.60	140	47668.013421
1.60	150	81728.997174
1.60	160	144675.680378
1.60	170	353300.961384
1.70	0	79943.744138
1.70	10	72694.050591
1.70	20	58279.426096
1.70	30	43751.08128
1.70	40	31845.580642
1.70	50	23219.373449
1.70	60	17533.107398
1.70	70	14103.246944
1.70	80	12268.114089
1.70	90	11549.079241
1.70	100	11736.29645
1.70	110	13006.153101
1.70	120	16165.029588
1.70	130	23130.219001
1.70	140	37696.267685
1.70	150	66228.828344
1.70	160	118815.295721
1.70	170	295249.100298
1.80	0	57375.062918
1.80	10	52974.513441
1.80	20	43067.184677
1.80	30	32376.828296
1.80	40	23390.410759
1.80	50	16835.427894
1.80	60	12527.455788
1.80	70	9955.357312
1.80	80	8607.787931
1.80	90	8114.34968
1.80	100	8315.772805
1.80	110	9355.488982
1.80	120	11878.871794
1.80	130	17439.615635
1.80	140	29144.408878
1.80	150	52145.944412
1.80	160	94122.656054
1.80	170	215270.490631
1.80	180	634926.291764
1.90	0	40700.282142
1.90	10	37879.404762
1.90	20	31142.179715
1.90	30	23503.273311
1.90	40	16915.448258
1.90	50	12061.646547
1.90	60	8869.956397
1.90	70	6977.034641
1.90	80	6001.461057
1.90	90	5664.958393
1.90	100	5849.411387
1.90	110	6668.236483
1.90	120	8625.546895
1.90	130	12946.126916
1.90	140	22092.961505
1.90	150	40095.176393
1.90	160	72427.990705
1.90	170	147987.653381
1.90	180	290031.275005
2.00	0	28630.377537
2.00	10	26772.26743
2.00	20	22190.797632
2.00	30	16816.506405
2.00	40	12079.169735
2.00	50	8551.682307
2.00	60	6226.872328
2.00	70	4854.075878
2.00	80	4155.71912
2.00	90	3927.454249
2.00	100	4082.903234
2.00	110	4709.231869
2.00	120	6191.955156
2.00	130	9474.494132
2.00	140	16461.331841
2.00	150	30223.596849
2.00	160	54480.757748
2.00	170	100770.89258
2.00	180	157679.570882
2.10	0	20003.084338
2.10	10	18761.787539
2.10	20	15642.197787
2.10	30	11895.51968
2.10	40	8533.71786
2.10	50	6005.681891
2.10	60	4334.67539
2.10	70	3350.738971
2.10	80	2855.56799
2.10	90	2701.51055
2.10	100	2825.841577
2.10	110	3293.757062
2.10	120	4394.936521
2.10	130	6842.050668
2.10	140	12077.847401
2.10	150	22396.936141
2.10	160	40250.302866
2.10	170	69136.522443
2.10	180	95120.179748
2.20	0	13890.833593
2.20	10	13055.383264
2.20	20	10930.087425
2.20	30	8334.246769
2.20	40	5971.621312
2.20	50	4179.27769
2.20	60	2990.944082
2.20	70	2292.721628
2.20	80	1944.688149
2.20	90	1841.332465
2.20	100	1937.122854
2.20	110	2279.71897
2.20	120	3083.414595
2.20	130	4877.871404
2.20	140	8736.951844
2.20	150	16347.368153
2.20	160	29297.955443
2.20	170	47839.364908
2.20	180	61127.487779
2.30	0	9591.12515
2.30	10	9026.64585
2.30	20	7579.02946
2.30	30	5789.132489
2.30	40	4141.138274
2.30	50	2881.286399
2.30	60	2043.641598
2.30	70	1552.576111
2.30	80	1310.167262
2.30	90	1241.349646
2.30	100	1313.050819
2.30	110	1559.385655
2.30	120	2136.692365
2.30	130	3433.067553
2.30	140	6235.586858
2.30	150	11767.129242
2.30	160	21049.458473
2.30	170	33246.586235
2.30	180	40717.522335
2.40	0	6584.647786
2.40	10	6202.491779
2.40	20	5217.171771
2.40	30	3987.874366
2.40	40	2845.428462
2.40	50	1966.261746
2.40	60	1380.411308
2.40	70	1038.022334
2.40	80	870.851509
2.40	90	825.487171
2.40	100	877.891385
2.40	110	1052.047391
2.40	120	1460.45804
2.40	130	2383.918043
2.40	140	4391.642997
2.40	150	8359.441071
2.40	160	14942.22434
2.40	170	23099.080133
2.40	180	27606.050406
2.50	0	4493.186414
2.50	10	4234.326347
2.50	20	3564.476911
2.50	30	2723.215957
2.50	40	1935.477787
2.50	50	1326.011329
2.50	60	919.360236
2.50	70	682.756091
2.50	80	568.747631
2.50	90	539.217078
2.50	100	576.710471
2.50	110	697.83039
2.50	120	982.425985
2.50	130	1631.234753
2.50	140	3051.176917
2.50	150	5862.650026
2.50	160	10484.802772
2.50	170	15987.214383
2.50	180	18834.494518
2.60	0	3044.902328
2.60	10	2869.702789
2.60	20	2415.250504
2.60	30	1841.526016
2.60	40	1301.078957
2.60	50	881.37091
2.60	60	601.387486
2.60	70	439.462353
2.60	80	362.641008
2.60	90	343.686812
2.60	100	369.945886
2.60	110	452.780956
2.60	120	648.043146
2.60	130	1097.530683
2.60	140	2089.240505
