	0	1	2	3	4
222	3.0000000000	90.0000000000	0.0000000000	0.0000000000	469.8430508010
3827	3.0000000000	0.0000000000	30.0000000000	90.0000000000	104.9480436546
223	3.1000000000	90.0000000000	0.0000000000	0.0000000000	363.0704702129
4127	3.1000000000	0.0000000000	60.0000000000	90.0000000000	100.4140976811
224	3.2000000000	90.0000000000	0.0000000000	0.0000000000	265.2272393086
5325	3.2000000000	0.0000000000	60.0000000000	120.0000000000	118.3038485412
7298	3.3000000000	90.0000000000	0.0000000000	180.0000000000	185.4131950050
5923	3.3000000000	0.0000000000	0.0000000000	150.0000000000	115.0424015461
226	3.4000000000	90.0000000000	0.0000000000	0.0000000000	122.2980596497
7	3.4000000000	0.0000000000	0.0000000000	0.0000000000	122.2980592100
221	2.9000000000	90.0000000000	0.0000000000	0.0000000000	574.1685715686
3527	2.9000000000	0.0000000000	0.0000000000	90.0000000000	171.6509406639
220	2.8000000000	90.0000000000	0.0000000000	0.0000000000	649.9061821054
1751	2.8000000000	0.0000000000	60.0000000000	30.0000000000	224.1704683596
4946	2.7000000000	90.0000000000	0.0000000000	120.0000000000	735.8044683018
876	2.7000000000	0.0000000000	90.0000000000	0.0000000000	402.2644792089
4945	2.6000000000	90.0000000000	0.0000000000	120.0000000000	1026.0010759693
7949	2.6000000000	0.0000000000	90.0000000000	180.0000000000	521.8583671407
2550	2.5000000000	90.0000000000	0.0000000000	60.0000000000	1352.0429485089
7948	2.5000000000	0.0000000000	90.0000000000	180.0000000000	666.1616487100
5622	3.0000000000	0.0000000000	90.0000000000	120.0000000000	222.7379780821
2480	3.0000000000	60.0000000000	0.0000000000	60.0000000000	184.2365452024
5623	3.1000000000	0.0000000000	90.0000000000	120.0000000000	134.2928786508
1322	3.1000000000	60.0000000000	0.0000000000	30.0000000000	281.2224612333
6504	3.2000000000	0.0000000000	60.0000000000	150.0000000000	124.7117246507
5922	3.2000000000	0.0000000000	0.0000000000	150.0000000000	183.6801201714
6215	3.3000000000	0.0000000000	30.0000000000	150.0000000000	145.4009400355
1397	3.3000000000	90.0000000000	0.0000000000	30.0000000000	115.0424013246
7080	3.4000000000	0.0000000000	0.0000000000	180.0000000000	122.2980596497
3227	2.9000000000	0.0000000000	90.0000000000	60.0000000000	345.9732773632
3752	2.9000000000	90.0000000000	0.0000000000	90.0000000000	171.6509404455
3226	2.8000000000	0.0000000000	90.0000000000	60.0000000000	511.6649114074
3601	2.8000000000	30.0000000000	0.0000000000	90.0000000000	330.1557910371
5619	2.7000000000	0.0000000000	90.0000000000	120.0000000000	728.7056287738
3675	2.7000000000	60.0000000000	0.0000000000	90.0000000000	555.5989330815
4422	2.6000000000	0.0000000000	90.0000000000	90.0000000000	1020.3838341689
3674	2.6000000000	60.0000000000	0.0000000000	90.0000000000	865.9452453540
4421	2.5000000000	0.0000000000	90.0000000000	90.0000000000	1429.7226382499
3598	2.5000000000	30.0000000000	0.0000000000	90.0000000000	1288.3980775529
7076	3.0000000000	0.0000000000	0.0000000000	180.0000000000	469.8430508010
804	3.0000000000	90.0000000000	60.0000000000	0.0000000000	186.1473900955
7077	3.1000000000	0.0000000000	0.0000000000	180.0000000000	363.0704702129
732	3.1000000000	60.0000000000	60.0000000000	0.0000000000	105.0022872488
7078	3.2000000000	0.0000000000	0.0000000000	180.0000000000	265.2272393086
370	3.2000000000	30.0000000000	30.0000000000	0.0000000000	186.4935340720
7079	3.3000000000	0.0000000000	0.0000000000	180.0000000000	185.4131952233
371	3.3000000000	30.0000000000	30.0000000000	0.0000000000	118.1563242784
7221	2.9000000000	60.0000000000	0.0000000000	180.0000000000	574.1685717869
878	2.9000000000	0.0000000000	90.0000000000	0.0000000000	188.4528172317
7147	2.8000000000	30.0000000000	0.0000000000	180.0000000000	649.9061821054
952	2.8000000000	30.0000000000	90.0000000000	0.0000000000	291.6917515879
7219	2.7000000000	60.0000000000	0.0000000000	180.0000000000	670.0426703873
951	2.7000000000	30.0000000000	90.0000000000	0.0000000000	402.2644792089
8174	2.6000000000	90.0000000000	90.0000000000	180.0000000000	521.8583671407
1025	2.6000000000	60.0000000000	90.0000000000	0.0000000000	521.8583671407
8173	2.5000000000	90.0000000000	90.0000000000	180.0000000000	666.1616489283
949	2.5000000000	30.0000000000	90.0000000000	0.0000000000	666.1616487100
80	3.4000000000	30.0000000000	0.0000000000	0.0000000000	122.2980596497
153	3.4000000000	60.0000000000	0.0000000000	0.0000000000	122.2980596497
1024	2.5000000000	60.0000000000	90.0000000000	0.0000000000	666.1616487100
1099	2.5000000000	90.0000000000	90.0000000000	0.0000000000	666.1616487100
2625	2.5000000000	0.0000000000	30.0000000000	60.0000000000	1137.4926275463
2924	2.5000000000	0.0000000000	60.0000000000	60.0000000000	1136.0600510118
4427	3.1000000000	0.0000000000	90.0000000000	90.0000000000	133.1895827578
4645	2.5000000000	90.0000000000	90.0000000000	90.0000000000	1262.2656216092
3229	3.1000000000	0.0000000000	90.0000000000	60.0000000000	134.2928786508
5842	2.5000000000	90.0000000000	90.0000000000	120.0000000000	1180.5321443701
6428	2.7000000000	90.0000000000	30.0000000000	150.0000000000	531.1536633363
1324	3.3000000000	60.0000000000	0.0000000000	30.0000000000	115.0425071122
1245	2.7000000000	30.0000000000	0.0000000000	30.0000000000	654.3880748382
