	0	1	2	3	4
228	3.6000000000	90.0000000000	0.0000000000	0.0000000000	42.0837930410
885	3.6000000000	0.0000000000	90.0000000000	0.0000000000	-111.1878199755
229	3.7000000000	90.0000000000	0.0000000000	0.0000000000	18.7437922656
886	3.7000000000	0.0000000000	90.0000000000	0.0000000000	-110.2565963643
230	3.8000000000	90.0000000000	0.0000000000	0.0000000000	3.4263393778
7961	3.8000000000	0.0000000000	90.0000000000	180.0000000000	-106.3066449464
227	3.5000000000	90.0000000000	0.0000000000	0.0000000000	75.0368736923
7958	3.5000000000	0.0000000000	90.0000000000	180.0000000000	-105.2966663756
231	3.9000000000	90.0000000000	0.0000000000	0.0000000000	-6.0896008060
7962	3.9000000000	0.0000000000	90.0000000000	180.0000000000	-100.1913261046
7591	3.4000000000	90.0000000000	30.0000000000	180.0000000000	64.5781361232
3532	3.4000000000	0.0000000000	0.0000000000	90.0000000000	-98.5505717389
232	4.0000000000	90.0000000000	0.0000000000	0.0000000000	-11.4715783123
7963	4.0000000000	0.0000000000	90.0000000000	180.0000000000	-93.2056040201
233	4.1000000000	90.0000000000	0.0000000000	0.0000000000	-13.8731651877
7964	4.1000000000	0.0000000000	90.0000000000	180.0000000000	-85.1407897045
1684	3.3000000000	90.0000000000	30.0000000000	30.0000000000	70.0814308625
3531	3.3000000000	0.0000000000	0.0000000000	90.0000000000	-83.0782011523
234	4.2000000000	90.0000000000	0.0000000000	0.0000000000	-14.9929069696
891	4.2000000000	0.0000000000	90.0000000000	0.0000000000	-76.5845653273
235	4.3000000000	90.0000000000	0.0000000000	0.0000000000	-14.5038290477
7966	4.3000000000	0.0000000000	90.0000000000	180.0000000000	-68.5120154081
236	4.4000000000	90.0000000000	0.0000000000	0.0000000000	-14.0931898204
893	4.4000000000	0.0000000000	90.0000000000	0.0000000000	-61.1084474275
806	3.2000000000	90.0000000000	60.0000000000	0.0000000000	40.4721524249
3530	3.2000000000	0.0000000000	0.0000000000	90.0000000000	-56.9191690232
237	4.5000000000	90.0000000000	0.0000000000	0.0000000000	-11.1213137033
7968	4.5000000000	0.0000000000	90.0000000000	180.0000000000	-54.2798018005
238	4.6000000000	90.0000000000	0.0000000000	0.0000000000	-9.4654340251
7969	4.6000000000	0.0000000000	90.0000000000	180.0000000000	-48.0712799825
239	4.7000000000	90.0000000000	0.0000000000	0.0000000000	-7.8255832360
7970	4.7000000000	0.0000000000	90.0000000000	180.0000000000	-42.4861721213
240	4.8000000000	90.0000000000	0.0000000000	0.0000000000	-6.2713363348
7971	4.8000000000	0.0000000000	90.0000000000	180.0000000000	-37.5024796142
241	4.9000000000	90.0000000000	0.0000000000	0.0000000000	-4.5092779041
898	4.9000000000	0.0000000000	90.0000000000	0.0000000000	-34.2111432497
7315	5.0000000000	90.0000000000	0.0000000000	180.0000000000	-3.6242043154
899	5.0000000000	0.0000000000	90.0000000000	0.0000000000	-30.3432220120
243	5.1000000000	90.0000000000	0.0000000000	0.0000000000	-2.5432884725
900	5.1000000000	0.0000000000	90.0000000000	0.0000000000	-26.2662244127
244	5.2000000000	90.0000000000	0.0000000000	0.0000000000	-2.7587271855
901	5.2000000000	0.0000000000	90.0000000000	0.0000000000	-23.9594040510
245	5.3000000000	90.0000000000	0.0000000000	0.0000000000	-2.0008962111
902	5.3000000000	0.0000000000	90.0000000000	0.0000000000	-21.3428356340
246	5.4000000000	90.0000000000	0.0000000000	0.0000000000	-1.3620654786
903	5.4000000000	0.0000000000	90.0000000000	0.0000000000	-19.0480400674
247	5.5000000000	90.0000000000	0.0000000000	0.0000000000	-0.8346552152
7978	5.5000000000	0.0000000000	90.0000000000	180.0000000000	-17.0339525532
248	5.6000000000	90.0000000000	0.0000000000	0.0000000000	-0.4033046049
905	5.6000000000	0.0000000000	90.0000000000	0.0000000000	-15.2640979432
249	5.7000000000	90.0000000000	0.0000000000	0.0000000000	-0.0537930129
906	5.7000000000	0.0000000000	90.0000000000	0.0000000000	-13.7064463299
250	5.8000000000	90.0000000000	0.0000000000	0.0000000000	0.2266995158
7981	5.8000000000	0.0000000000	90.0000000000	180.0000000000	-12.3331382632
251	5.9000000000	90.0000000000	0.0000000000	0.0000000000	0.4493988861
908	5.9000000000	0.0000000000	90.0000000000	0.0000000000	-11.1200655513
252	6.0000000000	90.0000000000	0.0000000000	0.0000000000	0.6239918307
909	6.0000000000	0.0000000000	90.0000000000	0.0000000000	-10.0464610636
3454	3.1000000000	90.0000000000	90.0000000000	60.0000000000	90.0790702757
3529	3.1000000000	0.0000000000	0.0000000000	90.0000000000	-9.6970886192
253	6.2000000000	90.0000000000	0.0000000000	0.0000000000	1.3809080346
7984	6.2000000000	0.0000000000	90.0000000000	180.0000000000	-8.2484419323
254	6.4000000000	90.0000000000	0.0000000000	0.0000000000	0.9883135712
7985	6.4000000000	0.0000000000	90.0000000000	180.0000000000	-6.8232871536
255	6.6000000000	90.0000000000	0.0000000000	0.0000000000	1.0433911713
912	6.6000000000	0.0000000000	90.0000000000	0.0000000000	-5.6844747818
256	6.8000000000	90.0000000000	0.0000000000	0.0000000000	1.0509753356
913	6.8000000000	0.0000000000	90.0000000000	0.0000000000	-4.7671081391
257	7.0000000000	90.0000000000	0.0000000000	0.0000000000	1.0283380620
7988	7.0000000000	0.0000000000	90.0000000000	180.0000000000	-4.0223332718
258	7.2000000000	90.0000000000	0.0000000000	0.0000000000	0.9872399041
7989	7.2000000000	0.0000000000	90.0000000000	180.0000000000	-3.4132426684
259	7.4000000000	90.0000000000	0.0000000000	0.0000000000	0.9356161764
916	7.4000000000	0.0000000000	90.0000000000	0.0000000000	-2.9117519200
260	7.6000000000	90.0000000000	0.0000000000	0.0000000000	0.8787522759
7991	7.6000000000	0.0000000000	90.0000000000	180.0000000000	-2.4962895167
261	7.8000000000	90.0000000000	0.0000000000	0.0000000000	0.8201152402
7992	7.8000000000	0.0000000000	90.0000000000	180.0000000000	-2.1501134996
262	8.0000000000	90.0000000000	0.0000000000	0.0000000000	0.7619353667
7993	8.0000000000	0.0000000000	90.0000000000	180.0000000000	-1.8601054298
263	8.2000000000	90.0000000000	0.0000000000	0.0000000000	0.7056120317
