R	Gamma	E
1.00	0	1337772.97113
1.00	10	1044386.335719
1.00	20	583953.062897
1.00	30	287594.234391
1.00	40	144381.131529
1.00	50	85315.574736
1.00	60	66350.986383
1.00	70	65194.468784
1.00	80	71507.400366
1.00	90	62769.155942
1.00	100	52246.968395
1.00	110	48199.253743
1.00	120	54376.147357
1.00	130	77638.980036
1.00	140	129165.744634
1.00	150	223645.079882
1.00	160	368852.351595
1.00	170	533779.436435
1.10	0	669197.655565
1.10	10	545511.746916
1.10	20	332294.926192
1.10	30	175387.033643
1.10	40	93684.112009
1.10	50	59966.489238
1.10	60	50567.512798
1.10	70	51883.270087
1.10	80	57124.283775
1.10	90	49127.532126
1.10	100	40505.706906
1.10	110	36408.037674
1.10	120	39547.318159
1.10	130	54585.642068
1.10	140	88666.240042
1.10	150	150358.042548
1.10	160	243582.132329
1.10	170	350118.932607
1.10	180	415398.582621
1.20	0	352793.382328
1.20	10	293187.858165
1.20	20	189674.280029
1.20	30	106954.209078
1.20	40	61814.63113
1.20	50	43499.117328
1.20	60	39283.313179
1.20	70	41002.343036
1.20	80	44023.778361
1.20	90	37430.002817
1.20	100	31060.94864
1.20	110	27790.049722
1.20	120	29885.241969
1.20	130	40988.535139
1.20	140	66361.752584
1.20	150	112373.789514
1.20	160	183805.223527
1.20	170	274721.096061
1.20	180	333479.248012
1.30	0	197022.346771
1.30	10	164386.454717
1.30	20	111675.044207
1.30	30	67528.411798
1.30	40	42770.785298
1.30	50	32878.270181
1.30	60	30895.402736
1.30	70	31973.829747
1.30	80	32434.737742
1.30	90	27884.578465
1.30	100	23463.352171
1.30	110	21224.16648
1.30	120	23222.905889
1.30	130	32583.698456
1.30	140	53961.472456
1.30	150	93320.172886
1.30	160	157968.522404
1.30	170	259950.25232
1.30	180	347909.917284
1.40	0	119782.983634
1.40	10	99091.618387
1.40	20	70368.592795
1.40	30	45771.287287
1.40	40	31613.531421
1.40	50	25763.739409
1.40	60	24348.88342
1.40	70	24446.70269
1.40	80	23487.289465
1.40	90	20392.242223
1.40	100	17426.818142
1.40	110	16126.57162
1.40	120	18258.827246
1.40	130	26751.689762
1.40	140	46190.260228
1.40	150	82945.169355
1.40	160	147300.787134
1.40	170	282431.841935
1.50	0	82595.741076
1.50	10	66923.373603
1.50	20	49182.376202
1.50	30	33967.020535
1.50	40	24811.847087
1.50	50	20574.656125
1.50	60	19018.750028
1.50	70	18268.887182
1.50	80	16850.762393
1.50	90	14664.86144
1.50	100	12752.69113
1.50	110	12118.788724
1.50	120	14323.381035
1.50	130	22109.136252
1.50	140	40062.635571
1.50	150	75091.367788
1.50	160	139675.576118
1.50	170	318237.168279
1.60	0	66229.330827
1.60	10	51656.797163
1.60	20	38263.252173
1.60	30	27138.470626
1.60	40	20109.059986
1.60	50	16411.024444
1.60	60	14593.974336
1.60	70	13377.019908
1.60	80	11958.836072
1.60	90	10410.833898
1.60	100	9185.206394
1.60	110	8973.953295
1.60	120	11104.691623
1.60	130	18064.136359
1.60	140	34244.310752
1.60	150	66638.017457
1.60	160	127810.339174
1.60	170	332340.874921
1.70	0	60622.478561
1.70	10	43619.496024
1.70	20	31602.516292
1.70	30	22295.636057
1.70	40	16288.219155
1.70	50	12874.887506
1.70	60	10961.952315
1.70	70	9621.141385
1.70	80	8408.715131
1.70	90	7303.252523
1.70	100	6501.384834
1.70	110	6529.11009
1.70	120	8460.809219
1.70	130	14450.946302
1.70	140	28448.66887
1.70	150	56851.975987
1.70	160	110222.968955
1.70	170	294080.391074
1.80	0	60358.458347
1.80	10	35758.004032
1.80	20	25792.993017
1.80	30	18017.771245
1.80	40	12902.866711
1.80	50	9865.176078
1.80	60	8055.951484
1.80	70	6814.201142
1.80	80	5853.768049
1.80	90	5053.237891
1.80	100	4525.154196
1.80	110	4651.603344
1.80	120	6311.948501
1.80	130	11276.647654
1.80	140	22883.012581
1.80	150	46465.98788
1.80	160	89744.227505
1.80	170	223743.590539
1.90	0	30148.253924
1.90	10	26745.115841
1.90	20	20016.762735
1.90	30	14053.813719
1.90	40	9930.449474
1.90	50	7374.16487
1.90	60	5787.769102
1.90	70	4769.956239
1.90	80	4021.204405
1.90	90	3440.43236
1.90	100	3088.682752
1.90	110	3245.370756
1.90	120	4595.294847
1.90	130	8574.402995
1.90	140	17847.739861
1.90	150	36568.929689
1.90	160	69853.826401
1.90	170	151528.201412
2.00	0	21341.34976
2.00	10	19336.255241
2.00	20	14931.612547
2.00	30	10613.25438
2.00	40	7437.692569
2.00	50	5363.742222
2.00	60	4096.516518
2.00	70	3287.533736
2.00	80	2716.51161
2.00	90	2296.435384
2.00	100	2058.543566
2.00	110	2207.689528
2.00	120	3267.464052
2.00	130	6350.528526
2.00	140	13536.364249
2.00	150	27907.991639
2.00	160	52633.050436
2.00	170	101683.837015
2.00	180	192410.713166
2.10	0	15087.762854
2.10	10	13820.83523
2.10	20	10890.066948
2.10	30	7817.203057
2.10	40	5415.455793
2.10	50	3829.211752
2.10	60	2847.353881
2.10	70	2222.559788
2.10	80	1796.184896
2.10	90	1493.735151
2.10	100	1330.249076
2.10	110	1454.832041
2.10	120	2261.288323
2.10	130	4592.457589
2.10	140	10010.73735
2.10	150	20763.740168
2.10	160	38730.088125
2.10	170	68357.706682
2.10	180	98542.994733
2.20	0	10638.430216
2.20	10	9805.233087
2.20	20	7812.909712
2.20	30	5616.0154
2.20	40	3864.004601
2.20	50	2680.921971
2.20	60	1935.466112
2.20	70	1466.251145
2.20	80	1153.864007
2.20	90	937.269668
2.20	100	823.07701
2.20	110	918.664526
2.20	120	1515.23562
2.20	130	3239.515792
2.20	140	7242.089698
2.20	150	15121.361339
2.20	160	27967.837332
2.20	170	46303.596703
2.20	180	60727.758339
2.30	0	7439.674524
2.30	10	6874.292127
2.30	20	5501.983003
2.30	30	3966.502752
2.30	40	2705.189773
2.30	50	1832.072697
2.30	60	1279.714176
2.30	70	936.070364
2.30	80	711.159435
2.30	90	557.028057
2.30	100	475.892926
2.30	110	544.255163
2.30	120	974.246047
2.30	130	2224.206511
2.30	140	5127.44538
2.30	150	10806.535427
2.30	160	19879.695986
2.30	170	31526.389639
2.30	180	39086.642891
2.40	0	5148.496748
2.40	10	4767.614685
2.40	20	3829.9176
2.40	30	2753.152197
2.40	40	1848.594406
2.40	50	1215.525494
2.40	60	815.692797
2.40	70	569.720016
