2.50	0	0	0
2.50	0	0	30
2.50	0	0	60
2.50	0	0	90
2.50	0	0	120
2.50	0	0	150
2.50	0	0	180
2.50	0	30	0
2.50	0	30	30
2.50	0	30	60
2.50	0	30	90
2.50	0	30	120
2.50	0	30	150
2.50	0	30	180
2.50	0	60	0
2.50	0	60	30
2.50	0	60	60
2.50	0	60	90
2.50	0	60	120
2.50	0	60	150
2.50	0	60	180
2.50	0	90	0
2.50	0	90	30
2.50	0	90	60
2.50	0	90	90
2.50	0	90	120
2.50	0	90	150
2.50	0	90	180
2.50	30	0	0
2.50	30	0	30
2.50	30	0	60
2.50	30	0	90
2.50	30	0	120
2.50	30	0	150
2.50	30	0	180
2.50	30	30	0
2.50	30	30	30
2.50	30	30	60
2.50	30	30	90
2.50	30	30	120
2.50	30	30	150
2.50	30	30	180
2.50	30	60	0
2.50	30	60	30
2.50	30	60	60
2.50	30	60	90
2.50	30	60	120
2.50	30	60	150
2.50	30	60	180
2.50	30	90	0
2.50	30	90	30
2.50	30	90	60
2.50	30	90	90
2.50	30	90	120
2.50	30	90	150
2.50	30	90	180
2.50	60	0	0
2.50	60	0	30
2.50	60	0	60
2.50	60	0	90
2.50	60	0	120
2.50	60	0	150
2.50	60	0	180
2.50	60	30	0
2.50	60	30	30
2.50	60	30	60
2.50	60	30	90
2.50	60	30	120
2.50	60	30	150
2.50	60	30	180
2.50	60	60	0
2.50	60	60	30
2.50	60	60	60
2.50	60	60	90
2.50	60	60	120
2.50	60	60	150
2.50	60	60	180
2.50	60	90	0
2.50	60	90	30
2.50	60	90	60
2.50	60	90	90
2.50	60	90	120
2.50	60	90	150
2.50	60	90	180
2.50	90	0	0
2.50	90	0	30
2.50	90	0	60
2.50	90	0	90
2.50	90	0	120
2.50	90	0	150
2.50	90	0	180
2.50	90	30	0
2.50	90	30	30
2.50	90	30	60
2.50	90	30	90
2.50	90	30	120
2.50	90	30	150
2.50	90	30	180
2.50	90	60	0
2.50	90	60	30
2.50	90	60	60
2.50	90	60	90
2.50	90	60	120
2.50	90	60	150
2.50	90	60	180
2.50	90	90	0
2.50	90	90	30
2.50	90	90	60
2.50	90	90	90
2.50	90	90	120
2.50	90	90	150
2.50	90	90	180
2.60	0	0	0
2.60	0	0	30
2.60	0	0	60
2.60	0	0	90
2.60	0	0	120
2.60	0	0	150
2.60	0	0	180
2.60	0	30	0
2.60	0	30	30
2.60	0	30	60
2.60	0	30	90
2.60	0	30	120
2.60	0	30	150
2.60	0	30	180
2.60	0	60	0
2.60	0	60	30
2.60	0	60	60
2.60	0	60	90
2.60	0	60	120
2.60	0	60	150
2.60	0	60	180
2.60	0	90	0
2.60	0	90	30
2.60	0	90	60
2.60	0	90	90
2.60	0	90	120
2.60	0	90	150
2.60	0	90	180
2.60	30	0	0
2.60	30	0	30
2.60	30	0	60
2.60	30	0	90
2.60	30	0	120
2.60	30	0	150
2.60	30	0	180
2.60	30	30	0
2.60	30	30	30
2.60	30	30	60
2.60	30	30	90
2.60	30	30	120
2.60	30	30	150
2.60	30	30	180
2.60	30	60	0
2.60	30	60	30
2.60	30	60	60
2.60	30	60	90
2.60	30	60	120
2.60	30	60	150
2.60	30	60	180
2.60	30	90	0
2.60	30	90	30
2.60	30	90	60
2.60	30	90	90
2.60	30	90	120
2.60	30	90	150
2.60	30	90	180
2.60	60	0	0
2.60	60	0	30
2.60	60	0	60
2.60	60	0	90
2.60	60	0	120
2.60	60	0	150
2.60	60	0	180
2.60	60	30	0
2.60	60	30	30
2.60	60	30	60
2.60	60	30	90
2.60	60	30	120
2.60	60	30	150
2.60	60	30	180
2.60	60	60	0
2.60	60	60	30
2.60	60	60	60
2.60	60	60	90
2.60	60	60	120
2.60	60	60	150
2.60	60	60	180
2.60	60	90	0
2.60	60	90	30
2.60	60	90	60
2.60	60	90	90
2.60	60	90	120
2.60	60	90	150
2.60	60	90	180
2.60	90	0	0
2.60	90	0	30
2.60	90	0	60
2.60	90	0	90
2.60	90	0	120
2.60	90	0	150
2.60	90	0	180
2.60	90	30	0
2.60	90	30	30
2.60	90	30	60
2.60	90	30	90
2.60	90	30	120
2.60	90	30	150
2.60	90	30	180
2.60	90	60	0
2.60	90	60	30
2.60	90	60	60
2.60	90	60	90
2.60	90	60	120
2.60	90	60	150
2.60	90	60	180
2.60	90	90	0
2.60	90	90	30
2.60	90	90	60
2.60	90	90	90
2.60	90	90	120
2.60	90	90	150
2.60	90	90	180
2.70	0	0	0
2.70	0	0	30
2.70	0	0	60
2.70	0	0	90
2.70	0	0	120
2.70	0	0	150
2.70	0	0	180
2.70	0	30	0
2.70	0	30	30
2.70	0	30	60
2.70	0	30	90
2.70	0	30	120
2.70	0	30	150
2.70	0	30	180
2.70	0	60	0
2.70	0	60	30
2.70	0	60	60
2.70	0	60	90
2.70	0	60	120
2.70	0	60	150
2.70	0	60	180
2.70	0	90	0
2.70	0	90	30
2.70	0	90	60
2.70	0	90	90
2.70	0	90	120
2.70	0	90	150
2.70	0	90	180
2.70	30	0	0
2.70	30	0	30
2.70	30	0	60
2.70	30	0	90
2.70	30	0	120
2.70	30	0	150
2.70	30	0	180
2.70	30	30	0
2.70	30	30	30
2.70	30	30	60
2.70	30	30	90
2.70	30	30	120
2.70	30	30	150
2.70	30	30	180
2.70	30	60	0
2.70	30	60	30
2.70	30	60	60
2.70	30	60	90
2.70	30	60	120
2.70	30	60	150
2.70	30	60	180
2.70	30	90	0
2.70	30	90	30
2.70	30	90	60
2.70	30	90	90
2.70	30	90	120
2.70	30	90	150
2.70	30	90	180
2.70	60	0	0
2.70	60	0	30
2.70	60	0	60
2.70	60	0	90
2.70	60	0	120
2.70	60	0	150
2.70	60	0	180
2.70	60	30	0
2.70	60	30	30
2.70	60	30	60
2.70	60	30	90
2.70	60	30	120
2.70	60	30	150
2.70	60	30	180
2.70	60	60	0
2.70	60	60	30
2.70	60	60	60
2.70	60	60	90
2.70	60	60	120
2.70	60	60	150
2.70	60	60	180
2.70	60	90	0
2.70	60	90	30
2.70	60	90	60
2.70	60	90	90
2.70	60	90	120
2.70	60	90	150
2.70	60	90	180
2.70	90	0	0
2.70	90	0	30
2.70	90	0	60
2.70	90	0	90
2.70	90	0	120
2.70	90	0	150
2.70	90	0	180
2.70	90	30	0
2.70	90	30	30
2.70	90	30	60
2.70	90	30	90
2.70	90	30	120
2.70	90	30	150
2.70	90	30	180
2.70	90	60	0
2.70	90	60	30
2.70	90	60	60
2.70	90	60	90
2.70	90	60	120
2.70	90	60	150
2.70	90	60	180
2.70	90	90	0
2.70	90	90	30
2.70	90	90	60
2.70	90	90	90
2.70	90	90	120
2.70	90	90	150
2.70	90	90	180
2.80	0	0	0
2.80	0	0	30
2.80	0	0	60
2.80	0	0	90
2.80	0	0	120
2.80	0	0	150
2.80	0	0	180
2.80	0	30	0
2.80	0	30	30
2.80	0	30	60
2.80	0	30	90
2.80	0	30	120
2.80	0	30	150
2.80	0	30	180
2.80	0	60	0
2.80	0	60	30
2.80	0	60	60
2.80	0	60	90
2.80	0	60	120
2.80	0	60	150
2.80	0	60	180
2.80	0	90	0
2.80	0	90	30
2.80	0	90	60
2.80	0	90	90
2.80	0	90	120
2.80	0	90	150
2.80	0	90	180
2.80	30	0	0
2.80	30	0	30
2.80	30	0	60
2.80	30	0	90
2.80	30	0	120
2.80	30	0	150
2.80	30	0	180
2.80	30	30	0
2.80	30	30	30
2.80	30	30	60
2.80	30	30	90
2.80	30	30	120
2.80	30	30	150
2.80	30	30	180
2.80	30	60	0
2.80	30	60	30
2.80	30	60	60
2.80	30	60	90
2.80	30	60	120
2.80	30	60	150
2.80	30	60	180
2.80	30	90	0
2.80	30	90	30
2.80	30	90	60
2.80	30	90	90
2.80	30	90	120
2.80	30	90	150
2.80	30	90	180
2.80	60	0	0
2.80	60	0	30
2.80	60	0	60
2.80	60	0	90
2.80	60	0	120
2.80	60	0	150
2.80	60	0	180
2.80	60	30	0
2.80	60	30	30
2.80	60	30	60
2.80	60	30	90
2.80	60	30	120
2.80	60	30	150
2.80	60	30	180
2.80	60	60	0
2.80	60	60	30
2.80	60	60	60
2.80	60	60	90
2.80	60	60	120
2.80	60	60	150
2.80	60	60	180
2.80	60	90	0
2.80	60	90	30
2.80	60	90	60
2.80	60	90	90
2.80	60	90	120
2.80	60	90	150
2.80	60	90	180
2.80	90	0	0
2.80	90	0	30
2.80	90	0	60
2.80	90	0	90
2.80	90	0	120
2.80	90	0	150
2.80	90	0	180
2.80	90	30	0
2.80	90	30	30
2.80	90	30	60
2.80	90	30	90
2.80	90	30	120
2.80	90	30	150
2.80	90	30	180
2.80	90	60	0
2.80	90	60	30
2.80	90	60	60
2.80	90	60	90
2.80	90	60	120
2.80	90	60	150
2.80	90	60	180
2.80	90	90	0
2.80	90	90	30
2.80	90	90	60
2.80	90	90	90
2.80	90	90	120
2.80	90	90	150
2.80	90	90	180
2.90	0	0	0
2.90	0	0	30
2.90	0	0	60
2.90	0	0	90
2.90	0	0	120
2.90	0	0	150
2.90	0	0	180
2.90	0	30	0
2.90	0	30	30
2.90	0	30	60
2.90	0	30	90
2.90	0	30	120
2.90	0	30	150
2.90	0	30	180
2.90	0	60	0
2.90	0	60	30
2.90	0	60	60
2.90	0	60	90
2.90	0	60	120
2.90	0	60	150
2.90	0	60	180
2.90	0	90	0
2.90	0	90	30
2.90	0	90	60
2.90	0	90	90
2.90	0	90	120
2.90	0	90	150
2.90	0	90	180
2.90	30	0	0
2.90	30	0	30
2.90	30	0	60
2.90	30	0	90
2.90	30	0	120
2.90	30	0	150
2.90	30	0	180
2.90	30	30	0
2.90	30	30	30
2.90	30	30	60
2.90	30	30	90
2.90	30	30	120
2.90	30	30	150
2.90	30	30	180
2.90	30	60	0
2.90	30	60	30
2.90	30	60	60
2.90	30	60	90
2.90	30	60	120
2.90	30	60	150
2.90	30	60	180
2.90	30	90	0
2.90	30	90	30
2.90	30	90	60
2.90	30	90	90
2.90	30	90	120
2.90	30	90	150
2.90	30	90	180
2.90	60	0	0
2.90	60	0	30
2.90	60	0	60
2.90	60	0	90
2.90	60	0	120
2.90	60	0	150
2.90	60	0	180
2.90	60	30	0
2.90	60	30	30
2.90	60	30	60
2.90	60	30	90
2.90	60	30	120
2.90	60	30	150
2.90	60	30	180
2.90	60	60	0
2.90	60	60	30
2.90	60	60	60
2.90	60	60	90
2.90	60	60	120
2.90	60	60	150
2.90	60	60	180
2.90	60	90	0
2.90	60	90	30
2.90	60	90	60
2.90	60	90	90
2.90	60	90	120
2.90	60	90	150
2.90	60	90	180
2.90	90	0	0
2.90	90	0	30
2.90	90	0	60
2.90	90	0	90
2.90	90	0	120
2.90	90	0	150
2.90	90	0	180
2.90	90	30	0
2.90	90	30	30
2.90	90	30	60
2.90	90	30	90
2.90	90	30	120
2.90	90	30	150
2.90	90	30	180
2.90	90	60	0
2.90	90	60	30
2.90	90	60	60
2.90	90	60	90
2.90	90	60	120
2.90	90	60	150
2.90	90	60	180
2.90	90	90	0
2.90	90	90	30
2.90	90	90	60
2.90	90	90	90
2.90	90	90	120
2.90	90	90	150
2.90	90	90	180
3.00	0	0	0
3.00	0	0	30
3.00	0	0	60
3.00	0	0	90
3.00	0	0	120
3.00	0	0	150
3.00	0	0	180
3.00	0	30	0
3.00	0	30	30
3.00	0	30	60
3.00	0	30	90
3.00	0	30	120
3.00	0	30	150
3.00	0	30	180
3.00	0	60	0
3.00	0	60	30
3.00	0	60	60
3.00	0	60	90
3.00	0	60	120
3.00	0	60	150
3.00	0	60	180
3.00	0	90	0
3.00	0	90	30
3.00	0	90	60
3.00	0	90	90
3.00	0	90	120
3.00	0	90	150
3.00	0	90	180
3.00	30	0	0
3.00	30	0	30
3.00	30	0	60
3.00	30	0	90
3.00	30	0	120
3.00	30	0	150
3.00	30	0	180
3.00	30	30	0
3.00	30	30	30
3.00	30	30	60
3.00	30	30	90
3.00	30	30	120
3.00	30	30	150
3.00	30	30	180
3.00	30	60	0
3.00	30	60	30
3.00	30	60	60
3.00	30	60	90
3.00	30	60	120
3.00	30	60	150
3.00	30	60	180
3.00	30	90	0
3.00	30	90	30
3.00	30	90	60
3.00	30	90	90
3.00	30	90	120
3.00	30	90	150
3.00	30	90	180
3.00	60	0	0
3.00	60	0	30
3.00	60	0	60
3.00	60	0	90
3.00	60	0	120
3.00	60	0	150
3.00	60	0	180
3.00	60	30	0
3.00	60	30	30
3.00	60	30	60
3.00	60	30	90
3.00	60	30	120
3.00	60	30	150
3.00	60	30	180
3.00	60	60	0
3.00	60	60	30
3.00	60	60	60
3.00	60	60	90
3.00	60	60	120
3.00	60	60	150
3.00	60	60	180
3.00	60	90	0
3.00	60	90	30
3.00	60	90	60
3.00	60	90	90
3.00	60	90	120
3.00	60	90	150
3.00	60	90	180
3.00	90	0	0
3.00	90	0	30
3.00	90	0	60
3.00	90	0	90
3.00	90	0	120
3.00	90	0	150
3.00	90	0	180
3.00	90	30	0
3.00	90	30	30
3.00	90	30	60
