R	0	30	60	90
1.0	1331502.849038			72358.288219
1.1	730763.912498	211213.534447	52845.768435	58899.570936
1.2	467862.722098	155643.237099	42601.088028	47097.436892
1.3	363150.766111	127789.3942	35065.101069	
1.4	367270.848557	115255.494833	29194.149867	30273.451794
1.5	465750.10965	108971.452463	24385.647134	21469.797532
1.6	709790.8134	101480.039051	20337.664471	15743.659678
1.7		89258.152968	16906.808838	11440.960581
1.8		76029.218131		8236.30756
1.9	6107974.250807	63850.61564	11116.290894	5529.742592
2.0		53333.369708	8618.49845	3865.030957
2.1		44583.680635	6581.196778	2666.673002
2.2	3813177.634911	37479.324009	4957.020164	1812.239608
2.3	1680059.854741	31798.257643	3686.206815	1209.234124
2.4	820625.021276	27259.790526	2706.577071	788.30349
2.5	421975.917634	23503.73607	1960.97572	497.966693
2.6	227652.715991	20167.735266	1400.069471	300.579059
2.7	131352.044935	16943.317437	982.838137	168.532495
2.8	84455.478154	13806.560734	676.01109	81.961653
2.9	63086.043872	10968.932409	453.045966	26.66762
3.0	54905.794788	8520.612612	293.099565	-7.397446
3.1	51369.091369	6502.394108	180.013133	-27.277011
3.2	54781.139267	4907.334928	101.388857	-37.848968
3.3	23483.289088	3652.840418	47.849379	-42.442626
3.4	16829.408259	2677.76536	12.3482	-43.29419
3.5	12034.669552	1930.866878	-10.355804	-41.883355
3.6	8549.482019	1367.304619	-24.120952	-40.73723
3.7	5991.670593	948.370239	-31.751531	-37.759016
3.8	4182.187977	641.613741	-35.257564	-34.321866
3.9	2887.268489	420.536879	-36.0548	-30.744037
4.0	1961.678835	263.938742	-35.129603	-27.225789
4.1	1306.701853	155.149809	-33.156518	-23.89086
4.2	848.979377	81.266958	-30.59405	-20.803685
4.3	533.606229	32.462136	-27.750912	-17.992208
4.4	319.833117	1.363363	-24.833096	-15.459073
4.5	177.72671	-17.470243	-21.975886	-13.192019
4.6	85.508282	-27.990256	-19.263798	-11.172762
4.7	27.49327	-33.015208	-16.746314	-9.379738
4.8	-7.480629	-34.523283	-14.446519	-6.528281
4.9	-27.247919	-33.866589	-12.368634	-5.236873
5.0	-37.218962	-31.950663	-10.505426	-4.102005
5.1	-41.060378	-29.368442	-8.841507	-3.104715
5.2	-41.209085	-26.49832	-7.358077	-2.226229
5.3	-39.25166	-23.576454	-6.037174	-1.451885
5.4	-36.196369	-20.745253	-4.860675	-0.766932
5.5	-32.668403	-18.085431	-3.813179	-0.159642
5.6	-29.042734	-15.639399	-2.880298	0.380505
5.7	-25.535329	-13.422466	-2.050751	0.861044
5.8	-22.266035	-11.434274	-1.312771	1.289855
5.9	-19.274349	-9.664188	-0.657159	1.672361
6.0	-16.582954	-8.093793	-0.074924	2.013853
6.2	-12.055561	-5.46726	0.901843	2.589697
6.4	-8.508802	-3.391258	1.673549	3.047055
6.6	-5.732779	-1.737081	2.463917	3.40994
6.8	-3.550252	-0.419779	2.917419	3.697941
7.0	-1.830938	0.622887	3.278488	3.925219
7.2	-0.481552	1.443171	3.565444	4.103396
7.4	0.569646	2.086953	3.792324	4.240947
7.6	1.385341	2.593222	3.971049	4.344871
7.8	2.020552	3.033376	4.110495	4.421784
8.0	2.518894	3.338652	4.217933	4.475859
8.2	2.912012	3.57666	4.298416	4.511935
8.4	3.221047	3.76041	4.355967	4.532222
8.6	3.462544	3.901408	4.394785	4.540051
8.8	3.649514	4.008949	4.417407	4.536737
9.0	3.79335	4.089335	4.42597	4.524477
9.5	4.018073	4.200545	4.401395	4.46361
10.0	4.112184	4.219232	4.33149	4.371229
10.5	4.119402	4.177868	4.235003	4.261312
11.0	4.070484	4.098963	4.123136	4.141132
11.5	3.988118	3.99917	4.002791	4.015468
12.0	3.887363	3.8881	3.879301	3.888622
12.5	3.776875	3.771318	3.75509	3.762652
13.0	3.6623	3.653183	3.632708	3.638818
13.5	3.546846	3.535153	3.512699	3.518138
14.0	3.432337	3.419621	3.396168	3.401259
14.5	3.320344	3.30723	3.28382	3.288703
15.0	3.211528	3.198166	3.175459	3.180746
16.0	3.005192	2.992901	2.971848	2.977018
17.0	2.814779	2.803645	2.785463	2.790781
18.0	2.640346	2.630749	2.614733	2.620351
19.0	2.480907	2.47227	2.458532	2.464192
20.0	2.335105	2.327517	2.315506	2.321093
21.0	2.201269	2.194523	2.184356	2.190039
22.0	2.07834	2.072524	2.063763	2.068972
23.0	1.965094	1.959866	1.95245	1.957757
24.0	1.860769	1.85613	1.850138	1.855267
25.0	1.764171	1.760321	1.754998	1.760153
50.0	0.587537	0.587189	0.587648	0.589908
100.0	-0.002921	-0.003281	-0.002729	-0.002127
