R	Gamma	E
1.00	0	1331502.849038
1.00	10	1060916.123712
1.00	70	61923.74359
1.00	80	65298.96119
1.00	90	72358.288219
1.00	100	70037.47819
1.00	110	76899.208029
1.00	120	86511.796305
1.00	130	114106.311681
1.00	140	176595.094899
1.00	150	298252.52967
1.00	180	872374.168823
1.10	0	730763.912498
1.10	10	613642.415422
1.10	30	211213.534447
1.10	40	114728.507218
1.10	60	52845.768435
1.10	70	49418.46137
1.10	80	52544.694943
1.10	90	58899.570936
1.10	110	65226.408863
1.10	120	71858.683843
1.10	130	92184.043844
1.10	140	136143.761792
1.10	160	337668.957081
1.10	170	486252.180429
1.10	180	560011.52346
1.20	0	467862.722098
1.20	10	401208.868911
1.20	30	155643.237099
1.20	40	88636.757449
1.20	50	55853.837779
1.20	60	42601.088028
1.20	70	39675.849382
1.20	80	41947.005501
1.20	90	47097.436892
1.20	100	55821.242108
1.20	110	56209.71888
1.20	120	62044.011133
1.20	130	79181.809833
1.20	140	114358.772374
1.20	150	166365.48125
1.20	160	262904.379845
1.20	170	381895.943259
1.20	180	445763.70203
1.30	0	363150.766111
1.30	10	310854.76673
1.30	30	127789.3942
1.30	40	74551.998307
1.30	50	46970.921461
1.30	60	35065.101069
1.30	70	31895.696324
1.30	80	33235.326478
1.30	100	38468.883513
1.30	110	48222.605688
1.30	120	54569.357493
1.30	130	70933.676338
1.30	140	93520.9821
1.30	150	143480.183428
1.30	160	227109.995063
1.30	170	366149.854764
1.30	180	465829.497761
1.40	0	367270.848557
1.40	10	291515.88246
1.40	20	190221.882404
1.40	30	115255.494833
1.40	40	67083.08101
1.40	50	40904.792269
1.40	60	29194.149867
1.40	70	25601.646663
1.40	90	30273.451794
1.40	100	29576.813494
1.40	110	41741.630373
1.40	120	48278.755474
1.40	130	64620.873939
1.40	140	86985.602613
1.40	150	126471.12485
1.40	160	208780.617765
1.40	170	420356.625259
1.40	180	631816.205966
1.50	0	465750.10965
1.50	10	328117.193374
1.50	20	177133.924028
1.50	30	108971.452463
1.50	40	62438.546303
1.50	50	36095.029649
1.50	60	24385.647134
1.50	70	20538.849425
1.50	90	21469.797532
1.50	100	22337.584298
1.50	110	24844.839229
1.50	120	42752.168931
1.50	130	58760.789606
1.50	140	82388.965666
1.50	150	108623.324578
1.50	160	199024.625029
1.50	170	547733.673178
1.50	180	1040384.237279
1.60	0	709790.8134
1.60	10	400522.514212
1.60	20	167288.000926
1.60	30	101480.039051
1.60	40	80601.228597
1.60	50	31761.478158
1.60	60	20337.664471
1.60	80	16000.786096
1.60	90	15743.659678
1.60	100	16608.792341
1.60	110	19460.299391
1.60	120	26859.452442
1.60	130	43371.792852
1.60	140	67525.510013
1.60	150	91088.868648
1.60	160	192456.539482
1.60	170	752483.831728
1.60	180	1970141.80442
1.70	10	524940.19977
1.70	20	158622.560611
1.70	30	89258.152968
1.70	40	68246.924228
1.70	50	27642.911581
1.70	60	16906.808838
1.70	70	13209.294583
1.70	80	11742.874542
1.70	90	11440.960581
1.70	100	12169.533027
1.70	110	14980.034954
1.70	120	21511.792367
1.70	130	35768.63224
1.70	140	54284.61594
1.70	150	75207.628933
1.70	160	183690.754235
1.70	170	994768.349858
1.70	180	4400541.332659
1.80	10	705073.171546
1.80	20	149716.941637
1.80	30	76029.218131
1.80	40	57118.61304
1.80	50	23742.634385
1.80	70	10011.532155
1.80	80	8515.191354
1.80	90	8236.30756
1.80	100	8819.760408
1.80	110	11330.360701
1.80	120	16834.576796
1.80	130	28228.71967
1.80	140	43186.339697
1.80	150	61506.531081
1.80	160	168662.097061
1.80	170	1151369.952003
1.90	0	6107974.250807
1.90	10	879156.585921
1.90	20	138225.717919
1.90	30	63850.61564
1.90	50	20134.682148
1.90	60	11116.290894
1.90	70	7455.148838
1.90	80	6109.329859
1.90	90	5529.742592
1.90	100	6325.303271
1.90	110	8451.387982
1.90	120	12910.584745
1.90	130	21911.660157
1.90	140	34156.907827
1.90	150	50132.641527
1.90	160	146994.870315
1.90	170	1095298.207834
2.00	10	944480.369442
2.00	20	122640.588292
2.00	30	53333.369708
