7 7 7 7 1.20788e-09 2.19078e-09 2.59005e-09 2.79872e-09 2.92777e-09 3.01442e-09 3.07364e-09 3.11276e-09 3.13619e-09 3.14710e-09 3.14800e-09 3.14097e-09 3.12771e-09 3.10964e-09 3.08791e-09 3.06344e-09 3.03695e-09 3.00904e-09 2.98013e-09 2.95059e-09 2.92067e-09 2.89059e-09 2.86048e-09 2.83047e-09 2.80063e-09 2.77103e-09 2.74172e-09 2.71271e-09 2.68404e-09 2.65571e-09 2.62774e-09 2.60012e-09 2.57287e-09 2.54597e-09 2.51944e-09 2.49326e-09 2.46744e-09 2.44197e-09 2.41684e-09 2.39206e-09 2.36762e-09 2.34351e-09 2.31974e-09 2.29629e-09 2.27317e-09 2.25038e-09 2.22790e-09 2.20573e-09 2.18388e-09 2.16234e-09 2.14110e-09 2.12016e-09 2.09952e-09 2.07917e-09 2.05911e-09 2.03934e-09 2.01986e-09 2.00065e-09 1.98173e-09 1.96307e-09 1.94469e-09 1.92657e-09 1.90871e-09 1.89112e-09 1.87377e-09 1.85668e-09 1.83984e-09 1.82325e-09 1.80689e-09 1.79077e-09 1.77489e-09 1.75924e-09 1.74381e-09 1.72861e-09 1.71363e-09 1.69886e-09 1.68431e-09 1.66997e-09 1.65583e-09 1.64190e-09 1.62817e-09 1.61463e-09 1.60129e-09 1.58813e-09 1.57517e-09 1.56238e-09 1.54978e-09 1.53736e-09 1.52511e-09 1.51303e-09 1.50112e-09 1.48938e-09 1.47780e-09 1.46638e-09 1.45511e-09 1.44400e-09 1.43305e-09 1.42224e-09 1.41158e-09 1.40107e-09
2 2 2 2 2.06702e-09 2.36369e-09 2.54048e-09 2.66835e-09 2.76642e-09 2.84229e-09 2.89977e-09 2.94141e-09 2.96941e-09 2.98584e-09 2.99264e-09 2.99155e-09 2.98415e-09 2.97173e-09 2.95542e-09 2.93612e-09 2.91455e-09 2.89130e-09 2.86683e-09 2.84150e-09 2.81559e-09 2.78930e-09 2.76281e-09 2.73624e-09 2.70969e-09 2.68322e-09 2.65689e-09 2.63073e-09 2.60478e-09 2.57906e-09 2.55358e-09 2.52835e-09 2.50339e-09 2.47869e-09 2.45425e-09 2.43009e-09 2.40620e-09 2.38259e-09 2.35925e-09 2.33619e-09 2.31339e-09 2.29087e-09 2.26863e-09 2.24665e-09 2.22495e-09 2.20352e-09 2.18235e-09 2.16145e-09 2.14082e-09 2.12045e-09 2.10035e-09 2.08051e-09 2.06093e-09 2.04160e-09 2.02253e-09 2.00372e-09 1.98516e-09 1.96685e-09 1.94878e-09 1.93096e-09 1.91338e-09 1.89605e-09 1.87895e-09 1.86209e-09 1.84546e-09 1.82906e-09 1.81288e-09 1.79694e-09 1.78121e-09 1.76570e-09 1.75041e-09 1.73533e-09 1.72046e-09 1.70580e-09 1.69135e-09 1.67709e-09 1.66303e-09 1.64917e-09 1.63551e-09 1.62203e-09 1.60874e-09 1.59564e-09 1.58271e-09 1.56997e-09 1.55740e-09 1.54501e-09 1.53278e-09 1.52072e-09 1.50883e-09 1.49710e-09 1.48553e-09 1.47412e-09 1.46287e-09 1.45176e-09 1.44081e-09 1.43000e-09 1.41933e-09 1.40881e-09 1.39843e-09 1.38819e-09
9 9 9 9 6.18925e-10 1.85397e-09 2.49509e-09 2.83046e-09 3.02453e-09 3.14491e-09 3.22139e-09 3.26866e-09 3.29502e-09 3.30579e-09 3.30473e-09 3.29465e-09 3.27773e-09 3.25565e-09 3.22975e-09 3.20108e-09 3.17044e-09 3.13845e-09 3.10559e-09 3.07222e-09 3.03863e-09 3.00502e-09 2.97153e-09 2.93828e-09 2.90535e-09 2.87279e-09 2.84064e-09 2.80893e-09 2.77766e-09 2.74686e-09 2.71651e-09 2.68663e-09 2.65720e-09 2.62822e-09 2.59969e-09 2.57159e-09 2.54392e-09 2.51668e-09 2.48985e-09 2.46343e-09 2.43742e-09 2.41179e-09 2.38656e-09 2.36170e-09 2.33723e-09 2.31312e-09 2.28937e-09 2.26599e-09 2.24295e-09 2.22026e-09 2.19792e-09 2.17591e-09 2.15423e-09 2.13288e-09 2.11185e-09 2.09114e-09 2.07074e-09 2.05065e-09 2.03086e-09 2.01137e-09 1.99217e-09 1.97326e-09 1.95464e-09 1.93630e-09 1.91823e-09 1.90044e-09 1.88291e-09 1.86565e-09 1.84864e-09 1.83189e-09 1.81539e-09 1.79913e-09 1.78312e-09 1.76734e-09 1.75180e-09 1.73649e-09 1.72141e-09 1.70655e-09 1.69190e-09 1.67748e-09 1.66326e-09 1.64925e-09 1.63545e-09 1.62184e-09 1.60843e-09 1.59522e-09 1.58219e-09 1.56936e-09 1.55670e-09 1.54423e-09 1.53193e-09 1.51981e-09 1.50786e-09 1.49607e-09 1.48445e-09 1.47300e-09 1.46170e-09 1.45056e-09 1.43957e-09 1.42873e-09
8 8 8 8 9.00870e-10 2.05458e-09 2.56974e-09 2.83304e-09 2.98828e-09 3.08770e-09 3.15294e-09 3.19446e-09 3.21826e-09 3.22837e-09 3.22780e-09 3.21890e-09 3.20357e-09 3.18333e-09 3.15940e-09 3.13274e-09 3.10412e-09 3.07413e-09 3.04322e-09 3.01175e-09 2.97998e-09 2.94812e-09 2.91632e-09 2.88468e-09 2.85329e-09 2.82221e-09 2.79147e-09 2.76110e-09 2.73112e-09 2.70155e-09 2.67238e-09 2.64362e-09 2.61526e-09 2.58731e-09 2.55976e-09 2.53261e-09 2.50585e-09 2.47947e-09 2.45348e-09 2.42786e-09 2.40261e-09 2.37773e-09 2.35321e-09 2.32904e-09 2.30522e-09 2.28175e-09 2.25862e-09 2.23582e-09 2.21336e-09 2.19123e-09 2.16941e-09 2.14792e-09 2.12674e-09 2.10588e-09 2.08532e-09 2.06506e-09 2.04510e-09 2.02544e-09 2.00606e-09 1.98698e-09 1.96817e-09 1.94964e-09 1.93139e-09 1.91341e-09 1.89569e-09 1.87823e-09 1.86104e-09 1.84409e-09 1.82740e-09 1.81096e-09 1.79475e-09 1.77879e-09 1.76306e-09 1.74756e-09 1.73229e-09 1.71724e-09 1.70242e-09 1.68780e-09 1.67341e-09 1.65922e-09 1.64524e-09 1.63146e-09 1.61787e-09 1.60449e-09 1.59129e-09 1.57829e-09 1.56547e-09 1.55283e-09 1.54038e-09 1.52809e-09 1.51599e-09 1.50405e-09 1.49228e-09 1.48067e-09 1.46923e-09 1.45794e-09 1.44681e-09 1.43583e-09 1.42500e-09 1.41433e-09
3 3 3 3 2.15024e-09 2.42631e-09 2.58641e-09 2.70474e-09 2.79673e-09 2.86821e-09 2.92224e-09 2.96102e-09 2.98660e-09 3.00094e-09 3.00593e-09 3.00328e-09 2.99451e-09 2.98091e-09 2.96357e-09 2.94336e-09 2.92100e-09 2.89706e-09 2.87197e-09 2.84608e-09 2.81968e-09 2.79295e-09 2.76606e-09 2.73912e-09 2.71223e-09 2.68544e-09 2.65882e-09 2.63240e-09 2.60620e-09 2.58024e-09 2.55453e-09 2.52909e-09 2.50392e-09 2.47903e-09 2.45441e-09 2.43008e-09 2.40602e-09 2.38225e-09 2.35876e-09 2.33554e-09 2.31261e-09 2.28996e-09 2.26758e-09 2.24549e-09 2.22366e-09 2.20212e-09 2.18084e-09 2.15984e-09 2.13911e-09 2.11865e-09 2.09845e-09 2.07852e-09 2.05885e-09 2.03945e-09 2.02030e-09 2.00141e-09 1.98278e-09 1.96440e-09 1.94627e-09 1.92839e-09 1.91075e-09 1.89336e-09 1.87621e-09 1.85929e-09 1.84261e-09 1.82617e-09 1.80995e-09 1.79396e-09 1.77819e-09 1.76264e-09 1.74731e-09 1.73220e-09 1.71730e-09 1.70261e-09 1.68812e-09 1.67384e-09 1.65975e-09 1.64587e-09 1.63218e-09 1.61868e-09 1.60537e-09 1.59224e-09 1.57930e-09 1.56653e-09 1.55395e-09 1.54154e-09 1.52930e-09 1.51723e-09 1.50532e-09 1.49358e-09 1.48200e-09 1.47058e-09 1.45931e-09 1.44820e-09 1.43723e-09 1.42642e-09 1.41575e-09 1.40522e-09 1.39483e-09 1.38458e-09
10 10 10 10 3.67753e-10 1.53554e-09 2.28395e-09 2.70859e-09 2.96283e-09 3.12294e-09 3.22590e-09 3.29105e-09 3.32958e-09 3.34866e-09 3.35322e-09 3.34686e-09 3.33230e-09 3.31161e-09 3.28638e-09 3.25785e-09 3.22695e-09 3.19443e-09 3.16084e-09 3.12659e-09 3.09200e-09 3.05732e-09 3.02272e-09 2.98833e-09 2.95425e-09 2.92053e-09 2.88723e-09 2.85438e-09 2.82200e-09 2.79010e-09 2.75868e-09 2.72775e-09 2.69730e-09 2.66733e-09 2.63783e-09 2.60880e-09 2.58022e-09 2.55210e-09 2.52442e-09 2.49717e-09 2.47035e-09 2.44396e-09 2.41797e-09 2.39239e-09 2.36721e-09 2.34242e-09 2.31802e-09 2.29399e-09 2.27034e-09 2.24706e-09 2.22413e-09 2.20156e-09 2.17934e-09 2.15746e-09 2.13592e-09 2.11472e-09 2.09384e-09 2.07328e-09 2.05304e-09 2.03311e-09 2.01349e-09 1.99417e-09 1.97515e-09 1.95642e-09 1.93797e-09 1.91981e-09 1.90192e-09 1.88431e-09 1.86697e-09 1.84989e-09 1.83307e-09 1.81650e-09 1.80019e-09 1.78412e-09 1.76829e-09 1.75270e-09 1.73735e-09 1.72222e-09 1.70732e-09 1.69264e-09 1.67818e-09 1.66393e-09 1.64989e-09 1.63606e-09 1.62243e-09 1.60900e-09 1.59577e-09 1.58272e-09 1.56987e-09 1.55720e-09 1.54471e-09 1.53240e-09 1.52026e-09 1.50830e-09 1.49650e-09 1.48488e-09 1.47341e-09 1.46210e-09 1.45096e-09 1.43996e-09
5 5 5 5 1.68483e-09 2.32819e-09 2.59123e-09 2.74500e-09 2.85004e-09 2.92591e-09 2.98064e-09 3.01849e-09 3.04240e-09 3.05477e-09 3.05768e-09 3.05295e-09 3.04215e-09 3.02660e-09 3.00738e-09 2.98539e-09 2.96132e-09 2.93575e-09 2.90912e-09 2.88176e-09 2.85394e-09 2.82587e-09 2.79770e-09 2.76954e-09 2.74148e-09 2.71358e-09 2.68589e-09 2.65845e-09 2.63127e-09 2.60437e-09 2.57778e-09 2.55148e-09 2.52549e-09 2.49981e-09 2.47445e-09 2.44939e-09 2.42465e-09 2.40021e-09 2.37608e-09 2.35226e-09 2.32875e-09 2.30553e-09 2.28262e-09 2.26001e-09 2.23769e-09 2.21566e-09 2.19393e-09 2.17249e-09 2.15133e-09 2.13046e-09 2.10988e-09 2.08957e-09 2.06954e-09 2.04979e-09 2.03030e-09 2.01109e-09 1.99215e-09 1.97347e-09 1.95505e-09 1.93689e-09 1.91898e-09 1.90133e-09 1.88393e-09 1.86677e-09 1.84986e-09 1.83319e-09 1.81675e-09 1.80055e-09 1.78458e-09 1.76884e-09 1.75332e-09 1.73802e-09 1.72294e-09 1.70808e-09 1.69343e-09 1.67898e-09 1.66474e-09 1.65071e-09 1.63687e-09 1.62323e-09 1.60978e-09 1.59653e-09 1.58346e-09 1.57057e-09 1.55786e-09 1.54534e-09 1.53298e-09 1.52080e-09 1.50879e-09 1.49695e-09 1.48527e-09 1.47375e-09 1.46239e-09 1.45118e-09 1.44013e-09 1.42923e-09 1.41848e-09 1.40787e-09 1.39740e-09 1.38708e-09
6 6 6 6 1.51032e-09 2.29343e-09 2.60401e-09 2.77562e-09 2.88809e-09 2.96711e-09 3.02304e-09 3.06108e-09 3.08463e-09 3.09631e-09 3.09836e-09 3.09266e-09 3.08083e-09 3.06424e-09 3.04397e-09 3.02094e-09 2.99586e-09 2.96930e-09 2.94170e-09 2.91342e-09 2.88471e-09 2.85578e-09 2.82677e-09 2.79781e-09 2.76898e-09 2.74034e-09 2.71194e-09 2.68381e-09 2.65598e-09 2.62845e-09 2.60124e-09 2.57435e-09 2.54780e-09 2.52157e-09 2.49568e-09 2.47012e-09 2.44488e-09 2.41997e-09 2.39539e-09 2.37113e-09 2.34719e-09 2.32356e-09 2.30025e-09 2.27725e-09 2.25456e-09 2.23218e-09 2.21010e-09 2.18832e-09 2.16683e-09 2.14565e-09 2.12475e-09 2.10415e-09 2.08383e-09 2.06379e-09 2.04404e-09 2.02456e-09 2.00536e-09 1.98643e-09 1.96776e-09 1.94937e-09 1.93123e-09 1.91336e-09 1.89573e-09 1.87837e-09 1.86125e-09 1.84437e-09 1.82774e-09 1.81135e-09 1.79519e-09 1.77926e-09 1.76357e-09 1.74810e-09 1.73285e-09 1.71782e-09 1.70300e-09 1.68840e-09 1.67401e-09 1.65982e-09 1.64584e-09 1.63205e-09 1.61846e-09 1.60507e-09 1.59186e-09 1.57884e-09 1.56601e-09 1.55335e-09 1.54087e-09 1.52857e-09 1.51644e-09 1.50448e-09 1.49268e-09 1.48105e-09 1.46958e-09 1.45826e-09 1.44710e-09 1.43610e-09 1.42524e-09 1.41453e-09 1.40397e-09 1.39355e-09
4 4 4 4 1.97568e-09 2.37004e-09 2.57093e-09 2.70612e-09 2.80590e-09 2.88126e-09 2.93730e-09 2.97714e-09 3.00323e-09 3.01777e-09 3.02275e-09 3.01996e-09 3.01097e-09 2.99708e-09 2.97940e-09 2.95883e-09 2.93608e-09 2.91173e-09 2.88622e-09 2.85991e-09 2.83307e-09 2.80590e-09 2.77858e-09 2.75121e-09 2.72389e-09 2.69668e-09 2.66964e-09 2.64281e-09 2.61621e-09 2.58985e-09 2.56376e-09 2.53795e-09 2.51242e-09 2.48717e-09 2.46221e-09 2.43754e-09 2.41316e-09 2.38908e-09 2.36528e-09 2.34177e-09 2.31856e-09 2.29563e-09 2.27299e-09 2.25064e-09 2.22857e-09 2.20678e-09 2.18528e-09 2.16405e-09 2.14311e-09 2.12244e-09 2.10204e-09 2.08192e-09 2.06207e-09 2.04249e-09 2.02317e-09 2.00411e-09 1.98532e-09 1.96679e-09 1.94851e-09 1.93049e-09 1.91271e-09 1.89519e-09 1.87791e-09 1.86087e-09 1.84407e-09 1.82751e-09 1.81118e-09 1.79509e-09 1.77922e-09 1.76357e-09 1.74815e-09 1.73294e-09 1.71795e-09 1.70318e-09 1.68861e-09 1.67424e-09 1.66009e-09 1.64613e-09 1.63236e-09 1.61880e-09 1.60542e-09 1.59223e-09 1.57922e-09 1.56640e-09 1.55376e-09 1.54129e-09 1.52900e-09 1.51688e-09 1.50492e-09 1.49313e-09 1.48151e-09 1.47004e-09 1.45873e-09 1.44757e-09 1.43657e-09 1.42571e-09 1.41501e-09 1.40444e-09 1.39402e-09 1.38374e-09
11 11 11 11 1.82635e-10 1.15398e-09 1.95666e-09 2.46734e-09 2.79259e-09 3.00563e-09 3.14732e-09 3.24092e-09 3.30054e-09 3.33540e-09 3.35188e-09 3.35460e-09 3.34699e-09 3.33164e-09 3.31053e-09 3.28516e-09 3.25669e-09 3.22601e-09 3.19381e-09 3.16058e-09 3.12673e-09 3.09255e-09 3.05827e-09 3.02404e-09 2.99000e-09 2.95624e-09 2.92281e-09 2.88976e-09 2.85713e-09 2.82495e-09 2.79321e-09 2.76193e-09 2.73112e-09 2.70077e-09 2.67088e-09 2.64145e-09 2.61247e-09 2.58394e-09 2.55585e-09 2.52819e-09 2.50097e-09 2.47417e-09 2.44778e-09 2.42180e-09 2.39623e-09 2.37105e-09 2.34626e-09 2.32185e-09 2.29783e-09 2.27418e-09 2.25089e-09 2.22797e-09 2.20539e-09 2.18317e-09 2.16130e-09 2.13976e-09 2.11856e-09 2.09768e-09 2.07713e-09 2.05689e-09 2.03697e-09 2.01735e-09 1.99804e-09 1.97902e-09 1.96030e-09 1.94186e-09 1.92370e-09 1.90583e-09 1.88823e-09 1.87089e-09 1.85382e-09 1.83701e-09 1.82045e-09 1.80415e-09 1.78809e-09 1.77227e-09 1.75669e-09 1.74135e-09 1.72623e-09 1.71134e-09 1.69667e-09 1.68222e-09 1.66798e-09 1.65395e-09 1.64013e-09 1.62651e-09 1.61308e-09 1.59986e-09 1.58682e-09 1.57397e-09 1.56131e-09 1.54883e-09 1.53652e-09 1.52439e-09 1.51244e-09 1.50065e-09 1.48903e-09 1.47756e-09 1.46626e-09 1.45512e-09
