    1     0.000000000000
    2     0.303480000000
    3     0.910440000000
    4     1.820880000000
    5     3.034800000000
    6     4.552200000000
    7     6.373080000000
    8     8.497440000000
    9    10.925280000000
   10    13.656600000000
   11    16.691400000000
   12    20.029680000000
   13    23.671440000000
   14    27.616680000000
   15    31.865400000000
   16    36.417600000000
   17    41.273280000000
   18    46.432440000000
   19    51.895080000000
   20    57.661200000000
   21    63.730800000000
   22    70.103880000000
