R	Gamma	E
1.00	0	-145.495245919716
1.00	10	-147.982869946973
1.00	20	-151.345658591778
1.00	30	-153.180120892621
1.00	40	-153.983540997662
1.00	50	-154.305982950443
1.00	60	-154.422918180064
1.00	70	-154.45500354248
1.00	80	-154.454857637884
1.00	90	-154.44370400784
1.00	100	-154.404069899546
1.00	110	-154.420227138745
1.00	120	-154.377056232108
1.00	130	-154.245437746829
1.00	140	-153.946273945639
1.00	150	-153.34789529542
1.00	160	-152.314922834029
1.00	170	-150.994696696985
1.00	180	-150.244286279441
1.10	0	-149.954543876719
1.10	10	-150.945076685814
1.10	20	-152.58300031744
1.10	30	-153.657705342622
1.10	40	-154.179904754735
1.10	50	-154.401905037785
1.10	60	-154.487335451673
1.10	70	-154.51387919605
1.10	80	-154.516019775561
1.10	90	-154.494587060362
1.10	100	-154.482288001086
1.10	110	-154.471916296043
1.10	120	-154.439735504916
1.10	130	-154.343445409691
1.10	140	-154.132844607131
1.10	150	-153.731391930879
1.10	160	-153.077450389698
1.10	170	-152.297383558444
1.10	180	-151.888146341543
1.20	0	-151.877811088259
1.20	10	-152.367433047595
1.20	20	-153.274858902443
1.20	30	-153.945105453023
1.20	40	-154.300032151549
1.20	50	-154.464087549414
1.20	60	-154.534820459744
1.20	70	-154.561350605067
1.20	80	-154.549240312996
1.20	90	-154.560830654339
1.20	100	-154.551514172819
1.20	110	-154.513883346599
1.20	120	-154.484518928412
1.20	130	-154.403225475093
1.20	140	-154.235781285102
1.20	150	-153.933143686353
1.20	160	-153.443404049638
1.20	170	-152.823656696
1.20	180	-152.485246168468
1.30	0	-152.619670189857
1.30	10	-152.984711106029
1.30	20	-153.630118161658
1.30	30	-154.10098872497
1.30	40	-154.366539927231
1.30	50	-154.504662659313
1.30	60	-154.571729488998
1.30	70	-154.600219085599
1.30	80	-154.599927674664
1.30	90	-154.610003926565
1.30	100	-154.599248454977
1.30	110	-154.541616120229
1.30	120	-154.5200011727
1.30	130	-154.442950571207
1.30	140	-154.291058722688
1.30	150	-154.035677479991
1.30	160	-153.605000832809
1.30	170	-152.890999558695
1.30	180	-152.377484539242
1.40	0	-152.636114501928
1.40	10	-153.133264454453
1.40	20	-153.806079864252
1.40	30	-154.184059140636
1.40	40	-154.401483840982
1.40	50	-154.534077102349
1.40	60	-154.602135905711
1.40	70	-154.632403713386
1.40	80	-154.640850981684
1.40	90	-154.649444641997
1.40	100	-154.638907189981
1.40	110	-154.604262609126
1.40	120	-154.551023735249
1.40	130	-154.474870131184
1.40	140	-154.324388229284
1.40	150	-154.097687155246
1.40	160	-153.679549247267
1.40	170	-152.602265784031
1.40	180	-151.499902165318
1.50	0	-151.951547858049
1.50	10	-152.94660876543
1.50	20	-153.896644153528
1.50	30	-154.248345947892
1.50	40	-154.376212711088
1.50	50	-154.5597188265
1.50	60	-154.628628705627
1.50	70	-154.637076327565
1.50	80	-154.673232011177
1.50	90	-154.680512885447
1.50	100	-154.67086157767
1.50	110	-154.639853029621
1.50	120	-154.579809537264
1.50	130	-154.50531050334
1.50	140	-154.353128803286
1.50	150	-154.161635764514
1.50	160	-153.721138300787
1.50	170	-151.94890204052
1.50	180	-149.322452215766
1.60	0	-150.17644582072
1.60	10	-152.449277964061
1.60	20	-153.949581392827
1.60	30	-154.31736401449
1.60	40	-154.44997917606
1.60	50	-154.585843576823
1.60	60	-154.652666314159
1.60	70	-154.675104344061
1.60	80	-154.698344655725
1.60	90	-154.704475913624
1.60	100	-154.696027234782
1.60	110	-154.66946908015
1.60	120	-154.609079254186
1.60	130	-154.536115850109
1.60	150	-154.238992976172
1.60	160	-153.75501248407
1.60	170	-150.936803838656
1.60	180	-144.267573650585
1.70	0	-146.096196371146
1.70	10	-151.651944736104
1.70	20	-153.990943256027
1.70	30	-154.385120417835
1.70	40	-154.50677323005
1.70	50	-154.614761246577
1.70	60	-154.674233038845
1.70	70	-154.698101613391
1.70	80	-154.717567056002
1.70	90	-154.722524130397
1.70	100	-154.715557190798
1.70	110	-154.693358921614
1.70	120	-154.616491119817
1.70	130	-154.56751119591
1.70	150	-154.315037658172
1.70	160	-153.805146791558
1.70	170	-149.825481279567
1.70	180	-130.002088147539
1.80	0	-135.474075307324
1.80	10	-150.726557098272
1.80	20	-154.039601461961
1.80	30	-154.447356409957
1.80	40	-154.555538085102
1.80	50	-154.643496235879
1.80	60	-154.66087556417
1.80	70	-154.716178345954
1.80	80	-154.732025948477
1.80	90	-154.736002063706
1.80	100	-154.730355007775
1.80	110	-154.712326653889
1.80	130	-154.599712007572
1.80	140	-154.485123990879
1.80	150	-154.382599681644
1.80	160	-153.887551114971
1.80	170	-149.263447077978
1.90	10	-150.138825951998
1.90	20	-154.108332432501
1.90	30	-154.501610628119
1.90	40	-154.5961505801
1.90	50	-154.668344210141
1.90	60	-154.700297974839
1.90	70	-154.730093639561
1.90	80	-154.742822771269
1.90	90	-154.74597462254
1.90	100	-154.741459680896
1.90	110	-154.727025561781
1.90	120	-154.665857547324
1.90	130	-154.630144015365
1.90	140	-154.53352466358
1.90	150	-154.439786940735
1.90	160	-153.999495913032
1.90	170	-149.748773518484
2.00	10	-150.354772021207
2.00	20	-154.198337348902
2.00	30	-154.547102354599
2.00	40	-154.629260099314
2.00	50	-154.688735864874
2.00	60	-154.716694766781
2.00	70	-154.740709721705
2.00	80	-154.75081984133
2.00	90	-154.753290117464
2.00	100	-154.749725710626
2.00	110	-154.738289454606
2.00	120	-154.712869950318
2.00	130	-154.656722190925
2.00	140	-154.57418566743
2.00	150	-154.486687042397
2.00	160	-154.122035314526
2.00	170	-150.927834147263
2.00	180	-135.282431285115
2.10	0	-130.14124574124
2.10	10	-151.261790537403
2.10	20	-154.299117795135
2.10	30	-154.584083483347
2.10	40	-154.655876326309
2.10	50	-154.705062188701
2.10	60	-154.729584026316
2.10	70	-154.74875388371
2.10	80	-154.756696923112
2.10	90	-154.758612484684
2.10	100	-154.755827521911
