    1     0.000000000000
    2     0.153508000000
    3     0.460524000000
    4     0.921048000000
    5     1.535080000000
    6     2.302620000000
    7     3.223668000000
    8     4.298224000000
    9     5.526288000000
   10     6.907860000000
   11     8.442940000000
   12    10.131528000000
   13    11.973624000000
   14    13.969228000000
   15    16.118340000000
   16    18.420960000000
   17    20.877088000000
   18    23.486724000000
   19    26.249868000000
   20    29.166520000000
   21    32.236680000000
   22    35.460348000000
