R	Gamma	E
1.00	0	2035819.067979
1.00	10	1489848.779647
1.00	20	751802.086944
1.00	30	349184.207251
1.00	40	172853.901065
1.00	50	102086.082455
1.00	60	76421.769708
1.00	70	69379.847626
1.00	80	69411.869979
1.00	90	71859.808472
1.00	100	80558.488536
1.00	110	77012.384925
1.00	120	86487.302391
1.00	130	115374.216801
1.00	140	181033.072401
1.00	150	312361.987307
1.00	160	539073.205081
1.00	170	828829.308419
1.00	180	993525.334645
1.10	0	1057116.432585
1.10	10	839719.640522
1.10	20	480237.006641
1.10	30	244366.551121
1.10	40	129757.044027
1.10	50	81033.620705
1.10	60	62283.814789
1.10	70	56458.137109
1.10	80	55988.334277
1.10	90	60692.270873
1.10	100	63391.601988
1.10	110	65667.927803
1.10	120	72730.794063
1.10	130	93864.024197
1.10	140	140085.551098
1.10	150	228194.216638
1.10	160	371717.774812
1.10	170	542922.630575
1.10	180	632739.805059
1.20	0	635008.130639
1.20	10	527548.546963
1.20	20	328391.620441
1.20	30	181289.526851
1.20	40	103392.131662
1.20	50	67386.138838
1.20	60	51862.061637
1.20	70	46039.368604
1.20	80	48697.270112
1.20	90	46153.484582
1.20	100	48198.215637
1.20	110	56457.226169
1.20	120	62901.970105
1.20	130	80743.818255
1.20	140	117493.564875
1.20	150	183914.830806
1.20	160	291400.241678
1.20	170	427419.044219
1.20	180	501691.559385
1.30	0	472188.90106
1.30	10	392071.691999
1.30	20	250421.236628
1.30	30	147077.108093
1.30	40	88795.364198
1.30	50	58480.932823
1.30	60	43761.467205
1.30	70	37508.724386
1.30	80	37572.681685
1.30	90	35361.200329
1.30	100	37721.753154
1.30	110	50370.58677
1.30	120	55114.518733
1.30	130	72025.168675
1.30	140	105361.571372
1.30	150	161411.267461
1.30	160	255933.85233
1.30	170	412638.996366
1.30	180	525342.499854
1.40	0	468579.792246
1.40	10	359468.005275
1.40	20	211802.112336
1.40	30	128845.261843
1.40	40	81126.062705
1.40	50	52025.209703
1.40	60	37088.031059
1.40	70	30445.016077
1.40	80	28591.055246
1.40	90	26704.965086
1.40	100	29017.668152
1.40	110	36621.273678
1.40	120	48305.854226
1.40	130	65019.636017
1.40	140	98046.591244
1.40	150	147801.718788
1.40	160	239572.368886
1.40	170	476008.726067
1.40	180	717949.540338
1.50	0	618824.782585
1.50	10	400434.187961
1.50	20	191925.551173
1.50	30	114735.940535
1.50	40	86672.43383
1.50	50	46397.502552
1.50	60	31273.534395
1.50	70	29419.495949
1.50	80	21484.24175
1.50	90	19886.274782
1.50	100	22004.491696
1.50	110	28810.080376
1.50	120	41988.101843
1.50	130	58338.747514
1.50	140	91738.765261
1.50	150	133766.623348
1.50	160	230444.628001
1.50	170	619405.472328
1.50	180	1195844.497036
1.60	0	1008414.592187
1.60	10	509585.66666
1.60	20	180307.171753
1.60	30	99588.227976
1.60	40	70482.568437
1.60	50	40663.783425
1.60	60	25997.889877
1.60	70	21073.31224
1.60	80	15972.654133
1.60	90	14626.998758
1.60	100	16481.269168
1.60	110	22310.109532
1.60	120	35564.14243
1.60	130	51577.756354
1.60	150	116788.680263
1.60	160	223010.105174
1.60	170	841535.320343
1.60	180	2305261.948178
1.70	0	1903925.708032
1.70	10	684580.057932
1.70	20	171229.293371
1.70	30	84717.418455
1.70	40	58017.716155
1.70	50	34317.089423
1.70	60	21264.541603
1.70	70	16025.995752
1.70	80	11753.825521
1.70	90	10665.873601
1.70	100	12194.939883
1.70	110	17066.896133
1.70	120	33937.426185
1.70	130	44687.275393
1.70	150	100098.804098
1.70	160	212006.898092
1.70	170	1085442.39447
1.70	180	5436173.672765
1.80	0	4235211.479666
1.80	10	887679.13959
1.80	20	160550.053087
1.80	30	71058.198978
1.80	40	47315.069098
1.80	50	28010.48914
1.80	60	24196.168015
1.80	70	12058.612104
1.80	80	8580.465879
1.80	90	7707.80958
1.80	100	8947.194921
1.80	110	12903.960679
1.80	130	37620.015134
1.80	140	62769.174262
1.80	150	85270.656022
1.80	160	193921.242173
1.80	170	1208794.62605
1.90	10	1016671.197826
1.90	20	145465.350821
1.90	30	59150.776149
1.90	40	38401.658003
1.90	50	22556.989928
1.90	60	15543.950202
1.90	70	9004.558606
1.90	80	6210.837516
1.90	90	5519.086219
1.90	100	6510.00123
1.90	110	9677.923749
1.90	120	23102.749255
1.90	130	30940.962396
1.90	140	52146.455981
1.90	150	72719.505208
1.90	160	169352.202396
1.90	170	1102277.799651
2.00	10	969276.520665
2.00	20	125711.557795
2.00	30	49166.497676
2.00	40	31134.959518
2.00	50	18081.539662
2.00	60	11945.270849
2.00	70	6674.598223
2.00	80	4455.683763
2.00	90	3913.520896
2.00	100	4695.817661
2.00	110	7205.785377
2.00	120	12784.720913
2.00	130	25107.727946
2.00	140	43222.398426
2.00	150	62426.124155
2.00	160	142457.916269
2.00	170	843503.939774
2.00	180	4277272.474783
2.10	0	5405632.11555
2.10	10	770208.99463
2.10	20	103592.809671
2.10	30	41050.079237
2.10	40	25293.373745
2.10	50	14498.32627
2.10	60	9116.405769
2.10	70	4909.108985
2.10	80	3165.813589
2.10	90	2745.39648
2.10	100	3356.62507
2.10	110	5325.151911
2.10	120	9750.001617
2.10	140	35632.888069
2.10	150	54125.175824
2.10	160	118057.788464
2.10	170	582941.168893
2.10	180	1898471.782563
2.20	0	2201913.668699
2.20	10	535567.70111
2.20	20	82409.311305
2.20	30	34600.716867
2.20	40	20625.050041
2.20	50	18221.536092
2.20	60	6906.963037
2.20	70	3581.371444
2.20	80	2225.114253
2.20	90	1902.283963
2.20	100	2375.626643
2.20	110	3905.578731
2.20	120	7383.799944
2.20	130	21068.334788
2.20	140	29243.68415
2.20	150	47368.924876
2.20	160	99155.29151
2.20	170	393237.999912
2.20	180	1011037.888994
2.30	0	1049469.091053
2.30	10	344627.068602
2.30	20	64705.322923
2.30	30	29513.741045
2.30	40	16942.491026
2.30	50	15227.954981
2.30	60	5194.777076
2.30	70	2589.886309
2.30	80	1544.404206
2.30	90	1298.900639
2.30	100	1662.412274
2.30	110	2841.608351
2.30	120	5553.514777
2.30	130	11465.931144
2.30	140	23953.274483
2.30	150	41707.602325
2.30	160	86321.462367
2.30	170	277500.841439
2.30	180	602064.879543
2.40	0	532774.078412
2.40	10	214796.644915
2.40	20	51511.751366
2.40	30	25498.085977
2.40	40	14028.855119
2.40	50	12886.543219
2.40	60	3877.648639
2.40	70	1854.637916
2.40	80	1055.914209
2.40	90	871.042828
2.40	100	1147.996761
2.40	110	2049.551794
2.40	120	4147.71831
2.40	130	8808.286678
2.40	140	19116.916942
2.40	150	36717.541363
2.40	160	78378.077128
2.40	170	216304.957175
2.40	180	421201.998881
2.50	0	284664.544712
2.50	10	135091.522419
2.50	20	42575.191123
2.50	30	22229.558389
2.50	40	11691.128878
2.50	50	11077.970955
2.50	60	2871.400216
2.50	70	1313.333544
2.50	80	708.551078
2.50	90	570.726872
2.50	100	780.119663
2.50	110	1463.961102
2.50	120	3075.128323
2.50	130	6722.857739
2.50	140	15091.187581
2.50	150	32126.158674
2.50	160	73242.73621
2.50	170	189706.178398
2.50	180	366304.311597
2.60	0	162326.840861
2.60	10	89618.491446
2.60	20	36810.9023
2.60	30	19453.774661
2.60	40	14664.287271
2.60	50	9694.944415
2.60	60	2107.927698
2.60	70	917.908364
2.60	80	464.027728
2.60	90	362.333118
2.60	100	519.467381
2.60	110	1034.137078
2.60	120	2262.073248
2.60	130	5097.09823
2.60	140	11827.159875
2.60	150	27817.960033
2.60	160	68803.459003
2.60	170	182033.023789
2.60	180	418931.127179
2.70	0	102406.424695
2.70	10	65390.473034
2.70	20	32890.159948
2.70	30	17016.062262
2.70	40	12470.642245
2.70	50	3797.088805
2.70	60	1532.736149
2.70	70	631.425386
2.70	80	293.852396
2.70	90	219.610701
2.70	100	336.67608
2.70	110	721.02908
2.70	120	1649.804522
2.70	130	3837.620963
2.70	140	9210.034011
2.70	150	23754.252861
2.70	160	63541.438206
2.70	170	180397.343068
2.70	180	664448.681866
2.80	0	74486.730735
2.80	10	53213.370029
2.80	20	29645.095445
2.80	30	14839.433985
2.80	40	10798.093019
2.80	50	2840.129878
2.80	60	1102.602682
2.80	70	425.742845
2.80	80	176.961175
2.80	90	123.363797
2.80	100	209.95879
2.80	110	494.766413
2.80	120	1191.886636
2.80	130	2867.862758
2.80	140	7121.193165
2.80	150	19337.567682
2.80	160	56919.85537
2.80	170	172642.006559
2.80	180	1613901.627704
2.90	0	63107.680928
2.90	10	46579.380478
2.90	20	26412.849167
2.90	30	14956.265974
2.90	40	9521.94666
2.90	50	2105.77833
2.90	60	783.423567
2.90	70	279.520705
2.90	80	97.902415
2.90	90	59.667041
2.90	100	123.276015
2.90	110	332.655559
2.90	120	851.811201
2.90	130	2125.80669
2.90	140	5462.277302
2.90	150	15521.208227
2.90	160	49296.598366
2.90	170	155385.034291
3.00	0	60098.280915
3.00	10	40177.488677
3.00	30	12865.72548
3.00	40	8550.109404
3.00	50	1546.396244
3.00	60	548.505253
3.00	70	176.714547
3.00	80	45.430304
3.00	90	18.510368
3.00	100	64.911057
3.00	110	217.595308
3.00	120	601.106642
3.00	130	1561.672232
3.00	140	4153.983451
3.00	150	12277.178895
3.00	160	40601.43182
3.00	170	132441.052457
3.10	0	41367.365404
3.10	30	11226.10773
3.10	40	3078.367128
3.10	50	1123.50816
3.10	60	377.095481
3.10	70	105.345401
3.10	80	11.437477
3.10	90	-7.233635
3.10	100	26.38083
3.10	110	136.788393
3.10	120	417.710572
3.10	130	1135.725206
3.10	140	3130.103242
3.10	150	9591.926612
3.10	160	32642.175734
3.10	170	107437.03931
3.10	180	569486.938542
3.20	0	30266.550788
3.20	10	23517.592852
3.20	30	9944.706844
3.20	40	2285.555217
3.20	50	806.354554
3.20	60	253.204152
3.20	70	56.545432
3.20	80	-9.862877
3.20	90	-22.577805
3.20	100	1.599905
3.20	110	80.732189
3.20	120	284.673966
3.20	130	816.481016
3.20	140	2335.279102
3.20	150	7402.004413
3.20	160	25724.073967
3.20	170	87861.730422
3.20	180	266760.45837
3.30	0	22122.137932
3.30	10	17534.743224
3.30	30	8931.123374
3.30	40	1678.870818
3.30	50	570.501489
3.30	60	164.606872
3.30	70	23.798486
3.30	80	-22.552068
3.30	90	-31.003276
3.30	100	-13.75112
3.30	110	42.415719
3.30	120	189.051032
3.30	130	579.091993
3.30	140	1723.485889
3.30	150	5641.333417
3.30	160	19907.506123
3.30	170	62450.059901
3.30	180	149686.12223
3.40	0	16144.070153
3.40	10	12968.338563
3.40	20	7246.606295
3.40	30	3238.067067
3.40	40	1218.822962
3.40	50	396.7103
3.40	60	101.985684
3.40	70	2.357612
3.40	80	-29.476802
3.40	90	-34.89833
3.40	100	-22.707122
3.40	110	16.707709
3.40	120	121.026334
3.40	130	404.085232
3.40	140	1256.819064
3.40	150	4246.405045
3.40	160	15175.411844
3.40	170	46492.049797
3.40	180	92620.646634
3.50	0	11733.704309
3.50	10	9473.685561
3.50	20	5353.936857
3.50	30	2374.91893
3.50	40	873.199821
3.50	50	269.915422
3.50	60	58.341306
3.50	70	-11.203693
3.50	80	-32.600319
3.50	90	-35.884999
3.50	100	-27.378427
3.50	110	-0.118661
3.50	120	73.20006
3.50	130	276.267669
3.50	140	904.251475
3.50	150	3156.460392
3.50	160	11405.367067
3.50	170	34147.02598
3.50	180	60771.02349
3.60	0	8423.038225
3.60	10	6845.915196
3.60	20	3913.436897
3.60	30	1720.242888
3.60	40	616.097348
3.60	50	178.415994
3.60	60	28.424703
3.60	70	-19.331331
3.60	80	-33.26825
3.60	90	-35.059583
3.60	100	-29.225366
3.60	110	-10.742718
3.60	120	40.035619
3.60	130	183.871432
3.60	140	640.598154
3.60	150	2316.002208
3.60	160	8457.664085
3.60	170	24812.612778
3.60	180	41201.554258
3.70	0	6020.053605
3.70	10	4927.648925
3.70	20	2825.785896
3.70	30	1229.295955
3.70	40	426.843975
3.70	50	113.196334
3.70	60	8.339025
3.70	70	-23.755412
