R	0	30	60	90
1.0	2035819.067979	349184.207251	76421.769708	71859.808472
1.1	1057116.432585	244366.551121	62283.814789	60692.270873
1.2	635008.130639	181289.526851	51862.061637	46153.484582
1.3	472188.90106	147077.108093	43761.467205	35361.200329
1.4	468579.792246	128845.261843	37088.031059	26704.965086
1.5	618824.782585	114735.940535	31273.534395	19886.274782
1.6	1008414.592187	99588.227976	25997.889877	14626.998758
1.7	1903925.708032	84717.418455	21264.541603	10665.873601
1.8	4235211.479666	71058.198978	24196.168015	7707.80958
1.9		59150.776149	15543.950202	5519.086219
2.0		49166.497676	11945.270849	3913.520896
2.1	5405632.11555	41050.079237	9116.405769	2745.39648
2.2	2201913.668699	34600.716867	6906.963037	1902.283963
2.3	1049469.091053	29513.741045	5194.777076	1298.900639
2.4	532774.078412	25498.085977	3877.648639	871.042828
2.5	284664.544712	22229.558389	2871.400216	570.726872
2.6	162326.840861	19453.774661	2107.927698	362.333118
2.7	102406.424695	17016.062262	1532.736149	219.610701
2.8	74486.730735	14839.433985	1102.602682	123.363797
2.9	63107.680928	14956.265974	783.423567	59.667041
3.0	60098.280915	12865.72548	548.505253	18.510368
3.1	41367.365404	11226.10773	377.095481	-7.233635
3.2	30266.550788	9944.706844	253.204152	-22.577805
3.3	22122.137932	8931.123374	164.606872	-31.003276
3.4	16144.070153	3238.067067	101.985684	-34.89833
3.5	11733.704309	2374.91893	58.341306	-35.884999
3.6	8423.038225	1720.242888	28.424703	-35.059583
3.7	6020.053605	1229.295955	8.339025	-33.160557
3.8	4279.43868	865.214625	-4.772849	-30.684654
3.9	3010.531492	598.30978	-12.986977	-27.962328
4.0	2091.446584	405.019133	-17.79471	-25.209238
4.1	1432.078034	266.868976	-20.262615	-22.558089
4.2	963.915847	169.53084	-21.149448	-20.083668
4.3	635.244578	102.049116	-20.995864	-17.820589
4.4	407.421295	56.08072	-20.187555	-15.778671
4.5	251.787381	25.444319	-18.996394	-13.952706
4.6	147.240778	5.564144	-17.612961	-12.330536
4.7	78.380891	-6.882217	-16.165714	-10.89709
4.8	34.092304	-14.272351	-14.736753	-9.635671
4.9	6.460418	-18.281649	-13.374045	-8.530167
5.0	-10.065047	-20.072432	-12.102544	-7.565027
5.1	-19.316695	-20.442706	-10.93222	-6.72368
5.2	-23.903127	-19.934693	-9.863943	-5.992095
5.3	-25.574926	-18.914218	-8.893503	-5.355564
5.4	-25.489817	-17.623919	-8.016955	-4.801516
5.5	-24.401108	-16.224298	-7.227659	-4.318015
5.6	-22.789804	-14.817846	-6.520716	-3.895483
5.7	-20.957415	-13.467816	-5.889972	-3.525239
5.8	-19.086521	-12.208824	-5.32994	-3.200091
5.9	-17.281604	-11.057977	-4.834778	-2.913905
6.0	-15.59885	-10.01779	-4.397908	-2.661674
6.2	-12.674984	-8.243542	-3.674124	-2.24167
6.4	-10.325137	-6.812396	-3.110516	-1.911647
6.6	-8.453201	-5.653026	-2.666427	-1.649202
6.8	-6.954876	-4.71626	-2.310023	-1.438388
7.0	-5.751491	-3.965861	-2.020784	-1.266698
7.2	-4.789334	-3.367781	-1.782688	-1.125132
7.4	-4.02649	-2.88952	-1.585268	-1.00789
7.6	-3.422825	-2.504395	-1.419944	-0.910318
7.8	-2.941896	-2.190471	-1.2802	-0.827505
8.0	-2.553606	-1.933484	-1.161393	-0.757686
8.2	-2.235994	-1.721298	-1.059244	-0.697408
8.4	-1.974541	-1.544922	-0.971094	-0.645231
8.6	-1.758367	-1.39663	-0.895385	-0.599815
8.8	-1.578247	-1.270178	-0.829513	-0.560149
9.0	-1.426135	-1.16109	-0.772589	-0.525157
9.5	-1.133366	-0.946726	-0.659699	-0.454923
10.0	-0.926793	-0.794682	-0.57788	-0.403043
10.5	-0.780705	-0.685246	-0.515386	-0.3632
11.0	-0.675828	-0.60404	-0.4661	-0.331393
11.5	-0.597873	-0.541325	-0.42617	-0.305913
12.0	-0.537522	-0.491507	-0.393235	-0.284339
12.5	-0.488996	-0.450727	-0.365081	-0.2663
13.0	-0.449387	-0.416185	-0.341189	-0.25043
13.5	-0.415873	-0.38753	-0.32059	-0.236812
14.0	-0.387401	-0.36262	-0.302011	-0.224785
14.5	-0.362784	-0.340757	-0.285896	-0.213733
15.0	-0.341245	-0.321381	-0.271242	-0.204198
16.0	-0.305474	-0.288919	-0.246146	-0.187339
17.0	-0.276225	-0.262016	-0.225154	-0.172924
18.0	-0.252131	-0.239878	-0.207029	-0.160606
19.0	-0.23148	-0.22089	-0.191778	-0.149817
20.0	-0.213521	-0.203859	-0.178216	-0.140315
21.0	-0.197747	-0.189543	-0.166366	-0.13221
22.0	-0.18416	-0.176609	-0.155695	-0.124816
23.0	-0.172289	-0.165314	-0.146163	-0.117468
24.0	-0.161651	-0.155371	-0.137859	-0.111408
25.0	-0.151989	-0.146301	-0.129765	-0.105512
50.0	-0.049618	-0.047937	-0.043752	-0.037598
100.0	-0.006816	-0.006296	-0.005124	-0.003589
