R	Gamma	E
1.00	0	-41.071936625946
1.00	10	-41.076719135019
1.00	20	-41.090274467996
1.00	30	-41.11032935164
1.00	40	-41.133642022572
1.00	50	-41.156959606094
1.00	60	-41.177622530916
1.00	70	-41.193550330877
1.00	80	-41.202956849914
1.00	90	-41.203992709473
1.00	100	-41.194339447648
1.00	110	-41.170791835575
1.00	120	-41.12887422728
1.00	130	-41.062479186437
1.00	140	-40.961493518193
1.00	150	-40.790430930134
1.00	160	-40.352946314883
1.00	170	-38.319320008665
1.10	0	-41.093744097083
1.10	20	-41.11441831208
1.10	30	-41.136342638017
1.10	40	-41.160873284822
1.10	50	-41.184520672457
1.10	60	-41.204883292162
1.10	70	-41.220310824997
1.10	80	-41.229442969926
1.10	90	-41.230809841954
1.10	100	-41.22243326079
1.10	110	-41.201410623267
1.10	120	-41.163539886341
1.10	130	-41.103083772709
1.10	140	-41.011382582354
1.10	150	-40.859870897985
1.10	160	-40.481750227632
1.10	170	-38.779456636739
1.20	0	-41.093797454682
1.20	10	-41.100524227593
1.20	30	-41.146050395702
1.20	40	-41.173542290889
1.20	50	-41.198521840662
1.20	60	-41.21937735948
1.20	70	-41.235056337523
1.20	80	-41.244668023104
1.20	90	-41.247139681945
1.20	100	-41.240873408413
1.20	110	-41.2233629651
1.20	120	-41.190826245235
1.20	130	-41.138011224752
1.20	140	-41.057601054752
1.20	150	-40.929568431337
1.20	160	-40.650045954091
1.20	170	-39.718876920276
1.20	180	-38.002166953223
1.30	0	-41.08450768854
1.30	10	-41.094551339556
1.30	20	-41.121115326293
1.30	30	-41.152327270594
1.30	40	-41.182557687355
1.30	50	-41.208383559651
1.30	60	-41.229211924135
1.30	70	-41.244799426526
1.30	80	-41.254703874306
1.30	90	-41.25820133363
1.30	100	-41.254053503639
1.30	110	-41.240179234225
1.30	120	-41.213307730638
1.30	130	-41.168768233397
1.30	140	-41.100196447391
1.30	160	-40.801931977588
1.30	170	-40.344144821846
1.30	180	-39.848086995481
1.40	0	-41.072370694228
1.40	10	-41.103055552973
1.40	20	-41.136086809715
1.40	40	-41.193444344609
1.40	50	-41.217848092522
1.40	60	-41.237630681361
1.40	70	-41.252436800957
1.40	80	-41.262126495188
1.40	90	-41.266240735447
1.40	100	-41.263841263869
1.40	110	-41.253247688005
1.40	120	-41.231718499992
1.40	130	-41.195187866471
1.40	140	-41.1378004452
1.40	150	-41.056359068279
1.40	160	-40.921096249578
1.40	170	-40.684006171788
1.40	180	-40.490966888063
1.50	0	-41.060565891331
1.50	10	-41.145830819474
1.50	20	-41.165184131487
1.50	30	-41.18762913046
1.50	50	-41.228083868658
1.50	60	-41.245431274632
1.50	70	-41.258802883049
1.50	80	-41.267815442691
1.50	90	-41.272115185847
1.50	100	-41.270985981445
1.50	110	-41.26308695173
1.50	120	-41.246148659656
1.50	130	-41.216676783613
1.50	150	-41.108642758656
1.50	160	-41.013268599053
1.50	170	-40.879786752595
1.50	180	-40.759304005621
1.60	0	-41.05043185155
1.60	10	-41.183076020484
1.60	20	-41.194590439449
1.60	30	-41.209873015437
1.60	40	-41.224993600241
1.60	60	-41.25282702455
1.60	70	-41.264129026973
1.60	80	-41.272057555768
1.60	90	-41.276163610479
1.60	100	-41.275835441211
1.60	110	-41.2699962571
1.60	140	-41.202333475737
1.60	150	-41.152284276907
1.60	160	-41.084779801911
1.60	170	-41.00554962268
1.60	180	-40.96151743998
1.70	0	-41.209276028116
1.70	10	-41.211883356825
1.70	20	-41.219092429817
1.70	30	-41.229331864073
