R	Gamma	E
1.00	0	-188.045481642064
1.00	10	-189.334698282753
1.00	20	-190.934169462205
1.00	30	-191.668436160449
1.00	40	-191.940789477428
1.00	50	-192.095903425626
1.00	60	-192.213357221067
1.00	70	-192.293153317537
1.00	80	-192.333908575433
1.00	100	-192.344694849377
1.00	110	-192.291363903877
1.00	120	-192.179992151587
1.00	130	-192.095794611095
1.00	140	-191.958261572556
1.00	150	-191.560288525172
1.00	160	-190.290333473779
1.00	170	-186.904433955963
1.00	180	-183.379364529623
1.10	0	-183.963047653343
1.10	10	-187.570858171446
1.10	20	-190.703327838582
1.10	30	-191.743075718902
1.10	40	-192.026014130715
1.10	50	-192.169720596629
1.10	60	-192.280574742076
1.10	70	-192.358136530827
1.10	80	-192.39840409501
1.10	90	-192.405938228313
1.10	100	-192.384328485188
1.10	110	-192.335793131364
1.10	120	-192.266644275087
1.10	130	-192.187155800903
1.10	140	-192.058582956623
1.10	150	-191.63492653552
1.10	160	-189.997376920185
1.10	170	-183.801963868551
1.10	180	-171.780487603703
1.20	0	-173.503719509554
1.20	10	-185.02473858171
1.20	20	-190.520943019725
1.20	30	-191.825796878253
1.20	40	-192.104276724331
1.20	50	-192.240848601883
1.20	60	-192.345434499065
1.20	70	-192.419017497724
1.20	80	-192.457666456062
1.20	90	-192.466684225383
1.20	100	-192.449764338028
1.20	110	-192.408465806593
1.20	120	-192.34505174981
1.20	130	-192.267452014625
1.20	140	-192.147807182353
1.20	150	-191.74082040768
1.20	160	-189.961325198772
1.20	170	-181.081350467268
1.30	10	-182.78705587111
1.30	20	-190.513293213586
1.30	30	-191.920963448664
1.30	40	-192.17375984948
1.30	50	-192.306491409642
1.30	60	-192.405899194571
1.30	70	-192.474075812672
1.30	80	-192.509479426866
1.30	90	-192.518673134945
1.30	100	-192.505603192956
1.30	110	-192.470416013888
1.30	120	-192.412333966791
1.30	130	-192.335679381789
1.30	140	-192.223533318584
1.30	150	-191.867195114919
1.30	160	-190.24314584321
1.30	170	-181.649836331223
1.40	10	-183.024316175147
1.40	20	-190.723676670147
1.40	30	-192.022777491931
1.40	40	-192.263540174863
1.40	50	-192.364142164081
1.40	60	-192.459968842857
1.40	70	-192.521502438241
1.40	80	-192.552612802595
1.40	90	-192.561160477239
1.40	100	-192.551111651056
1.40	110	-192.521415427056
1.40	120	-192.468711937146
1.40	130	-192.392604372356
1.40	140	-192.284471128375
1.40	150	-191.991461359992
1.40	160	-190.710366543503
1.40	170	-184.818697717151
1.40	180	-169.330892131241
1.50	0	-167.226493499907
1.50	10	-185.503521747555
1.50	20	-191.070899258171
1.50	30	-192.119501915434
1.50	40	-192.321196368085
1.50	50	-192.414870081394
1.50	60	-192.506940397398
1.50	70	-192.560904353039
1.50	80	-192.587332764314
1.50	90	-192.594848028568
1.50	100	-192.587105452623
1.50	110	-192.562438438455
1.50	120	-192.515444279991
1.50	130	-192.440079261169
1.50	140	-192.331322605959
1.50	150	-192.09345507073
1.50	160	-191.174469405315
1.50	170	-187.675406990802
1.50	180	-182.562970457269
1.60	0	-182.047995243
1.60	10	-188.044334179821
1.60	20	-191.428182363557
1.60	30	-192.200637506027
1.60	40	-192.36912987788
1.60	50	-192.46260146772
1.60	60	-192.546546672096
1.60	70	-192.59273019636
1.60	80	-192.614633433388
1.60	90	-192.621011593373
1.60	100	-192.615061686466
1.60	110	-192.594949683258
1.60	120	-192.553858859267
1.60	130	-192.480490859772
1.60	140	-192.366818282171
1.60	150	-192.109005621181
1.60	160	-191.468042223103
1.60	170	-189.5341832507
1.60	180	-187.41833418135
1.70	10	-189.758183652693
1.70	20	-191.711713347068
1.70	30	-192.261422501665
1.70	40	-192.409496640442
1.70	50	-192.50548303963
1.70	60	-192.579204104275
1.70	70	-192.617967048075
1.70	80	-192.635845554636
1.70	90	-192.641121061564
1.70	100	-192.636555378203
1.70	110	-192.620348327928
1.70	120	-192.585089799955
1.70	130	-192.516007359913
1.70	140	-192.394837971791
1.70	150	-192.170965352104
1.70	160	-191.703585913559
1.70	170	-190.550621427255
1.70	180	-189.467749689271
1.80	0	-189.563471047078
1.80	10	-190.73023888817
1.80	20	-191.8983900689
1.80	30	-192.303151373851
1.80	40	-192.444411499503
1.80	50	-192.541852599363
1.80	60	-192.605479750727
1.80	70	-192.637497133716
1.80	80	-192.651897552546
1.80	90	-192.656167488451
1.80	100	-192.652666802738
1.80	110	-192.63969421361
1.80	120	-192.610000631928
1.80	130	-192.547386245855
1.80	140	-192.420062473469
1.80	150	-192.208196579352
1.80	160	-191.837416435763
1.90	0	-190.542207895012
1.90	10	-191.220098213522
1.90	20	-192.00285193054
1.90	30	-192.331162073097
1.90	40	-192.475907402119
1.90	50	-192.571870179542
1.90	60	-192.626297200974
1.90	70	-192.652411612267
1.90	80	-192.6639046895
1.90	90	-192.667319989626
1.90	100	-192.664652388766
1.90	110	-192.654354940446
1.90	120	-192.629803899448
1.90	130	-192.574612987738
1.90	140	-192.452283237146
1.90	150	-192.238100090737
1.90	160	-191.912611333562
1.90	170	-191.239472456283
2.00	0	-190.847540466077
2.00	10	-191.427211701298
2.00	20	-192.054621523666
2.00	30	-192.352310602382
2.00	40	-192.505506699875
2.00	50	-192.596409001846
2.00	60	-192.642560039845
2.00	70	-192.663723425141
2.00	80	-192.672823915682
2.00	90	-192.675526810755
2.00	100	-192.673505347688
2.00	110	-192.665395888001
2.00	120	-192.645329639429
2.00	130	-192.597709389498
2.00	140	-192.486799294959
2.00	150	-192.270843379326
2.00	160	-191.95506811979
2.10	0	-190.662845589346
2.10	10	-191.471226928739
2.10	30	-192.372463692442
2.10	40	-192.532984632571
2.10	50	-192.616378358125
2.10	60	-192.655179971145
2.10	70	-192.672238964416
2.10	80	-192.679396048821
2.10	90	-192.681515994643
2.10	100	-192.679994175921
2.10	110	-192.67365603557
2.10	120	-192.657386388016
2.10	130	-192.617014751332
2.10	140	-192.518677555689
2.10	160	-192.008673126902
2.10	180	-189.242657688453
2.20	0	-189.897443134042
2.20	10	-191.40027460147
2.20	20	-192.172382987874
2.20	30	-192.395322070563
2.20	40	-192.557735224894
2.20	50	-192.63262608368
2.20	60	-192.664931190259
2.20	70	-192.678608272567
2.20	80	-192.684202491676
2.20	90	-192.685851788888
2.20	100	-192.684714786183
2.20	110	-192.679797739609
2.20	120	-192.666715940342
2.20	130	-192.633024260399
2.20	140	-192.547136604552
2.20	180	-186.822455962784
2.30	0	-188.125719609836
2.30	10	-191.218982984718
2.30	30	-192.42208792486
2.30	40	-192.579585919802
2.30	50	-192.645673486008
2.30	60	-192.672431706124
2.30	70	-192.683344382063
2.30	80	-192.687691153729
2.30	90	-192.688964477815
2.30	100	-192.688122678485
2.30	110	-192.684336438612
2.30	120	-192.673898030803
2.30	130	-192.64602546771
2.30	140	-192.572032645027
2.30	150	-192.394136475811
2.40	0	-184.055459644993
2.40	10	-190.95200544453
2.40	30	-192.451644853913
2.40	40	-192.59863049239
2.40	50	-192.6561090198
2.40	60	-192.678177561319
2.40	70	-192.686845371104
2.40	80	-192.690202878812
2.40	90	-192.691178509056
2.40	100	-192.69056153613
2.40	110	-192.687668652834
2.40	120	-192.67939833199
2.40	130	-192.656507960001
2.40	140	-192.593556344969
2.40	150	-192.43440935458
2.40	170	-190.241292522289
2.50	0	-173.611154157035
2.50	10	-190.685855458642
2.50	30	-192.481719457573
2.50	40	-192.615087283905
2.50	50	-192.664448112372
2.50	60	-192.682562942926
2.50	70	-192.689417320905
2.50	80	-192.691995019685
2.50	90	-192.692736837345
2.50	100	-192.692289716123
2.50	110	-192.690097224165
2.50	120	-192.683589568231
2.50	130	-192.664924340452
2.50	140	-192.611883574741
2.50	150	-192.471395105743
2.50	170	-190.176071329086
2.60	10	-190.558487183245
2.60	20	-192.331201254444
2.60	30	-192.510314568645
2.60	40	-192.629004603537
2.60	50	-192.6710943108
2.60	60	-192.685898087073
2.60	70	-192.691294118066
2.60	80	-192.693260871723
2.60	90	-192.69382041475
2.60	100	-192.693500446084
2.60	110	-192.691853134376
2.60	120	-192.686766998137
2.60	130	-192.671645999506
2.60	140	-192.627228883602
2.60	150	-192.504517881015
2.60	170	-190.407701563126
2.70	20	-192.369857800941
2.70	30	-192.536329562303
2.70	40	-192.640699999765
2.70	50	-192.676377351195
2.70	60	-192.688425373815
2.70	70	-192.692653725448
2.70	80	-192.694144703654
2.70	90	-192.694563167344
2.70	100	-192.694337414014
2.70	110	-192.693110886993
2.70	120	-192.689163436242
2.70	130	-192.676988494672
2.70	140	-192.64002724106
2.70	150	-192.533660195049
2.70	170	-190.83038811714
2.80	0	-167.414229427944
2.80	20	-192.402743512541
2.80	30	-192.559243123849
2.80	40	-192.650487388193
2.80	50	-192.680567294278
2.80	60	-192.690333051806
2.80	70	-192.693630788061
2.80	80	-192.694753496909
2.80	90	-192.69506351823
2.80	100	-192.694906785505
2.80	110	-192.694002283411
2.80	120	-192.690960148001
2.80	130	-192.681216575699
2.80	140	-192.650647474238
2.80	150	-192.558900878278
2.80	170	-191.271848511859
2.80	180	-184.767730577355
2.90	0	-182.427602702199
2.90	20	-192.43262938299
2.90	30	-192.579131332758
2.90	40	-192.658644713197
2.90	50	-192.683883206346
2.90	60	-192.691767070993
2.90	70	-192.694326643779
2.90	80	-192.6951659983
2.90	90	-192.695393200033
2.90	100	-192.695286389509
2.90	110	-192.69462620719
2.90	120	-192.692298586617
2.90	130	-192.684548546219
2.90	140	-192.65941839772
2.90	150	-192.580714893293
2.90	160	-192.385283047801
2.90	170	-191.620703071981
2.90	180	-188.5491027731
3.00	20	-192.456689808425
3.00	30	-192.596403516084
3.00	40	-192.665422876499
3.00	50	-192.686501582901
3.00	60	-192.692840163747
3.00	70	-192.694817108737
3.00	80	-192.695439693776
3.00	90	-192.695604039109
3.00	100	-192.695532847584
3.00	110	-192.69505639177
3.00	120	-192.693288543028
3.00	130	-192.687162604623
3.00	140	-192.666630162651
3.00	150	-192.599536379037
3.00	160	-192.411696063185
3.00	170	-191.847513153935
3.00	180	-190.226694994529
3.10	0	-190.169586616376
3.10	10	-192.03301638108
3.10	20	-192.477505888774
3.10	30	-192.611473738549
3.10	40	-192.671041692094
3.10	50	-192.688564402616
3.10	60	-192.693639311773
3.10	70	-192.695158560172
3.10	80	-192.695616207453
3.10	90	-192.695733103627
3.10	100	-192.695686949482
3.10	110	-192.695347471008
3.10	120	-192.694014986119
3.10	130	-192.68920369302
3.10	140	-192.672533271652
3.10	150	-192.615755204911
3.10	160	-192.437420843537
3.10	170	-191.970044213611
3.10	180	-190.934559769415
3.20	0	-191.31952041247
3.20	10	-192.215079803507
3.20	20	-192.496903007582
3.20	30	-192.624745261286
3.20	40	-192.675689342136
3.20	50	-192.690185265786
3.20	60	-192.694231304468
3.20	70	-192.695392656102
3.20	80	-192.695725377752
3.20	90	-192.695806636869
3.20	100	-192.695777803938
3.20	110	-192.69553960061
3.20	120	-192.694543282162
3.20	130	-192.690789151978
3.20	140	-192.677342752755
3.20	150	-192.629731672464
3.20	160	-192.464432765045
3.20	170	-192.021460411258
3.20	180	-191.100927577535
3.30	0	-191.88659804597
3.30	20	-192.516492069542
3.30	30	-192.636338700772
3.30	40	-192.679525312007
3.30	50	-192.691455905788
3.30	60	-192.6946673062
3.30	70	-192.695549949604
3.30	80	-192.695788415148
3.30	90	-192.695843005147
3.30	100	-192.695825961369
3.30	110	-192.695662064369
3.30	120	-192.694923515239
3.30	130	-192.692013910228
3.30	140	-192.68124220911
3.30	150	-192.641714862401
3.30	160	-192.492628737597
