2.500000000000000000e+00,1.374309133068974234e+03,1.271753083761408334e+03,1.487087168317471821e+02,1.158466268080371293e+02,1.217873609143988602e+02,2.420221291467295810e+00,5.066633780996559011e+01,3.877843022942011686e+01,-3.829067881401925888e+01,1.237089657878146198e+01,7.198591456162701796e+00,-3.559058940534139026e+01,-2.678348258541588756e+00,-3.242185609665908430e+01,-3.341143495496199023e+01,5.869865560576215557e+01,-3.644704478209888521e+01,-1.169169521465720329e+01,4.558874197306100484e+01
2.600000000000000089e+00,9.288773670651315797e+02,8.907916449793672200e+02,1.057404349193619879e+02,6.597587386872184823e+01,6.668951100047846126e+01,5.740957371618936378e+00,2.930923047445476470e+01,2.102017290853752840e+01,-1.986832810847255359e+01,6.439560628600454528e+00,3.731648723349100472e+00,-2.033551899324787016e+01,-4.119084417111645635e+00,-1.802344535169174478e+01,-1.748911400760163559e+01,2.857297187005668349e+01,-1.826860331706277307e+01,-4.126625082781424148e+00,2.504110809961296980e+01
2.700000000000000178e+00,6.209844867821897196e+02,6.175415104861697273e+02,7.495526910988618852e+01,3.518415474486912586e+01,3.472803401328830830e+01,5.533953225151483579e+00,1.652398414295850060e+01,1.100020433695349631e+01,-9.762408906691456778e+00,3.173488688438761418e+00,1.788241316318510910e+00,-1.126102385868925104e+01,-3.848515142109669718e+00,-9.747619465548563511e+00,-8.777259370147783457e+00,1.292914654789523787e+01,-8.646839120997206862e+00,-7.245885313481903456e-01,1.331097057231060532e+01
2.799999999999999822e+00,4.086816817412610590e+02,4.230943041694496287e+02,5.285913708344543949e+01,1.681356947298379367e+01,1.679719348897356568e+01,4.092923808128156260e+00,9.011069211264228329e+00,5.504665059252626058e+00,-4.437108151843028203e+00,1.445757649462389605e+00,7.502103636019383792e-01,-5.989662518211877895e+00,-2.977101026984033449e+00,-5.097834467029525030e+00,-4.175738381620363704e+00,5.239569471000549150e+00,-3.781310486132210436e+00,5.526073250745965337e-01,6.788365783887480021e+00
2.899999999999999911e+00,2.629660253806636092e+02,2.859029324066245294e+02,3.699328118519528630e+01,6.366098542135622651e+00,7.191539888890506660e+00,2.508610050847186024e+00,4.695738779907319582e+00,2.595090406565473629e+00,-1.780660454290335704e+00,5.806758173015756919e-01,2.340573475869655584e-01,-3.017860183963376741e+00,-2.039011216214121625e+00,-2.555695008187724770e+00,-1.852149867608251954e+00,1.746303932847515838e+00,-1.468140717307251819e+00,8.322592031263388312e-01,3.278058293263209855e+00
3.000000000000000000e+00,1.636662025634231270e+02,1.900169231530446439e+02,2.561450717981394121e+01,8.431159246166838317e-01,2.388143203828955841e+00,1.221670356399833679e+00,2.287569660548800954e+00,1.122922221494574213e+00,-5.583626480207530829e-01,1.814384899911933580e-01,6.512570371735651453e-03,-1.406789648316393082e+00,-1.254529496374608311e+00,-1.211688500766638921e+00,-7.468387500315586403e-01,3.482042925163891800e-01,-4.627156011632570509e-01,7.091960572476935232e-01,1.466610347273182180e+00
3.100000000000000089e+00,9.668755074340255362e+01,1.237077747772550396e+02,1.747790153051606055e+01,-1.722850340205742903e+00,2.506985391991412571e-01,3.437383343667089197e-01,9.940945252533726073e-01,4.221228466947555269e-01,-6.732941233933936731e-02,2.101882881736816949e-02,-7.077244931666201722e-02,-5.792002274542302764e-01,-6.832151288903463016e-01,-5.307053657675209202e-01,-2.633878287952577391e-01,-8.554692943829200757e-02,-8.551565327792948201e-02,4.759829157253222531e-01,5.833123598891718498e-01
3.200000000000000178e+00,5.214953391612669265e+01,7.840901360805088416e+01,1.168836939920351981e+01,-2.597704867089663416e+00,-4.868104618954572915e-01,-1.625020047837384962e-01,3.358888290201665905e-01,1.166153989940044017e-01,7.890639606784398408e-02,-2.613773661096219919e-02,-7.713033172098412993e-02,-1.868027333793790268e-01,-3.104013403886627942e-01,-2.045941619358712105e-01,-7.752284285211086257e-02,-1.323797447938600547e-01,1.811891220873218522e-02,2.602547687912420971e-01,1.865630479356836513e-01
3.299999999999999822e+00,2.311421537834284479e+01,4.790619660174053962e+01,7.598513152056013631e+00,-2.575959071544960732e+00,-5.522161457228523807e-01,-3.871838226661241666e-01,2.809066160886936059e-02,1.146779737063285953e-03,8.295037528138807237e-02,-2.631145887309804116e-02,-5.593898113917553094e-02,-2.439772397635019130e-02,-9.382991621708020036e-02,-6.048298246408118084e-02,-2.088771420831642134e-02,-6.486237644439052374e-02,2.183497093942338152e-02,1.046479326596513604e-01,3.080869877489342268e-02
3.399999999999999911e+00,4.709906903312440996e+00,2.772286670500496442e+01,4.737834018064000396e+00,-2.140071442068432361e+00,-3.466217951583577261e-01,-4.257531988046489579e-01,-9.484545715191411430e-02,-3.134429590143500421e-02,4.378173012028883232e-02,-1.216427366531562006e-02,-2.924233337941184452e-02,2.521147527683316458e-02,1.293888615277427601e-02,-4.517772226790756074e-03,-1.162845804120671289e-02,4.592272551064757735e-03,2.537088726727310117e-03,1.183186167558891722e-02,-1.523743626714577082e-02
3.500000000000000000e+00,-6.478193093298520111e+00,1.465846598132917755e+01,2.763215191355000044e+00,-1.569655576003241793e+00,-7.741599776572843927e-02,-3.586016563136712465e-01,-1.264528186457082592e-01,-3.322681398838778222e-02,4.335609494195702407e-03,1.965530517928396406e-03,-6.872539352010542668e-03,2.616828118394899649e-02,5.017881049507494362e-02,1.213372920170144309e-02,-1.385525559867345491e-02,4.198087277720263799e-02,-1.159608153918167961e-02,-3.124555047339938607e-02,-1.806238527124454096e-02
3.600000000000000089e+00,-1.283504559289752045e+01,6.442984818949147652e+00,1.423958624102895421e+00,-1.015467633702104910e+00,1.592832225697936588e-01,-2.450378090066521186e-01,-1.176395824693073910e-01,-2.766324958598367911e-02,-2.100388603013166045e-02,1.117030822701959789e-02,7.973016039207733718e-03,1.144290967928095204e-02,4.863336369970547302e-02,1.344481607141106982e-02,-1.463839345305062434e-02,4.738275738692376837e-02,-1.474089573101766693e-02,-4.117006341891074617e-02,-8.698773248539320990e-03
3.700000000000000178e+00,-1.601700660458613257e+01,1.480545523721299217e+00,5.368538705192720251e-01,-5.488508305385597641e-01,3.284641944538115310e-01,-1.241919248983247570e-01,-9.469008273063424241e-02,-2.312924458718336462e-02,-3.105721257423439685e-02,1.496988466907304624e-02,1.541186328276041018e-02,-3.691928279645692590e-03,2.959534794799403845e-02,1.021732456107585230e-02,-1.144352737798190467e-02,3.230761133093473791e-02,-9.675123661829487798e-03,-3.262253743696277852e-02,2.850617769561691883e-04
