   ENERGY (CM-1)    JTOTL  JSTEP  JTOTU      F    I         SIG(F,I)
  5.0000000000E-02      0      1      7      1    1          3787.78      
  0.1000000000          0      1      8      1    1          3515.78      
  0.1500000000          0      1      9      1    1          3846.59      
  0.2000000000          0      1      9      1    1          5382.14      
  0.2500000000          0      1      9      1    1          5994.20      
  0.3000000000          0      1     10      1    1          5852.64      
  0.3500000000          0      1     10      1    1          6585.51      
  0.4000000000          0      1     10      1    1          4992.78      
  0.4500000000          0      1     11      1    1          4122.63      
  0.5000000000          0      1     11      1    1          3559.86      
  0.5500000000          0      1     11      1    1          3321.76      
  0.6000000000          0      1     12      1    1          3422.21      
  0.6500000000          0      1     12      1    1          3600.47      
  0.7000000000          0      1     12      1    1          3620.71      
  0.7500000000          0      1     12      1    1          3529.62      
  0.8000000000          0      1     12      1    1          3420.98      
  0.8500000000          0      1     13      1    1          3329.56      
  0.9000000000          0      1     13      1    1          3246.48      
  0.9500000000          0      1     13      1    1          3157.19      
   1.000000000          0      1     13      1    1          3061.54      
   1.050000000          0      1     14      1    1          2968.56      
   1.100000000          0      1     14      1    1          2884.86      
   1.150000000          0      1     14      1    1          2809.29      
   1.200000000          0      1     14      1    1          2734.45      
   1.250000000          0      1     14      1    1          2651.94      
   1.300000000          0      1     14      1    1          2557.33      
   1.350000000          0      1     15      1    1          2453.52      
   1.400000000          0      1     15      1    1          2349.68      
   1.450000000          0      1     15      1    1          2255.88      
   1.500000000          0      1     15      1    1          2178.15      
   1.550000000          0      1     15      1    1          2117.11      
   1.600000000          0      1     15      1    1          2070.71      
   1.650000000          0      1     16      1    1          2035.92      
   1.700000000          0      1     16      1    1          2010.17      
   1.750000000          0      1     16      1    1          1991.28      
   1.800000000          0      1     16      1    1          1977.62      
   1.850000000          0      1     16      1    1          1967.96      
   1.900000000          0      1     16      1    1          1961.53      
   1.950000000          0      1     16      1    1          1958.29      
   2.000000000          0      1     17      1    1          1959.08      
   2.050000000          0      1     17      1    1          1965.88      
   2.100000000          0      1     17      1    1          1982.05      
   2.150000000          0      1     17      1    1          2010.42      
