      R        PHI    THETA2   THETA1       E_CP
    4.2000   90.0000   30.0000   60.0000   -76.967962091389
    4.2000   90.0000   30.0000   90.0000   -76.967981952028
    4.2000   90.0000   30.0000   120.0000   -76.967962091389
    4.2000   90.0000   30.0000   150.0000   -76.967905989400
    4.2000   90.0000   30.0000   180.0000   -76.967863018538
    4.2000   90.0000   60.0000   0.0000   -76.967998529309
    4.2000   90.0000   60.0000   30.0000   -76.967970067743
    4.2000   90.0000   60.0000   60.0000   -76.967919770973
    4.2000   90.0000   60.0000   90.0000   -76.967895052232
    4.2000   90.0000   60.0000   120.0000   -76.967919770973
    4.2000   90.0000   60.0000   150.0000   -76.967970067743
    4.2000   90.0000   60.0000   180.0000   -76.967998529308
    4.2000   90.0000   90.0000   0.0000   -76.968065943291
    4.2000   90.0000   90.0000   30.0000   -76.968003558931
    4.2000   90.0000   90.0000   60.0000   -76.967902505361
    4.2000   90.0000   90.0000   90.0000   -76.967854677706
    4.2000   90.0000   90.0000   120.0000   -76.967902505360
    4.2000   90.0000   90.0000   150.0000   -76.968003558930
    4.2000   90.0000   90.0000   180.0000   -76.968065943292
    4.3000   0.0000   0.0000   0.0000   -76.967794314709
    4.3000   0.0000   0.0000   30.0000   -76.967852796064
    4.3000   0.0000   0.0000   60.0000   -76.967957771783
    4.3000   0.0000   0.0000   90.0000   -76.967995487088
    4.3000   0.0000   0.0000   120.0000   -76.967957771783
    4.3000   0.0000   0.0000   150.0000   -76.967852796063
    4.3000   0.0000   0.0000   180.0000   -76.967794314707
    4.3000   0.0000   30.0000   0.0000   -76.967854658725
    4.3000   0.0000   30.0000   30.0000   -76.967957985548
    4.3000   0.0000   30.0000   60.0000   -76.967992444771
    4.3000   0.0000   30.0000   90.0000   -76.967945413601
    4.3000   0.0000   30.0000   120.0000   -76.967866771313
    4.3000   0.0000   30.0000   150.0000   -76.967810804066
    4.3000   0.0000   30.0000   180.0000   -76.967854658725
    4.3000   0.0000   60.0000   0.0000   -76.967973858172
    4.3000   0.0000   60.0000   30.0000   -76.968008087407
    4.3000   0.0000   60.0000   60.0000   -76.967937495712
    4.3000   0.0000   60.0000   90.0000   -76.967849794729
    4.3000   0.0000   60.0000   120.0000   -76.967816787686
    4.3000   0.0000   60.0000   150.0000   -76.967865297043
    4.3000   0.0000   60.0000   180.0000   -76.967973858172
    4.3000   0.0000   90.0000   0.0000   -76.968034529725
    4.3000   0.0000   90.0000   30.0000   -76.967962342429
    4.3000   0.0000   90.0000   60.0000   -76.967853816888
    4.3000   0.0000   90.0000   90.0000   -76.967804788157
    4.3000   0.0000   90.0000   120.0000   -76.967853816888
    4.3000   0.0000   90.0000   150.0000   -76.967962342430
    4.3000   0.0000   90.0000   180.0000   -76.968034529726
    4.3000   30.0000   0.0000   0.0000   -76.967794314708
    4.3000   30.0000   0.0000   30.0000   -76.967858162316
    4.3000   30.0000   0.0000   60.0000   -76.967957785016
    4.3000   30.0000   0.0000   90.0000   -76.967995482184
    4.3000   30.0000   0.0000   120.0000   -76.967957785016
    4.3000   30.0000   0.0000   150.0000   -76.967858162315
    4.3000   30.0000   0.0000   180.0000   -76.967794314708
    4.3000   30.0000   30.0000   0.0000   -76.967854658725
    4.3000   30.0000   30.0000   30.0000   -76.967949111921
    4.3000   30.0000   30.0000   60.0000   -76.967987139341
    4.3000   30.0000   30.0000   90.0000   -76.967948079296
    4.3000   30.0000   30.0000   120.0000   -76.967872730403
    4.3000   30.0000   30.0000   150.0000   -76.967821167199
    4.3000   30.0000   30.0000   180.0000   -76.967854658726
    4.3000   30.0000   60.0000   0.0000   -76.967973858172
    4.3000   30.0000   60.0000   30.0000   -76.968001191873
    4.3000   30.0000   60.0000   60.0000   -76.967935710152
    4.3000   30.0000   60.0000   90.0000   -76.967857051173
    4.3000   30.0000   60.0000   120.0000   -76.967831450151
    4.3000   30.0000   60.0000   150.0000   -76.967877916472
    4.3000   30.0000   60.0000   180.0000   -76.967973858172
    4.3000   30.0000   90.0000   0.0000   -76.968034529725
    4.3000   30.0000   90.0000   30.0000   -76.967966206409
    4.3000   30.0000   90.0000   60.0000   -76.967862185255
    4.3000   30.0000   90.0000   90.0000   -76.967814274257
    4.3000   30.0000   90.0000   120.0000   -76.967862185256
    4.3000   30.0000   90.0000   150.0000   -76.967966206409
    4.3000   30.0000   90.0000   180.0000   -76.968034529725
    4.3000   60.0000   0.0000   0.0000   -76.967794314709
    4.3000   60.0000   0.0000   30.0000   -76.967858162316
    4.3000   60.0000   0.0000   60.0000   -76.967957767334
    4.3000   60.0000   0.0000   90.0000   -76.967995482184
    4.3000   60.0000   0.0000   120.0000   -76.967957785014
    4.3000   60.0000   0.0000   150.0000   -76.967858162316
    4.3000   60.0000   0.0000   180.0000   -76.967794314707
    4.3000   60.0000   30.0000   0.0000   -76.967854658725
    4.3000   60.0000   30.0000   30.0000   -76.967923946628
    4.3000   60.0000   30.0000   60.0000   -76.967969373896
    4.3000   60.0000   30.0000   90.0000   -76.967953166046
    4.3000   60.0000   30.0000   120.0000   -76.967905948016
    4.3000   60.0000   30.0000   150.0000   -76.967849730520
    4.3000   60.0000   30.0000   180.0000   -76.967854658725
    4.3000   60.0000   60.0000   0.0000   -76.967973858172
    4.3000   60.0000   60.0000   30.0000   -76.967980682804
    4.3000   60.0000   60.0000   60.0000   -76.967926502768
    4.3000   60.0000   60.0000   90.0000   -76.967871399310
    4.3000   60.0000   60.0000   120.0000   -76.967867389587
    4.3000   60.0000   60.0000   150.0000   -76.967909845942
    4.3000   60.0000   60.0000   180.0000   -76.967973858172
    4.3000   60.0000   90.0000   0.0000   -76.968034529725
    4.3000   60.0000   90.0000   30.0000   -76.967973329177
    4.3000   60.0000   90.0000   60.0000   -76.967878659841
    4.3000   60.0000   90.0000   90.0000   -76.967833244828
    4.3000   60.0000   90.0000   120.0000   -76.967878677292
    4.3000   60.0000   90.0000   150.0000   -76.967973329178
    4.3000   60.0000   90.0000   180.0000   -76.968034529725
    4.3000   90.0000   0.0000   0.0000   -76.967794314707
    4.3000   90.0000   0.0000   30.0000   -76.967852796064
    4.3000   90.0000   0.0000   60.0000   -76.967957771783
    4.3000   90.0000   0.0000   90.0000   -76.967995487090
    4.3000   90.0000   0.0000   120.0000   -76.967957771784
    4.3000   90.0000   0.0000   150.0000   -76.967852796063
    4.3000   90.0000   0.0000   180.0000   -76.967794314709
    4.3000   90.0000   30.0000   0.0000   -76.967854658724
    4.3000   90.0000   30.0000   30.0000   -76.967887876327
    4.3000   90.0000   30.0000   60.0000   -76.967939604650
    4.3000   90.0000   30.0000   90.0000   -76.967955788687
    4.3000   90.0000   30.0000   120.0000   -76.967939604649
    4.3000   90.0000   30.0000   150.0000   -76.967887876327
    4.3000   90.0000   30.0000   180.0000   -76.967854658725
    4.3000   90.0000   60.0000   0.0000   -76.967973858172
    4.3000   90.0000   60.0000   30.0000   -76.967947997073
    4.3000   90.0000   60.0000   60.0000   -76.967903800881
    4.3000   90.0000   60.0000   90.0000   -76.967878740604
    4.3000   90.0000   60.0000   120.0000   -76.967903800881
    4.3000   90.0000   60.0000   150.0000   -76.967947997073
    4.3000   90.0000   60.0000   180.0000   -76.967973858174
    4.3000   90.0000   90.0000   0.0000   -76.968034529724
    4.3000   90.0000   90.0000   30.0000   -76.967977439629
    4.3000   90.0000   90.0000   60.0000   -76.967887786323
    4.3000   90.0000   90.0000   90.0000   -76.967842728788
    4.3000   90.0000   90.0000   120.0000   -76.967887786323
    4.3000   90.0000   90.0000   150.0000   -76.967977439628
    4.3000   90.0000   90.0000   180.0000   -76.968034529726
    4.4000   0.0000   0.0000   0.0000   -76.967790873751
    4.4000   0.0000   0.0000   30.0000   -76.967841908090
    4.4000   0.0000   0.0000   60.0000   -76.967935828558
    4.4000   0.0000   0.0000   90.0000   -76.967966902813
    4.4000   0.0000   0.0000   120.0000   -76.967935828558
    4.4000   0.0000   0.0000   150.0000   -76.967841908091
    4.4000   0.0000   0.0000   180.0000   -76.967790873749
    4.4000   0.0000   30.0000   0.0000   -76.967850655704
    4.4000   0.0000   30.0000   30.0000   -76.967934988847
    4.4000   0.0000   30.0000   60.0000   -76.967965995104
    4.4000   0.0000   30.0000   90.0000   -76.967922594960
    4.4000   0.0000   30.0000   120.0000   -76.967854598508
    4.4000   0.0000   30.0000   150.0000   -76.967804845741
    4.4000   0.0000   30.0000   180.0000   -76.967850655704
    4.4000   0.0000   60.0000   0.0000   -76.967950086239
    4.4000   0.0000   60.0000   30.0000   -76.967980966062
    4.4000   0.0000   60.0000   60.0000   -76.967916651425
    4.4000   0.0000   60.0000   90.0000   -76.967837550929
    4.4000   0.0000   60.0000   120.0000   -76.967809469845
    4.4000   0.0000   60.0000   150.0000   -76.967852537042
    4.4000   0.0000   60.0000   180.0000   -76.967950086238
    4.4000   0.0000   90.0000   0.0000   -76.968002451461
    4.4000   0.0000   90.0000   30.0000   -76.967939319290
    4.4000   0.0000   90.0000   60.0000   -76.967841642403
    4.4000   0.0000   90.0000   90.0000   -76.967794046046
    4.4000   0.0000   90.0000   120.0000   -76.967841642402
    4.4000   0.0000   90.0000   150.0000   -76.967939319290
    4.4000   0.0000   90.0000   180.0000   -76.968002451462
    4.4000   30.0000   0.0000   0.0000   -76.967790873751
    4.4000   30.0000   0.0000   30.0000   -76.967842711248
    4.4000   30.0000   0.0000   60.0000   -76.967934203866
    4.4000   30.0000   0.0000   90.0000   -76.967966898148
    4.4000   30.0000   0.0000   120.0000   -76.967934203864
    4.4000   30.0000   0.0000   150.0000   -76.967842711247
    4.4000   30.0000   0.0000   180.0000   -76.967790873750
    4.4000   30.0000   30.0000   0.0000   -76.967850655703
    4.4000   30.0000   30.0000   30.0000   -76.967927147018
    4.4000   30.0000   30.0000   60.0000   -76.967960790260
    4.4000   30.0000   30.0000   90.0000   -76.967924963352
    4.4000   30.0000   30.0000   120.0000   -76.967863287486
    4.4000   30.0000   30.0000   150.0000   -76.967813674846
    4.4000   30.0000   30.0000   180.0000   -76.967850655705
    4.4000   30.0000   60.0000   0.0000   -76.967950086239
    4.4000   30.0000   60.0000   30.0000   -76.967974366797
    4.4000   30.0000   60.0000   60.0000   -76.967915228340
    4.4000   30.0000   60.0000   90.0000   -76.967844054183
    4.4000   30.0000   60.0000   120.0000   -76.967822542972
    4.4000   30.0000   60.0000   150.0000   -76.967863955548
    4.4000   30.0000   60.0000   180.0000   -76.967950086239
    4.4000   30.0000   90.0000   0.0000   -76.968002451461
    4.4000   30.0000   90.0000   30.0000   -76.967947742246
    4.4000   30.0000   90.0000   60.0000   -76.967849153615
    4.4000   30.0000   90.0000   90.0000   -76.967802548203
    4.4000   30.0000   90.0000   120.0000   -76.967849153614
    4.4000   30.0000   90.0000   150.0000   -76.967947742246
    4.4000   30.0000   90.0000   180.0000   -76.968002451461
    4.4000   60.0000   0.0000   0.0000   -76.967790873750
    4.4000   60.0000   0.0000   30.0000   -76.967842711248
    4.4000   60.0000   0.0000   60.0000   -76.967934186216
    4.4000   60.0000   0.0000   90.0000   -76.967966898148
    4.4000   60.0000   0.0000   120.0000   -76.967934203865
    4.4000   60.0000   0.0000   150.0000   -76.967842711248
    4.4000   60.0000   0.0000   180.0000   -76.967790873749
    4.4000   60.0000   30.0000   0.0000   -76.967850655703
    4.4000   60.0000   30.0000   30.0000   -76.967904850190
    4.4000   60.0000   30.0000   60.0000   -76.967944689693
    4.4000   60.0000   30.0000   90.0000   -76.967929462368
    4.4000   60.0000   30.0000   120.0000   -76.967888148952
    4.4000   60.0000   30.0000   150.0000   -76.967839119169
    4.4000   60.0000   30.0000   180.0000   -76.967850655703
    4.4000   60.0000   60.0000   0.0000   -76.967950086239
    4.4000   60.0000   60.0000   30.0000   -76.967955839288
    4.4000   60.0000   60.0000   60.0000   -76.967907516243
    4.4000   60.0000   60.0000   90.0000   -76.967856899321
    4.4000   60.0000   60.0000   120.0000   -76.967853740544
    4.4000   60.0000   60.0000   150.0000   -76.967892377417
    4.4000   60.0000   60.0000   180.0000   -76.967950086239
    4.4000   60.0000   90.0000   0.0000   -76.968002451461
    4.4000   60.0000   90.0000   30.0000   -76.967949166376
    4.4000   60.0000   90.0000   60.0000   -76.967863913096
    4.4000   60.0000   90.0000   90.0000   -76.967819544053
    4.4000   60.0000   90.0000   120.0000   -76.967863930565
    4.4000   60.0000   90.0000   150.0000   -76.967949166376
    4.4000   60.0000   90.0000   180.0000   -76.968002451462
    4.4000   90.0000   0.0000   0.0000   -76.967790873750
    4.4000   90.0000   0.0000   30.0000   -76.967841908090
    4.4000   90.0000   0.0000   60.0000   -76.967935828558
    4.4000   90.0000   0.0000   90.0000   -76.967966902815
    4.4000   90.0000   0.0000   120.0000   -76.967935828558
    4.4000   90.0000   0.0000   150.0000   -76.967841908091
    4.4000   90.0000   0.0000   180.0000   -76.967790873751
    4.4000   90.0000   30.0000   0.0000   -76.967850655704
    4.4000   90.0000   30.0000   30.0000   -76.967872851649
    4.4000   90.0000   30.0000   60.0000   -76.967918969525
    4.4000   90.0000   30.0000   90.0000   -76.967931697300
    4.4000   90.0000   30.0000   120.0000   -76.967918969526
    4.4000   90.0000   30.0000   150.0000   -76.967872851649
    4.4000   90.0000   30.0000   180.0000   -76.967850655703
    4.4000   90.0000   60.0000   0.0000   -76.967950086239
    4.4000   90.0000   60.0000   30.0000   -76.967926667794
    4.4000   90.0000   60.0000   60.0000   -76.967886311467
    4.4000   90.0000   60.0000   90.0000   -76.967860085820
    4.4000   90.0000   60.0000   120.0000   -76.967886311466
    4.4000   90.0000   60.0000   150.0000   -76.967926667793
    4.4000   90.0000   60.0000   180.0000   -76.967950086239
    4.4000   90.0000   90.0000   0.0000   -76.968002451462
    4.4000   90.0000   90.0000   30.0000   -76.967951812728
    4.4000   90.0000   90.0000   60.0000   -76.967871230576
    4.4000   90.0000   90.0000   90.0000   -76.967828038376
    4.4000   90.0000   90.0000   120.0000   -76.967871230576
    4.4000   90.0000   90.0000   150.0000   -76.967951812728
    4.4000   90.0000   90.0000   180.0000   -76.968002451461
    4.5000   0.0000   0.0000   0.0000   -76.967787795546
    4.5000   0.0000   0.0000   30.0000   -76.967831106471
    4.5000   0.0000   0.0000   60.0000   -76.967913130729
    4.5000   0.0000   0.0000   90.0000   -76.967941043045
    4.5000   0.0000   0.0000   120.0000   -76.967913130729
    4.5000   0.0000   0.0000   150.0000   -76.967831106471
    4.5000   0.0000   0.0000   180.0000   -76.967787795547
    4.5000   0.0000   30.0000   0.0000   -76.967833681217
    4.5000   0.0000   30.0000   30.0000   -76.967913415761
    4.5000   0.0000   30.0000   60.0000   -76.967940915976
    4.5000   0.0000   30.0000   90.0000   -76.967901845094
    4.5000   0.0000   30.0000   120.0000   -76.967841943859
    4.5000   0.0000   30.0000   150.0000   -76.967797640746
    4.5000   0.0000   30.0000   180.0000   -76.967833681216
    4.5000   0.0000   60.0000   0.0000   -76.967926951244
    4.5000   0.0000   60.0000   30.0000   -76.967955085388
    4.5000   0.0000   60.0000   60.0000   -76.967897873035
    4.5000   0.0000   60.0000   90.0000   -76.967822764700
    4.5000   0.0000   60.0000   120.0000   -76.967800969676
    4.5000   0.0000   60.0000   150.0000   -76.967839989295
    4.5000   0.0000   60.0000   180.0000   -76.967926951244
    4.5000   0.0000   90.0000   0.0000   -76.967973901051
    4.5000   0.0000   90.0000   30.0000   -76.967917712487
    4.5000   0.0000   90.0000   60.0000   -76.967830016223
    4.5000   0.0000   90.0000   90.0000   -76.967787087700
    4.5000   0.0000   90.0000   120.0000   -76.967830016224
    4.5000   0.0000   90.0000   150.0000   -76.967917712486
    4.5000   0.0000   90.0000   180.0000   -76.967973901051
    4.5000   30.0000   0.0000   0.0000   -76.967787795548
    4.5000   30.0000   0.0000   30.0000   -76.967831174018
    4.5000   30.0000   0.0000   60.0000   -76.967913197831
    4.5000   30.0000   0.0000   90.0000   -76.967941038319
    4.5000   30.0000   0.0000   120.0000   -76.967913197830
    4.5000   30.0000   0.0000   150.0000   -76.967831174018
    4.5000   30.0000   0.0000   180.0000   -76.967787795548
    4.5000   30.0000   30.0000   0.0000   -76.967833681217
    4.5000   30.0000   30.0000   30.0000   -76.967906422110
    4.5000   30.0000   30.0000   60.0000   -76.967936204748
    4.5000   30.0000   30.0000   90.0000   -76.967903954102
    4.5000   30.0000   30.0000   120.0000   -76.967849152583
    4.5000   30.0000   30.0000   150.0000   -76.967805460049
    4.5000   30.0000   30.0000   180.0000   -76.967833681217
    4.5000   30.0000   60.0000   0.0000   -76.967926951246
    4.5000   30.0000   60.0000   30.0000   -76.967949579627
    4.5000   30.0000   60.0000   60.0000   -76.967896549404
    4.5000   30.0000   60.0000   90.0000   -76.967828684643
    4.5000   30.0000   60.0000   120.0000   -76.967812665796
    4.5000   30.0000   60.0000   150.0000   -76.967849993240
    4.5000   30.0000   60.0000   180.0000   -76.967926951244
    4.5000   30.0000   90.0000   0.0000   -76.967973901051
    4.5000   30.0000   90.0000   30.0000   -76.967920762379
    4.5000   30.0000   90.0000   60.0000   -76.967836756344
    4.5000   30.0000   90.0000   90.0000   -76.967794739434
    4.5000   30.0000   90.0000   120.0000   -76.967836756344
    4.5000   30.0000   90.0000   150.0000   -76.967920762380
    4.5000   30.0000   90.0000   180.0000   -76.967973901051
    4.5000   60.0000   0.0000   0.0000   -76.967787795546
    4.5000   60.0000   0.0000   30.0000   -76.967831174019
    4.5000   60.0000   0.0000   60.0000   -76.967913180208
    4.5000   60.0000   0.0000   90.0000   -76.967941038319
    4.5000   60.0000   0.0000   120.0000   -76.967913197831
    4.5000   60.0000   0.0000   150.0000   -76.967831174018
    4.5000   60.0000   0.0000   180.0000   -76.967787795547
    4.5000   60.0000   30.0000   0.0000   -76.967833681217
    4.5000   60.0000   30.0000   30.0000   -76.967886534187
    4.5000   60.0000   30.0000   60.0000   -76.967921687849
    4.5000   60.0000   30.0000   90.0000   -76.967904635177
    4.5000   60.0000   30.0000   120.0000   -76.967872068204
    4.5000   60.0000   30.0000   150.0000   -76.967828105206
    4.5000   60.0000   30.0000   180.0000   -76.967833681218
    4.5000   60.0000   60.0000   0.0000   -76.967926951244
    4.5000   60.0000   60.0000   30.0000   -76.967932616342
    4.5000   60.0000   60.0000   60.0000   -76.967888970536
    4.5000   60.0000   60.0000   90.0000   -76.967840379837
    4.5000   60.0000   60.0000   120.0000   -76.967840620390
    4.5000   60.0000   60.0000   150.0000   -76.967875793599
    4.5000   60.0000   60.0000   180.0000   -76.967926951245
    4.5000   60.0000   90.0000   0.0000   -76.967973901050
    4.5000   60.0000   90.0000   30.0000   -76.967926701250
    4.5000   60.0000   90.0000   60.0000   -76.967849978484
    4.5000   60.0000   90.0000   90.0000   -76.967810031700
    4.5000   60.0000   90.0000   120.0000   -76.967849995865
    4.5000   60.0000   90.0000   150.0000   -76.967926701250
    4.5000   60.0000   90.0000   180.0000   -76.967973901050
    4.5000   90.0000   0.0000   0.0000   -76.967787795547
    4.5000   90.0000   0.0000   30.0000   -76.967831106471
    4.5000   90.0000   0.0000   60.0000   -76.967913130729
    4.5000   90.0000   0.0000   90.0000   -76.967941043048
    4.5000   90.0000   0.0000   120.0000   -76.967913130729
    4.5000   90.0000   0.0000   150.0000   -76.967831106471
    4.5000   90.0000   0.0000   180.0000   -76.967787795548
    4.5000   90.0000   30.0000   0.0000   -76.967833681217
    4.5000   90.0000   30.0000   30.0000   -76.967858172435
    4.5000   90.0000   30.0000   60.0000   -76.967898733773
    4.5000   90.0000   30.0000   90.0000   -76.967906569534
    4.5000   90.0000   30.0000   120.0000   -76.967898733772
    4.5000   90.0000   30.0000   150.0000   -76.967858172435
    4.5000   90.0000   30.0000   180.0000   -76.967833681217
    4.5000   90.0000   60.0000   0.0000   -76.967926951244
    4.5000   90.0000   60.0000   30.0000   -76.967906451062
    4.5000   90.0000   60.0000   60.0000   -76.967869869889
    4.5000   90.0000   60.0000   90.0000   -76.967846254276
    4.5000   90.0000   60.0000   120.0000   -76.967869869890
    4.5000   90.0000   60.0000   150.0000   -76.967906451062
    4.5000   90.0000   60.0000   180.0000   -76.967926951244
    4.5000   90.0000   90.0000   0.0000   -76.967973901050
    4.5000   90.0000   90.0000   30.0000   -76.967929751985
    4.5000   90.0000   90.0000   60.0000   -76.967856531463
    4.5000   90.0000   90.0000   90.0000   -76.967817673486
    4.5000   90.0000   90.0000   120.0000   -76.967856531464
    4.5000   90.0000   90.0000   150.0000   -76.967929751986
    4.5000   90.0000   90.0000   180.0000   -76.967973901051
    4.6000   0.0000   0.0000   0.0000   -76.967779100072
    4.6000   0.0000   0.0000   30.0000   -76.967819331346
    4.6000   0.0000   0.0000   60.0000   -76.967892823032
    4.6000   0.0000   0.0000   90.0000   -76.967914748079
    4.6000   0.0000   0.0000   120.0000   -76.967892823032
    4.6000   0.0000   0.0000   150.0000   -76.967819331346
    4.6000   0.0000   0.0000   180.0000   -76.967779100072
    4.6000   0.0000   30.0000   0.0000   -76.967822465970
    4.6000   0.0000   30.0000   30.0000   -76.967896962377
    4.6000   0.0000   30.0000   60.0000   -76.967918127471
    4.6000   0.0000   30.0000   90.0000   -76.967879858456
    4.6000   0.0000   30.0000   120.0000   -76.967828257880
    4.6000   0.0000   30.0000   150.0000   -76.967790012864
    4.6000   0.0000   30.0000   180.0000   -76.967822465969
    4.6000   0.0000   60.0000   0.0000   -76.967906200980
    4.6000   0.0000   60.0000   30.0000   -76.967934243987
    4.6000   0.0000   60.0000   60.0000   -76.967880213740
    4.6000   0.0000   60.0000   90.0000   -76.967812555650
    4.6000   0.0000   60.0000   120.0000   -76.967792889937
    4.6000   0.0000   60.0000   150.0000   -76.967832203303
    4.6000   0.0000   60.0000   180.0000   -76.967906200981
    4.6000   0.0000   90.0000   0.0000   -76.967948063142
    4.6000   0.0000   90.0000   30.0000   -76.967898151801
    4.6000   0.0000   90.0000   60.0000   -76.967819262885
    4.6000   0.0000   90.0000   90.0000   -76.967780625657
    4.6000   0.0000   90.0000   120.0000   -76.967819262884
    4.6000   0.0000   90.0000   150.0000   -76.967898151800
    4.6000   0.0000   90.0000   180.0000   -76.967948063142
    4.6000   30.0000   0.0000   0.0000   -76.967779100071
    4.6000   30.0000   0.0000   30.0000   -76.967819409428
    4.6000   30.0000   0.0000   60.0000   -76.967892891454
    4.6000   30.0000   0.0000   90.0000   -76.967914743237
    4.6000   30.0000   0.0000   120.0000   -76.967892891453
    4.6000   30.0000   0.0000   150.0000   -76.967819409428
    4.6000   30.0000   0.0000   180.0000   -76.967779100073
    4.6000   30.0000   30.0000   0.0000   -76.967822465970
    4.6000   30.0000   30.0000   30.0000   -76.967890772650
    4.6000   30.0000   30.0000   60.0000   -76.967913884136
    4.6000   30.0000   30.0000   90.0000   -76.967881820774
    4.6000   30.0000   30.0000   120.0000   -76.967836007210
    4.6000   30.0000   30.0000   150.0000   -76.967797340386
    4.6000   30.0000   30.0000   180.0000   -76.967822465969
    4.6000   30.0000   60.0000   0.0000   -76.967906200981
    4.6000   30.0000   60.0000   30.0000   -76.967929646983
    4.6000   30.0000   60.0000   60.0000   -76.967878878567
    4.6000   30.0000   60.0000   90.0000   -76.967817898053
    4.6000   30.0000   60.0000   120.0000   -76.967803385715
    4.6000   30.0000   60.0000   150.0000   -76.967841149119
    4.6000   30.0000   60.0000   180.0000   -76.967906200980
    4.6000   30.0000   90.0000   0.0000   -76.967948063141
    4.6000   30.0000   90.0000   30.0000   -76.967900865129
    4.6000   30.0000   90.0000   60.0000   -76.967825325128
    4.6000   30.0000   90.0000   90.0000   -76.967787527807
    4.6000   30.0000   90.0000   120.0000   -76.967825325128
    4.6000   30.0000   90.0000   150.0000   -76.967900865130
    4.6000   30.0000   90.0000   180.0000   -76.967948063142
    4.6000   60.0000   0.0000   0.0000   -76.967779100071
    4.6000   60.0000   0.0000   30.0000   -76.967819409428
    4.6000   60.0000   0.0000   60.0000   -76.967892873712
    4.6000   60.0000   0.0000   90.0000   -76.967914743238
    4.6000   60.0000   0.0000   120.0000   -76.967892891454
    4.6000   60.0000   0.0000   150.0000   -76.967819409427
    4.6000   60.0000   0.0000   180.0000   -76.967779100072
    4.6000   60.0000   30.0000   0.0000   -76.967822465970
    4.6000   60.0000   30.0000   30.0000   -76.967873087452
    4.6000   60.0000   30.0000   60.0000   -76.967900794959
    4.6000   60.0000   30.0000   90.0000   -76.967885544494
    4.6000   60.0000   30.0000   120.0000   -76.967856236733
    4.6000   60.0000   30.0000   150.0000   -76.967817469373
    4.6000   60.0000   30.0000   180.0000   -76.967822465968
    4.6000   60.0000   60.0000   0.0000   -76.967906200981
    4.6000   60.0000   60.0000   30.0000   -76.967911266822
    4.6000   60.0000   60.0000   60.0000   -76.967872099237
    4.6000   60.0000   60.0000   90.0000   -76.967828448295
    4.6000   60.0000   60.0000   120.0000   -76.967828505107
    4.6000   60.0000   60.0000   150.0000   -76.967863823580
    4.6000   60.0000   60.0000   180.0000   -76.967906200980
    4.6000   60.0000   90.0000   0.0000   -76.967948063143
    4.6000   60.0000   90.0000   30.0000   -76.967906143255
    4.6000   60.0000   90.0000   60.0000   -76.967837197383
    4.6000   60.0000   90.0000   90.0000   -76.967801319954
    4.6000   60.0000   90.0000   120.0000   -76.967837214697
    4.6000   60.0000   90.0000   150.0000   -76.967906143255
    4.6000   60.0000   90.0000   180.0000   -76.967948063143
    4.6000   90.0000   0.0000   0.0000   -76.967779100071
    4.6000   90.0000   0.0000   30.0000   -76.967819331346
    4.6000   90.0000   0.0000   60.0000   -76.967892823033
    4.6000   90.0000   0.0000   90.0000   -76.967914748081
    4.6000   90.0000   0.0000   120.0000   -76.967892823032
    4.6000   90.0000   0.0000   150.0000   -76.967819331346
    4.6000   90.0000   0.0000   180.0000   -76.967779100071
    4.6000   90.0000   30.0000   0.0000   -76.967822465970
    4.6000   90.0000   30.0000   30.0000   -76.967844240315
    4.6000   90.0000   30.0000   60.0000   -76.967880157460
    4.6000   90.0000   30.0000   90.0000   -76.967887238139
    4.6000   90.0000   30.0000   120.0000   -76.967880157460
    4.6000   90.0000   30.0000   150.0000   -76.967844240314
    4.6000   90.0000   30.0000   180.0000   -76.967822465969
    4.6000   90.0000   60.0000   0.0000   -76.967906200981
    4.6000   90.0000   60.0000   30.0000   -76.967891203382
    4.6000   90.0000   60.0000   60.0000   -76.967854845778
    4.6000   90.0000   60.0000   90.0000   -76.967833721746
    4.6000   90.0000   60.0000   120.0000   -76.967854845778
    4.6000   90.0000   60.0000   150.0000   -76.967891203382
    4.6000   90.0000   60.0000   180.0000   -76.967906200981
    4.6000   90.0000   90.0000   0.0000   -76.967948063143
    4.6000   90.0000   90.0000   30.0000   -76.967912299578
    4.6000   90.0000   90.0000   60.0000   -76.967843077340
    4.6000   90.0000   90.0000   90.0000   -76.967808211477
    4.6000   90.0000   90.0000   120.0000   -76.967843077341
    4.6000   90.0000   90.0000   150.0000   -76.967912299577
    4.6000   90.0000   90.0000   180.0000   -76.967948063142
    4.7000   0.0000   0.0000   0.0000   -76.967772681057
    4.7000   0.0000   0.0000   30.0000   -76.967809113591
    4.7000   0.0000   0.0000   60.0000   -76.967874569413
    4.7000   0.0000   0.0000   90.0000   -76.967894439299
    4.7000   0.0000   0.0000   120.0000   -76.967874569412
    4.7000   0.0000   0.0000   150.0000   -76.967809113589
    4.7000   0.0000   0.0000   180.0000   -76.967772681057
    4.7000   0.0000   30.0000   0.0000   -76.967811280812
    4.7000   0.0000   30.0000   30.0000   -76.967878722689
    4.7000   0.0000   30.0000   60.0000   -76.967897736899
    4.7000   0.0000   30.0000   90.0000   -76.967863431630
    4.7000   0.0000   30.0000   120.0000   -76.967817439107
    4.7000   0.0000   30.0000   150.0000   -76.967782713015
    4.7000   0.0000   30.0000   180.0000   -76.967811280812
    4.7000   0.0000   60.0000   0.0000   -76.967886931165
