    1     0.000000000000
    2     0.317488000000
    3     0.952464000000
    4     1.904928000000
    5     3.174880000000
    6     4.762320000000
    7     6.667248000000
    8     8.889664000000
    9    11.429568000000
   10    14.286960000000
   11    17.461840000000
   12    20.954208000000
   13    24.764064000000
   14    28.891408000000
   15    33.336240000000
   16    38.098560000000
   17    43.178368000000
   18    48.575664000000
   19    54.290448000000
   20    60.322720000000
   21    66.672480000000
   22    73.339728000000
