R	Gamma	E
2.50	0	-227.98232334817
2.50	5	-228.277184930536
2.50	10	-228.82420617316
2.50	15	-229.222502137569
2.50	20	-229.420598890917
2.50	25	-229.516472116871
2.50	30	-229.654215773341
2.50	35	-229.714770891062
2.50	40	-229.753780644557
2.50	45	-229.77882669432
2.50	50	-229.794747223044
2.50	55	-229.804901199054
2.50	60	-229.811197982388
2.50	65	-229.814996544966
2.50	70	-229.817271648952
2.50	75	-229.818618886404
2.50	80	-229.819390491763
2.50	85	-229.819786308083
2.50	90	-229.819907886318
2.60	0	-228.115946708827
2.60	5	-228.420097214075
2.60	10	-228.935637029774
2.60	15	-229.281712121603
2.60	20	-229.46301700816
2.60	25	-229.552095231406
2.60	30	-229.668119422166
2.60	35	-229.729155067783
2.60	40	-229.765690894161
2.60	45	-229.787688566548
2.60	50	-229.801094236582
2.60	55	-229.809329696196
2.60	60	-229.81430391517
2.60	65	-229.817246838416
2.60	70	-229.818979355478
2.60	75	-229.81998971477
2.60	80	-229.820560940175
2.60	85	-229.820851113772
2.60	90	-229.820939768673
2.70	0	-227.760431107761
2.70	5	-228.276186263469
2.70	10	-228.970418244933
2.70	15	-229.336237005712
2.70	20	-229.506221509237
2.70	25	-229.586807998581
2.70	30	-229.682979578477
2.70	35	-229.742381312805
2.70	40	-229.775753750289
2.70	45	-229.794848596281
2.70	50	-229.806066267341
2.70	55	-229.812719621518
2.70	60	-229.816629285615
2.70	65	-229.818893047646
2.70	70	-229.820200318973
2.70	75	-229.820949644613
2.70	80	-229.821367038087
2.70	85	-229.821576696643
2.70	90	-229.821640351766
2.80	0	-226.738957248632
2.80	5	-227.826146565287
2.80	10	-228.949438015566
2.80	15	-229.386841909143
2.80	20	-229.549844460681
2.80	25	-229.619637462058
2.80	30	-229.700945826684
2.80	35	-229.754631185737
2.80	40	-229.784230131715
2.80	45	-229.800631476055
2.80	50	-229.809952601512
2.80	55	-229.815301650102
2.80	60	-229.818357633073
2.80	65	-229.820086316818
2.80	70	-229.82106357922
2.80	75	-229.821612956021
2.80	80	-229.821913820725
2.80	85	-229.822062985038
2.80	90	-229.822107955475
2.90	0	-224.451468798766
2.90	5	-226.954173855561
2.90	10	-228.882929811078
2.90	15	-229.433018761436
2.90	20	-229.591250721753
2.90	25	-229.64957428827
2.90	30	-229.719550392101
2.90	35	-229.765730696857
2.90	40	-229.791360764281
2.90	45	-229.805293785305
2.90	50	-229.812982987995
2.90	55	-229.817258775935
2.90	60	-229.81963294578
2.90	65	-229.820942925169
2.90	70	-229.821666434149
2.90	75	-229.822064333996
2.90	80	-229.822278001064
2.90	85	-229.82238232577
2.90	90	-229.822413506509
3.00	0	-219.207372638238
3.00	5	-225.562495271691
3.00	10	-228.794796516259
3.00	15	-229.47443144783
3.00	20	-229.628238640294
3.00	25	-229.675955586554
3.00	30	-229.736222040249
3.00	35	-229.775430904223
3.00	40	-229.797322730597
3.00	45	-229.809041865275
3.00	50	-229.815338357342
3.00	55	-229.81873465595
3.00	60	-229.820566810084
3.00	65	-229.821551422081
3.00	70	-229.822081507212
3.00	75	-229.822365851961
3.00	80	-229.82251505453
3.00	85	-229.82258654757
3.00	90	-229.822607690301
3.10	0	-204.217189985321
3.10	5	-223.868538109457
3.10	10	-228.7307846087
3.10	15	-229.512804530631
3.10	20	-229.659804272162
3.10	25	-229.698557738954
3.10	30	-229.750608026522
3.10	35	-229.783738364492
3.10	40	-229.802269373246
3.10	45	-229.812043670977
