R	phi	theta2	theta1	E
2.60	60	30	150	33395.220731
2.60	60	30	180	1006502.722498
2.60	60	60	0	347555.254644
2.60	60	60	30	31991.726932
2.60	60	60	60	3492.97011
2.60	60	60	90	869.777027
2.60	60	60	120	3809.523993
2.60	60	60	150	31062.357024
2.60	60	60	180	347555.25452
2.60	60	90	0	205631.362774
2.60	60	90	30	30077.684633
2.60	60	90	60	3407.403559
2.60	60	90	90	735.137311
2.60	60	90	120	3407.402794
2.60	60	90	150	30077.685251
2.60	60	90	180	205631.362747
2.60	90	0	0	2008953.533205
2.60	90	0	30	33200.580239
2.60	90	0	60	4435.257578
2.60	90	0	90	1305.65432
2.60	90	0	120	4435.257553
2.60	90	0	150	33200.579531
2.60	90	0	180	2008953.533127
2.60	90	30	0	1006502.723633
2.60	90	30	30	32112.974075
2.60	90	30	60	4139.048828
2.60	90	30	90	1152.636676
2.60	90	30	120	4139.04823
2.60	90	30	150	32112.975041
2.60	90	30	180	1006502.722498
2.60	90	60	0	347555.254644
2.60	90	60	30	30279.681418
2.60	90	60	60	3584.927813
2.60	90	60	90	865.196677
2.60	90	60	120	3584.928237
2.60	90	60	150	30279.681686
2.60	90	60	180	347555.25452
2.60	90	90	0	205631.362774
2.60	90	90	30	29421.637524
2.60	90	90	60	3326.524146
2.60	90	90	90	730.72407
2.60	90	90	120	3326.523365
2.60	90	90	150	29421.637704
2.60	90	90	180	205631.362747
2.70	0	0	0	2913480.262308
2.70	0	0	30	28034.274753
2.70	0	0	60	3352.352491
2.70	0	0	90	875.106759
2.70	0	0	120	3352.352608
2.70	0	0	150	28034.27449
2.70	0	0	180	2913480.262564
2.70	0	30	0	1173983.38236
2.70	0	30	30	29265.293228
2.70	0	30	60	2915.872082
2.70	0	30	90	759.591664
2.70	0	30	120	3474.958981
2.70	0	30	150	30626.985224
2.70	0	30	180	1173983.382214
2.70	0	60	0	388840.394338
2.70	0	60	30	30281.400493
2.70	0	60	60	2609.202676
2.70	0	60	90	535.854457
2.70	0	60	120	3138.527337
2.70	0	60	150	48531.133336
2.70	0	60	180	388840.394322
2.70	0	90	0	233547.385854
2.70	0	90	30	45005.674366
2.70	0	90	60	2710.449042
2.70	0	90	90	427.935094
2.70	0	90	120	2710.44934
2.70	0	90	150	45005.674171
2.70	0	90	180	233547.38582
2.70	30	0	0	2913480.262308
2.70	30	0	30	28032.113005
2.70	30	0	60	3351.530314
2.70	30	0	90	875.579381
2.70	30	0	120	3351.530887
2.70	30	0	150	28032.112434
2.70	30	0	180	2913480.262564
2.70	30	30	0	1173983.38236
2.70	30	30	30	28665.23685
2.70	30	30	60	2933.755316
2.70	30	30	90	759.31869
2.70	30	30	120	3415.708956
2.70	30	30	150	29624.397441
2.70	30	30	180	1173983.382214
2.70	30	60	0	388840.394338
2.70	30	60	30	29554.680089
2.70	30	60	60	2596.398237
2.70	30	60	90	535.825217
2.70	30	60	120	3051.157907
2.70	30	60	150	29241.345983
2.70	30	60	180	388840.394322
2.70	30	90	0	233547.385854
2.70	30	90	30	43684.950347
2.70	30	90	60	2651.77024
2.70	30	90	90	428.795383
2.70	30	90	120	2651.770077
2.70	30	90	150	43690.214437
2.70	30	90	180	233547.38582
2.70	60	0	0	2913480.262307
2.70	60	0	30	28031.785662
2.70	60	0	60	3351.590323
2.70	60	0	90	875.326965
2.70	60	0	120	3351.590616
2.70	60	0	150	28031.784793
2.70	60	0	180	2913480.262563
2.70	60	30	0	1173983.38236
2.70	60	30	30	27533.388132
2.70	60	30	60	2997.671126
2.70	60	30	90	757.280944
2.70	60	30	120	3272.97274
2.70	60	30	150	27866.61826
2.70	60	30	180	1173983.382214
2.70	60	60	0	388840.394338
2.70	60	60	30	27072.917839
2.70	60	60	60	2594.100379
2.70	60	60	90	533.610256
2.70	60	60	120	2850.871366
2.70	60	60	150	26159.016485
2.70	60	60	180	388840.394322
2.70	60	90	0	233547.385854
2.70	60	90	30	25838.026761
2.70	60	90	60	2525.945287
2.70	60	90	90	428.166239
2.70	60	90	120	2525.945777
2.70	60	90	150	25838.027428
2.70	60	90	180	233547.38582
2.70	90	0	0	2913480.262307
2.70	90	0	30	28032.291898
2.70	90	0	60	3351.929286
2.70	90	0	90	875.106352
2.70	90	0	120	3351.928677
2.70	90	0	150	28032.292327
2.70	90	0	180	2913480.262564
2.70	90	30	0	1173983.38236
2.70	90	30	30	27050.442978
2.70	90	30	60	3115.795234
2.70	90	30	90	756.113897
2.70	90	30	120	3115.796521
2.70	90	30	150	27050.443669
2.70	90	30	180	1173983.382214
2.70	90	60	0	388840.394338
2.70	90	60	30	25479.475046
2.70	90	60	60	2672.638074
2.70	90	60	90	532.186646
2.70	90	60	120	2672.638332
2.70	90	60	150	25479.475053
2.70	90	60	180	388840.394322
2.70	90	90	0	233547.385854
2.70	90	90	30	24851.424906
2.70	90	90	60	2464.701715
2.70	90	90	90	427.427675
2.70	90	90	120	2464.702029
2.70	90	90	150	24851.424854
2.70	90	90	180	233547.38582
2.80	0	0	30	23328.635982
2.80	0	0	60	2508.217523
2.80	0	0	90	565.324254
2.80	0	0	120	2508.217614
2.80	0	0	150	23328.635592
2.80	0	30	0	1555342.450934
2.80	0	30	30	24240.896485
2.80	0	30	60	2154.229126
2.80	0	30	90	472.738002
2.80	0	30	120	2601.421722
2.80	0	30	150	25112.016062
2.80	0	30	180	1555342.450773
2.80	0	60	0	492102.585241
2.80	0	60	30	26191.87792
2.80	0	60	60	1901.24855
2.80	0	60	90	294.07326
2.80	0	60	120	2327.274512
2.80	0	60	150	26305.022672
2.80	0	60	180	492102.585909
2.80	0	90	0	306216.783947
2.80	0	90	30	42469.874692
2.80	0	90	60	1982.870435
2.80	0	90	90	208.23217
2.80	0	90	120	1982.870172
2.80	0	90	150	42469.875176
2.80	0	90	180	306216.784226
2.80	30	0	30	23326.552066
2.80	30	0	60	2507.393317
2.80	30	0	90	565.794823
2.80	30	0	120	2507.394283
2.80	30	0	150	23326.552594
2.80	30	30	0	1555342.450934
2.80	30	30	30	23773.799683
2.80	30	30	60	2169.561416
2.80	30	30	90	473.338079
2.80	30	30	120	2555.266358
2.80	30	30	150	24381.342613
2.80	30	30	180	1555342.450773
2.80	30	60	0	492102.585241
2.80	30	60	30	24971.458078
2.80	30	60	60	1893.744031
2.80	30	60	90	295.971883
2.80	30	60	120	2258.133228
2.80	30	60	150	24596.547108
2.80	30	60	180	492102.585909
2.80	30	90	0	306216.783947
2.80	30	90	30	24753.066073
2.80	30	90	60	1935.168783
2.80	30	90	90	211.265617
2.80	30	90	120	1935.169237
2.80	30	90	150	24753.065739
2.80	30	90	180	306216.784226
2.80	60	0	30	23326.341113
2.80	60	0	60	2507.448276
2.80	60	0	90	565.540279
2.80	60	0	120	2507.448336
2.80	60	0	150	23326.340099
2.80	60	30	0	1555342.450934
2.80	60	30	30	22880.325102
2.80	60	30	60	2222.99012
2.80	60	30	90	473.056997
2.80	60	30	120	2443.747271
2.80	60	30	150	23087.563624
2.80	60	30	180	1555342.450773
2.80	60	60	0	492102.585241
2.80	60	60	30	22482.970819
2.80	60	60	60	1898.144634
2.80	60	60	90	297.707095
2.80	60	60	120	2103.69702
2.80	60	60	150	21930.882068
2.80	60	60	180	492102.585909
2.80	60	90	0	306216.783947
2.80	60	90	30	21823.294744
2.80	60	90	60	1842.530295
2.80	60	90	90	215.084408
2.80	60	90	120	1842.530393
2.80	60	90	150	21823.29383
2.80	60	90	180	306216.784226
2.80	90	0	30	23326.781765
2.80	90	0	60	2507.786449
2.80	90	0	90	565.323993
2.80	90	0	120	2507.786274
2.80	90	0	150	23326.781734
2.80	90	30	0	1555342.450934
2.80	90	30	30	22481.232314
2.80	90	30	60	2319.254471
2.80	90	30	90	472.779242
2.80	90	30	120	2319.253672
2.80	90	30	150	22481.233811
2.80	90	30	180	1555342.450773
2.80	90	60	0	492102.585241
2.80	90	60	30	21165.911805
2.80	90	60	60	1964.303984
2.80	90	60	90	298.273402
2.80	90	60	120	1964.304172
2.80	90	60	150	21165.91232
2.80	90	60	180	492102.585909
2.80	90	90	0	306216.783947
2.80	90	90	30	20647.740858
2.80	90	90	60	1797.666169
2.80	90	90	90	216.617995
2.80	90	90	120	1797.666136
2.80	90	90	150	20647.740448
2.80	90	90	180	306216.784226
2.90	0	0	30	19155.375044
2.90	0	0	60	1854.256033
2.90	0	0	90	346.082447
2.90	0	0	120	1854.256082
2.90	0	0	150	19155.374436
2.90	0	30	0	1820090.32101
2.90	0	30	30	19691.441037
2.90	0	30	60	1569.309836
2.90	0	30	90	271.655632
2.90	0	30	120	1922.004293
2.90	0	30	150	20673.153015
2.90	0	30	180	1820090.321708
2.90	0	60	0	637754.26715
2.90	0	60	30	21669.799997
2.90	0	60	60	1360.206775
2.90	0	60	90	128.515079
2.90	0	60	120	1695.449011
2.90	0	60	150	22341.309838
2.90	0	60	180	637754.266934
2.90	0	90	0	425574.742961
2.90	0	90	30	23001.58412
2.90	0	90	60	1419.423061
2.90	0	90	90	59.974953
2.90	0	90	120	1419.422988
2.90	0	90	150	23001.583863
2.90	0	90	180	425574.742143
2.90	30	0	30	19153.43663
2.90	30	0	60	1853.435151
2.90	30	0	90	346.553018
2.90	30	0	120	1853.434642
2.90	30	0	150	19153.436838
2.90	30	30	0	1820090.321009
2.90	30	30	30	19346.281619
2.90	30	30	60	1582.263918
2.90	30	30	90	272.806269
2.90	30	30	120	1886.630128
2.90	30	30	150	20080.464992
2.90	30	30	180	1820090.321708
2.90	30	60	0	637754.26715
2.90	30	60	30	20542.550236
2.90	30	60	60	1356.152995
2.90	30	60	90	131.552604
2.90	30	60	120	1643.766344
2.90	30	60	150	20806.800024
2.90	30	60	180	637754.266934
2.90	30	90	0	425574.742961
2.90	30	90	30	21168.445475
2.90	30	90	60	1384.98768
2.90	30	90	90	64.232734
2.90	30	90	120	1384.9887
2.90	30	90	150	21168.444294
2.90	30	90	180	425574.742143
2.90	60	0	30	19153.311342
2.90	60	0	60	1853.480455
2.90	60	0	90	346.298353
2.90	60	0	120	1853.479159
2.90	60	0	150	19153.311257
2.90	60	30	0	1820090.321009
2.90	60	30	30	18696.756562
2.90	60	30	60	1626.491544
2.90	60	30	90	273.640308
2.90	60	30	120	1800.846938
2.90	60	30	150	19009.253442
2.90	60	30	180	1820090.321708
2.90	60	60	0	637754.26715
2.90	60	60	30	18333.13185
2.90	60	60	60	1365.010504
2.90	60	60	90	135.662116
2.90	60	60	120	1527.532256
2.90	60	60	150	18269.987226
2.90	60	60	180	637754.266934
2.90	60	90	0	425574.742961
2.90	60	90	30	18102.347752
2.90	60	90	60	1318.726968
2.90	60	90	90	70.620276
2.90	60	90	120	1318.72642
2.90	60	90	150	18102.347461
2.90	60	90	180	425574.742143
2.90	90	0	30	19153.694005
2.90	90	0	60	1853.817353
2.90	90	0	90	346.082962
2.90	90	0	120	1853.81809
2.90	90	0	150	19153.693613
2.90	90	30	0	1820090.321009
2.90	90	30	30	18452.888355
2.90	90	30	60	1703.637722
2.90	90	30	90	273.924951
2.90	90	30	120	1703.637118
2.90	90	30	150	18452.888294
2.90	90	30	180	1820090.321708
2.90	90	60	0	637754.26715
2.90	90	60	30	17336.077142
2.90	90	60	60	1420.09365
2.90	90	60	90	137.440755
2.90	90	60	120	1420.093695
2.90	90	60	150	17336.076674
2.90	90	60	180	637754.266934
2.90	90	90	0	425574.742961
2.90	90	90	30	16881.125232
2.90	90	90	60	1286.768251
2.90	90	90	90	73.485403
2.90	90	90	120	1286.768649
2.90	90	90	150	16881.124919
2.90	90	90	180	425574.742143
3.00	0	0	0	2640046.035276
3.00	0	0	30	15555.946901
3.00	0	0	60	1352.192567
3.00	0	0	90	193.949462
3.00	0	0	120	1352.192631
3.00	0	0	150	15555.947023
3.00	0	0	180	2640046.035477
3.00	0	30	0	1540553.619773
3.00	0	30	30	15712.495718
3.00	0	30	60	1124.100861
3.00	0	30	90	133.718625
3.00	0	30	120	1398.94077
3.00	0	30	150	17085.821649
3.00	0	30	180	1540553.61952
3.00	0	60	0	773066.693834
3.00	0	60	30	17514.763655
3.00	0	60	60	950.094527
3.00	0	60	90	18.180089
3.00	0	60	120	1211.057461
3.00	0	60	150	19053.009897
3.00	0	60	180	773066.694468
3.00	0	90	0	582038.967051
3.00	0	90	30	19451.800123
3.00	0	90	60	990.865962
3.00	0	90	90	-37.008771
3.00	0	90	120	990.866494
3.00	0	90	150	19451.800079
3.00	0	90	180	582038.967192
3.00	30	0	0	2640046.035277
3.00	30	0	30	15554.18254
3.00	30	0	60	1351.370725
3.00	30	0	90	194.420153
3.00	30	0	120	1351.370969
3.00	30	0	150	15554.182515
3.00	30	0	180	2640046.035478
3.00	30	30	0	1540553.619773
3.00	30	30	30	15464.407219
3.00	30	30	60	1134.871487
3.00	30	30	90	135.205682
3.00	30	30	120	1372.173475
3.00	30	30	150	16554.718773
3.00	30	30	180	1540553.61952
3.00	30	60	0	773066.693834
3.00	30	60	30	16547.023064
3.00	30	60	60	949.121679
3.00	30	60	90	21.839109
3.00	30	60	120	1173.165346
3.00	30	60	150	17599.487867
3.00	30	60	180	773066.694468
3.00	30	90	0	582038.967051
3.00	30	90	30	17716.330613
3.00	30	90	60	966.985647
3.00	30	90	90	-32.141686
3.00	30	90	120	966.985967
3.00	30	90	150	17716.330684
3.00	30	90	180	582038.967192
3.00	60	0	0	2640046.035277
3.00	60	0	30	15554.119188
3.00	60	0	60	1351.411621
3.00	60	0	90	194.160271
3.00	60	0	120	1351.411755
3.00	60	0	150	15554.11871
3.00	60	0	180	2640046.035477
3.00	60	30	0	1540553.619773
3.00	60	30	30	15031.964474
3.00	60	30	60	1171.060312
3.00	60	30	90	136.719692
3.00	60	30	120	1307.086922
3.00	60	30	150	15566.556117
3.00	60	30	180	1540553.61952
3.00	60	60	0	773066.693834
3.00	60	60	30	14718.02584
3.00	60	60	60	960.633418
3.00	60	60	90	27.284981
3.00	60	60	120	1087.38203
3.00	60	60	150	15094.522937
3.00	60	60	180	773066.694468
3.00	60	90	0	582038.967051
3.00	60	90	30	14776.316904
3.00	60	90	60	921.370225
3.00	60	90	90	-24.411245
3.00	60	90	120	921.370524
3.00	60	90	150	14776.317677
3.00	60	90	180	582038.967192
3.00	90	0	0	2640046.035276
3.00	90	0	30	15554.449521
3.00	90	0	60	1351.748479
3.00	90	0	90	193.9496
3.00	90	0	120	1351.748413
3.00	90	0	150	15554.449909
3.00	90	0	180	2640046.035478
3.00	90	30	0	1540553.619773
3.00	90	30	30	14974.437687
3.00	90	30	60	1232.174536
3.00	90	30	90	137.346236
3.00	90	30	120	1232.174805
3.00	90	30	150	14974.437732
3.00	90	30	180	1540553.61952
3.00	90	60	0	773066.693834
3.00	90	60	30	14001.214134
3.00	90	60	60	1005.952581
3.00	90	60	90	29.754523
3.00	90	60	120	1005.952769
3.00	90	60	150	14001.214394
3.00	90	60	180	773066.694468
3.00	90	90	0	582038.967051
3.00	90	90	30	13617.794906
3.00	90	90	60	899.493903
3.00	90	90	90	-20.827766
3.00	90	90	120	899.493984
3.00	90	90	150	13617.795014
3.00	90	90	180	582038.967192
3.10	0	0	0	1298534.627008
3.10	0	0	30	12515.068466
3.10	0	0	60	969.840299
3.10	0	0	90	90.889911
3.10	0	0	120	969.84024
3.10	0	0	150	12515.06822
3.10	0	0	180	1298534.626345
3.10	0	30	0	1110713.732533
3.10	0	30	30	12346.490771
3.10	0	30	60	788.358461
3.10	0	30	90	41.640945
3.10	0	30	120	999.524152
3.10	0	30	150	14160.081578
3.10	0	30	180	1110713.733409
3.10	0	60	0	839572.287498
3.10	0	60	30	13848.725845
3.10	0	60	60	643.028855
3.10	0	60	90	-52.724105
3.10	0	60	120	843.141953
3.10	0	60	150	16185.906981
3.10	0	60	180	839572.2876
3.10	0	90	0	737688.191622
3.10	0	90	30	16045.698859
3.10	0	90	60	668.471346
3.10	0	90	90	-97.754953
3.10	0	90	120	668.471724
3.10	0	90	150	16045.698954
3.10	0	90	180	737688.191101
3.10	30	0	0	1298534.627008
3.10	30	0	30	12513.485255
3.10	30	0	60	969.019187
3.10	30	0	90	91.361589
3.10	30	0	120	969.01885
3.10	30	0	150	12513.485105
3.10	30	0	180	1298534.626345
3.10	30	30	0	1110713.732533
3.10	30	30	30	12179.637889
3.10	30	30	60	797.179519
3.10	30	30	90	43.316845
3.10	30	30	120	979.606643
3.10	30	30	150	13655.593408
3.10	30	30	180	1110713.733409
3.10	30	60	0	839572.287498
3.10	30	60	30	13048.158981
3.10	30	60	60	644.180018
3.10	30	60	90	-48.778458
3.10	30	60	120	816.094221
3.10	30	60	150	14803.993906
3.10	30	60	180	839572.287601
3.10	30	90	0	737688.191622
3.10	30	90	30	14528.536606
3.10	30	90	60	652.775961
3.10	30	90	90	-92.658419
3.10	30	90	120	652.775019
3.10	30	90	150	14528.536136
3.10	30	90	180	737688.191101
3.10	60	0	0	1298534.627008
3.10	60	0	30	12513.456265
3.10	60	0	60	969.055846
3.10	60	0	90	91.099544
3.10	60	0	120	969.055661
3.10	60	0	150	12513.455578
3.10	60	0	180	1298534.626345
3.10	60	30	0	1110713.732533
3.10	60	30	30	11916.527731
3.10	60	30	60	826.454693
3.10	60	30	90	45.217615
3.10	60	30	120	931.087394
3.10	60	30	150	12685.320285
3.10	60	30	180	1110713.733409
3.10	60	60	0	839572.287498
3.10	60	60	30	11631.972137
3.10	60	60	60	657.080947
3.10	60	60	90	-42.67389
3.10	60	60	120	754.428611
3.10	60	60	150	12336.298693
3.10	60	60	180	839572.287601
3.10	60	90	0	737688.191622
3.10	60	90	30	11883.0953
3.10	60	90	60	623.160791
3.10	60	90	90	-84.356591
3.10	60	90	120	623.161011
3.10	60	90	150	11883.094778
3.10	60	90	180	737688.191101
3.10	90	0	0	1298534.627008
3.10	90	0	30	12513.742795
3.10	90	0	60	969.392638
3.10	90	0	90	90.890081
3.10	90	0	120	969.392699
3.10	90	0	150	12513.742522
3.10	90	0	180	1298534.626345
3.10	90	30	0	1110713.732533
3.10	90	30	30	12012.057531
3.10	90	30	60	874.260978
3.10	90	30	90	46.037346
3.10	90	30	120	874.262045
3.10	90	30	150	12012.056974
3.10	90	30	180	1110713.733409
3.10	90	60	0	839572.287498
3.10	90	60	30	11180.883953
3.10	90	60	60	693.96982
3.10	90	60	90	-39.850904
3.10	90	60	120	693.968958
3.10	90	60	150	11180.883626
3.10	90	60	180	839572.287601
3.10	90	90	0	737688.191622
3.10	90	90	30	10836.26314
3.10	90	90	60	609.077223
3.10	90	90	90	-80.450935
3.10	90	90	120	609.077795
3.10	90	90	150	10836.263262
3.10	90	90	180	737688.191101
3.20	0	0	0	908392.665367
3.20	0	0	30	9981.120191
3.20	0	0	60	681.318839
3.20	0	0	90	23.179169
3.20	0	0	120	681.318361
3.20	0	0	150	9981.120015
3.20	0	0	180	908392.664922
3.20	0	30	0	883912.462892
3.20	0	30	30	9564.238418
3.20	0	30	60	537.728102
3.20	0	30	90	-17.646028
3.20	0	30	120	697.360439
3.20	0	30	150	11742.491296
3.20	0	30	180	883912.463166
3.20	0	60	0	842469.85619
3.20	0	60	30	10709.115546
3.20	0	60	60	415.729947
3.20	0	60	90	-95.926007
3.20	0	60	120	566.576561
3.20	0	60	150	13594.798223
3.20	0	60	180	842469.856163
3.20	0	90	0	824380.679435
3.20	0	90	30	12952.133198
3.20	0	90	60	428.709298
3.20	0	90	90	-133.314928
3.20	0	90	120	428.709318
3.20	0	90	150	12952.134275
3.20	0	90	180	824380.679816
3.20	30	0	0	908392.665367
3.20	30	0	30	9979.727215
3.20	30	0	60	680.49827
3.20	30	0	90	23.649361
3.20	30	0	120	680.498328
3.20	30	0	150	9979.727453
3.20	30	0	180	908392.664922
3.20	30	30	0	883912.462892
3.20	30	30	30	9464.657216
3.20	30	30	60	544.850556
3.20	30	30	90	-15.878278
3.20	30	30	120	682.855669
3.20	30	30	150	11250.70133
3.20	30	30	180	883912.463166
3.20	30	60	0	842469.85619
3.20	30	60	30	10088.665865
3.20	30	60	60	418.307869
3.20	30	60	90	-91.899805
3.20	30	60	120	547.998393
3.20	30	60	150	12315.49628
3.20	30	60	180	842469.856163
3.20	30	90	0	824380.679435
3.20	30	90	30	11685.080739
3.20	30	90	60	419.288334
3.20	30	90	90	-128.213135
3.20	30	90	120	419.289181
3.20	30	90	150	11685.080325
3.20	30	90	180	824380.679816
3.20	60	0	0	908392.665367
3.20	60	0	30	9979.717338
3.20	60	0	60	680.531399
3.20	60	0	90	23.388134
3.20	60	0	120	680.531657
3.20	60	0	150	9979.716847
3.20	60	0	180	908392.664922
3.20	60	30	0	883912.462892
3.20	60	30	30	9346.954534
3.20	60	30	60	568.292076
3.20	60	30	90	-13.791701
3.20	60	30	120	647.501327
3.20	60	30	150	10276.534838
3.20	60	30	180	883912.463166
3.20	60	60	0	842469.85619
3.20	60	60	30	9058.672573
3.20	60	60	60	431.755186
3.20	60	60	90	-85.562576
3.20	60	60	120	505.267095
3.20	60	60	150	10003.83338
3.20	60	60	180	842469.856163
3.20	60	90	0	824380.679435
3.20	60	90	30	9417.000736
3.20	60	90	60	401.939354
3.20	60	90	90	-119.798091
3.20	60	90	120	401.938748
3.20	60	90	150	9417.001356
3.20	60	90	180	824380.679816
3.20	90	0	0	908392.665367
3.20	90	0	30	9979.962382
3.20	90	0	60	680.867645
3.20	90	0	90	23.178913
3.20	90	0	120	680.867352
3.20	90	0	150	9979.961911
3.20	90	0	180	908392.664922
3.20	90	30	0	883912.462892
3.20	90	30	30	9558.066048
3.20	90	30	60	605.200521
3.20	90	30	90	-12.880744
3.20	90	30	120	605.200723
3.20	90	30	150	9558.066075
3.20	90	30	180	883912.463166
3.20	90	60	0	842469.85619
3.20	90	60	30	8833.267179
3.20	90	60	60	461.519851
3.20	90	60	90	-82.60647
3.20	90	60	120	461.520412
3.20	90	60	150	8833.267759
3.20	90	60	180	842469.856163
3.20	90	90	0	824380.679435
3.20	90	90	30	8513.252594
3.20	90	90	60	393.811199
3.20	90	90	90	-115.809438
