    1     0.000000000000
    2     0.307800000000
    3     0.923400000000
    4     1.846800000000
    5     3.078000000000
    6     4.617000000000
    7     6.463800000000
    8     8.618400000000
    9    11.080800000000
   10    13.851000000000
   11    16.929000000000
   12    20.314800000000
   13    24.008400000000
   14    28.009800000000
   15    32.319000000000
   16    36.936000000000
   17    41.860800000000
   18    47.093400000000
   19    52.633800000000
   20    58.482000000000
   21    64.638000000000
   22    71.101800000000
