R,theta,E_cm
6.2,15.0,-1.5201506423060518
6.4,15.0,-1.2188040743251947
6.6,15.0,-0.9840755174540875
6.8,15.0,-0.7999150142605593
7.0,15.0,-0.6542821843769889
7.2,15.0,-0.5374450833055703
7.4,15.0,-0.44367191511159787
7.6,15.0,-0.3674490337463719
7.8,15.0,-0.305105511585932
8.0,15.0,-0.25399952494142325
8.2,15.0,-0.21180552753649623
8.4,15.0,-0.1766650067249951
8.6,15.0,-0.14741562133945338
8.8,15.0,-0.12290776789018168
9.0,15.0,-0.10233421632104467
9.5,15.0,-0.0637775713438802
10.0,15.0,-0.03806765413552341
10.5,15.0,-0.02072476938729295
11.0,15.0,-0.008875335667290471
11.5,15.0,-0.0006983671998339958
12.0,15.0,0.004859826412943136
12.5,15.0,0.008787984016579032
13.0,15.0,0.011527467393621862
13.5,15.0,0.013353714790853816
14.0,15.0,0.014599013047820223
14.5,15.0,0.015343690002707007
15.0,15.0,0.01582521726380918
16.0,15.0,0.016010674608565978
17.0,15.0,0.015873064647447706
18.0,15.0,0.015326351914860937
19.0,15.0,0.014702386601259719
20.0,15.0,0.014067664125402501
21.0,15.0,0.013399145009879874
22.0,15.0,0.012710433992807425
23.0,15.0,0.012105781044729298
24.0,15.0,0.011548535712276334
25.0,15.0,0.01091579063301822
50.0,15.0,0.003788351921372879
100.0,15.0,0.0
2.5,20.0,2056.542032066763
2.6,20.0,1550.271106280788
2.7,20.0,1109.490583988479
2.8,20.0,767.7762849068325
2.9,20.0,516.3946362118534
3.0,20.0,337.52168466269563
3.1,20.0,211.96350715900937
3.2,20.0,126.7422391813657
3.3,20.0,69.8218338548607
3.4,20.0,32.736734194633264
3.5,20.0,7.0629549882721125
3.6,20.0,-4.746945443087494
3.7,20.0,-12.781873021582669
3.8,20.0,-16.983130569333092
3.9,20.0,-18.507012281437586
4.0,20.0,-19.02992902335076
4.1,20.0,-18.82949820464222
4.2,20.0,-17.465817614086625
4.3,20.0,-15.90102517259158
4.4,20.0,-14.283747569583674
4.5,20.0,-12.703585101907876
4.6,20.0,-10.927715132954857
4.7,20.0,-9.851567813063921
4.8,20.0,-8.627481862908759
4.9,20.0,-7.5455140761283666
5.0,20.0,-6.603917653627672
5.1,20.0,-5.780366758558525
5.2,20.0,-5.066063532397041
5.3,20.0,-4.447006148344015
5.4,20.0,-3.9103702662533353
5.5,20.0,-3.4448672096437143
5.6,20.0,-3.0407211383079837
5.7,20.0,-2.6892074977479186
5.8,20.0,-2.383225188548843
5.9,20.0,-2.1161625325489717
6.0,20.0,-1.8828293970113368
6.2,20.0,-1.4993192089025242
6.4,20.0,-1.2030029975182894
6.6,20.0,-0.9720634537800362
6.8,20.0,-0.7906501127497133
7.0,20.0,-0.6477310881576961
7.2,20.0,-0.531561848109241
7.4,20.0,-0.438945750104419
7.6,20.0,-0.3636198613728081
7.8,20.0,-0.3020660066182677
8.0,20.0,-0.2514856643876912
8.2,20.0,-0.209745320437232
8.4,20.0,-0.1749912933310371
8.6,20.0,-0.14605641692918128
8.8,20.0,-0.12180776149941806
9.0,20.0,-0.10142515345897764
9.5,20.0,-0.06323503172903727
10.0,20.0,-0.037802311839516135
10.5,20.0,-0.020591987517555452
11.0,20.0,-0.008853169488063629
11.5,20.0,-0.0007372164932699832
12.0,20.0,0.004800788336879407
12.5,20.0,0.008744746399775636
13.0,20.0,0.011436822161193306
13.5,20.0,0.013222685755325614
14.0,20.0,0.014456574995321176
14.5,20.0,0.01523746575448584
15.0,20.0,0.015635371595684972
16.0,20.0,0.015923981050413545
17.0,20.0,0.015709991806463392
18.0,20.0,0.0151920324165377
19.0,20.0,0.014652125171930805
20.0,20.0,0.013927421794048201
21.0,20.0,0.013270093370950775
22.0,20.0,0.012587308305831471
23.0,20.0,0.011995383678764284
24.0,20.0,0.011442529788600808
25.0,20.0,0.010799248990554417
50.0,20.0,0.003663910049278911
100.0,20.0,0.0
2.5,25.0,1939.308140125124
2.6,25.0,1451.9213018143507
2.7,25.0,1036.2116915472325
2.8,25.0,716.9736569810525
2.9,25.0,482.4638733374802
3.0,25.0,314.996385124846
3.1,25.0,197.2994870919503
3.2,25.0,117.3617567621
3.3,25.0,63.993621849125276
3.4,25.0,29.325537904024817
3.5,25.0,5.155641441619316
3.6,25.0,-5.574462465517685
3.7,25.0,-12.918155354257813
3.8,25.0,-16.684623564701
3.9,25.0,-17.99584138136643
4.0,25.0,-18.448064027210854
4.1,25.0,-18.216303208910336
4.2,25.0,-16.86445098063717
4.3,25.0,-15.337531522637065
4.4,25.0,-13.773082340349445
4.5,25.0,-12.254074505401869
4.6,25.0,-10.82998856572085
4.7,25.0,-9.52831745765194
4.8,25.0,-8.360568010681353
4.9,25.0,-7.326908347184922
5.0,25.0,-6.424897027979626
5.1,25.0,-5.633024881012746
5.2,25.0,-4.943828890270295
5.3,25.0,-4.344699144618124
5.4,25.0,-3.824037065239173
5.5,25.0,-3.3715762896938912
5.6,25.0,-2.9781879888039655
5.7,25.0,-2.6356453724406235
5.8,25.0,-2.3371100542338836
5.9,25.0,-2.0765074156907075
6.0,25.0,-1.8484238938530388
6.2,25.0,-1.473433053883081
6.4,25.0,-1.1832871526402402
6.6,25.0,-0.9567891161287135
6.8,25.0,-0.7786718457153273
7.0,25.0,-0.6373723214136631
7.2,25.0,-0.52408632209879
7.4,25.0,-0.43290756374020334
7.6,25.0,-0.35874664542737295
7.8,25.0,-0.2980250407218985
8.0,25.0,-0.24823019589839973
8.2,25.0,-0.20704622086328883
8.4,25.0,-0.17275133339550153
8.6,25.0,-0.144245751666664
8.8,25.0,-0.12022842356869702
9.0,25.0,-0.1001131321019409
9.5,25.0,-0.06233781765195445
10.0,25.0,-0.03724923338696286
10.5,25.0,-0.020263655471208324
11.0,25.0,-0.008608234299229736
11.5,25.0,-0.0005535151016445638
12.0,25.0,0.004915352582744106
12.5,25.0,0.008817392332877035
13.0,25.0,0.011430896209240161
13.5,25.0,0.01328611527367883
14.0,25.0,0.014449551182795659
14.5,25.0,0.015178646002967753
15.0,25.0,0.015620665878074931
16.0,25.0,0.01589896105748295
17.0,25.0,0.015657319450366174
18.0,25.0,0.015209152179838129
19.0,25.0,0.014640931360583522
20.0,25.0,0.013966707736575473
21.0,25.0,0.013295334807349093
22.0,25.0,0.012632080432298522
23.0,25.0,0.012078565330653959
24.0,25.0,0.011449113833112961
25.0,25.0,0.010827341121734406
50.0,25.0,0.0036252821993106466
100.0,25.0,0.0
2.5,30.0,1832.9723592628302
2.6,30.0,1352.1754240536832
2.7,30.0,959.2553695556127
2.8,30.0,661.843744343475
2.9,30.0,444.0856811706044
3.0,30.0,288.24064647170206
3.1,30.0,180.17960604909456
3.2,30.0,106.4328233251588
3.3,30.0,57.02482345373312
3.4,30.0,25.38780903028102
3.5,30.0,5.061291494283901
3.6,30.0,-7.349067602404746
3.7,30.0,-13.007381006182461
3.8,30.0,-16.490811663172398
3.9,30.0,-18.177879564127455
4.0,30.0,-18.670251364087715
4.1,30.0,-17.68324520140334
4.2,30.0,-16.335399484294317
4.3,30.0,-14.835427996503546
4.4,30.0,-13.311438965409181
4.5,30.0,-11.550680701034514
4.6,30.0,-10.469026543701782
4.7,30.0,-9.218808845245782
4.8,30.0,-8.098508280358406
4.9,30.0,-7.111404888397091
5.0,30.0,-6.23922346394959
5.1,30.0,-5.476301117426721
5.2,30.0,-4.810892010105389
5.3,30.0,-4.231442771944095
5.4,30.0,-3.7272274642157854
5.5,30.0,-3.28861531713603
5.6,30.0,-2.9068176917146116
5.7,30.0,-2.5741948912395225
5.8,30.0,-2.2841253661605916
5.9,30.0,-2.0306104406185197
6.0,30.0,-1.8087123744078688
6.2,30.0,-1.4433195960864849
6.4,30.0,-1.1602548269191588
6.6,30.0,-0.9390439309780723
6.8,30.0,-0.7648486738918233
7.0,30.0,-0.6262921448734646
7.2,30.0,-0.5153560599731567
7.4,30.0,-0.42585737760957243
7.6,30.0,-0.35226907155828613
7.8,30.0,-0.29340378065890066
8.0,30.0,-0.24439246208372467
8.2,30.0,-0.20371569239520554
8.4,30.0,-0.17017777355422467
8.6,30.0,-0.14208348719907832
8.8,30.0,-0.11851432325271731
9.0,30.0,-0.09861741247220081
9.5,30.0,-0.06145772333817206
10.0,30.0,-0.03662417021278927
10.5,30.0,-0.019874304833276284
11.0,30.0,-0.008324452935881936
11.5,30.0,-0.0004165632330852986
12.0,30.0,0.005029040411504156
12.5,30.0,0.008902111613352446
13.0,30.0,0.011523955487359103
13.5,30.0,0.013297530528493837
14.0,30.0,0.01441509333164916
14.5,30.0,0.01517469432869163
15.0,30.0,0.015632299457435578
16.0,30.0,0.015930565094925696
17.0,30.0,0.015710434693398837
18.0,30.0,0.015204105763911712
19.0,30.0,0.014617670439706387
20.0,30.0,0.013926982026034835
21.0,30.0,0.013264388862465353
22.0,30.0,0.012680367583950414
23.0,30.0,0.011995605122232007
24.0,30.0,0.011410704307690337
25.0,30.0,0.010836339211936946
50.0,30.0,0.003711754313995357
100.0,30.0,0.0
2.5,35.0,1722.7371583827671
2.6,35.0,1248.983595535533
2.7,35.0,879.6805683987216
2.8,35.0,602.6225985415773
2.9,35.0,402.6937456868332
3.0,35.0,260.34703589228553
3.1,35.0,161.71621786257106
3.2,35.0,94.4323853364763
3.3,35.0,49.96376735879134
3.4,35.0,20.556653804472436
3.5,35.0,2.8891493224958933
3.6,35.0,-8.227966929262255
3.7,35.0,-14.050478521656952
3.8,35.0,-16.837434094725545
3.9,35.0,-18.550363130707115
4.0,35.0,-18.16993392611072
4.1,35.0,-17.158707639895777
4.2,35.0,-15.821314840431631
4.3,35.0,-14.350751419425094
4.4,35.0,-12.867032469293472
4.5,35.0,-11.442676359225064
4.6,35.0,-10.118686435001608
4.7,35.0,-8.914875770778092
4.8,35.0,-7.837089195344345
4.9,35.0,-6.887263793231578
5.0,35.0,-6.047163411050908
5.1,35.0,-5.311522859205501
5.2,35.0,-4.669307391374182
5.3,35.0,-4.109576415255548
5.4,35.0,-3.622286989274371
5.5,35.0,-3.198179261454653
5.6,35.0,-2.828786998900572
5.7,35.0,-2.506870169813373
5.8,35.0,-2.225828077755915
5.9,35.0,-1.9800562193603684
6.0,35.0,-1.7648134993395543
6.2,35.0,-1.4099348724602592
6.4,35.0,-1.1347790908563018
6.6,35.0,-0.9193700075317085
6.8,35.0,-0.7494338755846006
7.0,35.0,-0.6141611255112591
7.2,35.0,-0.5056831566703366
7.4,35.0,-0.41801906170162784
7.6,35.0,-0.3466869558131508
7.8,35.0,-0.28821913410587313
8.0,35.0,-0.24016340647236262
8.2,35.0,-0.20039701894995063
8.4,35.0,-0.16736213545673978
8.6,35.0,-0.13969604279511727
8.8,35.0,-0.11657241374904828
9.0,35.0,-0.09714013190980125
9.5,35.0,-0.060465700267683074
10.0,35.0,-0.03601885917215213
10.5,35.0,-0.01950558898382951
11.0,35.0,-0.008194085111834823
11.5,35.0,-0.0003906668230500543
12.0,35.0,0.0050902742087126284
12.5,35.0,0.00882968400479669
13.0,35.0,0.011440992160015071
13.5,35.0,0.013121507923030863
14.0,35.0,0.014286699785279069
14.5,35.0,0.015073956264410243
15.0,35.0,0.015519709489247902
16.0,35.0,0.01573896347367011
17.0,35.0,0.015546045667296511
18.0,35.0,0.015002844840972501
19.0,35.0,0.014486201636164821
20.0,35.0,0.013777080392996908
21.0,35.0,0.013121729366498585
22.0,35.0,0.012460230944579393
23.0,35.0,0.011878845155222565
24.0,35.0,0.011275508392262452
25.0,35.0,0.010705313295330825
50.0,35.0,0.0035370510125724763
100.0,35.0,0.0
2.5,40.0,1599.8110325764785
2.6,40.0,1144.832157438184
2.7,40.0,799.4039894352038
2.8,40.0,544.0549849854802
2.9,40.0,360.9602067222074
3.0,40.0,232.08818397692818
3.1,40.0,143.28574802101724
3.2,40.0,82.99387329339697
3.3,40.0,42.12355284757613
3.4,40.0,16.413627704681566
3.5,40.0,0.6865541732914402
3.6,40.0,-9.092814825983792
3.7,40.0,-13.650831897763439
3.8,40.0,-16.631350485497524
3.9,40.0,-18.11337311628795
4.0,40.0,-17.65197577127817
4.1,40.0,-16.621384141529674
4.2,40.0,-15.298711288198103
4.3,40.0,-13.861659446735576
4.4,40.0,-12.132241939115145
4.5,40.0,-11.044504386642638
4.6,40.0,-9.7680287451795
4.7,40.0,-8.608963690347506
4.8,40.0,-7.576745754820677
4.9,40.0,-6.657476045585237
5.0,40.0,-5.848434179542963
5.1,40.0,-5.13966193128018
5.2,40.0,-4.520671925300862
5.3,40.0,-3.9812133813001713
5.4,40.0,-3.511473368849558
5.5,40.0,-3.1023891175403757
5.6,40.0,-2.745938176542885
5.7,40.0,-2.4351908530431947
5.8,40.0,-2.1639116483095044
5.9,40.0,-1.9262959052683835
6.0,40.0,-1.7181378261104248
6.2,40.0,-1.37397680419838
6.4,40.0,-1.1071309912561624
6.6,40.0,-0.8981836813413955
6.8,40.0,-0.7325571511683812
7.0,40.0,-0.6007582471516487
7.2,40.0,-0.49492692073419575
7.4,40.0,-0.40933796002582895
7.6,40.0,-0.33951496018066196
7.8,40.0,-0.28249062239611844
8.0,40.0,-0.23549386237663497
8.2,40.0,-0.19725128661514305
8.4,40.0,-0.16409766887724572
8.6,40.0,-0.13702108367807797
8.8,40.0,-0.11430655740347746
9.0,40.0,-0.09515410213438003
9.5,40.0,-0.059210742709033044
10.0,40.0,-0.03515259103995305
10.5,40.0,-0.01890861482191383
11.0,40.0,-0.007730554031137728
11.5,40.0,-0.00010951782993828374
12.0,40.0,0.0052788036917188206
12.5,40.0,0.008987488986386865
13.0,40.0,0.011542173111231903
13.5,40.0,0.013242662451251875
14.0,40.0,0.014377345017707627
14.5,40.0,0.015162627219161777
15.0,40.0,0.015578529240765988
16.0,40.0,0.01580327252805006
17.0,40.0,0.015555046876421131
18.0,40.0,0.015091515795724035
19.0,40.0,0.014461624530169673
20.0,40.0,0.013858506091755204
21.0,40.0,0.013209960553236755
22.0,40.0,0.012539685484582747
23.0,40.0,0.012007020377047014
24.0,40.0,0.011384589573109451
25.0,40.0,0.010762380212639613
50.0,40.0,0.0036314295947315147
100.0,40.0,0.0
2.5,45.0,1470.637124232391
2.6,45.0,1040.5824875425321
2.7,45.0,720.6064794084122
2.8,45.0,487.83317442783994
2.9,45.0,321.021712344864
3.0,45.0,205.06751947249106
3.1,45.0,125.28278227307742
3.2,45.0,70.47706395139319
3.3,45.0,36.65163024450687
3.4,45.0,12.637954507220702
3.5,45.0,-1.847201638192404
3.6,45.0,-10.039125564706682
3.7,45.0,-14.477194922142731
3.8,45.0,-17.18888891241517
3.9,45.0,-17.699956660376355
4.0,45.0,-17.146927558527157
4.1,45.0,-16.089915792466563
4.2,45.0,-14.778917890997041
4.3,45.0,-13.374633173567105
4.4,45.0,-11.977561050778382
4.5,45.0,-10.64758561566573
4.6,45.0,-9.417391468702407
4.7,45.0,-8.30673878712492
4.8,45.0,-7.3086381819507515
4.9,45.0,-6.424275913360807
5.0,45.0,-5.645915064722902
5.1,45.0,-4.96414587619016
5.2,45.0,-4.3688316981734365
5.3,45.0,-3.849971504291346
5.4,45.0,-3.3980745581230294
5.5,45.0,-3.0043811861076337
5.6,45.0,-2.661112771624759
5.7,45.0,-2.3616183474511687
5.8,45.0,-2.0998551268125794
5.9,45.0,-1.8706889366719932
6.0,45.0,-1.6695288048187373
6.2,45.0,-1.3373227890202015
6.4,45.0,-1.079058871080243
6.6,45.0,-0.8757362564348558
6.8,45.0,-0.7149370722202372
7.0,45.0,-0.5871137303038436
7.2,45.0,-0.4838812051640659
7.4,45.0,-0.40042070916469724
7.6,45.0,-0.33241298434888267
7.8,45.0,-0.2765459350780351
8.0,45.0,-0.2306037512302892
8.2,45.0,-0.19254531350951395
8.4,45.0,-0.16082376755845787
8.6,45.0,-0.13427106770116892
8.8,45.0,-0.11204948082356353
9.0,45.0,-0.09327957070441827
9.5,45.0,-0.05800100016378551
10.0,45.0,-0.034448519331633634
10.5,45.0,-0.01838275520235797
11.0,45.0,-0.007406610308158008
11.5,45.0,0.00013563568344125088
12.0,45.0,0.005359789622463751
12.5,45.0,0.009014043488981117
13.0,45.0,0.011482913591700452
13.5,45.0,0.013207103620610923
14.0,45.0,0.01439402501299469
14.5,45.0,0.015062544128517317
15.0,45.0,0.015461766154834465
16.0,45.0,0.015771225603671866
17.0,45.0,0.01551948804578018
18.0,45.0,0.015082954354612781
19.0,45.0,0.014415751424208168
20.0,45.0,0.013831730145693229
21.0,45.0,0.01312962959612875
22.0,45.0,0.012523878787478253
23.0,45.0,0.011935469185595906
24.0,45.0,0.011302502662870069
25.0,45.0,0.010736699008227931
50.0,45.0,0.0036017967160437083
100.0,45.0,0.0
2.5,50.0,1338.6549054331385
2.6,50.0,940.0324646110132
2.7,50.0,646.0357487599831
2.8,50.0,434.35236409445037
2.9,50.0,283.7621055509369
3.0,50.0,179.36955854900583
3.1,50.0,109.31973137465295
3.2,50.0,61.232043906425496
3.3,50.0,28.770808094511054
3.4,50.0,8.574193423014037
3.5,50.0,-3.9986159653359463
3.6,50.0,-11.079245903752367
3.7,50.0,-15.561321682927913
3.8,50.0,-17.221399034149396
3.9,50.0,-17.34156336698826
4.0,50.0,-16.684917881783136
4.1,50.0,-15.591969118898241
4.2,50.0,-14.285354562996485
4.3,50.0,-12.908042842006655
4.4,50.0,-11.549199247354371
4.5,50.0,-10.261754924577572
4.6,50.0,-9.074301702957387
4.7,50.0,-8.004235588722926
4.8,50.0,-7.043508658807815
4.9,50.0,-6.19291717090031
5.0,50.0,-5.444756470498232
5.1,50.0,-4.789738167488546
5.2,50.0,-4.217993368623808
5.3,50.0,-3.719635399681793
5.4,50.0,-3.2853817996203416
5.5,50.0,-2.9068852912317866
5.6,50.0,-2.5766929513339942
5.7,50.0,-2.2883513527526262
5.8,50.0,-2.036182026882711
5.9,50.0,-1.8151611980532165
6.0,50.0,-1.621181398711171
6.2,50.0,-1.3003345096058785
6.4,50.0,-1.049730695485101
6.6,50.0,-0.8532238675002991
6.8,50.0,-0.6975775074767196
7.0,50.0,-0.5729253545371557
7.2,50.0,-0.4726357631806604
7.4,50.0,-0.3914277371132927
7.6,50.0,-0.3250507063991783
7.8,50.0,-0.2705380365661442
8.0,50.0,-0.22564230721703793
8.2,50.0,-0.18844004167768688
8.4,50.0,-0.15743881078114597
8.6,50.0,-0.1315091998203536
8.8,50.0,-0.10968178855313894
9.0,50.0,-0.09130276358158938
9.5,50.0,-0.05674275214234044
10.0,50.0,-0.033549552420341515
10.5,50.0,-0.017892011526507618
11.0,50.0,-0.007128536572217712
11.5,50.0,0.0003175780030132103
12.0,50.0,0.005488619817925127
12.5,50.0,0.009080981794675012
13.0,50.0,0.011610427602043814
13.5,50.0,0.013186911719061101
14.0,50.0,0.014315450009018064
14.5,50.0,0.01504454482919016
15.0,50.0,0.015473399734195113
16.0,50.0,0.015656221589793802
