      R       THETA       E_CP
    6.6000   60.0000   -78.706756892429
    6.6000   65.0000   -78.706756815656
    6.6000   70.0000   -78.706756750445
    6.6000   75.0000   -78.706756697173
    6.6000   80.0000   -78.706756658553
    6.6000   85.0000   -78.706756635244
    6.6000   90.0000   -78.706756626753
    6.8000   0.0000   -78.706756839828
    6.8000   5.0000   -78.706756833200
    6.8000   10.0000   -78.706756815943
    6.8000   15.0000   -78.706756788460
    6.8000   20.0000   -78.706756750797
    6.8000   25.0000   -78.706756702275
    6.8000   30.0000   -78.706756646008
    6.8000   35.0000   -78.706756582482
    6.8000   40.0000   -78.706756513643
    6.8000   45.0000   -78.706756441018
    6.8000   50.0000   -78.706756370041
    6.8000   55.0000   -78.706756299298
    6.8000   60.0000   -78.706756234345
    6.8000   65.0000   -78.706756179294
    6.8000   70.0000   -78.706756124178
    6.8000   75.0000   -78.706756083514
    6.8000   80.0000   -78.706756053441
    6.8000   85.0000   -78.706756038081
    6.8000   90.0000   -78.706756028992
    7.0000   0.0000   -78.706756175558
    7.0000   5.0000   -78.706756171210
    7.0000   10.0000   -78.706756158197
    7.0000   15.0000   -78.706756138792
    7.0000   20.0000   -78.706756113558
    7.0000   25.0000   -78.706756071699
    7.0000   30.0000   -78.706756027567
    7.0000   35.0000   -78.706755978643
    7.0000   40.0000   -78.706755925249
    7.0000   45.0000   -78.706755870476
    7.0000   50.0000   -78.706755813397
    7.0000   55.0000   -78.706755758900
    7.0000   60.0000   -78.706755712292
    7.0000   65.0000   -78.706755662206
    7.0000   70.0000   -78.706755622932
    7.0000   75.0000   -78.706755591114
    7.0000   80.0000   -78.706755567745
    7.0000   85.0000   -78.706755553978
    7.0000   90.0000   -78.706755549367
    7.2000   0.0000   -78.706755649042
    7.2000   5.0000   -78.706755645639
    7.2000   10.0000   -78.706755635821
    7.2000   15.0000   -78.706755619717
    7.2000   20.0000   -78.706755596905
    7.2000   25.0000   -78.706755568301
    7.2000   30.0000   -78.706755534566
    7.2000   35.0000   -78.706755496482
    7.2000   40.0000   -78.706755454720
    7.2000   45.0000   -78.706755411330
    7.2000   50.0000   -78.706755367349
    7.2000   55.0000   -78.706755324762
    7.2000   60.0000   -78.706755285169
    7.2000   65.0000   -78.706755248947
    7.2000   70.0000   -78.706755218310
    7.2000   75.0000   -78.706755193643
    7.2000   80.0000   -78.706755178180
    7.2000   85.0000   -78.706755164971
    7.2000   90.0000   -78.706755160748
    7.4000   0.0000   -78.706755228230
    7.4000   5.0000   -78.706755225789
    7.4000   10.0000   -78.706755217828
    7.4000   15.0000   -78.706755205423
    7.4000   20.0000   -78.706755187590
    7.4000   25.0000   -78.706755165176
    7.4000   30.0000   -78.706755138754
    7.4000   35.0000   -78.706755108652
    7.4000   40.0000   -78.706755076020
    7.4000   45.0000   -78.706755041888
    7.4000   50.0000   -78.706755007661
    7.4000   55.0000   -78.706754971086
    7.4000   60.0000   -78.706754935515
    7.4000   65.0000   -78.706754914065
    7.4000   70.0000   -78.706754889905
    7.4000   75.0000   -78.706754870260
    7.4000   80.0000   -78.706754842806
    7.4000   85.0000   -78.706754847439
    7.4000   90.0000   -78.706754844050
    7.6000   0.0000   -78.706754888277
    7.6000   5.0000   -78.706754886613
    7.6000   10.0000   -78.706754880608
    7.6000   15.0000   -78.706754870686
    7.6000   20.0000   -78.706754856662
    7.6000   25.0000   -78.706754839210
    7.6000   30.0000   -78.706754814621
    7.6000   35.0000   -78.706754794653
    7.6000   40.0000   -78.706754768434
    7.6000   45.0000   -78.706754742021
    7.6000   50.0000   -78.706754714615
    7.6000   55.0000   -78.706754688032
    7.6000   60.0000   -78.706754662706
    7.6000   65.0000   -78.706754640412
    7.6000   70.0000   -78.706754621027
    7.6000   75.0000   -78.706754605137
    7.6000   80.0000   -78.706754588149
    7.6000   85.0000   -78.706754587177
    7.6000   90.0000   -78.706754584250
    7.8000   0.0000   -78.706754613025
    7.8000   5.0000   -78.706754611380
    7.8000   10.0000   -78.706754606819
    7.8000   15.0000   -78.706754598725
    7.8000   20.0000   -78.706754587928
    7.8000   25.0000   -78.706754573893
    7.8000   30.0000   -78.706754557621
    7.8000   35.0000   -78.706754538657
    7.8000   40.0000   -78.706754518457
    7.8000   45.0000   -78.706754496759
    7.8000   50.0000   -78.706754474934
    7.8000   55.0000   -78.706754453950
    7.8000   60.0000   -78.706754433723
    7.8000   65.0000   -78.706754415460
    7.8000   70.0000   -78.706754399834
    7.8000   75.0000   -78.706754387464
    7.8000   80.0000   -78.706754378629
    7.8000   85.0000   -78.706754372583
    7.8000   90.0000   -78.706754370653
    8.0000   0.0000   -78.706754388038
    8.0000   5.0000   -78.706754386722
    8.0000   10.0000   -78.706754383042
    8.0000   15.0000   -78.706754377075
    8.0000   20.0000   -78.706754368332
    8.0000   25.0000   -78.706754357461
    8.0000   30.0000   -78.706754344329
    8.0000   35.0000   -78.706754329253
    8.0000   40.0000   -78.706754313283
    8.0000   45.0000   -78.706754295783
    8.0000   50.0000   -78.706754277969
    8.0000   55.0000   -78.706754261025
    8.0000   60.0000   -78.706754244883
    8.0000   65.0000   -78.706754230285
    8.0000   70.0000   -78.706754217217
    8.0000   75.0000   -78.706754207075
    8.0000   80.0000   -78.706754199185
    8.0000   85.0000   -78.706754194810
    8.0000   90.0000   -78.706754192742
    8.2000   0.0000   -78.706754203924
    8.2000   5.0000   -78.706754202847
    8.2000   10.0000   -78.706754199976
    8.2000   15.0000   -78.706754195275
    8.2000   20.0000   -78.706754188234
    8.2000   25.0000   -78.706754179455
    8.2000   30.0000   -78.706754168156
    8.2000   35.0000   -78.706754156684
    8.2000   40.0000   -78.706754147482
    8.2000   45.0000   -78.706754130009
    8.2000   50.0000   -78.706754115449
    8.2000   55.0000   -78.706754101732
    8.2000   60.0000   -78.706754087870
    8.2000   65.0000   -78.706754076016
    8.2000   70.0000   -78.706754065201
    8.2000   75.0000   -78.706754055825
    8.2000   80.0000   -78.706754049971
    8.2000   85.0000   -78.706754045933
    8.2000   90.0000   -78.706754044360
    8.4000   0.0000   -78.706754051982
    8.4000   5.0000   -78.706754050820
    8.4000   10.0000   -78.706754048764
    8.4000   15.0000   -78.706754044961
    8.4000   20.0000   -78.706754039365
    8.4000   25.0000   -78.706754032232
    8.4000   30.0000   -78.706754023876
    8.4000   35.0000   -78.706754014082
    8.4000   40.0000   -78.706754003317
    8.4000   45.0000   -78.706753991958
    8.4000   50.0000   -78.706753980065
    8.4000   55.0000   -78.706753968183
    8.4000   60.0000   -78.706753957117
    8.4000   65.0000   -78.706753946881
    8.4000   70.0000   -78.706753937855
    8.4000   75.0000   -78.706753930295
    8.4000   80.0000   -78.706753925158
    8.4000   85.0000   -78.706753921921
    8.4000   90.0000   -78.706753920407
    8.6000   0.0000   -78.706753925940
    8.6000   5.0000   -78.706753925382
    8.6000   10.0000   -78.706753923520
    8.6000   15.0000   -78.706753920376
    8.6000   20.0000   -78.706753915777
    8.6000   25.0000   -78.706753910150
    8.6000   30.0000   -78.706753903176
    8.6000   35.0000   -78.706753894829
    8.6000   40.0000   -78.706753886160
    8.6000   45.0000   -78.706753876529
    8.6000   50.0000   -78.706753866821
    8.6000   55.0000   -78.706753856941
    8.6000   60.0000   -78.706753847233
    8.6000   65.0000   -78.706753838454
    8.6000   70.0000   -78.706753831226
    8.6000   75.0000   -78.706753824768
    8.6000   80.0000   -78.706753820096
    8.6000   85.0000   -78.706753817064
    8.6000   90.0000   -78.706753818113
    8.8000   0.0000   -78.706753820864
    8.8000   5.0000   -78.706753820313
    8.8000   10.0000   -78.706753819205
    8.8000   15.0000   -78.706753816344
    8.8000   20.0000   -78.706753812591
    8.8000   25.0000   -78.706753807582
    8.8000   30.0000   -78.706753802138
    8.8000   35.0000   -78.706753795256
    8.8000   40.0000   -78.706753787917
    8.8000   45.0000   -78.706753779959
    8.8000   50.0000   -78.706753771526
    8.8000   55.0000   -78.706753763018
    8.8000   60.0000   -78.706753754894
    8.8000   65.0000   -78.706753747590
    8.8000   70.0000   -78.706753741222
    8.8000   75.0000   -78.706753735653
    8.8000   80.0000   -78.706753731986
    8.8000   85.0000   -78.706753729482
    8.8000   90.0000   -78.706753728241
    9.0000   0.0000   -78.706753733250
    9.0000   5.0000   -78.706753732703
    9.0000   10.0000   -78.706753731457
    9.0000   15.0000   -78.706753729062
    9.0000   20.0000   -78.706753725868
    9.0000   25.0000   -78.706753721711
    9.0000   30.0000   -78.706753716825
    9.0000   35.0000   -78.706753711586
    9.0000   40.0000   -78.706753705051
    9.0000   45.0000   -78.706753698329
    9.0000   50.0000   -78.706753691161
    9.0000   55.0000   -78.706753683921
    9.0000   60.0000   -78.706753676929
    9.0000   65.0000   -78.706753670724
    9.0000   70.0000   -78.706753665056
    9.0000   75.0000   -78.706753660632
    9.0000   80.0000   -78.706753656774
    9.0000   85.0000   -78.706753654888
    9.0000   90.0000   -78.706753654545
    9.5000   0.0000   -78.706753567974
    9.5000   5.0000   -78.706753567337
    9.5000   10.0000   -78.706753566507
    9.5000   15.0000   -78.706753565075
    9.5000   20.0000   -78.706753562909
    9.5000   25.0000   -78.706753559881
    9.5000   30.0000   -78.706753556945
    9.5000   35.0000   -78.706753553001
    9.5000   40.0000   -78.706753548841
    9.5000   45.0000   -78.706753544202
    9.5000   50.0000   -78.706753539379
    9.5000   55.0000   -78.706753534327
    9.5000   60.0000   -78.706753529263
    9.5000   65.0000   -78.706753525427
    9.5000   70.0000   -78.706753521275
    9.5000   75.0000   -78.706753517645
    9.5000   80.0000   -78.706753515772
    9.5000   85.0000   -78.706753514089
    9.5000   90.0000   -78.706753513279
    10.0000   0.0000   -78.706753456226
    10.0000   5.0000   -78.706753455998
    10.0000   10.0000   -78.706753455503
    10.0000   15.0000   -78.706753454375
    10.0000   20.0000   -78.706753453090
    10.0000   25.0000   -78.706753451176
    10.0000   30.0000   -78.706753448903
    10.0000   35.0000   -78.706753446188
    10.0000   40.0000   -78.706753443323
    10.0000   45.0000   -78.706753440447
    10.0000   50.0000   -78.706753436699
    10.0000   55.0000   -78.706753433431
    10.0000   60.0000   -78.706753430382
    10.0000   65.0000   -78.706753427262
    10.0000   70.0000   -78.706753424273
    10.0000   75.0000   -78.706753422118
    10.0000   80.0000   -78.706753420487
    10.0000   85.0000   -78.706753419174
    10.0000   90.0000   -78.706753419007
    10.5000   0.0000   -78.706753380099
    10.5000   5.0000   -78.706753379909
    10.5000   10.0000   -78.706753379534
    10.5000   15.0000   -78.706753378638
    10.5000   20.0000   -78.706753377731
    10.5000   25.0000   -78.706753376622
    10.5000   30.0000   -78.706753375160
    10.5000   35.0000   -78.706753373452
    10.5000   40.0000   -78.706753371455
    10.5000   45.0000   -78.706753369005
    10.5000   50.0000   -78.706753366938
    10.5000   55.0000   -78.706753364509
    10.5000   60.0000   -78.706753362447
    10.5000   65.0000   -78.706753360108
    10.5000   70.0000   -78.706753358182
    10.5000   75.0000   -78.706753356758
    10.5000   80.0000   -78.706753355534
    10.5000   85.0000   -78.706753354732
    10.5000   90.0000   -78.706753354411
    11.0000   0.0000   -78.706753326966
    11.0000   5.0000   -78.706753326833
    11.0000   10.0000   -78.706753326857
    11.0000   15.0000   -78.706753326275
    11.0000   20.0000   -78.706753325829
    11.0000   25.0000   -78.706753325065
    11.0000   30.0000   -78.706753323979
    11.0000   35.0000   -78.706753323031
    11.0000   40.0000   -78.706753321512
    11.0000   45.0000   -78.706753320022
    11.0000   50.0000   -78.706753318832
    11.0000   55.0000   -78.706753317181
    11.0000   60.0000   -78.706753315848
    11.0000   65.0000   -78.706753314249
    11.0000   70.0000   -78.706753312963
    11.0000   75.0000   -78.706753311718
    11.0000   80.0000   -78.706753311313
    11.0000   85.0000   -78.706753310709
    11.0000   90.0000   -78.706753310703
    11.5000   0.0000   -78.706753290653
    11.5000   5.0000   -78.706753290566
    11.5000   10.0000   -78.706753290467
    11.5000   15.0000   -78.706753289994
    11.5000   20.0000   -78.706753289782
    11.5000   25.0000   -78.706753289185
    11.5000   30.0000   -78.706753288728
    11.5000   35.0000   -78.706753288229
    11.5000   40.0000   -78.706753287544
    11.5000   45.0000   -78.706753286364
    11.5000   50.0000   -78.706753285558
    11.5000   55.0000   -78.706753284664
    11.5000   60.0000   -78.706753283501
    11.5000   65.0000   -78.706753282394
    11.5000   70.0000   -78.706753281805
    11.5000   75.0000   -78.706753281061
    11.5000   80.0000   -78.706753280349
    11.5000   85.0000   -78.706753280306
    11.5000   90.0000   -78.706753280233
    12.0000   0.0000   -78.706753265148
    12.0000   5.0000   -78.706753265160
    12.0000   10.0000   -78.706753265066
    12.0000   15.0000   -78.706753265359
    12.0000   20.0000   -78.706753265222
    12.0000   25.0000   -78.706753264918
    12.0000   30.0000   -78.706753264545
    12.0000   35.0000   -78.706753263862
    12.0000   40.0000   -78.706753263572
    12.0000   45.0000   -78.706753263119
    12.0000   50.0000   -78.706753262531
    12.0000   55.0000   -78.706753261822
    12.0000   60.0000   -78.706753261527
    12.0000   65.0000   -78.706753260773
    12.0000   70.0000   -78.706753260055
    12.0000   75.0000   -78.706753259851
    12.0000   80.0000   -78.706753259154
    12.0000   85.0000   -78.706753258996
    12.0000   90.0000   -78.706753259062
    12.5000   0.0000   -78.706753247941
    12.5000   5.0000   -78.706753247657
    12.5000   10.0000   -78.706753247646
    12.5000   15.0000   -78.706753248024
    12.5000   20.0000   -78.706753247806
    12.5000   25.0000   -78.706753247677
    12.5000   30.0000   -78.706753247424
    12.5000   35.0000   -78.706753247336
    12.5000   40.0000   -78.706753247170
    12.5000   45.0000   -78.706753246947
    12.5000   50.0000   -78.706753246629
    12.5000   55.0000   -78.706753245989
    12.5000   60.0000   -78.706753245794
    12.5000   65.0000   -78.706753245482
    12.5000   70.0000   -78.706753245327
    12.5000   75.0000   -78.706753245067
    12.5000   80.0000   -78.706753244695
    12.5000   85.0000   -78.706753244889
    12.5000   90.0000   -78.706753244550
    13.0000   0.0000   -78.706753236124
    13.0000   5.0000   -78.706753236057
    13.0000   10.0000   -78.706753236244
    13.0000   15.0000   -78.706753236027
    13.0000   20.0000   -78.706753236017
    13.0000   25.0000   -78.706753236239
    13.0000   30.0000   -78.706753235937
    13.0000   35.0000   -78.706753235887
    13.0000   40.0000   -78.706753235968
    13.0000   45.0000   -78.706753236126
    13.0000   50.0000   -78.706753235525
    13.0000   55.0000   -78.706753235685
    13.0000   60.0000   -78.706753235628
    13.0000   65.0000   -78.706753235206
    13.0000   70.0000   -78.706753235022
    13.0000   75.0000   -78.706753234928
    13.0000   80.0000   -78.706753234752
    13.0000   85.0000   -78.706753234450
    13.0000   90.0000   -78.706753234584
    13.5000   0.0000   -78.706753228257
    13.5000   5.0000   -78.706753228151
    13.5000   10.0000   -78.706753227997
    13.5000   15.0000   -78.706753228138
    13.5000   20.0000   -78.706753228308
    13.5000   25.0000   -78.706753228207
    13.5000   30.0000   -78.706753228270
    13.5000   35.0000   -78.706753228636
    13.5000   40.0000   -78.706753228620
    13.5000   45.0000   -78.706753228661
    13.5000   50.0000   -78.706753228722
    13.5000   55.0000   -78.706753228356
    13.5000   60.0000   -78.706753228381
    13.5000   65.0000   -78.706753228270
    13.5000   70.0000   -78.706753228097
    13.5000   75.0000   -78.706753228189
    13.5000   80.0000   -78.706753227930
    13.5000   90.0000   -78.706753228030
    14.0000   0.0000   -78.706753222856
    14.0000   5.0000   -78.706753222793
    14.0000   10.0000   -78.706753222989
    14.0000   15.0000   -78.706753222855
    14.0000   20.0000   -78.706753223073
    14.0000   25.0000   -78.706753223289
    14.0000   30.0000   -78.706753223554
    14.0000   35.0000   -78.706753223696
    14.0000   40.0000   -78.706753223811
    14.0000   45.0000   -78.706753223608
    14.0000   50.0000   -78.706753223929
    14.0000   55.0000   -78.706753223868
    14.0000   60.0000   -78.706753223754
    14.0000   65.0000   -78.706753223636
    14.0000   70.0000   -78.706753223695
    14.0000   75.0000   -78.706753224062
    14.0000   80.0000   -78.706753223881
    14.0000   85.0000   -78.706753223835
    14.0000   90.0000   -78.706753223879
    14.5000   0.0000   -78.706753219847
    14.5000   5.0000   -78.706753219792
    14.5000   10.0000   -78.706753219577
    14.5000   15.0000   -78.706753219817
    14.5000   20.0000   -78.706753219865
    14.5000   25.0000   -78.706753220311
    14.5000   30.0000   -78.706753220435
    14.5000   35.0000   -78.706753220447
    14.5000   40.0000   -78.706753220565
    14.5000   45.0000   -78.706753220890
    14.5000   50.0000   -78.706753220931
    14.5000   55.0000   -78.706753220895
    14.5000   60.0000   -78.706753221203
    14.5000   65.0000   -78.706753221163
    14.5000   70.0000   -78.706753220948
    14.5000   75.0000   -78.706753221293
    14.5000   80.0000   -78.706753221280
    14.5000   85.0000   -78.706753221249
    14.5000   90.0000   -78.706753221013
    15.0000   0.0000   -78.706753217655
    15.0000   5.0000   -78.706753218082
    15.0000   10.0000   -78.706753218073
    15.0000   15.0000   -78.706753217947
    15.0000   20.0000   -78.706753218373
    15.0000   25.0000   -78.706753218616
    15.0000   30.0000   -78.706753218664
    15.0000   35.0000   -78.706753218727
    15.0000   40.0000   -78.706753218977
    15.0000   45.0000   -78.706753219373
    15.0000   50.0000   -78.706753219275
    15.0000   55.0000   -78.706753219662
    15.0000   60.0000   -78.706753219901
    15.0000   65.0000   -78.706753219448
    15.0000   70.0000   -78.706753219620
    15.0000   75.0000   -78.706753219659
    15.0000   80.0000   -78.706753219768
    15.0000   85.0000   -78.706753219890
    15.0000   90.0000   -78.706753219820
    16.0000   0.0000   -78.706753217425
    16.0000   5.0000   -78.706753217034
    16.0000   10.0000   -78.706753217539
    16.0000   15.0000   -78.706753217676
    16.0000   20.0000   -78.706753217629
    16.0000   25.0000   -78.706753217914
    16.0000   30.0000   -78.706753217867
    16.0000   35.0000   -78.706753218280
    16.0000   40.0000   -78.706753218501
    16.0000   45.0000   -78.706753218505
    16.0000   50.0000   -78.706753218977
    16.0000   55.0000   -78.706753218982
    16.0000   60.0000   -78.706753219178
    16.0000   65.0000   -78.706753219563
    16.0000   70.0000   -78.706753219337
    16.0000   75.0000   -78.706753219487
    16.0000   80.0000   -78.706753219484
    16.0000   85.0000   -78.706753219306
    16.0000   90.0000   -78.706753219569
    17.0000   0.0000   -78.706753218817
    17.0000   5.0000   -78.706753219143
    17.0000   10.0000   -78.706753218863
    17.0000   15.0000   -78.706753218798
    17.0000   20.0000   -78.706753219094
    17.0000   25.0000   -78.706753219503
    17.0000   30.0000   -78.706753219352
    17.0000   35.0000   -78.706753219639
    17.0000   40.0000   -78.706753220106
    17.0000   45.0000   -78.706753220122
    17.0000   50.0000   -78.706753220453
    17.0000   55.0000   -78.706753220727
    17.0000   60.0000   -78.706753220746
    17.0000   65.0000   -78.706753221037
    17.0000   70.0000   -78.706753221039
    17.0000   75.0000   -78.706753220999
    17.0000   80.0000   -78.706753220990
    17.0000   85.0000   -78.706753221025
    17.0000   90.0000   -78.706753221360
    18.0000   0.0000   -78.706753221505
    18.0000   5.0000   -78.706753221416
    18.0000   10.0000   -78.706753221447
    18.0000   15.0000   -78.706753221719
    18.0000   20.0000   -78.706753221884
    18.0000   25.0000   -78.706753221972
    18.0000   30.0000   -78.706753222083
    18.0000   35.0000   -78.706753222534
    18.0000   40.0000   -78.706753222637
    18.0000   45.0000   -78.706753222525
    18.0000   50.0000   -78.706753222835
    18.0000   55.0000   -78.706753223424
    18.0000   60.0000   -78.706753223203
    18.0000   65.0000   -78.706753223527
    18.0000   70.0000   -78.706753223574
    18.0000   75.0000   -78.706753223669
    18.0000   80.0000   -78.706753223595
    18.0000   85.0000   -78.706753223875
    18.0000   90.0000   -78.706753223992
    19.0000   0.0000   -78.706753224881
    19.0000   5.0000   -78.706753224881
    19.0000   10.0000   -78.706753224798
    19.0000   15.0000   -78.706753224942
    19.0000   20.0000   -78.706753224722
    19.0000   25.0000   -78.706753224938
    19.0000   30.0000   -78.706753225128
    19.0000   35.0000   -78.706753225262
    19.0000   40.0000   -78.706753225875
    19.0000   45.0000   -78.706753225933
    19.0000   50.0000   -78.706753225820
    19.0000   55.0000   -78.706753226386
    19.0000   60.0000   -78.706753226537
    19.0000   65.0000   -78.706753226509
    19.0000   70.0000   -78.706753226464
    19.0000   75.0000   -78.706753226510
    19.0000   80.0000   -78.706753226392
    19.0000   85.0000   -78.706753226894
    19.0000   90.0000   -78.706753226919
    20.0000   0.0000   -78.706753228084
    20.0000   5.0000   -78.706753227926
    20.0000   10.0000   -78.706753228068
    20.0000   15.0000   -78.706753228171
    20.0000   20.0000   -78.706753228361
    20.0000   25.0000   -78.706753228345
    20.0000   30.0000   -78.706753228611
    20.0000   35.0000   -78.706753228824
    20.0000   40.0000   -78.706753228954
    20.0000   45.0000   -78.706753228924
    20.0000   50.0000   -78.706753229150
    20.0000   55.0000   -78.706753229477
    20.0000   60.0000   -78.706753229533
    20.0000   65.0000   -78.706753229797
    20.0000   70.0000   -78.706753229732
    20.0000   75.0000   -78.706753229970
    20.0000   80.0000   -78.706753229807
    20.0000   85.0000   -78.706753229791
    20.0000   90.0000   -78.706753230039
    21.0000   0.0000   -78.706753231621
    21.0000   5.0000   -78.706753231566
    21.0000   10.0000   -78.706753231168
    21.0000   15.0000   -78.706753231521
    21.0000   20.0000   -78.706753231657
    21.0000   25.0000   -78.706753231705
    21.0000   30.0000   -78.706753231929
    21.0000   35.0000   -78.706753232109
    21.0000   40.0000   -78.706753232208
    21.0000   45.0000   -78.706753232419
    21.0000   50.0000   -78.706753232730
    21.0000   55.0000   -78.706753232600
    21.0000   60.0000   -78.706753232694
    21.0000   65.0000   -78.706753232897
    21.0000   70.0000   -78.706753232852
    21.0000   75.0000   -78.706753233077
    21.0000   80.0000   -78.706753233141
    21.0000   85.0000   -78.706753233192
    21.0000   90.0000   -78.706753233209
    22.0000   0.0000   -78.706753235204
    22.0000   5.0000   -78.706753234574
    22.0000   10.0000   -78.706753234829
    22.0000   15.0000   -78.706753234932
    22.0000   20.0000   -78.706753235041
    22.0000   25.0000   -78.706753234998
    22.0000   30.0000   -78.706753234862
    22.0000   35.0000   -78.706753235393
    22.0000   40.0000   -78.706753235531
    22.0000   45.0000   -78.706753235447
    22.0000   50.0000   -78.706753235500
    22.0000   55.0000   -78.706753235870
    22.0000   60.0000   -78.706753235524
    22.0000   65.0000   -78.706753235974
    22.0000   70.0000   -78.706753236124
    22.0000   75.0000   -78.706753235995
    22.0000   80.0000   -78.706753235953
    22.0000   85.0000   -78.706753236225
    22.0000   90.0000   -78.706753236085
    23.0000   0.0000   -78.706753237666
    23.0000   5.0000   -78.706753238162
    23.0000   10.0000   -78.706753237953
    23.0000   15.0000   -78.706753237936
    23.0000   20.0000   -78.706753237986
    23.0000   25.0000   -78.706753237769
    23.0000   30.0000   -78.706753238228
    23.0000   35.0000   -78.706753238289
    23.0000   40.0000   -78.706753238203
    23.0000   45.0000   -78.706753238373
    23.0000   50.0000   -78.706753238760
    23.0000   55.0000   -78.706753238715
    23.0000   60.0000   -78.706753239049
    23.0000   65.0000   -78.706753239095
    23.0000   70.0000   -78.706753238862
    23.0000   75.0000   -78.706753239293
    23.0000   80.0000   -78.706753239452
    23.0000   85.0000   -78.706753239160
    23.0000   90.0000   -78.706753239281
    24.0000   0.0000   -78.706753240853
    24.0000   5.0000   -78.706753240722
    24.0000   10.0000   -78.706753240843
    24.0000   15.0000   -78.706753240703
    24.0000   20.0000   -78.706753240732
    24.0000   25.0000   -78.706753240862
    24.0000   30.0000   -78.706753241119
    24.0000   35.0000   -78.706753241261
    24.0000   40.0000   -78.706753241263
    24.0000   45.0000   -78.706753241480
    24.0000   50.0000   -78.706753241756
    24.0000   55.0000   -78.706753241725
    24.0000   60.0000   -78.706753241912
    24.0000   65.0000   -78.706753241743
    24.0000   70.0000   -78.706753241848
    24.0000   75.0000   -78.706753242049
    24.0000   80.0000   -78.706753242354
    24.0000   85.0000   -78.706753242163
    24.0000   90.0000   -78.706753242165
    25.0000   0.0000   -78.706753243650
    25.0000   5.0000   -78.706753243490
    25.0000   10.0000   -78.706753243588
    25.0000   15.0000   -78.706753243793
    25.0000   20.0000   -78.706753243871
    25.0000   25.0000   -78.706753243902
    25.0000   30.0000   -78.706753243942
    25.0000   35.0000   -78.706753244067
    25.0000   40.0000   -78.706753244303
    25.0000   45.0000   -78.706753244263
    25.0000   50.0000   -78.706753244297
    25.0000   55.0000   -78.706753244436
    25.0000   60.0000   -78.706753244539
    25.0000   65.0000   -78.706753244667
    25.0000   70.0000   -78.706753245054
    25.0000   75.0000   -78.706753244819
    25.0000   80.0000   -78.706753244807
    25.0000   85.0000   -78.706753245047
    25.0000   90.0000   -78.706753244772
    50.0000   0.0000   -78.706753278901
    50.0000   5.0000   -78.706753278987
    50.0000   10.0000   -78.706753279188
    50.0000   15.0000   -78.706753278736
    50.0000   20.0000   -78.706753278848
    50.0000   25.0000   -78.706753279181
    50.0000   30.0000   -78.706753278866
    50.0000   35.0000   -78.706753279186
    50.0000   40.0000   -78.706753279251
    50.0000   45.0000   -78.706753279225
    50.0000   50.0000   -78.706753279030
    50.0000   55.0000   -78.706753279069
    50.0000   60.0000   -78.706753279095
    50.0000   65.0000   -78.706753279313
    50.0000   70.0000   -78.706753279196
    50.0000   75.0000   -78.706753279351
    50.0000   80.0000   -78.706753279350
    50.0000   85.0000   -78.706753278989
    50.0000   90.0000   -78.706753279242
    100.0000   0.0000   -78.706753297002
    100.0000   5.0000   -78.706753296770
    100.0000   10.0000   -78.706753297046
    100.0000   15.0000   -78.706753297231
    100.0000   20.0000   -78.706753296775
    100.0000   25.0000   -78.706753296932
    100.0000   30.0000   -78.706753297009
    100.0000   35.0000   -78.706753296535
    100.0000   40.0000   -78.706753297027
    100.0000   45.0000   -78.706753296867
    100.0000   50.0000   -78.706753296797
    100.0000   55.0000   -78.706753296895
    100.0000   60.0000   -78.706753296978
    100.0000   65.0000   -78.706753296711
    100.0000   70.0000   -78.706753296704
    100.0000   75.0000   -78.706753296983
    100.0000   80.0000   -78.706753296716
    100.0000   85.0000   -78.706753297053
    100.0000   90.0000   -78.706753296659
