R,theta,E_cm
6.2,10.0,-1.4910428185559044
6.4,10.0,-1.189443633481129
6.6,10.0,-0.9552999774245635
6.8,10.0,-0.7723086146486375
7.0,10.0,-0.6279500546892401
7.2,10.0,-0.5133017757069236
7.4,10.0,-0.42156291820218017
7.6,10.0,-0.347551683197842
7.8,10.0,-0.287461944035599
8.0,10.0,-0.23834856809210153
8.2,10.0,-0.19817022710343934
8.4,10.0,-0.1649830279315002
8.6,10.0,-0.13749514735864124
8.8,10.0,-0.11460065304214581
9.0,10.0,-0.09534219184937286
9.5,10.0,-0.059139852729063025
10.0,10.0,-0.03477729114599413
10.5,10.0,-0.018104023373858667
11.0,10.0,-0.006542756221649313
11.5,10.0,0.0014439236907475106
12.0,10.0,0.007018800417733786
12.5,10.0,0.010842046839344447
13.0,10.0,0.013344498376105634
13.5,10.0,0.015154505546063889
14.0,10.0,0.01625363551972285
14.5,10.0,0.0170024824734314
15.0,10.0,0.017332570472909908
16.0,10.0,0.017449770207932716
17.0,10.0,0.01715918647552712
18.0,10.0,0.016592063516844887
19.0,10.0,0.015856602976706286
20.0,10.0,0.015138923411349196
21.0,10.0,0.014458552391920279
22.0,10.0,0.013655055685515408
23.0,10.0,0.012969416806692351
24.0,10.0,0.0123351340988485
25.0,10.0,0.011732676871915117
50.0,10.0,0.003919377837978999
100.0,10.0,0.0
2.5,15.0,2146.46251304861
2.6,15.0,1627.6374132465812
2.7,15.0,1164.4877125013384
2.8,15.0,803.7459679721613
2.9,15.0,539.6879251063948
3.0,15.0,351.93075027196414
3.1,15.0,221.69057864671873
3.2,15.0,132.29943579639163
3.3,15.0,73.05268037870077
3.4,15.0,34.3912261365279
3.5,15.0,7.706959394954735
3.6,15.0,-6.783892775475733
3.7,15.0,-12.714956301948494
3.8,15.0,-17.785010538812575
3.9,15.0,-19.38220050583581
4.0,15.0,-19.91437095856741
4.1,15.0,-18.988282393652057
4.2,15.0,-18.240689252857752
4.3,15.0,-16.16871991557815
4.4,15.0,-14.868327902405873
4.5,15.0,-13.188000725013687
4.6,15.0,-11.603510877707935
4.7,15.0,-10.152032091009852
4.8,15.0,-8.852521491455397
4.9,15.0,-7.708939274215814
5.0,15.0,-6.717425102648112
5.1,15.0,-5.8573536292441615
5.2,15.0,-5.116122181887961
5.3,15.0,-4.4774299388876315
5.4,15.0,-3.926557175554066
5.5,15.0,-3.4505487472680128
5.6,15.0,-3.038636126421413
5.7,15.0,-2.681167702592489
5.8,15.0,-2.3705169471582583
5.9,15.0,-2.0998790489449375
6.0,15.0,-1.8637950178943667
6.2,15.0,-1.4767185856623075
6.4,15.0,-1.1787170304236758
6.6,15.0,-0.9472483334841498
6.8,15.0,-0.7662361918767431
7.0,15.0,-0.6236505488659215
7.2,15.0,-0.5097267549369419
7.4,15.0,-0.41879973101732476
7.6,15.0,-0.34533345279244204
7.8,15.0,-0.28564491305311523
8.0,15.0,-0.23699836177203196
8.2,15.0,-0.19709787307584237
8.4,15.0,-0.16410776482802064
8.6,15.0,-0.1367645180288055
8.8,15.0,-0.11393213392662319
9.0,15.0,-0.09477594842671735
9.5,15.0,-0.05878496306119956
10.0,15.0,-0.03448912145927892
10.5,15.0,-0.0178667700901093
11.0,15.0,-0.006374421759115023
11.5,15.0,0.001588339139845658
12.0,15.0,0.006995096609921206
12.5,15.0,0.010799688758567783
13.0,15.0,0.013432726443921723
13.5,15.0,0.015164161728825435
14.0,15.0,0.016323645963666138
14.5,15.0,0.016990409126057388
15.0,15.0,0.0174008280826439
16.0,15.0,0.01746030592672099
17.0,15.0,0.017214054552769083
18.0,15.0,0.01657296947586744
19.0,15.0,0.015865601066908822
20.0,15.0,0.015156919591754275
21.0,15.0,0.014421677376161313
22.0,15.0,0.013673051865920485
23.0,15.0,0.013013749165146039
24.0,15.0,0.012406463846831884
25.0,15.0,0.01172828542962563
50.0,15.0,0.004059183520242015
100.0,15.0,0.0
2.5,20.0,2008.1959720423017
2.6,20.0,1526.3438475842604
2.7,20.0,1096.418598868531
2.8,20.0,760.0892173762423
2.9,20.0,511.579831629398
3.0,20.0,334.3681741978195
3.1,20.0,209.80148299189432
3.2,20.0,125.22279634723662
3.3,20.0,68.73167505822565
3.4,20.0,31.94806220831042
3.5,20.0,6.427496484230939
3.6,20.0,-5.151722940198442
3.7,20.0,-13.065616405816293
3.8,20.0,-17.149651896418575
3.9,20.0,-18.608806147627085
4.0,20.0,-19.11166356713024
4.1,20.0,-18.8926024287792
4.2,20.0,-17.49917665650844
4.3,20.0,-15.912237251465491
4.4,20.0,-14.277969897424086
4.5,20.0,-12.68434332071039
4.6,20.0,-10.891079547487253
4.7,20.0,-9.813047160447567
4.8,20.0,-8.582587449744771
4.9,20.0,-7.496127672864855
5.0,20.0,-6.549994491257093
5.1,20.0,-5.724970922273459
5.2,20.0,-5.010299413792698
5.3,20.0,-4.391720924630538
5.4,20.0,-3.8561538846611922
5.5,20.0,-3.392069731749388
5.6,20.0,-2.989490051698822
5.7,20.0,-2.639562336232912
5.8,20.0,-2.3351360978058366
5.9,20.0,-2.0695976933348983
6.0,20.0,-1.8377765207731993
6.2,20.0,-1.457354118545859
6.4,20.0,-1.1642075616287897
6.6,20.0,-0.9364168192446716
6.8,20.0,-0.7580701988960883
7.0,20.0,-0.6182124056829489
7.2,20.0,-0.5048201790009326
7.4,20.0,-0.41498592245393
7.6,20.0,-0.34235562138999953
7.8,20.0,-0.28337532647673597
8.0,20.0,-0.2351795748364168
8.2,20.0,-0.19565263319997683
8.4,20.0,-0.16297966318715496
8.6,20.0,-0.13585523372327074
8.8,20.0,-0.11320852529039087
9.0,20.0,-0.09417502570944762
9.5,20.0,-0.05840966004831856
10.0,20.0,-0.03430717602078488
10.5,20.0,-0.017767787978959292
11.0,20.0,-0.006376614361337687
11.5,20.0,0.0015347872477217096
12.0,20.0,0.006925083047055836
12.5,20.0,0.010747453051561849
13.0,20.0,0.013334842193344089
13.5,20.0,0.015026770092252804
14.0,20.0,0.016175721727227314
14.5,20.0,0.01687979343554673
15.0,20.0,0.017207252183711292
16.0,20.0,0.017370540230319167
17.0,20.0,0.01704901055302983
18.0,20.0,0.01643667569986718
19.0,20.0,0.015813808246838333
20.0,20.0,0.015015139631814237
21.0,20.0,0.014291749320127565
22.0,20.0,0.013549046642917801
23.0,20.0,0.012902693706622018
24.0,20.0,0.012300018155142993
25.0,20.0,0.011611085694602822
50.0,20.0,0.003934523323602406
100.0,20.0,0.0
2.5,25.0,1895.9581670013508
2.6,25.0,1429.7839386111452
2.7,25.0,1023.9446985476646
2.8,25.0,709.7552138743874
2.9,25.0,477.97835642038393
3.0,25.0,312.0715988271164
3.1,25.0,195.29050038763037
3.2,25.0,115.93647073917542
3.3,25.0,62.95923462531834
3.4,25.0,28.569457683459504
3.5,25.0,4.5371415243422115
3.6,25.0,-5.9645801524326965
3.7,25.0,-13.18857509010944
3.8,25.0,-16.838775957929048
3.9,25.0,-18.085830367637847
4.0,25.0,-18.517834791349017
4.1,25.0,-18.267669266872538
4.2,25.0,-16.886978511938427
4.3,25.0,-15.339264710756177
4.4,25.0,-13.759560506301682
4.5,25.0,-12.229107727519814
4.6,25.0,-10.796351006676161
4.7,25.0,-9.488191785900453
4.8,25.0,-8.315751071541847
4.9,25.0,-7.278895635724747
5.0,25.0,-6.373297440726642
5.1,25.0,-5.580570880650391
5.2,25.0,-4.891365233725177
5.3,25.0,-4.29285945650553
5.4,25.0,-3.773234175442457
5.5,25.0,-3.3220279145688902
5.6,25.0,-2.9299597535901767
5.7,25.0,-2.588725646677609
5.8,25.0,-2.291485448389151
5.9,25.0,-2.032174417857994
6.0,25.0,-1.8054073025818074
6.2,25.0,-1.433201594532464
6.4,25.0,-1.1460183823253645
6.6,25.0,-0.9225300026971907
6.8,25.0,-0.7473863936874253
7.0,25.0,-0.6089909601134518
7.2,25.0,-0.49850787057505275
7.4,25.0,-0.4100321603457633
7.6,25.0,-0.3384908933047169
7.8,25.0,-0.28026054008681217
8.0,25.0,-0.23275920709097292
8.2,25.0,-0.19369140821186265
8.4,25.0,-0.16137969358687074
8.6,25.0,-0.1345857918904784
8.8,25.0,-0.11207471914103977
9.0,25.0,-0.09322821141451698
9.5,25.0,-0.057710631637003476
10.0,25.0,-0.03385264303029033
10.5,25.0,-0.017489932567564637
11.0,25.0,-0.0061744770212938255
11.5,25.0,0.0017002710154743284
12.0,25.0,0.0070262608793505875
12.5,25.0,0.01081022447735606
13.0,25.0,0.013320576243747412
13.5,25.0,0.015083394122626147
14.0,25.0,0.01616277196274865
14.5,25.0,0.016816367036115595
15.0,25.0,0.017188376467279484
16.0,25.0,0.017342448099139176
17.0,25.0,0.0169937027077745
18.0,25.0,0.016451821185490587
19.0,25.0,0.015800858482359674
20.0,25.0,0.015053109389223494
21.0,25.0,0.014315674571407868
22.0,25.0,0.013592942352280203
23.0,25.0,0.0129847806168614
24.0,25.0,0.012305944107096138
25.0,25.0,0.011638741176691525
50.0,25.0,0.0038958954736341414
100.0,25.0,0.0
2.5,30.0,1796.70566447585
2.6,30.0,1332.7980486949657
2.7,30.0,948.2361951765176
2.8,30.0,655.2724013327227
2.9,30.0,439.9620384105275
3.0,30.0,285.4996787372626
3.1,30.0,178.2927587319021
3.2,30.0,105.08525107201886
3.3,30.0,56.02554448860768
3.4,30.0,24.663210688337323
3.5,30.0,4.507664326650058
3.6,30.0,-7.747482751103954
3.7,30.0,-13.271763220000276
3.8,30.0,-16.64359783129657
3.9,30.0,-18.300965547225324
4.0,30.0,-18.762480750062686
4.1,30.0,-17.735954887878943
4.2,30.0,-16.359564736628723
4.3,30.0,-14.838944200640931
4.4,30.0,-13.299899867555121
4.5,30.0,-11.521427585418165
4.6,30.0,-10.438269368458048
4.7,30.0,-9.182097326501204
4.8,30.0,-8.05754267977169
4.9,30.0,-7.065872462294451
5.0,30.0,-6.191956312099251
5.1,30.0,-5.428220591243748
5.2,30.0,-4.762734009897934
5.3,30.0,-4.183740402587706
5.4,30.0,-3.6803040082219627
5.5,30.0,-3.242630775207507
5.6,30.0,-2.8618161747663753
5.7,30.0,-2.530189567360597
5.8,30.0,-2.241137749675489
5.9,30.0,-1.9886822283965355
6.0,30.0,-1.7679050154518348
6.2,30.0,-1.4050008624856287
6.4,30.0,-1.1246821576209356
6.6,30.0,-0.9063397966958211
6.8,30.0,-0.7350203167626151
7.0,30.0,-0.5992882056073983
7.2,30.0,-0.491086994317298
7.4,30.0,-0.4042163032231413
7.6,30.0,-0.3330773303466614
7.8,30.0,-0.2766723512278061
8.0,30.0,-0.2298601690170527
8.2,30.0,-0.19119466430250895
8.4,30.0,-0.15952886596472154
8.6,30.0,-0.13303827632174575
8.8,30.0,-0.11086299919919312
9.0,30.0,-0.09213896218600937
9.5,30.0,-0.05704935777747409
10.0,30.0,-0.03333687936150938
10.5,30.0,-0.017152162663001604
11.0,30.0,-0.0059192306760614604
11.5,30.0,0.0018174707504971365
12.0,30.0,0.007125024665954953
12.5,30.0,0.010882648966989735
13.0,30.0,0.013403754776715005
13.5,30.0,0.01508646626087554
14.0,30.0,0.016121508623622275
14.5,30.0,0.01680604964187296
15.0,30.0,0.017194739068323913
16.0,30.0,0.017369660694292435
17.0,30.0,0.017043742693635695
18.0,30.0,0.016444357604951707
19.0,30.0,0.01577605681397472
20.0,30.0,0.015011624606629397
21.0,30.0,0.014283409322484033
22.0,30.0,0.013639688756424278
23.0,30.0,0.012900937753490637
24.0,30.0,0.012266436721101144
25.0,30.0,0.011646859730867334
50.0,30.0,0.003981927820305486
100.0,30.0,0.0
2.5,35.0,1693.649826608782
2.6,35.0,1232.6080973799956
2.7,35.0,870.0928176507944
2.8,35.0,596.7247103623727
2.9,35.0,398.91622517053753
3.0,35.0,257.8055240670096
3.1,35.0,159.94155588332907
3.2,35.0,93.1449096279866
3.3,35.0,49.021892641111236
3.4,35.0,19.835133813670918
3.5,35.0,2.3648404559498863
3.6,35.0,-8.607191652934956
3.7,35.0,-14.317333772457385
3.8,35.0,-17.020417114384905
3.9,35.0,-18.698007883657223
4.0,35.0,-18.266438677452104
4.1,35.0,-17.21757775888654
4.2,35.0,-15.852455877010435
4.3,35.0,-14.361399890365506
4.4,35.0,-12.862492634929232
4.5,35.0,-11.426857064794286
4.6,35.0,-10.094485845280028
4.7,35.0,-8.88446382901946
4.8,35.0,-7.802128642574739
4.9,35.0,-6.8474486787895
5.0,35.0,-6.005289845462698
5.1,35.0,-5.268504733424606
5.2,35.0,-4.625866776408248
5.3,35.0,-4.066216346452346
5.4,35.0,-3.579309465621121
5.5,35.0,-3.1557499850436534
5.6,35.0,-2.786987616874049
5.7,35.0,-2.465767180709007
5.8,35.0,-2.1854912736931036
5.9,35.0,-1.9405692186400927
6.0,35.0,-1.726274850542795
6.2,35.0,-1.3736181842997082
6.4,35.0,-1.1010179663566226
6.6,35.0,-0.8883409028285333
6.8,35.0,-0.7211820025724097
7.0,35.0,-0.5886546618280641
7.2,35.0,-0.48283255494428146
7.4,35.0,-0.39771370936112393
7.6,35.0,-0.3287988928419972
7.8,35.0,-0.27261426556813645
8.0,35.0,-0.22665540172510348
8.2,35.0,-0.1887808837204993
8.4,35.0,-0.1574833614641453
8.6,35.0,-0.13131035606202687
8.8,35.0,-0.1094566086167636
9.0,35.0,-0.09109316577992871
9.5,35.0,-0.05628777938383252
10.0,35.0,-0.03284503782508665
10.5,35.0,-0.01688133106413247
11.0,35.0,-0.0058151990300629565
11.5,35.0,0.0018229569344369169
12.0,35.0,0.007170894652994378
12.5,35.0,0.010797932805436403
13.0,35.0,0.013310695498596061
13.5,35.0,0.014902106776691114
14.0,35.0,0.01598631270819439
14.5,35.0,0.016699385625638427
15.0,35.0,0.0170768812407421
16.0,35.0,0.017174986934787456
17.0,35.0,0.016876721297297337
18.0,35.0,0.01624134072888111
19.0,35.0,0.015642613732756133
20.0,35.0,0.01486084655648682
21.0,35.0,0.014139873409412616
22.0,35.0,0.013419118586884054
23.0,35.0,0.012783519693922187
24.0,35.0,0.012131240805673259
25.0,35.0,0.01151539404624785
50.0,35.0,0.003807664286895971
100.0,35.0,0.0
2.5,40.0,1576.9511174122472
2.6,40.0,1131.4323252861047
2.7,40.0,791.2668821517875
2.8,40.0,538.8908538254818
2.9,40.0,357.5511483372851
3.0,40.0,229.75302790554534
3.1,40.0,141.6304664117167
3.2,40.0,81.80679164455886
3.3,40.0,41.21188244813067
3.4,40.0,15.75843711553507
3.5,40.0,0.1956361746481575
3.6,40.0,-9.448870272066852
3.7,40.0,-13.871721700676328
3.8,40.0,-16.810047828634072
3.9,40.0,-18.261204202999917
4.0,40.0,-17.752858821771394
4.1,40.0,-16.687114819307492
4.2,40.0,-15.337952692518064
4.3,40.0,-13.880846578180366
4.4,40.0,-12.129552498842886
4.5,40.0,-11.036869521140932
4.6,40.0,-9.751530835682424
4.7,40.0,-8.585683138974796
4.8,40.0,-7.546664562273005
4.9,40.0,-6.623663564914578
5.0,40.0,-5.812042871171633
5.1,40.0,-5.101649145221899
5.3,40.0,-3.9419491495895023
5.4,40.0,-3.4721709490569346
5.5,40.0,-3.0632563515143265
5.6,40.0,-2.7071232099633167
5.7,40.0,-2.3968280022895088
5.8,40.0,-2.1261459900422794
5.9,40.0,-1.889221593507389
6.0,40.0,-1.6818821534225366
6.2,40.0,-1.3396867479408956
6.4,40.0,-1.0752439615373537
6.6,40.0,-0.8689285914473683
6.8,40.0,-0.7059656051365784
7.0,40.0,-0.5768280492609255
7.2,40.0,-0.4735588705488564
7.4,40.0,-0.39044382947805745
7.6,40.0,-0.3229365045208547
7.8,40.0,-0.2680728966942333
8.0,40.0,-0.22304240807879042
8.2,40.0,-0.18665329542860576
8.4,40.0,-0.1550127354082946
8.6,40.0,-0.12929974606168843
8.8,40.0,-0.10773789853394874
9.0,40.0,-0.08955091495166811
9.5,40.0,-0.05526678152721473
10.0,40.0,-0.03210825798090795
10.5,40.0,-0.016335054980636983
11.0,40.0,-0.005373834128592705
11.5,40.0,0.002081278536840756
12.0,40.0,0.007342525816167864
12.5,40.0,0.01094234825453455
13.0,40.0,0.013400904081933333
13.5,40.0,0.0150136020032285
14.0,40.0,0.0160690545920707
14.5,40.0,0.01678146941695573
15.0,40.0,0.01712999648377476
16.0,40.0,0.01723446477886455
17.0,40.0,0.0168822106001592
18.0,40.0,0.016326718101915532
19.0,40.0,0.01561605923016188
20.0,40.0,0.014940297977568094
21.0,40.0,0.014226127199551684
22.0,40.0,0.013496814054833947
23.0,40.0,0.012910375611706541
24.0,40.0,0.01223878435793452
25.0,40.0,0.011571581427529906
50.0,40.0,0.0039013816575739213
100.0,40.0,0.0
2.5,45.0,1452.870355985006
2.6,45.0,1029.7830046328218
2.7,45.0,713.8244798217582
2.8,45.0,483.41137055782747
2.9,45.0,318.0097680658896
3.0,45.0,202.95786458333896
3.1,45.0,123.77215661295666
3.2,45.0,69.32691066747624
3.3,45.0,35.85491100256698
3.4,45.0,12.010379970749966
3.5,45.0,-2.3133007863089916
3.6,45.0,-10.379331868274653
3.7,45.0,-14.724509031366537
3.8,45.0,-17.387897094076163
3.9,45.0,-17.849497671167637
4.0,45.0,-17.252810459440134
4.1,45.0,-16.162621811601845
4.2,45.0,-14.826172972618927
4.3,45.0,-13.402213888855693
4.4,45.0,-11.98983253391541
4.5,45.0,-10.647863249633657
4.6,45.0,-9.408218085722172
4.7,45.0,-8.288441842825765
4.8,45.0,-7.284601756692886
4.9,45.0,-6.3959191322855125
5.0,45.0,-5.614460177252972
5.1,45.0,-4.930596545213286
5.2,45.0,-4.33394752156774
5.3,45.0,-3.8142928290694473
5.4,45.0,-3.36198700157313
5.5,45.0,-2.968164799362273
5.6,45.0,-2.6249883400591005
5.7,45.0,-2.3257702399061633
5.8,45.0,-2.064444429375846
5.9,45.0,-1.8358767479068392
6.0,45.0,-1.6354391268292434
6.2,45.0,-1.3050881086516783
6.4,45.0,-1.0491141875141945
6.6,45.0,-0.848271636782874
6.8,45.0,-0.6900613762197013
7.0,45.0,-0.5648418819969093
7.2,45.0,-0.4640709817038577
7.4,45.0,-0.38298783727659724
7.6,45.0,-0.31717463905837007
7.8,45.0,-0.2633458521510276
8.0,45.0,-0.21923671806957146
8.2,45.0,-0.18285353137133994
8.4,45.0,-0.15255483767345482
8.6,45.0,-0.12722110301400577
8.8,45.0,-0.1060264368260492
9.0,45.0,-0.08811072149172901
9.5,45.0,-0.05428375654692829
10.0,45.0,-0.03151216647394108
10.5,45.0,-0.01583245940088034
11.0,45.0,-0.005081934211069097
11.5,45.0,0.0023051422880980966
12.0,45.0,0.007406831751625731
12.5,45.0,0.010956174436117863
13.0,45.0,0.013331108843613606
13.5,45.0,0.014969487969320454
14.0,45.0,0.016078492450286603
14.5,45.0,0.01667502684418892
15.0,45.0,0.01700796865737118
16.0,45.0,0.017198472418054393
17.0,45.0,0.016843582750190933
18.0,45.0,0.016316185502049337
19.0,45.0,0.015568214965445436
20.0,45.0,0.01491176607837474
21.0,45.0,0.014144701500793389
22.0,45.0,0.013480134059546884
23.0,45.0,0.012837951122072866
24.0,45.0,0.012156042474058212
25.0,45.0,0.011545245249481298
50.0,45.0,0.0038719733412759185
100.0,45.0,0.0
2.5,50.0,1324.8034313660307
2.6,50.0,931.3997842753698
2.7,50.0,640.4360754640495
2.8,50.0,430.58677246329574
2.9,50.0,281.12155645949287
3.0,50.0,177.47375228096402
3.1,50.0,107.9527395679948
3.2,50.0,60.21351197252907
3.3,50.0,27.98982496535005
3.4,50.0,7.969788603900955
3.5,50.0,-4.452843292109837
3.6,50.0,-11.416071641985315
3.7,50.0,-15.832243137942193
3.8,50.0,-17.43084959461756
3.9,50.0,-17.49582396186113
4.0,50.0,-16.797278135121733
4.1,50.0,-15.67214100474229
4.2,50.0,-14.340491856235678
4.3,50.0,-12.9434774553379
4.4,50.0,-11.568961401987472
4.5,50.0,-10.268945568245181
4.6,50.0,-9.071366666284813
4.7,50.0,-7.991564437553723
4.8,50.0,-7.024522127074483
4.9,50.0,-6.169130508922659
5.0,50.0,-5.417456897964912
5.1,50.0,-4.759950849136074
5.2,50.0,-4.186489320704043
5.3,50.0,-3.68699798538069
5.4,50.0,-3.2520587464404156
5.5,50.0,-2.873225999538039
5.6,50.0,-2.54297001491627
5.7,50.0,-2.254792144149523
5.8,50.0,-2.002976610086899
5.9,50.0,-1.7824792268312701
6.0,50.0,-1.5891784854424575
6.2,50.0,-1.2701095597016672
6.4,50.0,-1.0216583538657138
6.6,50.0,-0.8275949331037652
6.8,50.0,-0.6744990903251311
7.0,50.0,-0.5523298519944153
7.2,50.0,-0.4544336341127564
7.4,50.0,-0.37549124294749175
7.6,50.0,-0.3111750805441227
7.8,50.0,-0.2585711816676512
8.0,50.0,-0.21534236022452305
8.2,50.0,-0.17967334430430795
8.4,50.0,-0.14995999118897785
8.6,50.0,-0.12510580639403188
8.8,50.0,-0.10419096989514699
9.0,50.0,-0.08655289164767581
9.5,50.0,-0.053240592511083665
10.0,50.0,-0.03070493953672781
10.5,50.0,-0.015394169756581562
11.0,50.0,-0.004836122605130555
11.5,50.0,0.0024666775004966723
12.0,50.0,0.007520519580385781
12.5,50.0,0.011010602745346461
13.0,50.0,0.013447650486077408
13.5,50.0,0.014940737745581458
14.0,50.0,0.0159926784281609
14.5,50.0,0.016650661824895253
15.0,50.0,0.01701411293386997
16.0,50.0,0.017079516729900206
17.0,50.0,0.016755573006920484
