R,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
2.5,2767886875.635096,-1950912226.146771,717004000.9777358,6607334115.900974,-10443988364.60945,5697190861.732818,-5972811915.018409,2663199730.792493,-2004377082.2635422,2399484405.322234,13010930295.873793,-15326113209.782951,11388224947.970888,-13400245437.709465,9605249847.395447,-5033075005.2444,4226645285.085404,-4299910120.130479,5768911031.247318,8892435819.718311,-12298665976.010273,8238775854.543619,-7877958711.744794,7524626392.691441,-4654377963.212231,3517229595.7282906,-2773321976.903091,2410114982.4592533
2.6,1794995895.0975802,-1270892482.656996,468184266.8186878,4289418983.8076324,-6804148466.849991,3711450626.8777976,-3890402206.732604,1738553686.52039,-1308454357.8715806,1566351873.912171,8459505241.3523655,-9983139308.294712,7417990975.567644,-8728331762.597246,6267908617.314697,-3284346010.868431,2758128549.5168,-2805965460.9811573,3764621783.55358,5784092611.061538,-8011188460.493601,5366435853.391913,-5131045158.102851,4910106941.429131,-3037128829.934001,2295058267.7182665,-1809576017.2560585,1572452541.7047453
2.7,1161935560.3196697,-826551320.5162576,305249472.6804884,2779672814.2842774,-4425593745.525303,2413881754.3798785,-2529861713.686773,1133210998.454721,-852856259.0709372,1020936116.7663172,5490744801.302456,-6492143944.829882,4823945034.624012,-5675905118.119296,4083832599.837179,-2139911217.032532,1797068738.0033703,-1828255667.8122425,2452904968.1080036,3755832519.4029884,-5209810775.467747,3489750920.308419,-3336426655.466183,3199100731.3293414,-1978771068.1865306,1495261427.4518929,-1178916667.7109165,1024343340.2487144
2.8,750684150.0608443,-536630498.9918228,198697965.1959491,1797899376.6207652,-2873519557.078742,1567227889.7121744,-1642253071.5392542,737444228.5790405,-554994443.8867214,664359362.6260557,3557303723.3062067,-4214531442.1554503,3131543392.235064,-3684500701.286862,2656450683.285675,-1391974314.1226928,1168970706.6029284,-1189270030.7378826,1595619140.6274166,2434374611.0177937,-3382106315.145185,2265386772.3876896,-2165683932.2042546,2080909012.3754778,-1287110739.052103,972586433.4576538,-766789845.3445458,666191313.1313562
2.9,483993253.9912038,-347757463.2058124,129117920.35116419,1160550462.8453803,-1862312603.5765812,1015647754.3721666,-1064082478.5335081,479068298.09583086,-360538034.65522206,431575651.79071623,2300194308.068006,-2730871847.349605,2029108507.6153648,-2387330339.9194927,1724956410.3661275,-903876915.6270056,759076097.1359181,-772266080.0524424,1036145867.9165692,1574814044.8392656,-2191510645.612431,1467845734.9181714,-1403126822.5027301,1351202572.4578366,-835753648.3341002,631511002.7855401,-497863775.52694976,432505596.20463014
3.0,311369007.2012558,-224915994.25979272,83749999.78368226,747544149.2773628,-1204575169.1600618,656894987.2263371,-688096632.3559909,310646199.6118015,-233783419.1774257,279840590.05879986,1484256741.466708,-1766001421.3474467,1312168817.384228,-1543773562.854692,1118014483.112794,-585841824.1627173,491994392.00313365,-500549218.3744106,671592933.877574,1016667098.7971163,-1417221664.459437,949194920.5670986,-907264425.503668,875750557.9436042,-541667827.7696469,409284837.2855411,-322653222.0062525,280268439.00303996
3.1,199852399.11389047,-145160988.66305593,54216924.65659228,480427246.9228719,-777500972.0593076,423968370.7595423,-444022792.5247517,201039568.3466902,-151294458.38510907,181096856.93985888,955647624.5689831,-1139622616.5711668,846748313.8777466,-996172334.824853,723196161.8491234,-378957842.0674413,318254521.2022471,-323792217.0775003,434441541.04631746,654906085.8233671,-914560474.0706856,612505336.9645119,-585394211.1216283,566473249.2748723,-350369771.542714,264733462.79240727,-208688833.0481336,181256154.739856
3.2,127962214.33613263,-93476703.01866955,35025059.56220431,308018314.1806874,-500716346.8909567,273019535.2204806,-285878066.51857156,129833288.09003016,-97705984.41873163,116949856.32308346,613861104.9735092,-733751866.3952245,545176376.7650021,-641361710.7181858,466816557.7320605,-244614923.7161377,205433225.4825496,-209010400.22841245,280439167.16929525,420890486.0489241,-588850962.770235,394349840.8680627,-376858515.5157194,365644873.1298531,-226152358.19866022,170872647.2834648,-134692126.40699488,116974041.08547986
3.3,81720205.25582173,-60050094.315942556,22576369.131740633,196978988.16126394,-321691243.659973,175391921.6223584,-183615347.2878662,83659804.49650419,-62957200.17635085,75355391.09155227,393333629.27972347,-471289952.1065875,350163149.91820985,-411928581.083046,300645771.2016821,-157541065.401625,132307881.31480616,-134613469.3336961,180619795.4770669,269825929.2196245,-378224208.7301927,253281468.10376412,-242022751.8267806,235482111.76451176,-145644391.49784228,110040873.71364726,-86736572.09333506,75318496.29858923
3.4,52045802.45407471,-38477597.22037898,14517517.778545719,125629034.49389972,-206143843.02870998,112384928.00768436,-117629626.0973033,53778139.31730441,-40469479.05993715,48438056.083891705,251362887.8410331,-301928988.9988862,224326949.65083998,-263887034.44196305,193158825.34086925,-101217425.07620084,85006389.8072429,-86488859.01505518,116049501.99452469,172525261.6060435,-242309866.27650133,162256447.7599526,-155027529.21810493,151288740.7239114,-93569965.00963205,70694429.22408988,-55720019.175750785,48379472.2913896
3.5,33050648.276958585,-24587066.193269145,9311496.512831617,79894156.42418885,-131736364.61463112,71814098.09133838,-75149242.30083124,34480907.19192204,-25947388.172897168,31055798.92891379,160182835.35053414,-192894365.95739555,143314620.0365843,-168582253.55415943,123780024.90616326,-64862459.827656016,54474618.962149985,-55425394.46155797,74370109.08372232,110002122.11281446,-154807195.4728213,103656785.63316444,-99027685.7063021,96946357.6476689,-59959110.14528992,45299352.46811521,-35702217.198609665,30995164.588017922
3.6,20923671.686157674,-15664741.82977817,5955997.296922583,50654576.08293861,-83937958.97564468,45753863.1989646,-47868075.20199602,22047264.601358175,-16590621.663386695,19856445.35420429,101771465.05869928,-122869929.40303513,91287396.58265391,-107378316.12528592,79101083.11366054,-41450279.860940084,34812314.57590774,-35420418.459774375,47528056.275515705,69927555.58161956,-98610394.26228546,66024326.1307818,-63068551.62148114,61951510.08842473,-38315033.86541517,28946346.557573117,-22812526.53035874,19802475.40147999
3.7,13203263.047853723,-9948613.06245229,3798471.3591561993,32012563.613593616,-53313063.21529205,29058109.544173058,-30393868.880018447,14055473.326023236,-10576604.78375196,12658281.927004166,64453485.34676288,-78016810.95412613,57962567.551574044,-68176932.3737686,50399010.25563608,-26410054.60125123,22180918.216104075,-22568708.293773565,30283776.64278353,44310683.56607526,-62613926.20990279,41920445.3751293,-40038956.9177294,39471140.760164626,-24411274.206447653,18441760.320936806,-14533083.615458267,12613909.503168812
3.8,8302870.343437122,-6296805.547388438,2414824.2636998654,20162082.827756524,-33746383.80471493,18391806.439983815,-19232720.132103078,8932111.14307235,-6721213.240029413,8043882.127142409,40680532.9091785,-49367761.19653116,36677270.87900423,-43139052.75815401,32009050.560603477,-16773450.148234349,14087617.512253053,-14334129.400516532,19234541.481143545,27982683.70695457,-39621599.07274044,26525259.73236252,-25331597.76335289,25067922.933951803,-15503237.65735691,11711738.872162102,-9228942.043332703,8009184.310074691
3.9,5202277.714968429,-3970832.3667877605,1529952.1794003253,12652442.875495024,-21282599.670065586,11598034.011696896,-12125393.545402173,5656844.5765996035,-4256576.906775795,5094106.076072708,25582944.533068076,-31124132.44485002,23123040.62226153,-27195808.50081968,20259505.43641542,-10616486.9074815,8916636.003555365,-9072805.01624141,12174734.373499755,17607309.07645431,-24979963.78544793,16722116.616981046,-15967557.444951702,15865800.584465623,-9812036.821989466,7412161.829874625,-5840499.446295377,5067916.849647159
