R	Gamma	E
1.00	0	47991.100493
1.00	10	46941.461227
1.00	20	43966.409944
1.00	30	39564.872378
1.00	40	34448.33325
1.00	50	29330.715934
1.00	60	24795.728774
1.00	70	21299.981248
1.00	80	19235.489245
1.00	90	19008.144383
1.00	100	21126.790161
1.00	110	26294.892901
1.00	120	35494.743215
1.00	130	50066.768246
1.00	140	72230.557389
1.00	150	109774.450479
1.00	160	205791.211417
1.00	170	652120.531524
1.10	0	43204.914488
1.10	20	38667.449421
1.10	30	33855.616756
1.10	40	28471.76286
1.10	50	23281.761918
1.10	60	18812.684103
1.10	70	15426.732505
1.10	80	13422.45865
1.10	90	13122.464958
1.10	100	14960.911759
1.10	110	19574.84672
1.10	120	27886.511559
1.10	130	41155.092916
1.10	140	61281.174988
1.10	150	94534.14131
1.10	160	177522.024188
1.10	170	551132.229132
1.20	0	43193.20385
1.20	10	41716.848056
1.20	30	31725.010521
1.20	40	25691.237821
1.20	50	20208.861127
1.20	60	15631.604476
1.20	70	12190.467042
1.20	80	10080.946194
1.20	90	9538.479858
1.20	100	10913.767735
1.20	110	14756.865277
1.20	120	21897.848855
1.20	130	33489.404349
1.20	140	51137.394246
1.20	150	79237.303057
1.20	160	140585.386942
1.20	170	344953.338171
1.20	180	721727.571506
1.30	0	45232.071558
1.30	10	43027.745269
1.30	20	37197.624905
1.30	30	30347.395915
1.30	40	23712.587288
1.30	50	18044.464296
1.30	60	13473.167333
1.30	70	10052.10648
1.30	80	7878.331766
1.30	90	7110.728279
1.30	100	8021.071608
1.30	110	11066.121338
1.30	120	16963.733839
1.30	130	26739.02218
1.30	140	41788.787485
1.30	160	107250.262689
1.30	170	207722.915581
1.30	180	316595.008599
1.40	0	47895.83353
1.40	10	41161.286431
1.40	20	33911.76457
1.40	40	21323.242542
1.40	50	15967.23973
1.40	60	11625.463958
1.40	70	8375.896782
1.40	80	6249.255017
1.40	90	5346.283781
1.40	100	5872.906846
1.40	110	8197.927672
1.40	120	12923.037599
1.40	130	20940.583779
1.40	140	33535.665107
1.40	150	51409.97873
1.40	160	81096.73176
1.40	170	133131.981747
1.40	180	175499.201326
1.50	0	50486.687924
1.50	10	31773.201926
1.50	20	27525.641513
1.50	30	22599.534341
1.50	50	13720.746857
1.50	60	9913.43187
1.50	70	6978.703461
1.50	80	5000.675539
1.50	90	4056.99113
1.50	100	4304.822814
1.50	110	6038.459201
1.50	120	9755.984079
1.50	130	16224.312285
1.50	150	39935.036698
1.50	160	60867.242228
1.50	170	90163.117086
1.50	180	116606.019785
1.60	0	52710.852251
1.60	10	23598.826332
1.60	20	21071.703835
1.60	30	17717.566584
1.60	40	14398.982282
1.60	60	8290.252615
1.60	70	5809.750154
1.60	80	4069.639468
1.60	90	3168.464753
1.60	100	3240.489572
1.60	110	4522.042169
1.60	140	19372.304043
1.60	150	30356.831937
1.60	160	45172.349585
1.60	170	62561.36148
1.60	180	72225.307165
1.70	0	17848.590137
1.70	10	17276.347712
1.70	20	15694.1393
1.70	30	13446.843563
1.70	40	10964.706161
1.70	130	8588.19974
1.70	140	14379.337054
1.70	150	22645.07343
1.70	160	33161.231238
1.70	170	44041.340714
1.70	180	49333.12768
1.80	0	12900.272415
1.80	10	12536.224405
1.80	20	11508.392419
1.80	30	9991.729075
1.80	40	8223.916872
1.80	50	6456.955714
1.80	110	1949.994647
1.80	120	3405.462275
1.80	130	6153.764483
1.80	140	10509.403618
1.80	150	16635.421866
1.80	160	24121.240185
1.80	170	31254.844936
1.80	180	34449.321861
1.90	0	9274.698219
1.90	10	9035.308589
1.90	20	8351.067043
1.90	30	7317.090195
1.90	40	6070.209621
1.90	50	4759.55984
1.90	60	3516.941133
1.90	70	2435.287373
1.90	80	1568.116024
1.90	90	990.771632
1.90	100	827.422596
1.90	110	1211.023438
1.90	120	2309.661965
1.90	130	4351.00954
1.90	140	7577.01316
1.90	150	12068.416196
1.90	160	17406.305036
1.90	170	22236.974347
1.90	180	24295.084298
2.00	0	6634.80166
2.00	10	6474.186919
2.00	20	6011.332345
2.00	30	5300.478188
2.00	40	4423.05624
2.00	50	3473.314857
2.00	60	2542.125639
2.00	70	1707.327689
2.00	80	1037.143441
2.00	90	599.823235
2.00	100	470.376335
2.00	110	741.247526
2.00	120	1539.477652
2.00	130	3034.208167
2.00	140	5397.240004
2.00	150	8662.751521
2.00	160	12469.578549
2.00	170	15804.582241
2.00	180	17183.820634
2.10	0	4723.06743
2.10	10	4613.975059
2.10	20	4297.629728
2.10	30	3806.023619
2.10	40	3188.838697
2.10	50	2507.087937
2.10	60	1824.707141
2.10	70	1202.320574
2.10	80	696.011007
2.10	90	359.318446
2.10	100	248.258954
2.10	110	431.574858
2.10	120	1003.422275
2.10	130	2086.8582
2.10	140	3802.239516
2.10	150	6159.985975
2.10	160	8871.512223
2.10	170	11198.040606
2.10	180	12142.951636
2.20	0	3345.47043
2.20	10	3270.812623
2.20	20	3053.268088
2.20	30	2711.992351
2.20	40	2277.937872
2.20	50	1791.130127
2.20	60	1296.245792
2.20	70	838.253395
2.20	80	460.124407
2.20	90	202.970007
2.20	100	109.296519
2.20	110	230.522234
2.20	120	636.014239
2.20	130	1414.700469
2.20	140	2650.391258
2.20	150	4342.252223
2.20	160	6269.307968
2.20	170	7900.108098
2.20	180	8555.062757
2.30	0	2357.304911
2.30	10	2306.009571
2.30	20	2155.903197
2.30	30	1918.531603
2.30	40	1613.413624
2.30	50	1267.063451
2.30	60	910.514507
2.30	70	576.310485
2.30	80	296.427417
2.30	90	101.919042
2.30	100	24.844967
2.30	110	103.430442
2.30	120	388.4442
2.30	130	943.87704
2.30	140	1827.974815
2.30	150	3035.144997
2.30	160	4400.562741
2.30	170	5545.32206
2.30	180	6001.797867
2.40	0	1651.55124
2.40	10	1616.252863
2.40	20	1512.543024
2.40	30	1347.349177
2.40	40	1133.077995
2.40	50	887.393202
2.40	60	631.782285
2.40	70	389.475142
2.40	80	183.858127
2.40	90	38.074245
2.40	100	-23.930412
2.40	110	25.986966
2.40	120	224.710439
2.40	130	618.098517
2.40	140	1246.672535
2.40	150	2103.397235
2.40	160	3067.394254
2.40	170	3870.359062
2.40	180	4189.046246
2.50	0	1149.626355
2.50	10	1125.342991
2.50	20	1053.689563
2.50	30	938.796141
2.50	40	788.556425
2.50	50	614.7871
2.50	60	432.325664
2.50	70	257.610259
2.50	80	107.54632
2.50	90	-0.816853
2.50	100	-49.761724
2.50	110	-18.775582
2.50	120	118.725604
2.50	130	395.452571
2.50	140	839.617152
2.50	150	1444.466763
2.50	160	2122.33619
2.50	170	2684.290657
2.50	180	2906.588566
2.60	0	794.189338
2.60	10	777.499806
2.60	20	728.05859
2.60	30	648.270436
2.60	40	543.160809
2.60	50	420.648462
2.60	60	290.950543
2.60	70	165.620776
2.60	80	56.768616
2.60	90	-23.175936
2.60	100	-61.214059
2.60	110	-42.520785
2.60	120	51.899642
2.60	130	245.259123
2.60	140	557.171371
2.60	150	981.926947
2.60	160	1456.57862
2.60	170	1848.559705
2.60	180	2003.231915
2.70	0	543.626766
2.70	10	532.180654
2.70	20	498.14015
2.70	30	442.866072
2.70	40	369.555894
2.70	50	283.500337
2.70	60	191.710421
2.70	70	102.271441
2.70	80	23.78561
2.70	90	-34.782769
2.70	100	-63.972621
2.70	110	-53.132727
2.70	120	11.195768
2.70	130	145.391282
2.70	140	363.029337
2.70	150	659.621167
2.70	160	990.466329
2.70	170	1262.818778
2.70	180	1370.034105
2.80	0	367.875214
2.80	10	360.051877
2.80	20	336.694188
2.80	30	298.541939
2.80	40	247.612494
2.80	50	187.425197
2.80	60	122.771322
2.80	70	59.285061
2.80	80	3.038366
