R,theta1,E
2.5,30,-4681.686805
2.5,60,2423.163184
2.5,90,1946.345454
2.5,120,2835.652617
2.5,150,3772.86666
2.6,0,682.270037
2.6,30,2074.069499
2.6,60,1655.869537
2.6,90,1330.887317
2.6,120,2033.860022
2.6,150,2678.66309
2.6,180,682.270048
2.7,0,746.639318
2.7,30,1411.738428
2.7,60,1108.201254
2.7,90,887.557795
2.7,120,1446.49257
2.7,150,1951.926111
2.7,180,746.639315
2.8,0,717.256714
2.8,30,977.015268
2.8,60,719.443137
2.8,90,571.558525
2.8,120,1017.156893
2.8,150,1436.234176
2.8,180,717.256716
2.9,0,627.59144
2.9,30,671.330063
2.9,60,445.695687
2.9,90,349.196838
2.9,120,704.595591
2.9,150,1056.302641
2.9,180,627.59144
3.0,0,513.147396
3.0,30,449.600304
3.0,60,255.015675
3.0,90,195.180307
3.0,120,478.489052
3.0,150,771.461088
3.0,180,513.147397
3.1,0,397.559828
3.1,30,287.559018
3.1,60,124.247074
3.1,90,90.581889
3.1,120,316.244358
3.1,150,557.027517
3.1,180,397.559825
3.2,0,293.671126
3.2,30,169.959506
3.2,60,36.513872
3.2,90,21.31478
3.2,120,201.240741
3.2,150,396.20331
3.2,180,293.671118
3.3,0,206.851889
3.3,30,86.073232
3.3,60,-20.536338
3.3,90,-23.012366
3.3,120,120.854086
3.3,150,276.760895
3.3,180,206.851887
3.4,0,138.055934
3.4,30,27.778434
3.4,60,-55.946612
3.4,90,-50.105345
3.4,120,65.708943
3.4,150,189.115401
3.4,180,138.055936
3.5,0,85.887985
3.5,30,-11.294439
3.5,60,-76.315621
3.5,90,-65.036224
3.5,120,28.427972
3.5,150,125.870278
3.5,180,85.887989
3.6,0,47.902307
3.6,30,-36.182825
3.6,60,-86.429816
3.6,90,-72.12423
3.6,120,4.669339
3.6,150,81.003844
3.6,180,47.902314
3.7,0,21.358504
3.7,30,-50.926539
3.7,60,-89.768448
3.7,90,-74.002078
3.7,120,-10.371033
3.7,150,49.840408
3.7,180,21.358496
3.8,0,3.636184
3.8,30,-58.274485
3.8,60,-88.612906
3.8,90,-72.566351
3.8,120,-19.272599
3.8,150,28.688393
3.8,180,3.636182
3.9,0,-7.556504
3.9,30,-60.930544
3.9,60,-84.875557
3.9,90,-69.150069
3.9,120,-23.972724
3.9,150,14.711567
3.9,180,-7.556509
4.0,0,-14.100688
4.0,30,-60.409991
4.0,60,-79.653572
4.0,90,-64.658619
4.0,120,-25.887656
4.0,150,5.629187
4.0,180,-14.100695
4.1,0,-17.461909
4.1,30,-57.51719
4.1,60,-73.708224
4.1,90,-59.682141
4.1,120,-26.027894
4.1,150,0.268278
4.1,180,-17.461911
4.2,0,-18.731505
4.2,30,-53.78426
4.2,60,-67.544018
4.2,90,-54.589949
4.2,120,-25.094241
4.2,150,-2.838169
4.2,180,-18.731512
4.3,0,-18.691197
4.3,30,-49.542311
4.3,60,-61.477192
4.3,90,-49.605033
4.3,120,-23.556908
4.3,150,-4.462631
4.3,180,-18.691201
4.4,0,-17.881672
4.4,30,-45.180132
4.4,60,-55.692858
4.4,90,-44.857816
4.4,120,-21.72101
4.4,150,-5.151842
4.4,180,-17.881679
4.5,0,-16.971835
4.5,30,-40.935442
4.5,60,-50.289976
4.5,90,-40.420962
4.5,120,-19.779494
4.5,150,-5.277339
4.5,180,-16.971829
4.6,0,-15.518856
4.6,30,-37.275803
4.6,60,-45.313661
4.6,90,-36.330721
4.6,120,-17.853163
4.6,150,-5.081199
4.6,180,-15.518859
4.7,0,-14.046925
4.7,30,-33.552155
4.7,60,-40.776539
4.7,90,-32.600449
4.7,120,-16.010516
4.7,150,-4.715841
4.7,180,-14.046919
4.8,0,-12.635855
4.8,30,-30.163064
4.8,60,-36.671906
4.8,90,-29.229173
4.8,120,-14.298791
4.8,150,-4.275446
4.8,180,-12.63586
4.9,0,-11.327654
4.9,30,-27.10788
4.9,60,-32.981692
4.9,90,-26.206848
4.9,120,-12.73824
4.9,150,-3.817561
4.9,180,-11.327654
5.0,0,-10.140618
5.0,30,-24.371942
5.0,60,-29.68117
5.0,90,-23.517314
5.0,120,-11.336858
5.0,150,-3.376212
5.0,180,-10.140626
5.1,0,-9.078617
5.1,30,-21.932768
5.1,60,-26.741936
5.1,90,-21.139461
5.1,120,-10.093552
5.1,150,-2.970073
5.1,180,-9.078612
5.2,0,-8.137054
5.2,30,-19.763996
5.2,60,-24.133641
5.2,90,-19.047872
5.2,120,-9.001315
5.2,150,-2.607276
5.2,180,-8.137051
5.3,0,-7.306564
5.3,30,-17.838263
5.3,60,-21.825047
5.3,90,-17.213835
5.3,120,-8.049306
5.3,150,-2.289126
5.3,180,-7.306566
5.4,0,-6.576128
5.4,30,-16.129187
5.4,60,-19.784666
5.4,90,-15.606963
5.4,120,-7.224378
5.4,150,-2.013674
5.4,180,-6.576133
