R	0.0	30.0	60.0	90.0	120.0	150.0	180.0
2.5		3418.080426	2646.886278	1917.543401	2646.88629	3418.080432	
2.6		2394.7134	1850.438004	1290.9784	1850.438008	2394.713394	
2.7	996.6139	1744.478447	1275.493066	841.273201	1275.493069	1744.478445	996.613904
2.8	932.60301	1285.670638	861.386761	522.203484	861.386761	1285.670644	932.603005
2.9	812.926153	945.11566	564.737441	299.126718	564.737451	945.115655	812.926166
3.0	672.683749	686.912275	353.806034	146.093866	353.806052	686.91228	672.683742
3.1	534.400374	490.711425	205.673636	43.672549	205.673641	490.711417	534.400374
3.2	410.402481	342.494651	103.390033	-22.645152	103.390025	342.494643	410.40248
3.3	305.890923	231.921128	34.392473	-63.76024	34.39248	231.921137	305.890919
3.4	221.708028	150.867635	-10.667447	-87.052241	-10.66744	150.867632	221.708016
3.5	156.346964	92.668532	-38.762544	-98.770428	-38.762549	92.668529	156.346961
3.6	107.219959	51.885896	-55.054779	-102.683088	-55.054775	51.885894	107.219956
3.7	71.400736	24.106468	-63.428755	-101.07176	-63.428755	24.106469	71.400743
3.8	46.044693	5.815755	-65.856213	-96.700362	-65.856208	5.815753	46.044693
3.9	28.615321	-5.783604	-65.154836	-90.607641	-65.154829	-5.783613	28.615312
4.0	16.987202	-12.232139	-62.350719	-83.701557	-62.350718	-12.232139	16.987202
4.1	9.468765	-15.695643	-58.37424	-76.570277	-58.374249	-15.695636	9.468764
4.2	4.773529	-17.050333	-53.849301	-69.577254	-53.849312	-17.050332	4.773525
4.3	1.962136	-17.086099	-49.178471	-62.934106	-49.178474	-17.086098	1.962131
4.4	0.372049	-16.349862	-44.608414	-56.753303	-44.608399	-16.34986	0.372059
4.5	-0.450618	-15.207239	-40.280312	-51.408604	-40.280307	-15.207244	-0.450621
4.6	-0.809127	-14.243064	-36.267197	-46.215385	-36.267197	-14.243075	-0.809129
4.7	-0.901177	-12.850796	-32.960357	-41.53042	-32.960356	-12.850798	-0.901176
4.8	-0.852534	-11.517011	-29.590152	-37.325065	-29.590155	-11.517012	-0.852525
4.9	-0.74084	-10.287226	-26.56752	-33.565496	-26.567527	-10.287232	-0.740845
5.0	-0.612105	-9.181473	-23.869246	-30.217315	-23.86925	-9.18148	-0.612098
