R	0	30	60	90	120	150	180
2.5	-858.141393	-5914.764929	2382.170627	1840.343471	2382.170629	-5914.764924	-858.141394
2.6	-294.352587	2109.09643	1665.575437	1287.501148	1665.575439	2109.096426	-294.352591
2.7	-24.084345	1371.381107	1148.472275	888.408018	1148.472275	1371.381104	-24.084346
2.8	72.776547	893.678632	777.894139	602.727516	777.894142	893.678635	72.776546
2.9	78.431668	570.836845	514.307143	400.016642	514.307143	570.836836	78.431674
3.0	43.87005	347.945052	328.723944	257.526736	328.723932	347.94505	43.870058
3.1	-1.991947	193.55859	199.421445	158.435647	199.421447	193.558589	-1.991957
3.2	-44.772899	87.762249	110.678352	90.405389	110.678346	87.762238	-44.772911
3.3	-78.329032	16.819561	50.852176	44.442467	50.852174	16.819561	-78.329027
3.4	-101.319682	-29.125672	11.457843	14.027261	11.457851	-29.125673	-101.319678
3.5	-114.719359	-57.344718	-13.648747	-5.53624	-13.648742	-57.344722	-114.719355
3.6	-120.368964	-73.197404	-28.883679	-17.6021	-28.883689	-73.197391	-120.368964
3.7	-120.383601	-80.615219	-37.395122	-24.542778	-37.395124	-80.615206	-120.3836
3.8	-116.514427	-82.450773	-41.406094	-28.021132	-41.406089	-82.450762	-116.514424
3.9	-110.20509	-80.732346	-42.469585	-29.195319	-42.469585	-80.732336	-110.205091
4.0	-102.539225	-76.878487	-41.658428	-29.159469	-41.658431	-76.878491	-102.539222
4.1	-94.289417	-71.857286	-39.706263	-27.813071	-39.706256	-71.857299	-94.289415
4.2	-85.980168	-66.311449	-37.471324	-25.942913	-37.471328	-66.311456	-85.980167
4.3	-77.94814	-60.653652	-34.458452	-23.807268	-34.458448	-60.653659	-77.948138
4.4	-70.392833	-55.401866	-31.393464	-21.583174	-31.393469	-55.401857	-70.39284
4.5	-63.417257	-50.090378	-28.405229	-19.388664	-28.405235	-50.090371	-63.417257
4.6	-57.059394	-45.180713	-25.573935	-17.298834	-25.573935	-45.180718	-57.0594
4.7	-51.315421	-40.694303	-22.945302	-15.357901	-22.945302	-40.694301	-51.315424
4.8	-46.156425	-36.628652	-20.540855	-13.588079	-20.540859	-36.628661	-46.156413
4.9	-41.539977	-32.966362	-18.365437	-11.996258	-18.365438	-32.966368	-41.539994
5.0	-37.417599	-29.680922	-16.412887	-10.579093	-16.412883	-29.680919	-37.417601
5.1	-33.739464	-26.741133	-14.670183	-9.32679	-14.670187	-26.741142	-33.739461
5.2	-30.457325	-24.114079	-13.120698	-8.225774	-13.120694	-24.11408	-30.457326
5.3	-27.526339	-21.76751	-11.746145	-7.261066	-11.746148	-21.767507	-27.52634
5.4	-24.905957	-19.671196	-10.528339	-6.417511	-10.528344	-19.671194	-24.905955
5.5	-22.560486	-17.797739	-9.449994	-5.680773	-9.450002	-17.797733	-22.56049
5.6	-20.458908	-16.122761	-8.495191	-5.037788	-8.495186	-16.122762	-20.458902
5.7	-18.574378	-14.624616	-7.649699	-4.476962	-7.64971	-14.624612	-18.57438
5.8	-16.88359	-13.284041	-6.900863	-3.988266	-6.900859	-13.284037	-16.883592
5.9	-15.365984	-12.08388	-6.237526	-3.562793	-6.237526	-12.083885	-15.365986
6.0	-14.003227	-11.008684	-5.649903	-3.192867	-5.649911	-11.008687	-14.003225
6.2	-11.678102	-9.179721	-4.668406	-2.593106	-4.668407	-9.17971	-11.678099
6.4	-9.796013	-7.704777	-3.898806	-2.142916	-3.898812	-7.704771	-9.796015
6.6	-8.268647	-6.512798	-3.295371	-1.805529	-3.295364	-6.512792	-8.268652
6.8	-7.027735	-5.548832	-2.821154	-1.551903	-2.821152	-5.548833	-7.02773
7.0	-6.01928	-4.768702	-2.44625	-1.359718	-2.446246	-4.768693	-6.019281
7.2	-5.198385	-4.135161	-2.146994	-1.212197	-2.146992	-4.135162	-5.198388
7.4	-4.526728	-3.616975	-1.905176	-1.097202	-1.905171	-3.616982	-4.526722
7.6	-3.972372	-3.18889	-1.707303	-1.005945	-1.707305	-3.188888	-3.97237
7.8	-3.510124	-2.831604	-1.543555	-0.932234	-1.543553	-2.831601	-3.510124
8.0	-3.121064	-2.530773	-1.406676	-0.871685	-1.40667	-2.530786	-3.121059
8.2	-2.791242	-2.275749	-1.291237	-0.821141	-1.291235	-2.275752	-2.791242
8.4	-2.510117	-2.058411	-1.193042	-0.778365	-1.193044	-2.058413	-2.510124
8.6	-2.269388	-1.872184	-1.108794	-0.741715	-1.108789	-1.872179	-2.269383
8.8	-2.062168	-1.711615	-1.035887	-0.709927	-1.035887	-1.711607	-2.062155
9.0	-1.882689	-1.572259	-0.972222	-0.68206	-0.972213	-1.572263	-1.882685
9.5	-1.526804	-1.294702	-0.843852	-0.625122	-0.843853	-1.294711	-1.526809
10.0	-1.266075	-1.090149	-0.742354	-0.580594	-0.742354	-1.090154	-1.266075
10.5	-1.071146	-0.9363	-0.669331	-0.543974	-0.669334	-0.9363	-1.071147
11.0	-0.923244	-0.818667	-0.611113	-0.512662	-0.611116	-0.818673	-0.92325
11.5	-0.802429	-0.722149	-0.563574	-0.485226	-0.56357	-0.722141	-0.802428
12.0	-0.714649	-0.65077	-0.523824	-0.460721	-0.523824	-0.650776	-0.714646
12.5	-0.643963	-0.592623	-0.489928	-0.438562	-0.489927	-0.592623	-0.643974
13.0	-0.586037	-0.544416	-0.460575	-0.418373	-0.46058	-0.544412	-0.586037
13.5	-0.537814	-0.503791	-0.434816	-0.399804	-0.43481	-0.503789	-0.537814
14.0	-0.497121	-0.469146	-0.411937	-0.382702	-0.411936	-0.469148	-0.497113
14.5	-0.462351	-0.439193	-0.391454	-0.366819	-0.39145	-0.439192	-0.462349
15.0	-0.432319	-0.413078	-0.372947	-0.352074	-0.372951	-0.413073	-0.432316
16.0	-0.383023	-0.369554	-0.340729	-0.325381	-0.340729	-0.369555	-0.383025
17.0	-0.344214	-0.33463	-0.313492	-0.301928	-0.31349	-0.334635	-0.344213
18.0	-0.312711	-0.305846	-0.290048	-0.281131	-0.290049	-0.305848	-0.312712
19.0	-0.286545	-0.281605	-0.269617	-0.262556	-0.269617	-0.281605	-0.286542
20.0	-0.26436	-0.260825	-0.251585	-0.245892	-0.251589	-0.260823	-0.264357
21.0	-0.244406	-0.242341	-0.235982	-0.23083	-0.235989	-0.242343	-0.244402
22.0	-0.228253	-0.226823	-0.221757	-0.218142	-0.221752	-0.22683	-0.228257
23.0	-0.213591	-0.212653	-0.208601	-0.205472	-0.208602	-0.212654	-0.21359
24.0	-0.200507	-0.199956	-0.19667	-0.193935	-0.196672	-0.199957	-0.200507
25.0	-0.188737	-0.188492	-0.185813	-0.183355	-0.185805	-0.188489	-0.188742
50.0	-0.059909	-0.06097	-0.060879	-0.059736	-0.06088	-0.060971	-0.059902
100.0	-0.0	-0.001111	-0.00111	1e-06	-0.001105	-0.001115	4e-06
