R	0	30	60	90
2.5	788.77799		-885.865019	-858.141394
2.6	960.245638	682.270048	72.400473	-294.352591
2.7	996.613904	746.639315	235.60092	-24.084346
2.8	932.603005	717.256716	286.081703	72.776546
2.9	812.926166	627.59144	259.300731	78.431674
3.0	672.683742	513.147397	198.026318	43.870058
3.1	534.400374	397.559825	128.959023	-1.991957
3.2	410.40248	293.671118	65.855769	-44.772911
3.3	305.890919	206.851887	14.618002	-78.329027
3.4	221.708016	138.055936	-23.530902	-101.319678
3.5	156.346961	85.887989	-49.627811	-114.719355
3.6	107.219956	47.902314	-65.890316	-120.368964
3.7	71.400743	21.358496	-74.526486	-120.3836
3.8	46.044693	3.636182	-77.633799	-116.514424
3.9	28.615312	-7.556509	-76.957875	-110.205091
4.0	16.987202	-14.100695	-73.858065	-102.539222
4.1	9.468764	-17.461911	-69.339785	-94.289415
4.2	4.773525	-18.731512	-64.113252	-85.980167
4.3	1.962131	-18.691201	-58.658438	-77.948138
4.4	0.372059	-17.881679	-53.283199	-70.39284
4.5	-0.450621	-16.971829	-48.456598	-63.417257
4.6	-0.809129	-15.518859	-43.653467	-57.0594
4.7	-0.901176	-14.046919	-39.267708	-51.315424
4.8	-0.852525	-12.63586	-35.303693	-46.156413
4.9	-0.740845	-11.327654	-31.744927	-41.539994
5.0	-0.612098	-10.140626	-28.563391	-37.417601
5.1	-0.490928	-9.078612	-25.725521	-33.739462
5.2	-0.39158	-8.137051	-23.196338	-30.457326
5.3	-0.315205	-7.306566	-20.941793	-27.52634
5.4	-0.261491	-6.576133	-18.930387	-24.905955
5.5	-0.22698	-5.932439	-17.133868	-22.56049
5.6	-0.207503	-5.365377	-15.52752	-20.458902
5.7	-0.199087	-4.864623	-14.089844	-18.57438
5.8	-0.198264	-4.421353	-12.802139	-16.883592
5.9	-0.202304	-4.028073	-11.647988	-15.365986
6.0	-0.209091	-3.678425	-10.612955	-14.003226
6.2	-0.22506	-3.088889	-8.8499	-11.678099
6.4	-0.238461	-2.617249	-7.42568	-9.796015
6.6	-0.245978	-2.236568	-6.271872	-8.268652
6.8	-0.246877	-1.926602	-5.335485	-7.02773
7.0	-0.242114	-1.67243	-4.574679	-6.019281
7.2	-0.233808	-1.463075	-3.955223	-5.198388
7.4	-0.224432	-1.290258	-3.448341	-4.526722
7.6	-0.21622	-1.147485	-3.03039	-3.97237
7.8	-0.210659	-1.029568	-2.682566	-3.510124
8.0	-0.208338	-0.932162	-2.390655	-3.121059
8.2	-0.209133	-0.851623	-2.143958	-2.791242
8.4	-0.212453	-0.784842	-1.928717	-2.510124
8.6	-0.217457	-0.729138	-1.750975	-2.269383
8.8	-0.223351	-0.682216	-1.598168	-2.062155
9.0	-0.229541	-0.642277	-1.465931	-1.882685
9.5	-0.24437	-0.564555	-1.203842	-1.526809
10.0	-0.257815	-0.509172	-1.012049	-1.266075
10.5	-0.270455	-0.469528	-0.869061	-1.071147
11.0	-0.281876	-0.440734	-0.760979	-0.92325
11.5	-0.29109	-0.418796	-0.677649	-0.802428
12.0	-0.297504	-0.400897	-0.611872	-0.714646
12.5	-0.301077	-0.379893	-0.55866	-0.643974
13.0	-0.302176	-0.367475	-0.514725	-0.586037
13.5	-0.301222	-0.35559	-0.477784	-0.537814
14.0	-0.293072	-0.344172	-0.446224	-0.497113
14.5	-0.290797	-0.333158	-0.418941	-0.462349
15.0	-0.28725	-0.322494	-0.395042	-0.432316
16.0	-0.277606	-0.302317	-0.355036	-0.383025
17.0	-0.2661	-0.28362	-0.322663	-0.344213
18.0	-0.253858	-0.266347	-0.295777	-0.312712
19.0	-0.241508	-0.250416	-0.272927	-0.286542
20.0	-0.229434	-0.235737	-0.253202	-0.264357
21.0	-0.21608	-0.22066	-0.234825	-0.244402
22.0	-0.204836	-0.208169	-0.219887	-0.228257
23.0	-0.19487	-0.197015	-0.206383	-0.21359
24.0	-0.185388	-0.186617	-0.194176	-0.200507
25.0	-0.176438	-0.176944	-0.183099	-0.188741
50.0	-0.059532	-0.057016	-0.057209	-0.059902
100.0	1.3e-05	0.002615	0.0026	4e-06
