R	0.0	30.0	60.0	90.0	120.0	150.0	180.0
2.5		3418.108986	2646.808595	1917.81248	2646.808597	3418.108973	
2.6	960.245639	2394.791039	1850.359286	1291.227094	1850.3593	2394.791039	960.245638
2.7	996.6139	1744.553207	1275.416959	841.502856	1275.416951	1744.553203	996.613904
2.8	932.60301	1285.734865	861.314459	522.416469	861.314458	1285.734868	932.603005
2.9	812.926153	945.170429	564.669069	299.325657	564.669063	945.170431	812.926166
3.0	672.683749	686.960234	353.741054	146.28137	353.741061	686.960245	672.683742
3.1	534.400374	490.754812	205.611439	43.850901	205.611432	490.754817	534.400374
3.2	410.402481	342.535171	103.329992	-22.474024	103.329995	342.53518	410.40248
3.3	305.890923	231.95993	34.334081	-63.594772	34.33408	231.95992	305.890919
3.4	221.708028	150.905452	-10.724623	-86.890887	-10.72462	150.905453	221.708016
3.5	156.346964	92.705822	-38.818872	-98.612238	-38.81887	92.705822	156.34696
3.6	107.219959	51.922933	-55.110507	-102.527307	-55.110505	51.922929	107.219956
3.7	71.400736	24.143424	-63.484044	-100.917668	-63.48404	24.14344	71.400743
3.8	46.044693	5.852738	-65.911213	-96.547488	-65.911217	5.85274	46.044693
3.9	28.615321	-5.746578	-65.20966	-90.455652	-65.209668	-5.746593	28.615312
4.0	16.987202	-12.195014	-62.405426	-83.550132	-62.405423	-12.195	16.987202
4.1	9.468765	-15.65842	-58.428924	-76.419224	-58.428916	-15.658426	9.468764
4.2	4.773529	-17.013013	-53.903961	-69.426442	-53.903959	-17.013015	4.773525
4.3	1.962136	-17.0487	-49.233141	-62.783413	-49.233141	-17.048688	1.962131
4.4	0.372049	-16.312365	-44.663095	-56.602675	-44.663101	-16.312361	0.372059
4.5	-0.450618	-15.169695	-40.335046	-51.257998	-40.335047	-15.169694	-0.450621
4.6	-0.809127	-14.20549	-36.321977	-46.064744	-36.321976	-14.205492	-0.809129
4.7	-0.901177	-12.813149	-33.015161	-41.379703	-33.015159	-12.813142	-0.901176
4.8	-0.852534	-11.479311	-29.645014	-37.174257	-29.645021	-11.479303	-0.852525
4.9	-0.74084	-10.249454	-26.622434	-33.414578	-26.622423	-10.249453	-0.740845
