R,phi,E
2.5,0,788.777983
2.5,30,788.777983
2.5,60,788.777982
2.5,90,788.777982
2.6,0,960.245639
2.6,30,960.245639
2.6,60,960.245639
2.6,90,960.245639
2.7,0,996.6139
2.7,30,996.6139
2.7,60,996.6139
2.7,90,996.6139
2.8,0,932.60301
2.8,30,932.60301
2.8,60,932.60301
2.8,90,932.60301
2.9,0,812.926153
2.9,30,812.926153
2.9,60,812.926153
2.9,90,812.926153
3.0,0,672.683749
3.0,30,672.683749
3.0,60,672.683749
3.0,90,672.683749
3.1,0,534.400374
3.1,30,534.400374
3.1,60,534.400374
3.1,90,534.400374
3.2,0,410.402481
3.2,30,410.402481
3.2,60,410.402481
3.2,90,410.402481
3.3,0,305.890923
3.3,30,305.890923
3.3,60,305.890923
3.3,90,305.890923
3.4,0,221.708028
3.4,30,221.708028
3.4,60,221.708028
3.4,90,221.708028
3.5,0,156.346964
3.5,30,156.346964
3.5,60,156.346964
3.5,90,156.346964
3.6,0,107.219959
3.6,30,107.219959
3.6,60,107.219959
3.6,90,107.219959
3.7,0,71.400736
3.7,30,71.400736
3.7,60,71.400736
3.7,90,71.400736
3.8,0,46.044693
3.8,30,46.044693
3.8,60,46.044693
3.8,90,46.044693
3.9,0,28.615321
3.9,30,28.615321
3.9,60,28.615321
3.9,90,28.615321
4.0,0,16.987202
4.0,30,16.987202
4.0,60,16.987202
4.0,90,16.987202
4.1,0,9.468765
4.1,30,9.468765
4.1,60,9.468765
4.1,90,9.468766
4.2,0,4.773529
4.2,30,4.773529
4.2,60,4.773529
4.2,90,4.773529
4.3,0,1.962136
4.3,30,1.962136
4.3,60,1.962136
4.3,90,1.962136
4.4,0,0.372049
4.4,30,0.372049
4.4,60,0.372049
4.4,90,0.372049
4.5,0,-0.450618
4.5,30,-0.450618
4.5,60,-0.450618
4.5,90,-0.450618
4.6,0,-0.809127
4.6,30,-0.809127
4.6,60,-0.809128
4.6,90,-0.809128
4.7,0,-0.901177
4.7,30,-0.901177
4.7,60,-0.901177
4.7,90,-0.901177
4.8,0,-0.852534
4.8,30,-0.852534
4.8,60,-0.852534
4.8,90,-0.852534
4.9,0,-0.74084
4.9,30,-0.74084
4.9,60,-0.74084
4.9,90,-0.74084
5.0,0,-0.612105
5.0,30,-0.612105
5.0,60,-0.612105
5.0,90,-0.612105
5.1,0,-0.490923
5.1,30,-0.490923
5.1,60,-0.490923
5.1,90,-0.490923
5.2,0,-0.391579
