R,phi,E
5.2,30,-0.391579
5.2,60,-0.391579
5.2,90,-0.391579
5.3,0,-0.315204
5.3,30,-0.315204
5.3,60,-0.315204
5.3,90,-0.315204
5.4,0,-0.261496
5.4,30,-0.261496
5.4,60,-0.261496
5.4,90,-0.261496
5.5,0,-0.226986
5.5,30,-0.226986
5.5,60,-0.226986
5.5,90,-0.226986
5.6,0,-0.20751
5.6,30,-0.20751
5.6,60,-0.20751
5.6,90,-0.20751
5.7,0,-0.199085
5.7,30,-0.199085
5.7,60,-0.199085
5.7,90,-0.199085
5.8,0,-0.198263
5.8,30,-0.198263
5.8,60,-0.198263
5.8,90,-0.198263
5.9,0,-0.202306
5.9,30,-0.202306
5.9,60,-0.202306
5.9,90,-0.202306
6.0,0,-0.20909
6.0,30,-0.20909
6.0,60,-0.20909
6.0,90,-0.20909
6.2,0,-0.22506
6.2,30,-0.22506
6.2,60,-0.22506
6.2,90,-0.22506
6.4,0,-0.238462
6.4,30,-0.238462
6.4,60,-0.238462
6.4,90,-0.238462
6.6,0,-0.245982
6.6,30,-0.245982
6.6,60,-0.245982
6.6,90,-0.245982
6.8,0,-0.246874
6.8,30,-0.246874
6.8,60,-0.246874
6.8,90,-0.246874
7.0,0,-0.242113
7.0,30,-0.242113
7.0,60,-0.242113
7.0,90,-0.242113
7.2,0,-0.233801
7.2,30,-0.233801
7.2,60,-0.233801
7.2,90,-0.233801
7.4,0,-0.224429
7.4,30,-0.224429
7.4,60,-0.224429
7.4,90,-0.224429
7.6,0,-0.216209
7.6,30,-0.216209
7.6,60,-0.216209
7.6,90,-0.216209
7.8,0,-0.210659
7.8,30,-0.210659
7.8,60,-0.210659
7.8,90,-0.210659
8.0,0,-0.208341
8.0,30,-0.208341
8.0,60,-0.208341
8.0,90,-0.208341
8.2,0,-0.209133
8.2,30,-0.209133
8.2,60,-0.209133
8.2,90,-0.209133
8.4,0,-0.212448
8.4,30,-0.212448
8.4,60,-0.212448
8.4,90,-0.212448
8.6,0,-0.217454
8.6,30,-0.217454
8.6,60,-0.217454
8.6,90,-0.217454
8.8,0,-0.223359
8.8,30,-0.223359
8.8,60,-0.223359
8.8,90,-0.223359
9.0,0,-0.229536
9.0,30,-0.229536
9.0,60,-0.229536
9.0,90,-0.229536
9.5,0,-0.244373
9.5,30,-0.244373
9.5,60,-0.244373
9.5,90,-0.244373
10.0,0,-0.257814
10.0,30,-0.257814
10.0,60,-0.257814
10.0,90,-0.257814
10.5,0,-0.270455
10.5,30,-0.270455
10.5,60,-0.270455
10.5,90,-0.270455
11.0,0,-0.28187
11.0,30,-0.28187
11.0,60,-0.28187
11.0,90,-0.28187
11.5,0,-0.291089
11.5,30,-0.291089
11.5,60,-0.291089
11.5,90,-0.291089
12.0,0,-0.297507
12.0,30,-0.297507
12.0,60,-0.297507
12.0,90,-0.297507
12.5,0,-0.301084
12.5,30,-0.301084
12.5,60,-0.301084
12.5,90,-0.301084
13.0,0,-0.302175
13.0,30,-0.302175
13.0,60,-0.302175
13.0,90,-0.302175
13.5,0,-0.301223
13.5,30,-0.301223
13.5,60,-0.301223
13.5,90,-0.301223
14.0,0,-0.293073
14.0,30,-0.293073
14.0,60,-0.293073
14.0,90,-0.293073
14.5,0,-0.290803
14.5,30,-0.290803
14.5,60,-0.290803
14.5,90,-0.290803
15.0,0,-0.28725
15.0,30,-0.28725
15.0,60,-0.28725
15.0,90,-0.28725
16.0,0,-0.277614
16.0,30,-0.277614
16.0,60,-0.277614
16.0,90,-0.277614
17.0,0,-0.266102
17.0,30,-0.266102
17.0,60,-0.266102
17.0,90,-0.266102
18.0,0,-0.253863
18.0,30,-0.253863
18.0,60,-0.253863
18.0,90,-0.253863
19.0,0,-0.241509
19.0,30,-0.241509
19.0,60,-0.241509
19.0,90,-0.241509
20.0,0,-0.229424
20.0,30,-0.229424
20.0,60,-0.229424
20.0,90,-0.229424
21.0,0,-0.216083
21.0,30,-0.216083
21.0,60,-0.216083
21.0,90,-0.216083
22.0,0,-0.204838
22.0,30,-0.204838
22.0,60,-0.204838
22.0,90,-0.204838
23.0,0,-0.194867
23.0,30,-0.194866
23.0,60,-0.194866
23.0,90,-0.194867
24.0,0,-0.185393
24.0,30,-0.185393
24.0,60,-0.185393
24.0,90,-0.185393
25.0,0,-0.176435
25.0,30,-0.176435
25.0,60,-0.176435
25.0,90,-0.176435
50.0,0,-0.059531
50.0,30,-0.059532
50.0,60,-0.059531
50.0,90,-0.059531
100.0,0,1.2e-05
100.0,30,1.2e-05
100.0,60,1.2e-05
100.0,90,1.2e-05
