R	0.0	30.0	60.0	90.0	120.0	150.0	180.0
2.5			2558.985681	2015.394703	2558.985674		
2.6		2303.246909	1808.316317	1429.531517	1808.316316	2303.246913	
2.7		1503.384144	1264.920286	1004.800538	1264.920295	1503.38415	
2.8		986.289137	873.666223	698.992545	873.66622	986.28914	
2.9	78.431668	638.046065	593.753266	480.343686	593.753266	638.046065	78.431674
3.0	43.87005	398.251726	395.045834	325.128392	395.045832	398.251727	43.870058
3.1	-1.991947	232.212283	255.213605	215.783571	255.213598	232.212274	-1.991957
3.2	-44.772899	118.111979	157.846593	139.408362	157.846593	118.111981	-44.772911
3.3	-78.329032	41.09615	90.975515	86.585233	90.975513	41.096143	-78.329027
3.4	-101.319682	-9.402904	45.783847	50.476021	45.783847	-9.402915	-101.319678
3.5	-114.719359	-41.107508	15.871706	26.144524	15.871704	-41.1075	-114.719355
3.6	-120.368964	-59.682678	-3.371288	10.054005	-3.371288	-59.682682	-120.368964
3.7	-120.383601	-69.2619	-15.243125	-0.3075	-15.24313	-69.261905	-120.3836
3.8	-116.514427	-72.835159	-22.084964	-7.003546	-22.084965	-72.835167	-116.514424
3.9	-110.20509	-72.528899	-25.544386	-10.580598	-25.544381	-72.528907	-110.205091
4.0	-102.539225	-69.831841	-26.770906	-12.354922	-26.770904	-69.831852	-102.539222
4.1	-94.289417	-65.765215	-26.560807	-12.920283	-26.560817	-65.765219	-94.289415
4.2	-85.980168	-61.013196	-25.764885	-12.700363	-25.764883	-61.01319	-85.980167
4.3	-77.94814	-56.021201	-24.063748	-11.997152	-24.063743	-56.021209	-77.948138
4.4	-70.392832	-51.069872	-22.138172	-11.023811	-22.138172	-51.06988	-70.39284
4.5	-63.417257	-46.574155	-20.145903	-9.927661	-20.145901	-46.574165	-63.417257
4.6	-57.059394	-42.063465	-18.189435	-8.807125	-18.189433	-42.06347	-57.0594
4.7	-51.315421	-37.926966	-16.33169	-7.724763	-16.331686	-37.926975	-51.315424
4.8	-46.156425	-34.169486	-14.607525	-6.71709	-14.607518	-34.169482	-46.156413
4.9	-41.539977	-30.779039	-13.032712	-5.802745	-13.032716	-30.779047	-41.539994
