R,theta_1,E
14.5,90.0,-0.688772
14.5,120.0,-0.493749
14.5,150.0,-0.392871
14.5,180.0,-0.290797
15.0,0.0,-0.28725
15.0,30.0,-0.382394
15.0,60.0,-0.469784
15.0,90.0,-0.658238
15.0,120.0,-0.469784
15.0,150.0,-0.382393
15.0,180.0,-0.28725
16.0,0.0,-0.277614
16.0,30.0,-0.362416
16.0,60.0,-0.429624
16.0,90.0,-0.60826
16.0,120.0,-0.429622
16.0,150.0,-0.362414
16.0,180.0,-0.277606
17.0,0.0,-0.266102
17.0,30.0,-0.343821
17.0,60.0,-0.397172
17.0,90.0,-0.568977
17.0,120.0,-0.397169
17.0,150.0,-0.343816
17.0,180.0,-0.2661
18.0,0.0,-0.253863
18.0,30.0,-0.326576
18.0,60.0,-0.37015
18.0,90.0,-0.537209
18.0,120.0,-0.370154
18.0,150.0,-0.326566
18.0,180.0,-0.253858
19.0,0.0,-0.241509
19.0,30.0,-0.310682
19.0,60.0,-0.347256
19.0,90.0,-0.510869
19.0,120.0,-0.347253
19.0,150.0,-0.310684
19.0,180.0,-0.241508
20.0,0.0,-0.229424
20.0,30.0,-0.296005
20.0,60.0,-0.327471
20.0,90.0,-0.48858
20.0,120.0,-0.327472
20.0,150.0,-0.296007
20.0,180.0,-0.229434
21.0,0.0,-0.216083
21.0,30.0,-0.281557
21.0,60.0,-0.309602
21.0,90.0,-0.468275
21.0,120.0,-0.309607
21.0,150.0,-0.281555
21.0,180.0,-0.21608
22.0,0.0,-0.204838
22.0,30.0,-0.268382
22.0,60.0,-0.293896
22.0,90.0,-0.452033
22.0,120.0,-0.293896
22.0,150.0,-0.268382
22.0,180.0,-0.204836
23.0,0.0,-0.194867
23.0,30.0,-0.257242
23.0,60.0,-0.28043
23.0,90.0,-0.437433
23.0,120.0,-0.280423
23.0,150.0,-0.257247
23.0,180.0,-0.19487
24.0,0.0,-0.185393
24.0,30.0,-0.246867
24.0,60.0,-0.268253
24.0,90.0,-0.424369
24.0,120.0,-0.268258
24.0,150.0,-0.246865
24.0,180.0,-0.185388
25.0,0.0,-0.176435
25.0,30.0,-0.2372
25.0,60.0,-0.257194
25.0,90.0,-0.412636
25.0,120.0,-0.25719
25.0,150.0,-0.237203
25.0,180.0,-0.176438
50.0,0.0,-0.059531
50.0,30.0,-0.117327
50.0,60.0,-0.131423
50.0,90.0,-0.283942
50.0,120.0,-0.131427
50.0,150.0,-0.117328
50.0,180.0,-0.059532
100.0,0.0,1.2e-05
100.0,30.0,-0.057699
100.0,60.0,-0.071635
100.0,90.0,-0.224043
100.0,120.0,-0.071636
100.0,150.0,-0.057699
100.0,180.0,1.3e-05
