R,theta_1,E
2.5,30.0,3418.080426
2.5,60.0,2646.886278
2.5,90.0,1917.543401
2.5,120.0,2646.88629
2.5,150.0,3418.080432
2.6,30.0,2394.7134
2.6,60.0,1850.438004
2.6,90.0,1290.9784
2.6,120.0,1850.438008
2.6,150.0,2394.713394
2.7,0.0,996.6139
2.7,30.0,1744.478447
2.7,60.0,1275.493066
2.7,90.0,841.273201
2.7,120.0,1275.493069
2.7,150.0,1744.478445
2.7,180.0,996.613904
2.8,0.0,932.60301
2.8,30.0,1285.670638
2.8,60.0,861.386761
2.8,90.0,522.203484
2.8,120.0,861.386761
2.8,150.0,1285.670644
2.8,180.0,932.603005
2.9,0.0,812.926153
2.9,30.0,945.11566
2.9,60.0,564.737441
2.9,90.0,299.126718
2.9,120.0,564.737451
2.9,150.0,945.115655
2.9,180.0,812.926166
3.0,0.0,672.683749
3.0,30.0,686.912275
3.0,60.0,353.806034
3.0,90.0,146.093866
3.0,120.0,353.806052
3.0,150.0,686.91228
3.0,180.0,672.683742
3.1,0.0,534.400374
3.1,30.0,490.711425
3.1,60.0,205.673636
3.1,90.0,43.672549
3.1,120.0,205.673641
3.1,150.0,490.711417
3.1,180.0,534.400374
3.2,0.0,410.402481
3.2,30.0,342.494651
3.2,60.0,103.390033
3.2,90.0,-22.645152
3.2,120.0,103.390025
3.2,150.0,342.494643
3.2,180.0,410.40248
3.3,0.0,305.890923
3.3,30.0,231.921128
3.3,60.0,34.392473
3.3,90.0,-63.76024
3.3,120.0,34.39248
3.3,150.0,231.921137
3.3,180.0,305.890919
3.4,0.0,221.708028
3.4,30.0,150.867635
3.4,60.0,-10.667447
3.4,90.0,-87.052241
3.4,120.0,-10.66744
3.4,150.0,150.867632
3.4,180.0,221.708016
3.5,0.0,156.346964
3.5,30.0,92.668532
3.5,60.0,-38.762544
3.5,90.0,-98.770428
3.5,120.0,-38.762549
3.5,150.0,92.668529
3.5,180.0,156.346961
3.6,0.0,107.219959
3.6,30.0,51.885896
3.6,60.0,-55.054779
3.6,90.0,-102.683088
3.6,120.0,-55.054775
3.6,150.0,51.885894
3.6,180.0,107.219956
3.7,0.0,71.400736
3.7,30.0,24.106468
3.7,60.0,-63.428755
3.7,90.0,-101.07176
3.7,120.0,-63.428755
3.7,150.0,24.106469
3.7,180.0,71.400743
3.8,0.0,46.044693
3.8,30.0,5.815755
3.8,60.0,-65.856213
3.8,90.0,-96.700362
3.8,120.0,-65.856208
3.8,150.0,5.815753
3.8,180.0,46.044693
3.9,0.0,28.615321
3.9,30.0,-5.783604
3.9,60.0,-65.154836
3.9,90.0,-90.607641
3.9,120.0,-65.154829
3.9,150.0,-5.783613
3.9,180.0,28.615312
4.0,0.0,16.987202
4.0,30.0,-12.232139
4.0,60.0,-62.350719
4.0,90.0,-83.701557
4.0,120.0,-62.350718
4.0,150.0,-12.232139
4.0,180.0,16.987202
4.1,0.0,9.468765
4.1,30.0,-15.695643
4.1,60.0,-58.37424
4.1,90.0,-76.570277
4.1,120.0,-58.374249
4.1,150.0,-15.695636
4.1,180.0,9.468764
4.2,0.0,4.773529
4.2,30.0,-17.050333
4.2,60.0,-53.849301
4.2,90.0,-69.577254
4.2,120.0,-53.849312
4.2,150.0,-17.050332
4.2,180.0,4.773525
4.3,0.0,1.962136
4.3,30.0,-17.086099
4.3,60.0,-49.178471
4.3,90.0,-62.934106
4.3,120.0,-49.178474
4.3,150.0,-17.086098
4.3,180.0,1.962131
4.4,0.0,0.372049
4.4,30.0,-16.349862
4.4,60.0,-44.608414
4.4,90.0,-56.753303
4.4,120.0,-44.608399
4.4,150.0,-16.34986
4.4,180.0,0.372059
4.5,0.0,-0.450618
4.5,30.0,-15.207239
4.5,60.0,-40.280312
4.5,90.0,-51.408604
4.5,120.0,-40.280307
4.5,150.0,-15.207244
4.5,180.0,-0.450621
4.6,0.0,-0.809127
4.6,30.0,-14.243064
4.6,60.0,-36.267197
4.6,90.0,-46.215385
4.6,120.0,-36.267197
4.6,150.0,-14.243075
4.6,180.0,-0.809129
4.7,0.0,-0.901177
4.7,30.0,-12.850796
4.7,60.0,-32.960357
4.7,90.0,-41.53042
4.7,120.0,-32.960356
4.7,150.0,-12.850798
4.7,180.0,-0.901176
4.8,0.0,-0.852534
4.8,30.0,-11.517011
4.8,60.0,-29.590152
4.8,90.0,-37.325065
4.8,120.0,-29.590155
4.8,150.0,-11.517012
4.8,180.0,-0.852525
4.9,0.0,-0.74084
4.9,30.0,-10.287226
4.9,60.0,-26.56752
4.9,90.0,-33.565496
4.9,120.0,-26.567527
4.9,150.0,-10.287232
4.9,180.0,-0.740845
5.0,0.0,-0.612105
5.0,30.0,-9.181473
5.0,60.0,-23.869246
5.0,90.0,-30.217315
5.0,120.0,-23.86925
5.0,150.0,-9.18148
5.0,180.0,-0.612098
5.1,0.0,-0.490923
5.1,30.0,-8.20191
5.1,60.0,-21.471921
5.1,90.0,-27.246739
5.1,120.0,-21.471912
5.1,150.0,-8.2019
5.1,180.0,-0.490928
5.2,0.0,-0.391579
5.2,30.0,-7.34255
5.2,60.0,-19.351801
5.2,90.0,-24.620301
5.2,120.0,-19.351804
5.2,150.0,-7.34256
5.2,180.0,-0.39158
5.3,0.0,-0.315204
5.3,30.0,-6.592145
5.3,60.0,-17.481648
5.3,90.0,-22.30399
5.3,120.0,-17.481654
5.3,150.0,-6.592151
5.3,180.0,-0.315205
5.4,0.0,-0.261496
5.4,30.0,-5.937356
5.4,60.0,-15.835524
5.4,90.0,-20.263556
5.4,120.0,-15.835515
5.4,150.0,-5.937356
5.4,180.0,-0.261491
5.5,0.0,-0.226986
5.5,30.0,-5.365867
5.5,60.0,-14.388121
5.5,90.0,-18.46523
5.5,120.0,-14.388111
5.5,150.0,-5.365868
5.5,180.0,-0.22698
5.6,0.0,-0.20751
5.6,30.0,-4.867009
5.6,60.0,-13.11503
5.6,90.0,-16.877231
5.6,120.0,-13.11502
5.6,150.0,-4.867014
5.6,180.0,-0.207503
5.7,0.0,-0.199085
5.7,30.0,-4.431777
5.7,60.0,-11.99327
5.7,90.0,-15.470928
5.7,120.0,-11.993268
5.7,150.0,-4.431776
5.7,180.0,-0.199087
5.8,0.0,-0.198263
5.8,30.0,-4.052171
5.8,60.0,-11.001836
5.8,90.0,-14.221395
5.8,120.0,-11.001841
5.8,150.0,-4.05217
5.8,180.0,-0.198264
5.9,0.0,-0.202306
5.9,30.0,-3.720832
5.9,60.0,-10.122174
5.9,90.0,-13.107515
5.9,120.0,-10.122167
5.9,150.0,-3.720834
5.9,180.0,-0.202304
6.0,0.0,-0.20909
6.0,30.0,-3.430915
6.0,60.0,-9.338306
6.0,90.0,-12.111498
6.0,120.0,-9.338318
6.0,150.0,-3.430919
6.0,180.0,-0.209091
6.2,0.0,-0.22506
6.2,30.0,-2.950513
6.2,60.0,-8.006165
6.2,90.0,-10.414086
6.2,120.0,-8.006166
6.2,150.0,-2.950514
6.2,180.0,-0.22506
6.4,0.0,-0.238462
6.4,30.0,-2.56894
6.4,60.0,-6.920743
6.4,90.0,-9.028148
6.4,120.0,-6.920743
6.4,150.0,-2.568945
6.4,180.0,-0.238461
6.6,0.0,-0.245982
6.6,30.0,-2.257021
6.6,60.0,-6.020655
6.6,90.0,-7.874551
6.6,120.0,-6.020651
6.6,150.0,-2.257027
6.6,180.0,-0.245978
6.8,0.0,-0.246874
6.8,30.0,-1.995917
6.8,60.0,-5.260905
6.8,90.0,-6.89491
6.8,120.0,-5.260903
6.8,150.0,-1.995905
6.8,180.0,-0.246877
7.0,0.0,-0.242113
7.0,30.0,-1.773343
7.0,60.0,-4.610591
7.0,90.0,-6.051774
7.0,120.0,-4.610589
7.0,150.0,-1.773343
7.0,180.0,-0.242114
7.2,0.0,-0.233801
7.2,30.0,-1.581336
7.2,60.0,-4.050275
7.2,90.0,-5.324273
7.2,120.0,-4.050275
7.2,150.0,-1.581331
7.2,180.0,-0.233808
7.4,0.0,-0.224429
7.4,30.0,-1.414936
7.4,60.0,-3.568313
7.4,90.0,-4.700262
7.4,120.0,-3.568307
7.4,150.0,-1.414923
7.4,180.0,-0.224432
7.6,0.0,-0.216209
7.6,30.0,-1.271073
7.6,60.0,-3.156446
7.6,90.0,-4.169607
7.6,120.0,-3.156453
7.6,150.0,-1.271066
7.6,180.0,-0.21622
7.8,0.0,-0.210659
7.8,30.0,-1.147763
7.8,60.0,-2.806973
7.8,90.0,-3.720966
7.8,120.0,-2.806969
7.8,150.0,-1.147769
7.8,180.0,-0.210659
8.0,0.0,-0.208341
8.0,30.0,-1.043214
8.0,60.0,-2.511446
8.0,90.0,-3.341598
8.0,120.0,-2.511441
8.0,150.0,-1.04321
8.0,180.0,-0.208338
8.2,0.0,-0.209133
8.2,30.0,-0.955358
8.2,60.0,-2.261086
8.2,90.0,-3.019053
8.2,120.0,-2.261077
8.2,150.0,-0.955364
8.2,180.0,-0.209133
8.4,0.0,-0.212448
8.4,30.0,-0.881838
8.4,60.0,-2.047735
8.4,90.0,-2.742584
8.4,120.0,-2.047739
8.4,150.0,-0.881829
8.4,180.0,-0.212453
8.6,0.0,-0.217454
8.6,30.0,-0.820153
8.6,60.0,-1.864453
8.6,90.0,-2.503588
8.6,120.0,-1.864455
8.6,150.0,-0.820145
8.6,180.0,-0.217457
8.8,0.0,-0.223359
8.8,30.0,-0.768073
8.8,60.0,-1.705844
8.8,90.0,-2.295707
8.8,120.0,-1.705844
8.8,150.0,-0.768073
8.8,180.0,-0.223351
9.0,0.0,-0.229536
9.0,30.0,-0.723724
9.0,60.0,-1.567804
9.0,90.0,-2.114113
9.0,120.0,-1.567803
9.0,150.0,-0.723721
9.0,180.0,-0.229541
9.5,0.0,-0.244373
9.5,30.0,-0.637968
9.5,60.0,-1.293815
9.5,90.0,-1.752547
9.5,120.0,-1.293812
9.5,150.0,-0.637971
9.5,180.0,-0.24437
10.0,0.0,-0.257814
10.0,30.0,-0.578172
10.0,60.0,-1.096041
10.0,90.0,-1.490342
10.0,120.0,-1.09604
10.0,150.0,-0.578166
10.0,180.0,-0.257815
10.5,0.0,-0.270455
10.5,30.0,-0.536271
10.5,60.0,-0.950963
10.5,90.0,-1.29674
10.5,120.0,-0.950961
10.5,150.0,-0.536277
10.5,180.0,-0.270455
11.0,0.0,-0.28187
11.0,30.0,-0.506176
11.0,60.0,-0.841933
11.0,90.0,-1.150267
11.0,120.0,-0.841929
11.0,150.0,-0.506175
11.0,180.0,-0.281876
11.5,0.0,-0.291089
11.5,30.0,-0.483264
11.5,60.0,-0.751102
11.5,90.0,-1.03676
11.5,120.0,-0.751091
11.5,150.0,-0.483273
11.5,180.0,-0.29109
12.0,0.0,-0.297507
12.0,30.0,-0.46456
12.0,60.0,-0.686264
12.0,90.0,-0.946882
12.0,120.0,-0.686262
12.0,150.0,-0.464559
12.0,180.0,-0.297504
12.5,0.0,-0.301084
12.5,30.0,-0.448391
12.5,60.0,-0.633482
12.5,90.0,-0.874439
12.5,120.0,-0.633483
12.5,150.0,-0.448388
12.5,180.0,-0.301077
13.0,0.0,-0.302175
13.0,30.0,-0.433785
13.0,60.0,-0.589651
13.0,90.0,-0.815081
13.0,120.0,-0.589648
13.0,150.0,-0.433784
13.0,180.0,-0.302176
13.5,0.0,-0.301223
13.5,30.0,-0.41477
13.5,60.0,-0.552723
13.5,90.0,-0.765752
13.5,120.0,-0.552721
13.5,150.0,-0.414767
13.5,180.0,-0.301222
14.0,0.0,-0.293073
14.0,30.0,-0.403671
14.0,60.0,-0.521117
14.0,90.0,-0.724188
14.0,120.0,-0.521116
14.0,150.0,-0.403668
14.0,180.0,-0.293072
14.5,0.0,-0.290803
14.5,30.0,-0.392869
14.5,60.0,-0.493746
