R	0	30	60	90	120	150	180
2.5		-4681.686805	2423.163184	1946.345454	2835.652617	3772.86666	
2.6	682.270037	2074.069499	1655.869537	1330.887317	2033.860022	2678.66309	682.270048
2.7	746.639318	1411.738428	1108.201254	887.557795	1446.49257	1951.926111	746.639315
2.8	717.256714	977.015268	719.443137	571.558525	1017.156893	1436.234176	717.256716
2.9	627.59144	671.330063	445.695687	349.196838	704.595591	1056.302641	627.59144
3.0	513.147396	449.600304	255.015675	195.180307	478.489052	771.461088	513.147397
3.1	397.559828	287.559018	124.247074	90.581889	316.244358	557.027517	397.559825
3.2	293.671126	169.959506	36.513872	21.31478	201.240741	396.20331	293.671118
3.3	206.851889	86.073232	-20.536338	-23.012366	120.854086	276.760895	206.851887
3.4	138.055934	27.778434	-55.946612	-50.105345	65.708943	189.115401	138.055936
3.5	85.887985	-11.294439	-76.315621	-65.036224	28.427972	125.870278	85.887989
3.6	47.902307	-36.182825	-86.429816	-72.12423	4.669339	81.003844	47.902314
3.7	21.358504	-50.926539	-89.768448	-74.002078	-10.371033	49.840408	21.358496
3.8	3.636184	-58.274485	-88.612906	-72.566351	-19.272599	28.688393	3.636182
3.9	-7.556504	-60.930544	-84.875557	-69.150069	-23.972724	14.711567	-7.556509
4.0	-14.100688	-60.409991	-79.653572	-64.658619	-25.887656	5.629187	-14.100695
4.1	-17.461909	-57.51719	-73.708224	-59.682141	-26.027894	0.268278	-17.461911
4.2	-18.731505	-53.78426	-67.544018	-54.589949	-25.094241	-2.838169	-18.731512
4.3	-18.691197	-49.542311	-61.477192	-49.605033	-23.556908	-4.462631	-18.691201
4.4	-17.881672	-45.180132	-55.692858	-44.857816	-21.72101	-5.151842	-17.881679
4.5	-16.971835	-40.935442	-50.289976	-40.420962	-19.779494	-5.277339	-16.971829
4.6	-15.518856	-37.275803	-45.313661	-36.330721	-17.853163	-5.081199	-15.518859
4.7	-14.046925	-33.552155	-40.776539	-32.600449	-16.010516	-4.715841	-14.046919
4.8	-12.635855	-30.163064	-36.671906	-29.229173	-14.298791	-4.275446	-12.63586
4.9	-11.327654	-27.10788	-32.981692	-26.206848	-12.73824	-3.817561	-11.327654
5.0	-10.140618	-24.371942	-29.68117	-23.517314	-11.336858	-3.376212	-10.140626
5.1	-9.078617	-21.932768	-26.741936	-21.139461	-10.093552	-2.970073	-9.078612
5.2	-8.137054	-19.763996	-24.133641	-19.047872	-9.001315	-2.607276	-8.137051
5.3	-7.306564	-17.838263	-21.825047	-17.213835	-8.049306	-2.289126	-7.306566
5.4	-6.576128	-16.129187	-19.784666	-15.606963	-7.224378	-2.013674	-6.576133
5.5	-5.932442	-14.61252	-17.981638	-14.197099	-6.511934	-1.777381	-5.932439
5.6	-5.365366	-13.266441	-16.386521	-12.956256	-5.896955	-1.57643	-5.365377
5.7	-4.864615	-12.071477	-14.972129	-11.859865	-5.364941	-1.406909	-4.864623
5.8	-4.421356	-11.000657	-13.714233	-10.887184	-4.902697	-1.264947	-4.421353
5.9	-4.028073	-10.060811	-12.591789	-10.02125	-4.498788	-1.146611	-4.028073
6.0	-3.678427	-9.223045	-11.586933	-9.247999	-4.143799	-1.048038	-3.678425
6.2	-3.088898	-7.795587	-9.87196	-7.933985	-3.551423	-0.896152	-3.088889
6.4	-2.617241	-6.642514	-8.473845	-6.867224	-3.079795	-0.786203	-2.617249
6.6	-2.23657	-5.7013	-7.321304	-5.98616	-2.696357	-0.70347	-2.236568
6.8	-1.926607	-4.926457	-6.360235	-5.244862	-2.376893	-0.63929	-1.926602
7.0	-1.672433	-4.283715	-5.550846	-4.613181	-2.104821	-0.588208	-1.67243
7.2	-1.463081	-3.746821	-4.865018	-4.073175	-1.870491	-0.546512	-1.463075
7.4	-1.290257	-3.295539	-4.282864	-3.613563	-1.669224	-0.51198	-1.290258
7.6	-1.147495	-2.914451	-3.783236	-3.224738	-1.498298	-0.483367	-1.147485
7.8	-1.029566	-2.591691	-3.366291	-2.896855	-1.35496	-0.460218	-1.029568
8.0	-0.932168	-2.317779	-3.012023	-2.619743	-1.235672	-0.442213	-0.932162
8.2	-0.851632	-2.084895	-2.709871	-2.384042	-1.136314	-0.428908	-0.851623
8.4	-0.784847	-1.886331	-2.450652	-2.181829	-1.052898	-0.419498	-0.784842
8.6	-0.729144	-1.716259	-2.226842	-2.006975	-0.982028	-0.413124	-0.729138
8.8	-0.682207	-1.569804	-2.032528	-1.854853	-0.92114	-0.408842	-0.682216
9.0	-0.642274	-1.442944	-1.863045	-1.721974	-0.868348	-0.405879	-0.642277
9.5	-0.564549	-1.192003	-1.525444	-1.457312	-0.763955	-0.401443	-0.564555
10.0	-0.509174	-1.010378	-1.279726	-1.264785	-0.688877	-0.399293	-0.509172
10.5	-0.469539	-0.871202	-1.097688	-1.121632	-0.633657	-0.398706	-0.469528
11.0	-0.440733	-0.773417	-0.959922	-1.012297	-0.591416	-0.398639	-0.440734
11.5	-0.418799	-0.698293	-0.85317	-0.921788	-0.55757	-0.398002	-0.418796
12.0	-0.400893	-0.638993	-0.768648	-0.854606	-0.529317	-0.396088	-0.400897
12.5	-0.379899	-0.590923	-0.700427	-0.79954	-0.498508	-0.392727	-0.379893
13.0	-0.36747	-0.551125	-0.644429	-0.753671	-0.47892	-0.382248	-0.367475
13.5	-0.355587	-0.517531	-0.597787	-0.714906	-0.461029	-0.378206	-0.35559
