R	0	30	60	90	120	150	180
14.0	-0.344169	-0.488726	-0.558389	-0.681721	-0.444607	-0.372943	-0.344172
14.5	-0.333153	-0.463686	-0.524717	-0.652978	-0.429418	-0.366827	-0.333158
15.0	-0.322493	-0.44164	-0.495594	-0.62781	-0.415277	-0.360113	-0.322494
16.0	-0.302316	-0.404486	-0.447711	-0.585747	-0.389706	-0.34571	-0.302317
17.0	-0.283623	-0.374163	-0.409915	-0.551839	-0.367164	-0.330891	-0.28362
18.0	-0.266346	-0.348689	-0.379155	-0.523772	-0.347086	-0.316304	-0.266347
19.0	-0.250422	-0.326919	-0.353523	-0.500063	-0.329098	-0.302242	-0.250416
20.0	-0.235732	-0.307979	-0.33178	-0.479671	-0.312889	-0.288938	-0.235737
21.0	-0.220663	-0.290201	-0.312629	-0.461264	-0.297895	-0.275299	-0.22066
22.0	-0.208163	-0.275242	-0.295997	-0.445982	-0.284279	-0.263438	-0.208169
23.0	-0.197016	-0.262193	-0.281597	-0.432059	-0.272209	-0.252761	-0.197015
24.0	-0.186617	-0.250368	-0.268692	-0.41954	-0.261127	-0.242734	-0.186617
25.0	-0.176937	-0.239549	-0.257072	-0.408204	-0.250899	-0.233347	-0.176944
50.0	-0.057016	-0.11487	-0.128911	-0.281291	-0.128706	-0.114685	-0.057016
100.0	0.002613	-0.0551	-0.069032	-0.221449	-0.06903	-0.055087	0.002615
