R,phi,E
5.7,60.0,-4.864623
5.7,90.0,-4.864623
5.8,0.0,-4.421353
5.8,30.0,-4.421353
5.8,60.0,-4.421353
5.8,90.0,-4.421353
5.9,0.0,-4.028073
5.9,30.0,-4.028073
5.9,60.0,-4.028073
5.9,90.0,-4.028073
6.0,0.0,-3.678425
6.0,30.0,-3.678425
6.0,60.0,-3.678425
6.0,90.0,-3.678425
6.2,0.0,-3.088889
6.2,30.0,-3.088889
6.2,60.0,-3.088889
6.2,90.0,-3.088889
6.4,0.0,-2.617249
6.4,30.0,-2.617249
6.4,60.0,-2.617249
6.4,90.0,-2.617249
6.6,0.0,-2.236568
6.6,30.0,-2.236568
6.6,60.0,-2.236568
6.6,90.0,-2.236568
6.8,0.0,-1.926602
6.8,30.0,-1.926602
6.8,60.0,-1.926602
6.8,90.0,-1.926602
7.0,0.0,-1.67243
7.0,30.0,-1.67243
7.0,60.0,-1.67243
7.0,90.0,-1.67243
7.2,0.0,-1.463075
7.2,30.0,-1.463075
7.2,60.0,-1.463075
7.2,90.0,-1.463075
7.4,0.0,-1.290258
7.4,30.0,-1.290258
7.4,60.0,-1.290258
7.4,90.0,-1.290258
7.6,0.0,-1.147485
7.6,30.0,-1.147485
7.6,60.0,-1.147485
7.6,90.0,-1.147485
7.8,0.0,-1.029568
7.8,30.0,-1.029568
7.8,60.0,-1.029568
7.8,90.0,-1.029568
8.0,0.0,-0.932162
8.0,30.0,-0.932162
8.0,60.0,-0.932162
8.0,90.0,-0.932162
8.2,0.0,-0.851623
8.2,30.0,-0.851623
8.2,60.0,-0.851623
8.2,90.0,-0.851623
8.4,0.0,-0.784842
8.4,30.0,-0.784842
8.4,60.0,-0.784842
8.4,90.0,-0.784842
8.6,0.0,-0.729138
8.6,30.0,-0.729138
8.6,60.0,-0.729138
8.6,90.0,-0.729138
8.8,0.0,-0.682216
8.8,30.0,-0.682216
8.8,60.0,-0.682216
8.8,90.0,-0.682216
9.0,0.0,-0.642277
9.0,30.0,-0.642277
9.0,60.0,-0.642277
9.0,90.0,-0.642277
9.5,0.0,-0.564555
9.5,30.0,-0.564555
9.5,60.0,-0.564555
9.5,90.0,-0.564555
10.0,0.0,-0.509172
10.0,30.0,-0.509172
10.0,60.0,-0.509172
10.0,90.0,-0.509172
10.5,0.0,-0.469528
10.5,30.0,-0.469529
10.5,60.0,-0.469528
10.5,90.0,-0.469528
11.0,0.0,-0.440734
11.0,30.0,-0.440735
11.0,60.0,-0.440734
11.0,90.0,-0.440734
11.5,0.0,-0.418796
11.5,30.0,-0.418796
11.5,60.0,-0.418796
11.5,90.0,-0.418796
12.0,0.0,-0.400897
12.0,30.0,-0.400897
12.0,60.0,-0.400897
12.0,90.0,-0.400897
12.5,0.0,-0.379893
12.5,30.0,-0.379893
12.5,60.0,-0.379893
12.5,90.0,-0.379893
13.0,0.0,-0.367475
13.0,30.0,-0.367475
13.0,60.0,-0.367475
13.0,90.0,-0.367475
13.5,0.0,-0.35559
13.5,30.0,-0.35559
13.5,60.0,-0.35559
13.5,90.0,-0.35559
14.0,0.0,-0.344172
14.0,30.0,-0.344172
14.0,60.0,-0.344172
14.0,90.0,-0.344172
14.5,0.0,-0.333158
14.5,30.0,-0.333158
14.5,60.0,-0.333158
14.5,90.0,-0.333158
15.0,0.0,-0.322494
15.0,30.0,-0.322494
15.0,60.0,-0.322494
15.0,90.0,-0.322494
16.0,0.0,-0.302317
16.0,30.0,-0.302317
16.0,60.0,-0.302317
16.0,90.0,-0.302317
17.0,0.0,-0.28362
17.0,30.0,-0.28362
17.0,60.0,-0.28362
17.0,90.0,-0.28362
18.0,0.0,-0.266347
18.0,30.0,-0.266347
18.0,60.0,-0.266347
18.0,90.0,-0.266347
19.0,0.0,-0.250416
19.0,30.0,-0.250416
19.0,60.0,-0.250416
19.0,90.0,-0.250416
20.0,0.0,-0.235737
20.0,30.0,-0.235737
20.0,60.0,-0.235737
20.0,90.0,-0.235737
21.0,0.0,-0.22066
21.0,30.0,-0.22066
21.0,60.0,-0.22066
21.0,90.0,-0.22066
22.0,0.0,-0.208169
22.0,30.0,-0.208169
22.0,60.0,-0.208169
22.0,90.0,-0.20817
23.0,0.0,-0.197015
23.0,30.0,-0.197015
23.0,60.0,-0.197015
23.0,90.0,-0.197014
24.0,0.0,-0.186617
24.0,30.0,-0.186617
24.0,60.0,-0.186617
24.0,90.0,-0.186617
25.0,0.0,-0.176944
25.0,30.0,-0.176944
25.0,60.0,-0.176944
25.0,90.0,-0.176944
50.0,0.0,-0.057016
50.0,30.0,-0.057016
50.0,60.0,-0.057016
50.0,90.0,-0.057016
100.0,0.0,0.002615
100.0,30.0,0.002615
100.0,60.0,0.002615
100.0,90.0,0.002615
