R	0	30	60	90
2.5	-858.141394	-858.141394	-858.141394	-858.141394
2.6	-294.352591	-294.352591	-294.352591	-294.352591
2.7	-24.084346	-24.084346	-24.084346	-24.084346
2.8	72.776546	72.776546	72.776546	72.776546
2.9	78.431674	78.431674	78.431674	78.431674
3.0	43.870058	43.870058	43.870058	43.870058
3.1	-1.991957	-1.991957	-1.991957	-1.991957
3.2	-44.772911	-44.772911	-44.772911	-44.772911
3.3	-78.329027	-78.329027	-78.329027	-78.329027
3.4	-101.319678	-101.319678	-101.319678	-101.319678
3.5	-114.719355	-114.719355	-114.719355	-114.719355
3.6	-120.368964	-120.368964	-120.368964	-120.368964
3.7	-120.3836	-120.3836	-120.3836	-120.3836
3.8	-116.514424	-116.514424	-116.514424	-116.514424
3.9	-110.205091	-110.205091	-110.205091	-110.205091
4.0	-102.539222	-102.539222	-102.539222	-102.539222
4.1	-94.289415	-94.289415	-94.289415	-94.289415
4.2	-85.980167	-85.980167	-85.980167	-85.980167
4.3	-77.948138	-77.948139	-77.948138	-77.948138
4.4	-70.39284	-70.39284	-70.39284	-70.39284
4.5	-63.417257	-63.417257	-63.417257	-63.417257
4.6	-57.0594	-57.0594	-57.0594	-57.0594
4.7	-51.315424	-51.315424	-51.315424	-51.315424
4.8	-46.156413	-46.156413	-46.156413	-46.156413
4.9	-41.539994	-41.539994	-41.539994	-41.539994
5.0	-37.417601	-37.417601	-37.417601	-37.417601
5.1	-33.739462	-33.739461	-33.739461	-33.739461
5.2	-30.457326	-30.457326	-30.457326	-30.457326
5.3	-27.52634	-27.52634	-27.52634	-27.52634
5.4	-24.905955	-24.905955	-24.905955	-24.905955
5.5	-22.56049	-22.56049	-22.56049	-22.56049
5.6	-20.458902	-20.458902	-20.458902	-20.458902
5.7	-18.57438	-18.57438	-18.57438	-18.57438
5.8	-16.883592	-16.883592	-16.883592	-16.883592
5.9	-15.365986	-15.365986	-15.365986	-15.365986
6.0	-14.003226	-14.003226	-14.003226	-14.003225
6.2	-11.678099	-11.678099	-11.678099	-11.678099
6.4	-9.796015	-9.796015	-9.796015	-9.796015
6.6	-8.268652	-8.268652	-8.268652	-8.268652
6.8	-7.02773	-7.02773	-7.02773	-7.02773
7.0	-6.019281	-6.019281	-6.019281	-6.019281
7.2	-5.198388	-5.198388	-5.198388	-5.198388
7.4	-4.526722	-4.526722	-4.526722	-4.526722
7.6	-3.97237	-3.97237	-3.97237	-3.97237
7.8	-3.510124	-3.510124	-3.510124	-3.510124
8.0	-3.121059	-3.121059	-3.121059	-3.121059
8.2	-2.791242	-2.791242	-2.791242	-2.791242
8.4	-2.510124	-2.510124	-2.510124	-2.510124
8.6	-2.269383	-2.269383	-2.269383	-2.269383
8.8	-2.062155	-2.062155	-2.062155	-2.062155
9.0	-1.882685	-1.882685	-1.882685	-1.882685
9.5	-1.526809	-1.526809	-1.526809	-1.526809
10.0	-1.266075	-1.266075	-1.266075	-1.266075
10.5	-1.071147	-1.071147	-1.071147	-1.071147
11.0	-0.92325	-0.92325	-0.92325	-0.92325
11.5	-0.802428	-0.802428	-0.802428	-0.802428
12.0	-0.714646	-0.714646	-0.714646	-0.714646
12.5	-0.643974	-0.643974	-0.643974	-0.643974
13.0	-0.586037	-0.586037	-0.586037	-0.586037
13.5	-0.537814	-0.537814	-0.537814	-0.537814
14.0	-0.497113	-0.497113	-0.497113	-0.497113
14.5	-0.462349	-0.462349	-0.462349	-0.462349
15.0	-0.432316	-0.432316	-0.432316	-0.432316
16.0	-0.383025	-0.383025	-0.383025	-0.383025
17.0	-0.344213	-0.344213	-0.344213	-0.344213
18.0	-0.312712	-0.312712	-0.312712	-0.312712
19.0	-0.286542	-0.286542	-0.286542	-0.286542
20.0	-0.264357	-0.264357	-0.264357	-0.264357
21.0	-0.244402	-0.244402	-0.244402	-0.244402
22.0	-0.228257	-0.228257	-0.228257	-0.228257
23.0	-0.21359	-0.21359	-0.21359	-0.21359
24.0	-0.200507	-0.200507	-0.200507	-0.200507
25.0	-0.188741	-0.188741	-0.188741	-0.188742
50.0	-0.059902	-0.059902	-0.059902	-0.059902
100.0	4e-06	4e-06	4e-06	4e-06
