R,phi,E
5.6,0.0,-5.817164
5.6,30.0,-6.560845
5.6,60.0,-7.82738
5.6,90.0,-8.495191
5.7,0.0,-5.204011
5.7,30.0,-5.889548
5.7,60.0,-7.03991
5.7,90.0,-7.649699
5.8,0.0,-4.664005
5.8,30.0,-5.297243
5.8,60.0,-6.343217
5.8,90.0,-6.900863
5.9,0.0,-4.188906
5.9,30.0,-4.774999
5.9,60.0,-5.726884
5.9,90.0,-6.237526
6.0,0.0,-3.771385
6.0,30.0,-4.31487
6.0,60.0,-5.18173
6.0,90.0,-5.649903
6.2,0.0,-3.083716
6.2,30.0,-3.553614
6.2,60.0,-4.273562
6.2,90.0,-4.668406
6.4,0.0,-2.55694
6.4,30.0,-2.965964
6.4,60.0,-3.564571
6.4,90.0,-3.898806
6.6,0.0,-2.155409
6.6,30.0,-2.513866
6.6,60.0,-3.011522
6.6,90.0,-3.295371
6.8,0.0,-1.849866
6.8,30.0,-2.166026
6.8,60.0,-2.579413
6.8,90.0,-2.821154
7.0,0.0,-1.616423
7.0,30.0,-1.897154
7.0,60.0,-2.239814
7.0,90.0,-2.44625
7.2,0.0,-1.43618
7.2,30.0,-1.687113
7.2,60.0,-1.970277
7.2,90.0,-2.146994
7.4,0.0,-1.294925
7.4,30.0,-1.520688
7.4,60.0,-1.753573
7.4,90.0,-1.905176
7.6,0.0,-1.182401
7.6,30.0,-1.386795
7.6,60.0,-1.577031
7.6,90.0,-1.707303
7.8,0.0,-1.091383
7.8,30.0,-1.277564
7.8,60.0,-1.431448
7.8,90.0,-1.543555
8.0,0.0,-1.016791
8.0,30.0,-1.187408
8.0,60.0,-1.310136
8.0,90.0,-1.406676
8.2,0.0,-0.954922
8.2,30.0,-1.112159
8.2,60.0,-1.208098
8.2,90.0,-1.291237
8.4,0.0,-0.90299
8.4,30.0,-1.048635
8.4,60.0,-1.121452
8.4,90.0,-1.193042
8.6,0.0,-0.858817
8.6,30.0,-0.994437
8.6,60.0,-1.047229
8.6,90.0,-1.108794
8.8,0.0,-0.820707
8.8,30.0,-0.947615
8.8,60.0,-0.983014
8.8,90.0,-1.035887
9.0,0.0,-0.787433
9.0,30.0,-0.90672
9.0,60.0,-0.926938
9.0,90.0,-0.972222
9.5,0.0,-0.719509
9.5,30.0,-0.823706
9.5,60.0,-0.813695
9.5,90.0,-0.843852
10.0,0.0,-0.662319
10.0,30.0,-0.755389
10.0,60.0,-0.723276
10.0,90.0,-0.742354
10.5,0.0,-0.62181
10.5,30.0,-0.706775
10.5,60.0,-0.658364
10.5,90.0,-0.669331
11.0,0.0,-0.58809
11.0,30.0,-0.666924
11.0,60.0,-0.606306
11.0,90.0,-0.611113
11.5,0.0,-0.559157
11.5,30.0,-0.633376
11.5,60.0,-0.563388
11.5,90.0,-0.563574
12.0,0.0,-0.533773
12.0,30.0,-0.604371
12.0,60.0,-0.527248
12.0,90.0,-0.523824
12.5,0.0,-0.511065
12.5,30.0,-0.57887
12.5,60.0,-0.496145
12.5,90.0,-0.489928
13.0,0.0,-0.490514
13.0,30.0,-0.556131
13.0,60.0,-0.469003
13.0,90.0,-0.460575
13.5,0.0,-0.471718
13.5,30.0,-0.535549
13.5,60.0,-0.444972
13.5,90.0,-0.434816
14.0,0.0,-0.454432
14.0,30.0,-0.516904
14.0,60.0,-0.423496
14.0,90.0,-0.411937
14.5,0.0,-0.438469
14.5,30.0,-0.499779
14.5,60.0,-0.40415
14.5,90.0,-0.391454
15.0,0.0,-0.423624
15.0,30.0,-0.484039
15.0,60.0,-0.386544
15.0,90.0,-0.372947
16.0,0.0,-0.39688
16.0,30.0,-0.455924
16.0,60.0,-0.355697
16.0,90.0,-0.340729
17.0,0.0,-0.373402
17.0,30.0,-0.431504
17.0,60.0,-0.329401
17.0,90.0,-0.313492
18.0,0.0,-0.3526
18.0,30.0,-0.410058
18.0,60.0,-0.306613
18.0,90.0,-0.290048
19.0,0.0,-0.334054
19.0,30.0,-0.39103
19.0,60.0,-0.286662
19.0,90.0,-0.269617
20.0,0.0,-0.317393
20.0,30.0,-0.374039
20.0,60.0,-0.268954
20.0,90.0,-0.251585
21.0,0.0,-0.302831
21.0,30.0,-0.359195
21.0,60.0,-0.253639
21.0,90.0,-0.235982
22.0,0.0,-0.289358
22.0,30.0,-0.345539
22.0,60.0,-0.2396
22.0,90.0,-0.221757
23.0,0.0,-0.276789
23.0,30.0,-0.332823
23.0,60.0,-0.226583
23.0,90.0,-0.208601
24.0,0.0,-0.265304
24.0,30.0,-0.321249
24.0,60.0,-0.214779
24.0,90.0,-0.19667
25.0,0.0,-0.2548
25.0,30.0,-0.31062
25.0,60.0,-0.203978
25.0,90.0,-0.185813
50.0,0.0,-0.131339
50.0,30.0,-0.186807
50.0,60.0,-0.079431
50.0,90.0,-0.060879
100.0,0.0,-0.071634
100.0,30.0,-0.127079
100.0,60.0,-0.019669
100.0,90.0,-0.00111
