R,theta1,E
2.5,0,788.777982
2.5,30,3418.122902
2.5,60,2646.984896
2.5,90,1917.938185
2.5,120,2646.984892
2.5,150,3418.122912
2.5,180,788.777991
2.6,0,960.245639
2.6,30,2394.828757
2.6,60,1850.537933
2.6,90,1291.343346
2.6,120,1850.537926
2.6,150,2394.828764
2.6,180,960.245638
2.7,0,996.6139
2.7,30,1744.589566
2.7,60,1275.589659
2.7,90,841.610293
2.7,120,1275.589679
2.7,150,1744.589583
2.7,180,996.613904
2.8,0,932.60301
2.8,30,1285.766084
2.8,60,861.47853
2.8,90,522.516176
2.8,120,861.478523
2.8,150,1285.766076
2.8,180,932.603005
2.9,0,812.926153
2.9,30,945.197069
2.9,60,564.824285
2.9,90,299.418865
2.9,120,564.824289
2.9,150,945.197078
2.9,180,812.926166
3.0,0,672.683749
3.0,30,686.983576
3.0,60,353.88857
3.0,90,146.369245
3.0,120,353.888571
3.0,150,686.983572
3.0,180,672.683742
3.1,0,534.400374
3.1,30,490.775944
3.1,60,205.752676
3.1,90,43.934527
3.1,120,205.752673
3.1,150,490.775941
3.1,180,534.400374
3.2,0,410.402481
3.2,30,342.554904
3.2,60,103.46632
3.2,90,-22.393703
3.2,120,103.466315
3.2,150,342.554907
3.2,180,410.40248
3.3,0,305.890923
3.3,30,231.97881
3.3,60,34.466729
3.3,90,-63.517105
3.3,120,34.466735
3.3,150,231.978805
3.3,180,305.890919
3.4,0,221.708028
3.4,30,150.923856
3.4,60,-10.594717
3.4,90,-86.815131
3.4,120,-10.594715
3.4,150,150.92386
3.4,180,221.708016
3.5,0,156.346964
3.5,30,92.723987
3.5,60,-38.69094
3.5,90,-98.537938
3.5,120,-38.690944
3.5,150,92.723984
3.5,180,156.34696
3.6,0,107.219959
3.6,30,51.940985
3.6,60,-54.983905
3.6,90,-102.45409
3.6,120,-54.98391
3.6,150,51.940983
3.6,180,107.219956
3.7,0,71.400736
3.7,30,24.161434
3.7,60,-63.358424
3.7,90,-100.84528
3.7,120,-63.358422
3.7,150,24.161436
3.7,180,71.400743
3.8,0,46.044693
3.8,30,5.870742
3.8,60,-65.786264
3.8,90,-96.475652
3.8,120,-65.786275
3.8,150,5.870745
3.8,180,46.044693
3.9,0,28.615321
3.9,30,-5.728559
3.9,60,-65.085106
3.9,90,-90.384217
3.9,120,-65.085107
3.9,150,-5.728554
3.9,180,28.615312
4.0,0,16.987202
4.0,30,-12.176944
4.0,60,-62.281095
4.0,90,-83.478976
4.0,120,-62.281109
4.0,150,-12.17694
4.0,180,16.987202
4.1,0,9.468766
4.1,30,-15.640287
4.1,60,-58.304713
4.1,90,-76.348258
4.1,120,-58.304703
4.1,150,-15.640287
4.1,180,9.468764
4.2,0,4.773529
4.2,30,-16.994846
4.2,60,-53.779777
4.2,90,-69.35557
4.2,120,-53.779779
4.2,150,-16.994841
4.2,180,4.773525
4.3,0,1.962136
4.3,30,-17.030502
4.3,60,-49.108939
4.3,90,-62.712622
4.3,120,-49.108948
4.3,150,-17.030499
4.3,180,1.962131
4.4,0,0.372049
4.4,30,-16.294121
4.4,60,-44.53884
4.4,90,-56.531888
4.4,120,-44.538836
4.4,150,-16.294128
4.4,180,0.372059
4.5,0,-0.450618
4.5,30,-15.151404
4.5,60,-40.210682
4.5,90,-51.187226
4.5,120,-40.210689
4.5,150,-15.151399
4.5,180,-0.450621
4.6,0,-0.809128
4.6,30,-14.187197
4.6,60,-36.197523
4.6,90,-45.993926
4.6,120,-36.197537
4.6,150,-14.18718
4.6,180,-0.809129
4.7,0,-0.901177
4.7,30,-12.794817
4.7,60,-32.890641
4.7,90,-41.308852
4.7,120,-32.890627
4.7,150,-12.794818
4.7,180,-0.901176
4.8,0,-0.852534
4.8,30,-11.460957
4.8,60,-29.520387
4.8,90,-37.103354
4.8,120,-29.520382
4.8,150,-11.460961
4.8,180,-0.852525
4.9,0,-0.74084
4.9,30,-10.231081
4.9,60,-26.497683
4.9,90,-33.343659
4.9,120,-26.497685
4.9,150,-10.231068
4.9,180,-0.740845
5.0,0,-0.612105
5.0,30,-9.125241
5.0,60,-23.799358
5.0,90,-29.995353
5.0,120,-23.799359
5.0,150,-9.125237
5.0,180,-0.612098
5.1,0,-0.490923
5.1,30,-8.145656
5.1,60,-21.401964
5.1,90,-27.024664
5.1,120,-21.401962
5.1,150,-8.145647
5.1,180,-0.490928
5.2,0,-0.391579
5.2,30,-7.286235
5.2,60,-19.281817
5.2,90,-24.398067
5.2,120,-19.281815
5.2,150,-7.286238
5.2,180,-0.39158
5.3,0,-0.315204
5.3,30,-6.535783
5.3,60,-17.411612
5.3,90,-22.081681
