R	0	30	60	90	120	150	180
2.5		3407.382689	2577.580577	1897.291628	2577.580575	3407.382691	
2.6	682.270037	2327.195144	1803.037701	1290.577013	1803.037695	2327.195135	682.270048
2.7	746.639318	1651.299704	1243.157589	854.193771	1243.157571	1651.299695	746.639315
2.8	717.256714	1185.926607	840.194892	543.811991	840.194894	1185.92659	717.256716
2.9	627.59144	848.953864	551.893524	326.034786	551.893529	848.953855	627.59144
3.0	513.147396	599.321107	347.383248	175.770979	347.383246	599.321108	513.147397
3.1	397.559828	413.503063	204.054475	74.243637	204.054469	413.503071	397.559826
3.2	293.671126	275.985242	105.266797	7.486223	105.26681	275.985239	293.671118
3.3	206.851889	175.565709	38.676066	-34.788891	38.67607	175.565711	206.851887
3.4	138.055934	103.585665	-4.861282	-60.066873	-4.861291	103.585672	138.055936
3.5	85.887985	53.201603	-32.100373	-73.728002	-32.100377	53.20159	85.887989
3.6	47.902306	18.970712	-48.000643	-79.605977	-48.000647	18.970704	47.902314
3.7	21.358504	-3.405003	-56.167123	-80.418188	-56.167129	-3.405007	21.358496
3.8	3.636184	-17.268264	-59.190003	-78.076612	-59.190002	-17.26826	3.636182
3.9	-7.556504	-25.16737	-58.90783	-74.262834	-58.907839	-25.167379	-7.556509
4.0	-14.100688	-29.004052	-56.607428	-69.124458	-56.607421	-29.004051	-14.100695
4.1	-17.461909	-30.168748	-53.171264	-63.598695	-53.171263	-30.168752	-17.461911
4.2	-18.731505	-29.658524	-49.186286	-58.037181	-49.18629	-29.658529	-18.731512
4.3	-18.691198	-28.171689	-45.026917	-52.648145	-45.026917	-28.171695	-18.691201
4.4	-17.881672	-26.180634	-41.251874	-47.549938	-41.251867	-26.180626	-17.881679
4.5	-16.971835	-24.338086	-37.289617	-42.805807	-37.289618	-24.338093	-16.971829
4.6	-15.518856	-22.08131	-33.585479	-38.444977	-33.585485	-22.08131	-15.518859
4.7	-14.046925	-19.918317	-30.175471	-34.475523	-30.175474	-19.918318	-14.046919
4.8	-12.635855	-17.903612	-27.07252	-30.8924	-27.072519	-17.903605	-12.63586
4.9	-11.327654	-16.061709	-24.274971	-27.682592	-24.274972	-16.0617	-11.327654
5.0	-10.140618	-14.399357	-21.771782	-24.827276	-21.77179	-14.399362	-10.140626
5.1	-9.078617	-12.912341	-19.54615	-22.302974	-19.546138	-12.912354	-9.078612
5.2	-8.137054	-11.590009	-17.57777	-20.082079	-17.577768	-11.590019	-8.137051
5.3	-7.306564	-10.418423	-15.835933	-18.133734	-15.835924	-10.418419	-7.306566
5.4	-6.576128	-9.375847	-14.318036	-16.425494	-14.318043	-9.37584	-6.576133
5.5	-5.932442	-8.467069	-12.978702	-14.925401	-12.978703	-8.46706	-5.932439
5.6	-5.365366	-7.659607	-11.801608	-13.603882	-11.80161	-7.659597	-5.365377
5.7	-4.864615	-6.947687	-10.764423	-12.434991	-10.764419	-6.947685	-4.864623
5.8	-4.421356	-6.319962	-9.847255	-11.397003	-9.847249	-6.319959	-4.421353
5.9	-4.028073	-5.765904	-9.032916	-10.471907	-9.032919	-5.765897	-4.028073
6.0	-3.678427	-5.275786	-8.306976	-9.645044	-8.306982	-5.275791	-3.678425
6.2	-3.088898	-4.453595	-7.074344	-8.238099	-7.074336	-4.453598	-3.088889
6.4	-2.617241	-3.796544	-6.074646	-7.094527	-6.074651	-3.796545	-2.617249
6.6	-2.23657	-3.264065	-5.253157	-6.14977	-5.253153	-3.264074	-2.236568
6.8	-1.926607	-2.827764	-4.568433	-5.355403	-4.568429	-2.827763	-1.926602
7.0	-1.672433	-2.466858	-3.990625	-4.679315	-3.990611	-2.466859	-1.67243
7.2	-1.463081	-2.165796	-3.499506	-4.10196	-3.499497	-2.165799	-1.463075
7.4	-1.290257	-1.912871	-3.081635	-3.610647	-3.081636	-1.912878	-1.290258
7.6	-1.147495	-1.699495	-2.727174	-3.194773	-2.72717	-1.699502	-1.147485
7.8	-1.029566	-1.519293	-2.427381	-2.843691	-2.427372	-1.519298	-1.029568
8.0	-0.932168	-1.367156	-2.173949	-2.546602	-2.173954	-1.367155	-0.932162
8.2	-0.851632	-1.238761	-1.958951	-2.293593	-1.958935	-1.238768	-0.851623
8.4	-0.784848	-1.130255	-1.775329	-2.076379	-1.775332	-1.130249	-0.784842
8.6	-0.729145	-1.038141	-1.617399	-1.888421	-1.617398	-1.038136	-0.729138
8.8	-0.682207	-0.959395	-1.480554	-1.72494	-1.480547	-0.9594	-0.682216
9.0	-0.642274	-0.891575	-1.361395	-1.582114	-1.361397	-0.89158	-0.642277
9.5	-0.564549	-0.758128	-1.124411	-1.297631	-1.124415	-0.758118	-0.564555
10.0	-0.509174	-0.662056	-0.952382	-1.090642	-0.952372	-0.662064	-0.509172
10.5	-0.469539	-0.592019	-0.820011	-0.936821	-0.820007	-0.592011	-0.469528
11.0	-0.440733	-0.53982	-0.725326	-0.819508	-0.72532	-0.539826	-0.440734
11.5	-0.418799	-0.499527	-0.651369	-0.727717	-0.651365	-0.499532	-0.418796
12.0	-0.400893	-0.461539	-0.592076	-0.654323	-0.592076	-0.461545	-0.400897
12.5	-0.379899	-0.436199	-0.543496	-0.59453	-0.543496	-0.436195	-0.379893
13.0	-0.36747	-0.414145	-0.50292	-0.545057	-0.502927	-0.414144	-0.367475
13.5	-0.355587	-0.394593	-0.468534	-0.503472	-0.468526	-0.394592	-0.35559
14.0	-0.344169	-0.37697	-0.438887	-0.468055	-0.438888	-0.376966	-0.344172
14.5	-0.333153	-0.360912	-0.413116	-0.437565	-0.413116	-0.360909	-0.333158
15.0	-0.322493	-0.34617	-0.390419	-0.410959	-0.390411	-0.346173	-0.322494
16.0	-0.302316	-0.31985	-0.352106	-0.36685	-0.352116	-0.319851	-0.302317
17.0	-0.283623	-0.296894	-0.320874	-0.331549	-0.32087	-0.296889	-0.28362
18.0	-0.266346	-0.276632	-0.294722	-0.302537	-0.294723	-0.27663	-0.266347
19.0	-0.250422	-0.25853	-0.272403	-0.278136	-0.272412	-0.258528	-0.250416
20.0	-0.235732	-0.242289	-0.253035	-0.257262	-0.25304	-0.242287	-0.235737
21.0	-0.220663	-0.226472	-0.235721	-0.238495	-0.235721	-0.226474	-0.22066
22.0	-0.208163	-0.212996	-0.220389	-0.222941	-0.22039	-0.212999	-0.20817
23.0	-0.197016	-0.2011	-0.206996	-0.208806	-0.206995	-0.201097	-0.197014
24.0	-0.186617	-0.190135	-0.194885	-0.196132	-0.194891	-0.190129	-0.186617
25.0	-0.176937	-0.179993	-0.183869	-0.184667	-0.183864	-0.180002	-0.176944
50.0	-0.057016	-0.058196	-0.058307	-0.057258	-0.058308	-0.058193	-0.057016
100.0	0.002613	0.001506	0.001492	0.002601	0.001493	0.001502	0.002615
