R	0	30	60	90
2.5	2423.163184	2437.422647	2487.533995	2577.580577
2.6	1655.869537	1670.505353	1718.802671	1803.037701
2.7	1108.201254	1122.21575	1167.038613	1243.157589
2.8	719.443137	732.258265	772.761872	840.194892
2.9	445.695687	457.129436	492.954034	551.893524
3.0	255.015675	265.055619	296.341767	347.383248
3.1	124.247074	132.979589	160.097043	204.054475
3.2	36.513872	44.071356	67.491607	105.266797
3.3	-20.536338	-14.007893	6.20422	38.676066
3.4	-55.946612	-50.304043	-32.835108	-4.861282
3.5	-76.315621	-71.427083	-56.282999	-32.100373
3.6	-86.429816	-82.177276	-68.994026	-48.000643
3.7	-89.768448	-86.167619	-74.474847	-56.167123
3.8	-88.612906	-85.456962	-75.55371	-59.190003
3.9	-84.875557	-82.09305	-73.345047	-58.90783
4.0	-79.653572	-77.187803	-69.419006	-56.607428
4.1	-73.708224	-71.51397	-64.583624	-53.171264
4.2	-67.544018	-65.585012	-59.379544	-49.186286
4.3	-61.477192	-59.723801	-54.15032	-45.026917
4.4	-55.692858	-54.120413	-49.101374	-41.251874
4.5	-50.289976	-48.877367	-44.346954	-37.289617
4.6	-45.313661	-44.042767	-39.944354	-33.585479
4.7	-40.776539	-39.631541	-35.916379	-30.175471
4.8	-36.671906	-35.639154	-32.264812	-27.07252
4.9	-32.981692	-32.049172	-28.978853	-24.274971
5.0	-29.68117	-28.838395	-26.039891	-21.771782
5.1	-26.741936	-25.979693	-23.424594	-19.54615
5.2	-24.133641	-23.443769	-21.10706	-17.57777
5.3	-21.825047	-21.200279	-19.059746	-15.835933
5.4	-19.784666	-19.218567	-17.254576	-14.318036
5.5	-17.981638	-17.468463	-15.663493	-12.978702
5.6	-16.386521	-15.921165	-14.25963	-11.801608
5.7	-14.972129	-14.549996	-13.017966	-10.764423
5.8	-13.714233	-13.331225	-11.916262	-9.847255
5.9	-12.591789	-12.244158	-10.935225	-9.032916
6.0	-11.586933	-11.271384	-10.054078	-8.306976
6.2	-9.87196	-9.611931	-8.562539	-7.074344
6.4	-8.473845	-8.259742	-7.344963	-6.074646
6.6	-7.321304	-7.145343	-6.341963	-5.253157
6.8	-6.360235	-6.216149	-5.515072	-4.568433
7.0	-5.550846	-5.427782	-4.81217	-3.990625
7.2	-4.865018	-4.766863	-4.215933	-3.499506
7.4	-4.282864	-4.205118	-3.709426	-3.081635
7.6	-3.783236	-3.728262	-3.279761	-2.727174
7.8	-3.366291	-3.323916	-2.909023	-2.427381
8.0	-3.012023	-2.980647	-2.601516	-2.173949
8.2	-2.709871	-2.688082	-2.339895	-1.958951
8.4	-2.450652	-2.437241	-2.115979	-1.775329
8.6	-2.226842	-2.220783	-1.922983	-1.617399
8.8	-2.032528	-2.032904	-1.755595	-1.480554
9.0	-1.863045	-1.86908	-1.609677	-1.361395
9.5	-1.525444	-1.542879	-1.319232	-1.124411
10.0	-1.279726	-1.305566	-1.108063	-0.952382
10.5	-1.097688	-1.129831	-0.951736	-0.820011
11.0	-0.959922	-0.996776	-0.833308	-0.725326
11.5	-0.85317	-0.893687	-0.741321	-0.651369
12.0	-0.768648	-0.811998	-0.66822	-0.592076
12.5	-0.700427	-0.745968	-0.608915	-0.543496
13.0	-0.644429	-0.691745	-0.559934	-0.50292
13.5	-0.597787	-0.646486	-0.518852	-0.468534
14.0	-0.558389	-0.608192	-0.483932	-0.438887
14.5	-0.524717	-0.575421	-0.453867	-0.413116
15.0	-0.495594	-0.547012	-0.427664	-0.390419
16.0	-0.447711	-0.500266	-0.384181	-0.352106
17.0	-0.409915	-0.463205	-0.349398	-0.320874
18.0	-0.379155	-0.432987	-0.320751	-0.294722
19.0	-0.353523	-0.407753	-0.296691	-0.272403
20.0	-0.33178	-0.386291	-0.276022	-0.253035
21.0	-0.312629	-0.367335	-0.257709	-0.235721
22.0	-0.295997	-0.350867	-0.241698	-0.220389
23.0	-0.281597	-0.336574	-0.227749	-0.206996
24.0	-0.268692	-0.323768	-0.215212	-0.194885
25.0	-0.257072	-0.312237	-0.203877	-0.183869
50.0	-0.128911	-0.184343	-0.076905	-0.058307
100.0	-0.069032	-0.124483	-0.017063	0.001492
