R	0	30	60	90	120	150	180
2.5		-4728.09185	2437.422647	1934.206833	2795.166216	3716.829306	
2.6	682.270037	2100.569941	1670.505353	1320.934357	1998.060531	2627.605118	682.270048
2.7	746.639318	1439.50164	1122.21575	879.341354	1415.217618	1908.974898	746.639315
2.8	717.256714	1002.207205	732.258265	564.744522	990.09538	1400.790118	717.256716
2.9	627.59144	693.175198	457.129436	343.525439	681.34239	1027.076602	627.59144
3.0	513.147396	468.218517	265.055619	190.443375	458.589361	747.261252	513.147397
3.1	397.559828	303.327652	132.979589	86.609663	299.30338	536.887502	397.559825
3.2	293.671126	183.297347	44.071356	17.967775	186.721584	379.445316	293.671118
3.3	206.851889	97.369149	-14.007893	-25.84764	108.432674	262.594598	206.851887
3.4	138.055934	37.37102	-50.304043	-52.704056	55.048729	177.18756	138.055936
3.5	85.887985	-3.115659	-71.427083	-67.232779	19.552281	115.703038	85.887989
3.6	47.902307	-29.171936	-82.177276	-73.993799	-3.527717	72.328792	47.902314
3.7	21.358504	-44.788939	-86.167619	-75.601517	-17.460597	42.399519	21.358496
3.8	3.636184	-53.286485	-85.456962	-73.940047	-25.443486	22.272734	3.636182
3.9	-7.556504	-56.537646	-82.09305	-70.333744	-29.37509	9.152937	-7.556509
4.0	-14.100688	-56.162595	-77.187803	-65.681435	-30.642762	0.633734	-14.100695
4.1	-17.461909	-54.012499	-71.51397	-60.568116	-30.234289	-4.104304	-17.461911
4.2	-18.731505	-50.687059	-65.585012	-55.358701	-28.832488	-6.677714	-18.731512
4.3	-18.691197	-46.793408	-59.723801	-50.272596	-26.892733	-7.845119	-18.691201
4.4	-17.881672	-42.731154	-54.120413	-45.437317	-24.708341	-8.141481	-17.881679
4.5	-16.971835	-38.746466	-48.877367	-40.923253	-22.462604	-7.928255	-16.971829
4.6	-15.518856	-35.320163	-44.042767	-36.764972	-20.268361	-7.438893	-15.518859
4.7	-14.046925	-31.79229	-39.631541	-32.974588	-18.190897	-6.818654	-14.046919
4.8	-12.635855	-28.575987	-35.639154	-29.550085	-16.269491	-6.155672	-12.63586
4.9	-11.327654	-25.673653	-32.049172	-26.480682	-14.522691	-5.502425	-11.327654
5.0	-10.140618	-23.073163	-28.838395	-23.749537	-12.95551	-4.888937	-10.140626
5.1	-9.078617	-20.754231	-25.979693	-21.334995	-11.564505	-4.327262	-9.078612
5.2	-8.137054	-18.692463	-23.443769	-19.21102	-10.340694	-3.832425	-8.137051
5.3	-7.306564	-16.86211	-21.200279	-17.348387	-9.271458	-3.394026	-7.306566
5.4	-6.576128	-15.238231	-19.218567	-15.716135	-8.341926	-3.011498	-6.576133
5.5	-5.932442	-13.797742	-17.468463	-14.283683	-7.536038	-2.679786	-5.932439
5.6	-5.365366	-12.520004	-15.921165	-13.022612	-6.83739	-2.393661	-5.365377
5.7	-4.864615	-11.386556	-14.549996	-11.908046	-6.230316	-2.148079	-4.864623
5.8	-4.421356	-10.375404	-13.331225	-10.919005	-5.700537	-1.938133	-4.421353
5.9	-4.028073	-9.484747	-12.244158	-10.038204	-5.235738	-1.758929	-4.028073
6.0	-3.678427	-8.687228	-11.271384	-9.251494	-4.825741	-1.605734	-3.678425
6.2	-3.088898	-7.337012	-9.611931	-7.914167	-4.138467	-1.36053	-3.088889
6.4	-2.617241	-6.247282	-8.259742	-6.828108	-3.588625	-1.174534	-2.617249
6.6	-2.23657	-5.358325	-7.145343	-5.931038	-3.140279	-1.029331	-2.236568
6.8	-1.926607	-4.62678	-6.216149	-5.176446	-2.766776	-0.913504	-1.926602
