R,theta1,E
2.5,0,788.777983
2.5,30,3418.108986
2.5,60,2646.808595
2.5,90,1917.81248
2.5,120,2646.808597
2.5,150,3418.108973
2.5,180,788.77799
2.6,0,960.245639
2.6,30,2394.791039
2.6,60,1850.359286
2.6,90,1291.227094
2.6,120,1850.3593
2.6,150,2394.791039
2.6,180,960.245638
2.7,0,996.6139
2.7,30,1744.553207
2.7,60,1275.416959
2.7,90,841.502856
2.7,120,1275.416951
2.7,150,1744.553203
2.7,180,996.613904
2.8,0,932.60301
2.8,30,1285.734865
2.8,60,861.314459
2.8,90,522.416469
2.8,120,861.314458
2.8,150,1285.734868
2.8,180,932.603005
2.9,0,812.926153
2.9,30,945.170429
2.9,60,564.669069
2.9,90,299.325657
2.9,120,564.669063
2.9,150,945.170431
2.9,180,812.926166
3.0,0,672.683749
3.0,30,686.960234
3.0,60,353.741054
3.0,90,146.28137
3.0,120,353.741061
3.0,150,686.960245
3.0,180,672.683742
3.1,0,534.400374
3.1,30,490.754812
3.1,60,205.611439
3.1,90,43.850901
3.1,120,205.611432
3.1,150,490.754817
3.1,180,534.400374
3.2,0,410.402481
3.2,30,342.535171
3.2,60,103.329992
3.2,90,-22.474024
3.2,120,103.329995
3.2,150,342.53518
3.2,180,410.40248
3.3,0,305.890923
3.3,30,231.95993
3.3,60,34.334081
3.3,90,-63.594772
3.3,120,34.33408
3.3,150,231.95992
3.3,180,305.890919
3.4,0,221.708028
3.4,30,150.905452
3.4,60,-10.724623
3.4,90,-86.890887
3.4,120,-10.72462
3.4,150,150.905453
3.4,180,221.708016
3.5,0,156.346964
3.5,30,92.705822
3.5,60,-38.818872
3.5,90,-98.612238
3.5,120,-38.81887
3.5,150,92.705822
3.5,180,156.34696
3.6,0,107.219959
3.6,30,51.922933
3.6,60,-55.110507
3.6,90,-102.527307
3.6,120,-55.110505
3.6,150,51.922929
3.6,180,107.219956
3.7,0,71.400736
3.7,30,24.143424
3.7,60,-63.484044
3.7,90,-100.917668
3.7,120,-63.48404
3.7,150,24.14344
3.7,180,71.400743
3.8,0,46.044693
3.8,30,5.852738
3.8,60,-65.911213
3.8,90,-96.547488
3.8,120,-65.911217
3.8,150,5.85274
3.8,180,46.044693
3.9,0,28.615321
3.9,30,-5.746578
3.9,60,-65.20966
3.9,90,-90.455652
3.9,120,-65.209668
3.9,150,-5.746593
3.9,180,28.615312
4.0,0,16.987202
4.0,30,-12.195014
4.0,60,-62.405426
4.0,90,-83.550132
4.0,120,-62.405423
4.0,150,-12.195
4.0,180,16.987202
4.1,0,9.468765
4.1,30,-15.65842
4.1,60,-58.428924
4.1,90,-76.419224
4.1,120,-58.428916
4.1,150,-15.658426
4.1,180,9.468764
4.2,0,4.773529
4.2,30,-17.013013
4.2,60,-53.903961
4.2,90,-69.426442
4.2,120,-53.903959
4.2,150,-17.013015
4.2,180,4.773525
4.3,0,1.962136
4.3,30,-17.0487
4.3,60,-49.233141
4.3,90,-62.783413
4.3,120,-49.233141
4.3,150,-17.048688
4.3,180,1.962131
4.4,0,0.372049
4.4,30,-16.312365
4.4,60,-44.663095
4.4,90,-56.602675
4.4,120,-44.663101
4.4,150,-16.312361
4.4,180,0.372059
4.5,0,-0.450618
4.5,30,-15.169695
4.5,60,-40.335046
4.5,90,-51.257998
4.5,120,-40.335047
4.5,150,-15.169694
4.5,180,-0.450621
4.6,0,-0.809127
4.6,30,-14.20549
4.6,60,-36.321977
4.6,90,-46.064744
4.6,120,-36.321976
4.6,150,-14.205492
4.6,180,-0.809129
4.7,0,-0.901177
4.7,30,-12.813149
4.7,60,-33.015161
4.7,90,-41.379703
4.7,120,-33.015159
4.7,150,-12.813142
4.7,180,-0.901176
4.8,0,-0.852534
4.8,30,-11.479311
4.8,60,-29.645014
4.8,90,-37.174257
4.8,120,-29.645021
4.8,150,-11.479303
4.8,180,-0.852525
4.9,0,-0.74084
4.9,30,-10.249454
4.9,60,-26.622434
4.9,90,-33.414578
4.9,120,-26.622423
4.9,150,-10.249453
4.9,180,-0.740845
5.0,0,-0.612105
5.0,30,-9.143668
5.0,60,-23.924205
5.0,90,-30.066325
5.0,120,-23.924215
5.0,150,-9.143666
5.0,180,-0.612098
5.1,0,-0.490923
5.1,30,-8.164076
5.1,60,-21.526917
5.1,90,-27.095688
5.1,120,-21.526905
5.1,150,-8.164076
5.1,180,-0.490928
5.2,0,-0.391579
5.2,30,-7.304668
5.2,60,-19.406831
5.2,90,-24.46914
5.2,120,-19.406833
5.2,150,-7.304677
5.2,180,-0.39158
5.3,0,-0.315204
5.3,30,-6.554242
5.3,60,-17.536725
5.3,90,-22.152754
5.3,120,-17.536723
5.3,150,-6.55424
5.3,180,-0.315205
5.4,0,-0.261496
5.4,30,-5.899404
5.4,60,-15.890624
5.4,90,-20.112241
5.4,120,-15.890632
5.4,150,-5.899393
5.4,180,-0.261491
5.5,0,-0.226986
5.5,30,-5.327894
5.5,60,-14.443232
5.5,90,-18.313844
5.5,120,-14.443233
5.5,150,-5.327902
5.5,180,-0.22698
5.6,0,-0.20751
5.6,30,-4.829026
5.6,60,-13.170179
5.6,90,-16.725811
5.6,120,-13.170176
5.6,150,-4.829024
5.6,180,-0.207503
5.7,0,-0.199085
5.7,30,-4.393767
5.7,60,-12.048438
5.7,90,-15.319422
5.7,120,-12.048442
5.7,150,-4.393772
5.7,180,-0.199087
5.8,0,-0.198263
5.8,30,-4.014137
5.8,60,-11.057041
5.8,90,-14.069829
5.8,120,-11.057033
5.8,150,-4.014141
5.8,180,-0.198264
5.9,0,-0.202306
5.9,30,-3.682823
5.9,60,-10.177399
5.9,90,-12.955919
5.9,120,-10.177399
5.9,150,-3.682821
5.9,180,-0.202304
6.0,0,-0.20909
6.0,30,-3.39289
6.0,60,-9.393567
6.0,90,-11.959838
6.0,120,-9.393578
6.0,150,-3.39288
6.0,180,-0.209091
6.2,0,-0.22506
6.2,30,-2.912475
6.2,60,-8.06143
6.2,90,-10.262311
6.2,120,-8.061429
6.2,150,-2.91247
6.2,180,-0.22506
6.4,0,-0.238462
6.4,30,-2.530883
6.4,60,-6.976043
6.4,90,-8.876314
6.4,120,-6.97605
6.4,150,-2.53088
6.4,180,-0.238461
6.6,0,-0.245982
6.6,30,-2.21896
6.6,60,-6.075942
6.6,90,-7.722625
6.6,120,-6.075953
6.6,150,-2.218971
6.6,180,-0.245978
6.8,0,-0.246874
6.8,30,-1.95784
6.8,60,-5.316238
6.8,90,-6.742904
6.8,120,-5.316232
6.8,150,-1.957846
6.8,180,-0.246876
7.0,0,-0.242113
7.0,30,-1.735286
7.0,60,-4.665945
7.0,90,-5.899728
7.0,120,-4.665929
7.0,150,-1.735282
7.0,180,-0.242114
7.2,0,-0.233801
7.2,30,-1.54329
7.2,60,-4.105637
7.2,90,-5.172166
7.2,120,-4.105646
7.2,150,-1.543282
