R	Gamma	E
1.00	10	1399068.044465
1.00	20	569307.341907
1.00	30	269755.588857
1.00	40	177789.041477
1.00	50	139185.235448
1.00	60	112622.469648
1.00	70	93649.290864
1.00	80	83611.646799
1.00	90	78640.013381
1.00	100	78945.096362
1.00	110	88033.064185
1.00	120	106681.57352
1.00	130	134674.099143
1.00	140	172760.679428
1.00	150	249813.254381
1.00	160	476609.861883
1.00	170	1033492.83097
1.00	180	1550052.15956
1.10	0	5412745.530977
1.10	10	2117373.080575
1.10	20	627643.239512
1.10	30	249490.380042
1.10	40	156256.034193
1.10	50	121531.054402
1.10	60	96648.400686
1.10	70	79248.14684
1.10	80	70410.497844
1.10	90	66451.32944
1.10	100	66204.82745
1.10	110	74380.234675
1.10	120	91882.205499
1.10	130	118480.439421
1.10	140	153788.371329
1.10	150	232748.019593
1.10	160	537576.903882
1.10	170	1595456.793077
1.10	180	3193497.557886
1.20	10	2652504.139535
1.20	20	621717.010879
1.20	30	221708.766486
1.20	40	135199.490454
1.20	50	104598.9007
1.20	60	81007.64055
1.20	70	65195.420136
1.20	80	56530.215565
1.20	90	53046.588083
1.20	100	54198.182725
1.20	110	61718.624954
1.20	120	77673.994527
1.20	130	102723.915539
1.20	140	134662.868011
1.20	150	210748.590377
1.20	160	562807.308466
1.20	170	2239430.761087
1.30	10	2379093.578518
1.30	20	544658.218642
1.30	30	189731.374265
1.30	40	116418.979005
1.30	50	88487.469658
1.30	60	66149.938879
1.30	70	51760.539913
1.30	80	43730.586746
1.30	90	40699.807118
1.30	100	42392.111617
1.30	110	49584.358056
1.30	120	63991.643832
1.30	130	87370.919508
1.30	140	116839.275746
1.30	150	184697.449111
1.30	160	528182.756587
1.30	170	2437996.96057
1.40	0	4351593.768145
1.40	10	1634059.936966
1.40	20	432328.772909
1.40	30	158891.591611
1.40	40	100504.515217
1.40	50	73538.804933
1.40	60	52896.229064
1.40	70	40171.718292
1.40	80	33199.245684
1.40	90	30712.749932
1.40	100	32336.26355
1.40	110	38744.034566
1.40	120	51483.105452
1.40	130	72893.41255
1.40	140	101321.086606
1.40	150	157958.274752
1.40	160	445401.35081
1.40	170	1938274.728884
1.40	180	8274021.122011
1.50	0	1960252.487174
1.50	20	326717.852783
1.50	30	133387.717993
1.50	40	87252.959465
1.50	50	60217.606729
1.50	60	41637.112953
1.50	70	30691.248942
1.50	80	24863.258137
1.50	90	22868.11367
1.50	100	24280.857347
1.50	110	29713.369037
1.50	120	40684.033079
1.50	130	59842.568716
1.50	140	88087.268234
1.50	150	134264.859338
1.50	160	349350.717289
1.50	170	1276049.184053
1.50	180	3038380.169006
1.60	0	1038997.566254
1.60	10	638071.697165
1.60	20	248929.061834
1.60	30	114729.967672
1.60	40	75634.577047
1.60	50	48762.315215
1.60	60	32372.532462
1.60	70	23142.700119
1.60	80	18406.192118
1.60	90	16828.512204
1.60	100	18003.200751
1.60	110	22457.545426
1.60	120	31719.852197
1.60	130	48547.575793
1.60	140	76120.442715
1.60	150	115790.681236
1.60	160	268316.124348
1.60	170	800061.157634
1.60	180	1484133.84947
1.70	0	649880.123708
