T	0->1	0->2	0->3	0->4	0->5	0->6	0->7	0->8	0->9	0->10	1->2	1->3	1->4	1->5	1->6	1->7	1->8	1->9	1->10	2->3	2->4	2->5	2->6	2->7	2->8	2->9	2->10	3->4	3->5	3->6	3->7	3->8	3->9	3->10	4->5	4->6	4->7	4->8	4->9	4->10	5->6	5->7	5->8	5->9	5->10	
7.200000000000000000e+01 1.763994219695496936e-10 3.957981178074695945e-11 3.791866105209158849e-11 2.666747676043050430e-11 2.811870920931631571e-11 1.710367902873526767e-11 2.320165367635217565e-11 2.120166497251152487e-11 6.083488499421063947e-12 2.500474576641262249e-11 1.159788986607405450e-10 3.466119872340282354e-11 3.311677699056531855e-11 2.475999888543608267e-11 2.366909530065600138e-11 2.399276085296945090e-11 1.644616992556490331e-11 1.876860950040363713e-11 1.464001210726247244e-11 1.066572062995941285e-10 3.482615404479216023e-11 3.166378447193261231e-11 2.613864214455132517e-11 2.147765360190771349e-11 1.827656368083234541e-11 1.720652234543785842e-11 1.702228452321204207e-11 1.031568134128033840e-10 3.684092322197184480e-11 3.054424033956489576e-11 2.594725644582644671e-11 2.142964685904195517e-11 1.468611793462194628e-11 1.543791855483870537e-11 9.980724711954583156e-11 3.792970034577698612e-11 3.123713529529396677e-11 2.259832218384240871e-11 1.606234240109427490e-11 1.566895032701256918e-11 9.930072632541825673e-11 3.576370684900496017e-11 2.710044759715783521e-11 1.886874902541431348e-11 1.811351558583408250e-11
7.300000000000000000e+01 1.746563838034785085e-10 3.926646119076446683e-11 3.766612281509569909e-11 2.643634585674068205e-11 2.790525199539608034e-11 1.699094371165023108e-11 2.302866253530900938e-11 2.113004578967827837e-11 6.046928612754303886e-12 2.489337164915095436e-11 1.149107892924300895e-10 3.439729091831536411e-11 3.286441867214303678e-11 2.456168512149696416e-11 2.350026148880074224e-11 2.386936126570820376e-11 1.636880181753189973e-11 1.871090575258336609e-11 1.456995305263253287e-11 1.056864025172341012e-10 3.455926093724338503e-11 3.142800276169656706e-11 2.595483794136995775e-11 2.135755717626204872e-11 1.818242051234103418e-11 1.714860043464394942e-11 1.694317416018009278e-11 1.022325052613743238e-10 3.657985336350316672e-11 3.033846216219829798e-11 2.579674783253765089e-11 2.131261728117022267e-11 1.461729359027485235e-11 1.537216526435109128e-11 9.893482491417406725e-11 3.770112171518094950e-11 3.104639784910106009e-11 2.246935637578202356e-11 1.597939779599343831e-11 1.560234171582643465e-11 9.847726280515831322e-11 3.555931599540338692e-11 2.693942078580076421e-11 1.876821025112250933e-11 1.803506659099985354e-11
7.400000000000000000e+01 1.729459697085657568e-10 3.895832104639451251e-11 3.741553849812319007e-11 2.620871787845615105e-11 2.769429482414153544e-11 1.687934260549200684e-11 2.285747287334270324e-11 2.105702008766994394e-11 6.010780258491952596e-12 2.478152697600283774e-11 1.138611002564501817e-10 3.413707577755961404e-11 3.261490433242046680e-11 2.436598464982122822e-11 2.333314967259643448e-11 2.374603527206670947e-11 1.629149852917873001e-11 1.865190888427650018e-11 1.449999102121374117e-11 1.047322140119964405e-10 3.429593626871932226e-11 3.119493477538697893e-11 2.577285920470393183e-11 2.123787407439987136e-11 1.808843143990968892e-11 1.708982081773951431e-11 1.686376634151303489e-11 1.013236592253214699e-10 3.632174130954026561e-11 3.013446451061796074e-11 2.564695748818865388e-11 2.119583806073731646e-11 1.454836405321067240e-11 1.530616789235119133e-11 9.807648383220465340e-11 3.747414689860632390e-11 3.085675525558912688e-11 2.234101528884144518e-11 1.589657598028453039e-11 1.553537790042848883e-11 9.766582890317186590e-11 3.535615392168558099e-11 2.677914888874340313e-11 1.866794446926955634e-11 1.795617612141192367e-11
7.500000000000000000e+01 1.712672829534652055e-10 3.865526513306888672e-11 3.716695180238065559e-11 2.598453168811980497e-11 2.748582713576381149e-11 1.676888014123424630e-11 2.268810831353696398e-11 2.098270884127239121e-11 5.975046912412710540e-12 2.466930581474441084e-11 1.128293734392731330e-10 3.388049857574438305e-11 3.236822897560063320e-11 2.417287388858060403e-11 2.316777516912821167e-11 2.362285952337008615e-11 1.621430840085222594e-11 1.859172638662558035e-11 1.443016893668630458e-11 1.037942336942871504e-10 3.403613901099767668e-11 3.096457778517502517e-11 2.559272304954799645e-11 2.111865738492601397e-11 1.799464905335139750e-11 1.703027163312316486e-11 1.678413134714703252e-11 1.004299169754723691e-10 3.606658128921725999e-11 2.993227759827009068e-11 2.549793978000216773e-11 2.107937300569134814e-11 1.447938223746600534e-11 1.523998705043836805e-11 9.723192091864381461e-11 3.724882647790539689e-11 3.066826912638237798e-11 2.221334851568768792e-11 1.581392653933196299e-11 1.546812487396153625e-11 9.686621555374324295e-11 3.515428183611652081e-11 2.661969469602034595e-11 1.856800337027475536e-11 1.787692440785062159e-11
7.600000000000000000e+01 1.696194620030867192e-10 3.835717214208569893e-11 3.692040148333401928e-11 2.576372703800417953e-11 2.727983670296624819e-11 1.665955935261420717e-11 2.252058825862339552e-11 2.090722615864147040e-11 5.939731235994427568e-12 2.455679591115083954e-11 1.118151674594269075e-10 3.362750515583981797e-11 3.212438490743196182e-11 2.398232812146942491e-11 2.300415006075555597e-11 2.349990507780550640e-11 1.613727610306995467e-11 1.853045962757458266e-11 1.436052625922207939e-11 1.028720690493623017e-10 3.377982760351232772e-11 3.073692606302775509e-11 2.541444318988513402e-11 2.099995599491218232e-11 1.790112195109693588e-11 1.697003551742999614e-11 1.670433451547394407e-11 9.955093183799281550e-11 3.581436490731570780e-11 2.973192746449611068e-11 2.534974435337198023e-11 2.096328087712296471e-11 1.441039725249284943e-11 1.517367897634276237e-11 9.640084189247625849e-11 3.702520584530055787e-11 3.048099527383532442e-11 2.208640121312500884e-11 1.573149517984053312e-11 1.540064407967128686e-11 9.607821737332111601e-11 3.495375520608170565e-11 2.646111547223248637e-11 1.846843446634952333e-11 1.779738621621879784e-11
7.700000000000000000e+01 1.680016785150318212e-10 3.806392531542687628e-11 3.667592165113647431e-11 2.554624456385864235e-11 2.707630975389191631e-11 1.655138196363477187e-11 2.235492823178974700e-11 2.083067963250721784e-11 5.904835140233068691e-12 2.444407906935738912e-11 1.108180566901018447e-10 3.337804189642735776e-11 3.188336195632167076e-11 2.379432161901700794e-11 2.284228344607507672e-11 2.337723772954135258e-11 1.606044286207555356e-11 1.846820416956296121e-11 1.429109921628035344e-11 1.019653412948746663e-10 3.352696001375368305e-11 3.051197113954967999e-11 2.523803019451736790e-11 2.088181484004894193e-11 1.780789498198030740e-11 1.690918991653292727e-11 1.662443655114689261e-11 9.868636816634620954e-11 3.556508133790760710e-11 2.953343626759816906e-11 2.520241643031730673e-11 2.084761571142414410e-11 1.434145463320289436e-11 1.510729581128146043e-11 9.558296071717211531e-11 3.680332551909430312e-11 3.029498409571705040e-11 2.196021439499929768e-11 1.564932397783595044e-11 1.533299268963794322e-11 9.530163253983277126e-11 3.475462411468295341e-11 2.630346331955098708e-11 1.836928135947149007e-11 1.771763117631706679e-11
7.800000000000000000e+01 1.664131354895541057e-10 3.777541212689104929e-11 3.643354205767182699e-11 2.533202577951946792e-11 2.687523108946793760e-11 1.644434847264862988e-11 2.219114019167220935e-11 2.075317067583345081e-11 5.870359844988809748e-12 2.433123150980974327e-11 1.098376303636778088e-10 3.313205568734489962e-11 3.164514768042912219e-11 2.360882775152215126e-11 2.268218167357474473e-11 2.325491832039664162e-11 1.598384667245809750e-11 1.840505007247772665e-11 1.422192101835751535e-11 1.010736846088879464e-10 3.327749379732040776e-11 3.028970204453346105e-11 2.506349172607543219e-11 2.076427514162966778e-11 1.771500947348165199e-11 1.684780738025335337e-11 1.654449381413524812e-11 9.783590076563976435e-11 3.531871750838292636e-11 2.933682255970195784e-11 2.505599709081866498e-11 2.073242712288512243e-11 1.427259655698165400e-11 1.504088586007697895e-11 9.477799920804313248e-11 3.658322144412621119e-11 3.011028093629861482e-11 2.183482520695998232e-11 1.556745161144315842e-11 1.526522386690049874e-11 9.453626268678255374e-11 3.455693359839779186e-11 2.614678551826899522e-11 1.827058399297335573e-11 1.763772409152466669e-11
7.900000000000000000e+01 1.648530655589753219e-10 3.749152399544226599e-11 3.619328837032468696e-11 2.512101307214832752e-11 2.667658419522615107e-11 1.633845823300008984e-11 2.202923282360285261e-11 2.067479484229952220e-11 5.836305934188775688e-12 2.421832420610521022e-11 1.088734917499913621e-10 3.288949391232741216e-11 3.140972756150783755e-11 2.342581909414373284e-11 2.252384855918976049e-11 2.313300303483312509e-11 1.590752249753469268e-11 1.834108218232719826e-11 1.415302206070138481e-11 1.001967454213538118e-10 3.303138615712501883e-11 3.007010553047161359e-11 2.489083276429098139e-11 2.064737463093606148e-11 1.762250344713136556e-11 1.678595584148670654e-11 1.646455859116127978e-11 9.699921436405641739e-11 3.507525827407769396e-11 2.914210154450293456e-11 2.491052353793130359e-11 2.061776058788754777e-11 1.420386204835670554e-11 1.497449383511515846e-11 9.398568667252989860e-11 3.636492527740493546e-11 2.992692642524351336e-11 2.171026718418750004e-11 1.548591357938546628e-11 1.519738701194336079e-11 9.378191281002403699e-11 3.436072396660481481e-11 2.599112484627120591e-11 1.817237888774348102e-11 1.755772523045681661e-11
8.000000000000000000e+01 1.633207294039104953e-10 3.721215602715384883e-11 3.595518243267589163e-11 2.491314969790080317e-11 2.648035134770148431e-11 1.623370953022502854e-11 2.186921180900134883e-11 2.059564213201441010e-11 5.802673407188400559e-12 2.410542320195424562e-11 1.079252574010438678e-10 3.265030443743775472e-11 3.117708518623327835e-11 2.324526752464468852e-11 2.236728558887879859e-11 2.301154367902879288e-11 1.583150245816241628e-11 1.827638040611963883e-11 1.408443011192908469e-11 9.933418176279360805e-11 3.278859400135012034e-11 2.985316628019330361e-11 2.472005581454311753e-11 2.053114776158555399e-11 1.753041182174809539e-11 1.672369888044038150e-11 1.638467935058444919e-11 9.617600312664048326e-11 3.483468658375081409e-11 2.894928531891801667e-11 2.476602934753419001e-11 2.050365771178669222e-11 1.413528717197496014e-11 1.490816108515246504e-11 9.320575957993376342e-11 3.614846465937450563e-11 2.974495679562174986e-11 2.158657049312690223e-11 1.540474240607230766e-11 1.512952799446187970e-11 9.303839118536028412e-11 3.416603110376828894e-11 2.583651987870816000e-11 1.807469936397401016e-11 1.747769060161555034e-11
8.100000000000000000e+01 1.618154142849254305e-10 3.693720678254756875e-11 3.571924251238995652e-11 2.470837977785909854e-11 2.628651371552812300e-11 1.613009965583130455e-11 2.171108007463567143e-11 2.051579728290624917e-11 5.769461726568673837e-12 2.399258990942337886e-11 1.069925564556353144e-10 3.241443560425159450e-11 3.094720241572229402e-11 2.306714431425393780e-11 2.221249210725599037e-11 2.289058794477433145e-11 1.575581601061371996e-11 1.821101997344280591e-11 1.401617049042113857e-11 9.848566266459268349e-11 3.254907399983234916e-11 2.963886709970904169e-11 2.455116110262470547e-11 2.041562591038996119e-11 1.743876660515290433e-11 1.666109597466928029e-11 1.630490098173664361e-11 9.536597020721427785e-11 3.459698363618348344e-11 2.875838309960512775e-11 2.462254470353551544e-11 2.039015647951392865e-11 1.406690521451494366e-11 1.484192580991937618e-11 9.243796125749478340e-11 3.593386347129818633e-11 2.956440418229241086e-11 2.146376215820457331e-11 1.532396783409183669e-11 1.506168937127252813e-11 9.230550929536094307e-11 3.397288675506164822e-11 2.568300526908371924e-11 1.797757574933512147e-11 1.739767221199864230e-11
8.200000000000000000e+01 1.603364326793852741e-10 3.666657806649937257e-11 3.548548353661536829e-11 2.450664829409022610e-11 2.609505145536827656e-11 1.602762497769979631e-11 2.155483802332765359e-11 2.043534004825427659e-11 5.736669862623938911e-12 2.387988138955515994e-11 1.060750299981028457e-10 3.218183622690748654e-11 3.072005954391809195e-11 2.289142021207992305e-11 2.205946549323725337e-11 2.277017965891475934e-11 1.568049011411805659e-11 1.814507168524700287e-11 1.394826622930325622e-11 9.765086760590410838e-11 3.231278263862042934e-11 2.942718909727142018e-11 2.438414675661192787e-11 2.030083756726139253e-11 1.734759707497225718e-11 1.659820273557891792e-11 1.622526501965211371e-11 9.456882733465401555e-11 3.436212902819307404e-11 2.856940143525638431e-11 2.448009661931848647e-11 2.027729149087167782e-11 1.399874685613151234e-11 1.477582326140738025e-11 9.168204161005844142e-11 3.572114207925825611e-11 2.938529690182805364e-11 2.134186627444578868e-11 1.524361700487500622e-11 1.499391059118468473e-11 9.158308176399264436e-11 3.378131879619313772e-11 2.553061201289102414e-11 1.788103557440014682e-11 1.731771831058088007e-11
8.300000000000000000e+01 1.588831210142670660e-10 3.640017473820922285e-11 3.525391731525948276e-11 2.430790108571598798e-11 2.590594380281992530e-11 1.592628100716159609e-11 2.140048374754458044e-11 2.035434546084626260e-11 5.704296334774797072e-12 2.376735061639905077e-11 1.051723304659610217e-10 3.195245559226072939e-11 3.049563544548397887e-11 2.271806552348192707e-11 2.190820132358955673e-11 2.265035901903716543e-11 1.560554938864269825e-11 1.807860215033631007e-11 1.388073823077058671e-11 9.682948600268697074e-11 3.207967627251198486e-11 2.921811184959012963e-11 2.421900897666325547e-11 2.018680851468663987e-11 1.725692994911386058e-11 1.653507113204816930e-11 1.614580985607991337e-11 9.378429443015614448e-11 3.413010089436750048e-11 2.838234440551791116e-11 2.433870914617561739e-11 2.016509418143721570e-11 1.393084033200248316e-11 1.470988593267116769e-11 9.093775686088079905e-11 3.551031756528020968e-11 2.920765971508673858e-11 2.122090420685492064e-11 1.516371462825229046e-11 1.492622818760513884e-11 9.087092629784316563e-11 3.359135148817795276e-11 2.537936769486308623e-11 1.778510375609619183e-11 1.723787361753328255e-11
8.400000000000000000e+01 1.574548384866153335e-10 3.613790453902082964e-11 3.502455275253050565e-11 2.411208484490165731e-11 2.571916915845936577e-11 1.582606246281926256e-11 2.124801322719591602e-11 2.027288408425462581e-11 5.672339250122091144e-12 2.365504672542815805e-11 1.042841211017892999e-10 3.172624346249103259e-11 3.027390771381797426e-11 2.254705018277937177e-11 2.175869352520745317e-11 2.253116281608282529e-11 1.553101626345640664e-11 1.801167401007067962e-11 1.381360541045691914e-11 9.602121673487212798e-11 3.184971117542421832e-11 2.901161355607509335e-11 2.405574219352029350e-11 2.007356199727561551e-11 1.716678954647151604e-11 1.647174970180416916e-11 1.606657093761349258e-11 9.301209925248435845e-11 3.390087603883396704e-11 2.819721380733912862e-11 2.419840356944444943e-11 2.005359302993875627e-11 1.386321158451950908e-11 1.464414373492544111e-11 9.020486931139165909e-11 3.530140394609402212e-11 2.903151407347337809e-11 2.110089477736755944e-11 1.508428314157999952e-11 1.485867595960209424e-11 9.016886363288192903e-11 3.340300571778018487e-11 2.522929672083950454e-11 1.768980276990743267e-11 1.715817953999947004e-11
8.500000000000000000e+01 1.560509659641337802e-10 3.587967793613124395e-11 3.479739604716064406e-11 2.391914711268904295e-11 2.553470516918091444e-11 1.572696333119043973e-11 2.109742051284347249e-11 2.019102225172904398e-11 5.640796339341313598e-12 2.354301524726104754e-11 1.034100754452023247e-10 3.150315007961011460e-11 3.005485278977105760e-11 2.237834382065583557e-11 2.161093451688188717e-11 2.241262464453846703e-11 1.545691111699200680e-11 1.794434615177634267e-11 1.374688483250279639e-11 9.522576770806661358e-11 3.162284358849584007e-11 2.880767118192211479e-11 2.389433921643345999e-11 1.996111888187271597e-11 1.707719793838858504e-11 1.640828375116098129e-11 1.598758095172224392e-11 9.225197706850677719e-11 3.367443005938227828e-11 2.801400932950795876e-11 2.405919859302357316e-11 1.994281375291706057e-11 1.379588440663903328e-11 1.457862416366667677e-11 8.948314711797850726e-11 3.509441238004555320e-11 2.885687834987166783e-11 2.098185444013502871e-11 1.500534285907279483e-11 1.479128514211404950e-11 8.947671748584324912e-11 3.321629922432604944e-11 2.508042053519020778e-11 1.759515281151414027e-11 1.707867437520383426e-11
8.600000000000000000e+01 1.546709049591309379e-10 3.562540798045409958e-11 3.457245088173905688e-11 2.372903627461506244e-11 2.535252880500082796e-11 1.562897692425997562e-11 2.094869789543288440e-11 2.010882229320341966e-11 5.609664990101471516e-12 2.343129832755496944e-11 1.025498768611707727e-10 3.128312617139919881e-11 2.983844608162174166e-11 2.221191582659216127e-11 2.146491534127193422e-11 2.229477510083700827e-11 1.538325240849686678e-11 1.787667391135398108e-11 1.368059183593159551e-11 9.444285544657952206e-11 3.139902976585317494e-11 2.860626059079943975e-11 2.373479137118856426e-11 1.984949780870265951e-11 1.698817509138331208e-11 1.634471554371142251e-11 1.590887000142229207e-11 9.150367034661728507e-11 3.345073746426340714e-11 2.783272871608362304e-11 2.392111051291470742e-11 1.983277948743823766e-11 1.372888057688365170e-11 1.451335245450414056e-11 8.877236408406713012e-11 3.488935136266695654e-11 2.868376805517042202e-11 2.086379744585498761e-11 1.492691211193995941e-11 1.472408456594912728e-11 8.879431450944373091e-11 3.303124681356553951e-11 2.493275782467948976e-11 1.750117194850885887e-11 1.699939350162348890e-11
8.700000000000000000e+01 1.533140766696905024e-10 3.537501017709828341e-11 3.434971860159082540e-11 2.354170155607076438e-11 2.517261643149548037e-11 1.553209593403319447e-11 2.080183606356254409e-11 2.002634275091169323e-11 5.578942278178531326e-12 2.331993493388653419e-11 1.017032181013486289e-10 3.106612295837857240e-11 2.962466207683197958e-11 2.204773540664256616e-11 2.132062578773972909e-11 2.217764197057349273e-11 1.531005680193462083e-11 1.780870926556408897e-11 1.361474015290088837e-11 9.367220471488454092e-11 3.117822601800354022e-11 2.840735666784216577e-11 2.357708862886724998e-11 1.973871533400461247e-11 1.689973900161456838e-11 1.628108447853915777e-11 1.583046576927949361e-11 9.076692847088785130e-11 3.322977178198391125e-11 2.765336791939720294e-11 2.378415338040437980e-11 1.972351096257813099e-11 1.366221998645921162e-11 1.444835172934114413e-11 8.807229946596527763e-11 3.468622691140876091e-11 2.851219604125397357e-11 2.074673599581873672e-11 1.484900737988680419e-11 1.465710080818286591e-11 8.812148425075680955e-11 3.284786055923630767e-11 2.478632470960035233e-11 1.740787626279192630e-11 1.692036955891528466e-11
8.800000000000000000e+01 1.519799210825187894e-10 3.512840236709880169e-11 3.412919838364229528e-11 2.335709301736707651e-11 2.499494387804517893e-11 1.543631248418759392e-11 2.065682424922341963e-11 1.994363858410081438e-11 5.548624996420869358e-12 2.320896105038868390e-11 1.008698008954070485e-10 3.085209216147429048e-11 2.941347444608132800e-11 2.188577163684854729e-11 2.117805450666266154e-11 2.206125040511719186e-11 1.523733928257694550e-11 1.774050101445733992e-11 1.354934201935787057e-11 9.291354816492895589e-11 3.096038875284406222e-11 2.821093343361347089e-11 2.342121972593346088e-11 1.962878606459066442e-11 1.681190582154245816e-11 1.621742725849515733e-11 1.575239367139551544e-11 9.004150747402550880e-11 3.301150566441337587e-11 2.747592124325072423e-11 2.364833915546795112e-11 1.961502666035665262e-11 1.359592075892940756e-11 1.438364313350731034e-11 8.738273779110673249e-11 3.448504274002707576e-11 2.834217269127534453e-11 2.063068038630476735e-11 1.477164341450842139e-11 1.459035833352702435e-11 8.745805911216369911e-11 3.266614999295812350e-11 2.464113492295817903e-11 1.731527998421204360e-11 1.684163261725079582e-11
8.900000000000000000e+01 1.506678961324481939e-10 3.488550461919066591e-11 3.391088739571115014e-11 2.317516154848383414e-11 2.481948650205507419e-11 1.534161817892369566e-11 2.051365036286712496e-11 1.986076136331994870e-11 5.518709681712494569e-12 2.309840986086782628e-11 1.000493355696811783e-10 3.064098601010119117e-11 2.920485614004999327e-11 2.172599351256748712e-11 2.103718911579396552e-11 2.194562308817614069e-11 1.516511326670050762e-11 1.767209495440469608e-11 1.348440827859170476e-11 9.216662600696499722e-11 3.074547451429477840e-11 2.801696414964692411e-11 2.326717227620046303e-11 1.951972278474689528e-11 1.672468997921503965e-11 1.615377804905968501e-11 1.567467700198833973e-11 8.932716978740828636e-11 3.279591098351715717e-11 2.730038147690853517e-11 2.351367785094879555e-11 1.950734296675953390e-11 1.352999936286655081e-11 1.431924596440447440e-11 8.670346868748086455e-11 3.428580042310831571e-11 2.817370609798208491e-11 2.051563914390981360e-11 1.469483335507071067e-11 1.452387962720827001e-11 8.680387431438563115e-11 3.248612228306190967e-11 2.449719997843565858e-11 1.722339561598298916e-11 1.676321033667498529e-11
9.000000000000000000e+01 1.493774769140441370e-10 3.464623913055378505e-11 3.369478094665618465e-11 2.299585886348674395e-11 2.464621924932377050e-11 1.524800414911794640e-11 2.037230111859099753e-11 1.977775945475488217e-11 5.489192640069191344e-12 2.298831192108257291e-11 9.924154069071147139e-11 3.043275725042862708e-11 2.899877947939592601e-11 2.156836999397589130e-11 2.089801629920338845e-11 2.183078039284595261e-11 1.509339070478194301e-11 1.760353404216808486e-11 1.341994847814238878e-11 9.143118570181282834e-11 3.053344001858214596e-11 2.782542141614257101e-11 2.311493287519734718e-11 1.941153657587734777e-11 1.663810429059034355e-11 1.609016862828829406e-11 1.559733706914136870e-11 8.862368400665340843e-11 3.258295892202045032e-11 2.712674002043954851e-11 2.338017766803668467e-11 1.940047431344757345e-11 1.346447071787520853e-11 1.425517779219346135e-11 8.603428672316914342e-11 3.408849955120145736e-11 2.800680223081959390e-11 2.040161915237258783e-11 1.461858883714355336e-11 1.445768531986383857e-11 8.615876786117668430e-11 3.230778240293213117e-11 2.435452932782606422e-11 1.713223405237528014e-11 1.668512811706970369e-11
9.100000000000000000e+01 1.481081549411844284e-10 3.441053013557698609e-11 3.348087262781400301e-11 2.281913749460394363e-11 2.447511671072805527e-11 1.515546109588166761e-11 2.023276215016565336e-11 1.969467819506383647e-11 5.460069969992850139e-12 2.287869532082543429e-11 9.844614273150272727e-11 3.022735915363497176e-11 2.879521623834604583e-11 2.141287004799167438e-11 2.076052189929275286e-11 2.171674052965058239e-11 1.502218217856214401e-11 1.753485855043777387e-11 1.335597096049478963e-11 9.070698167267652019e-11 3.032424218821284237e-11 2.763627726235067480e-11 2.296448719742089248e-11 1.930423692927354098e-11 1.655216006528158834e-11 1.602662852831757899e-11 1.552039332226007587e-11 8.793082467133169209e-11 3.237262005830196497e-11 2.695498700193594950e-11 2.324784512354200991e-11 1.929443331071719001e-11 1.339934829436434304e-11 1.419145457301550838e-11 8.537499125502609382e-11 3.389313787701372101e-11 2.784146509249321973e-11 2.028862577141124555e-11 1.454292009452219799e-11 1.439179430493118398e-11 8.552258050532023746e-11 3.213113328941660021e-11 2.421313050857987328e-11 1.704180468915113997e-11 1.660740923926968727e-11
9.200000000000000000e+01 1.468594374508624463e-10 3.417830382179656624e-11 3.326915444614133816e-11 2.264495078596004416e-11 2.430615317538977453e-11 1.506397933163062467e-11 2.009501811857355896e-11 1.961156005715806046e-11 5.431337584200405192e-12 2.276958583641121033e-11 9.766287575854468156e-11 3.002474552399277383e-11 2.859413772229904353e-11 2.125946268684512328e-11 2.062469100234755717e-11 2.160351968605933879e-11 1.495149699233082942e-11 1.746610621524759472e-11 1.329248294795783688e-11 8.999377503482138826e-11 3.011783818368907208e-11 2.744950323014112739e-11 2.281582008692777001e-11 1.919783185237543276e-11 1.646686720609320635e-11 1.596318516888451479e-11 1.544386347174240965e-11 8.724837205758438483e-11 3.216486444580743231e-11 2.678511138710302394e-11 2.311668516943596978e-11 1.918923087224249641e-11 1.333464420742349507e-11 1.412809075521117350e-11 8.472538628564950549e-11 3.369971145311148877e-11 2.767769686562991866e-11 2.017666294806421911e-11 1.446783605484669437e-11 1.432622384898039985e-11 8.489515571563013734e-11 3.195617599183349276e-11 2.407300928207069486e-11 1.695211552718265752e-11 1.653007499784750613e-11
9.300000000000000000e+01 1.456308467478042084e-10 3.394948825225942119e-11 3.305961694947046900e-11 2.247325288697017490e-11 2.413930268048738923e-11 1.497354881876912014e-11 1.995905281167439162e-11 1.952844480735619785e-11 5.402991229835384521e-12 2.266100707413974803e-11 9.689148113783027134e-11 2.982487070665550563e-11 2.839551483981382411e-11 2.110811700351415144e-11 2.049050801805412579e-11 2.149113215794141932e-11 1.488134325876299585e-11 1.739731237566369579e-11 1.322949062210202923e-11 8.929133334158951680e-11 2.991418543302566009e-11 2.726507045122296646e-11 2.266891564169296460e-11 1.909232796887200301e-11 1.638223430269576528e-11 1.589986398329149482e-11 1.536776360133800261e-11 8.657611198252542615e-11 3.195966168726355167e-11 2.661710108168509475e-11 2.298670130510166403e-11 1.908487633209719033e-11 1.327036930513921471e-11 1.406509937897011349e-11 8.408528032787697853e-11 3.350821476155236018e-11 2.751549805014215523e-11 2.006573332099357965e-11 1.439334442930358876e-11 1.426098969541127253e-11 8.427633964470584106e-11 3.178290981208105545e-11 2.393416976314898565e-11 1.686317326966611101e-11 1.645314482605413897e-11
9.400000000000000000e+01 1.444219195867990379e-10 3.372401329364431989e-11 3.285224934427370278e-11 2.230399874540060717e-11 2.397453905787098583e-11 1.488415920609180212e-11 1.982484923656524133e-11 1.944536965432664793e-11 5.375026507262572237e-12 2.255298060526758695e-11 9.613170725828328666e-11 2.962768959504308415e-11 2.819931816933687757e-11 2.095880220422666793e-11 2.035795675338272883e-11 2.137959047339674470e-11 1.481172797962044832e-11 1.732851010612707472e-11 1.316699919810375739e-11 8.859943034538071210e-11 2.971324165913590176e-11 2.708294971844691451e-11 2.252375729213334213e-11 1.898773061297399091e-11 1.629826871976957811e-11 1.583668853722827643e-11 1.529210827364213392e-11 8.591383561942665462e-11 3.175698100396407974e-11 2.645094302716518454e-11 2.285789568271696514e-11 1.898137755452452351e-11 1.320653325166975548e-11 1.400249216981799789e-11 8.345448627612976638e-11 3.331864083585933771e-11 2.735486759186025194e-11 1.995583831818247327e-11 1.431945179677088133e-11 1.419610616191192546e-11 8.366598109723344631e-11 3.161133243633261082e-11 2.379661454151759252e-11 1.677498341332031399e-11 1.637663641337369410e-11
9.500000000000000000e+01 1.432322065899194666e-10 3.350181054954938096e-11 3.264703960631933229e-11 2.213714410010604700e-11 2.381183597763537859e-11 1.479579986300470452e-11 1.969238970515984128e-11 1.936236939021740269e-11 5.347438887539248919e-12 2.244552609299089775e-11 9.538330927116151623e-11 2.943315763774528774e-11 2.800551802100124622e-11 2.081148763822051961e-11 2.022702048121013665e-11 2.126890550938065741e-11 1.474265712161413050e-11 1.725973034181478753e-11 1.310501299432178216e-11 8.791784577236053111e-11 2.951496490515860534e-11 2.690311155159518565e-11 2.238032787416995394e-11 1.888404391817482394e-11 1.621497667992891657e-11 1.577368064084151226e-11 1.521691062914314048e-11 8.526133932278386833e-11 3.155679130038932865e-11 2.628662329014979717e-11 2.273026920616694063e-11 1.887874103689545475e-11 1.314314460537850313e-11 1.394027962632108159e-11 8.283282128399787762e-11 3.313098137573173318e-11 2.719580300296582803e-11 1.984697824843146857e-11 1.424616368274497655e-11 1.413158623205196939e-11 8.306393149866189956e-11 3.144144005877597210e-11 2.366034479543030945e-11 1.668755033393336614e-11 1.630056581612416855e-11
9.600000000000000000e+01 1.420612716960562669e-10 3.328281329841954776e-11 3.244397458458841044e-11 2.197264547345597923e-11 2.365116698880130451e-11 1.470845991166521084e-11 1.956165591347099911e-11 1.927947652435708454e-11 5.320223728649941574e-12 2.233866141191239608e-11 9.464604884414123757e-11 2.924123084488054555e-11 2.781408449381018924e-11 2.066614282494005550e-11 2.009768200402963942e-11 2.115908660151884953e-11 1.467413568770635677e-11 1.719100199736925314e-11 1.304353549740964494e-11 8.724636510977710152e-11 2.931931355780245366e-11 2.672552625803513733e-11 2.223860969717879805e-11 1.878127090080049002e-11 1.613236334172198603e-11 1.571086045442314539e-11 1.514218247921600652e-11 8.461842446245280444e-11 3.135906122441038720e-11 2.612412714582573528e-11 2.260382162386191563e-11 1.877697200626827659e-11 1.308021089231000454e-11 1.387847110236514783e-11 8.222010664752688184e-11 3.294522685487158567e-11 2.703830047472649390e-11 1.973915238703395978e-11 1.417348463336743490e-11 1.406744164136090087e-11 8.247004486411524809e-11 3.127322749783469096e-11 2.352536039818393998e-11 1.660087736659964761e-11 1.622494756151105959e-11
